skip,case_name,:main_hvac_type,:main_atu_reheat_coil_type,:main_atu_reheat_control,:main_fan_rise,:main_cool_coil_type,:main_heat_coil_type,:main_dx_type,:main_sat_reset_type,:main_sat_temp_max,:main_design_peak_load,:main_oa_econ_type,:main_cool_coil_cop,:main_dx_comp_speed,:main_fan_speed,:main_fan_motor_eff,:main_heat_coil_cop
,NE-dxHP-PkgHP-65to134-Ex-EER-11.0,SZ-CAV,NONE,nil,3.877['in H2O'],DX-AIR,DX-AIR,PNNL,FLOATING,95['F'],NONCOINCIDENT,FIXED-DRY-BULB,3.8,CONSTANT,CONSTANT,0.9,3.4
,NE-dxHP-PkgHP-65to134-Ex-EER-11.5,SZ-CAV,NONE,nil,3.877['in H2O'],DX-AIR,DX-AIR,PNNL,FLOATING,95['F'],NONCOINCIDENT,FIXED-DRY-BULB,3.97,CONSTANT,CONSTANT,0.9,3.5
,NE-dxHP-PkgHP-65to134-Ex-EER-12.0,SZ-CAV,NONE,nil,3.877['in H2O'],DX-AIR,DX-AIR,PNNL,FLOATING,95['F'],NONCOINCIDENT,FIXED-DRY-BULB,4.14,CONSTANT,CONSTANT,0.9,3.55
,NE-dxHP-PkgHP-135to239-Ex-EER-10.4,SZ-CAV,NONE,nil,3.877['in H2O'],DX-AIR,DX-AIR,PNNL,FLOATING,95['F'],NONCOINCIDENT,FIXED-DRY-BULB,3.67,CONSTANT,CONSTANT,0.9,3.3
,NE-dxHP-PkgHP-135to239-Ex-EER-10.8,SZ-CAV,NONE,nil,3.877['in H2O'],DX-AIR,DX-AIR,PNNL,FLOATING,95['F'],NONCOINCIDENT,FIXED-DRY-BULB,3.81,CONSTANT,CONSTANT,0.9,3.48
,NE-dxHP-PkgHP-135to239-Ex-EER-11.2,SZ-CAV,NONE,nil,3.877['in H2O'],DX-AIR,DX-AIR,PNNL,FLOATING,95['F'],NONCOINCIDENT,FIXED-DRY-BULB,3.95,CONSTANT,CONSTANT,0.9,3.51
,NE-dxHP-PkgHP-240to759-Ex-EER-9.3,SZ-CAV,NONE,nil,3.877['in H2O'],DX-AIR,DX-AIR,PNNL,FLOATING,95['F'],NONCOINCIDENT,FIXED-DRY-BULB,3.51,CONSTANT,CONSTANT,0.9,3.2
,NE-dxHP-PkgHP-240to759-Ex-EER-9.7,SZ-CAV,NONE,nil,3.877['in H2O'],DX-AIR,DX-AIR,PNNL,FLOATING,95['F'],NONCOINCIDENT,FIXED-DRY-BULB,3.66,CONSTANT,CONSTANT,0.9,3.3
,NE-dxHP-PkgHP-240to759-Ex-EER-10.0,SZ-CAV,NONE,nil,3.877['in H2O'],DX-AIR,DX-AIR,PNNL,FLOATING,95['F'],NONCOINCIDENT,FIXED-DRY-BULB,3.77,CONSTANT,CONSTANT,0.9,3.3
