File Name,BldgLoc,BldgType,Story,BldgHVAC,BldgVint,TechGroup,TechType,TechID,CHW Pump Power,CW Pump Power,Electricity/Heating,Electricity/Cooling,Electricity/Interior Lighting,Electricity/Exterior Lighting,Electricity/Interior Equipment,Electricity/Exterior Equipment,Electricity/Fans,Electricity/Pumps,Electricity/Heat Rejection,Electricity/Humidification,Electricity/Heat Recovery,Electricity/Water Systems,Electricity/Refrigeration,Electricity/Generators,Natural Gas/Heating,Natural Gas/Cooling,Natural Gas/Interior Lighting,Natural Gas/Exterior Lighting,Natural Gas/Interior Equipment,Natural Gas/Exterior Equipment,Natural Gas/Fans,Natural Gas/Pumps,Natural Gas/Heat Rejection,Natural Gas/Humidification,Natural Gas/Heat Recovery,Natural Gas/Water Systems,Natural Gas/Refrigeration,Natural Gas/Generators,Electricity:Facility [J](Hourly)
SWHC008-03 VSD Central Plant_Ex/runs/CZ09/OfS&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ09,OfS,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,918.13,,0,47930.54,23792.96,0,29466.65,0,121625.56,23549.97,28193.39,0,0,0,0,0,172.39,0,0,0,0,0,0,0,0,0,0,4247.52,0,0,153404442.9
SWHC008-03 VSD Central Plant_Ex/runs/CZ09/Rt3&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ09,Rt3,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,9007.78,,0,986957.78,774617.57,0,436518,0,290131.57,250830.02,279924.53,0,0,0,0,0,449696.42,0,0,0,0,0,0,0,0,0,0,157889.64,0,0,2016797912
SWHC008-03 VSD Central Plant_Ex/runs/CZ09/Rt3&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,CZ09,Rt3,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-PumpCtrl-Full-Std,,,0,1047991.32,774617.57,0,436518,0,289953.18,267859.32,280568.96,0,0,0,0,0,451688.39,0,0,0,0,0,0,0,0,0,0,157894.8,0,0,2186144256
SWHC008-03 VSD Central Plant_Ex/runs/CZ09/OfL&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ09,OfL,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,33835.66,0,1549703.48,463682.79,0,831153.37,0,293549.39,176928.42,301353.22,0,0,0,0,0,612099.4,0,0,0,0,0,0,0,0,0,0,103349.79,0,0,2137596968
SWHC008-03 VSD Central Plant_Ex/runs/CZ10/ECC&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,CZ10,ECC,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-PumpCtrl-Full-Std,,,0,1565980,350734.07,0,936314.72,0,376333.44,427168.52,398963.99,0,0,0,0,0,341088.82,0,0,0,68627.6,0,0,0,0,0,0,428586.29,0,0,2856548612
SWHC008-03 VSD Central Plant_Ex/runs/CZ09/OfL&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,CZ09,OfL,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-PumpCtrl-Full-Std,,,0,1553586.49,463682.79,0,831153.37,0,293395.8,382796.11,369249.8,0,0,0,0,0,612144.9,0,0,0,0,0,0,0,0,0,0,103359.16,0,0,2163473179
SWHC008-03 VSD Central Plant_Ex/runs/CZ10/ECC&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ10,ECC,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,38243.21,0,1561817.81,350734.07,0,936314.72,0,376330.71,184796.36,322603.38,0,0,0,0,0,341069.48,0,0,0,68627.6,0,0,0,0,0,0,428592.18,0,0,2823486193
SWHC008-03 VSD Central Plant_Ex/runs/CZ10/ESe&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,CZ10,ESe,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-PumpCtrl-Full-Std,,,0,388450.37,197273.03,0,258328.15,0,357161.68,64133.91,64407.24,0,0,0,0,0,102521.67,0,0,0,64094.3,0,0,0,0,0,0,205705.7,0,0,1091803274
SWHC008-03 VSD Central Plant_Ex/runs/CZ09/Rt3&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ09,Rt3,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,25715.64,0,1047198.74,774617.57,0,436518,0,289965.26,105730.98,164714.63,0,0,0,0,0,451625.02,0,0,0,0,0,0,0,0,0,0,157888.74,0,0,2160121001
SWHC008-03 VSD Central Plant_Ex/runs/CZ10/EUn&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ10,EUn,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,29886.5,,0,2982909.68,1274541.22,0,3553012.2,0,1391834.85,821124.32,877870.66,0,0,0,0,0,1479693.87,0,0,0,127428.8,0,0,0,0,0,0,653041.84,0,0,7061399816
SWHC008-03 VSD Central Plant_Ex/runs/CZ10/ECC&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ10,ECC,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,13395.99,,0,1058876.19,350734.07,0,936314.72,0,376569.04,375930.46,392634.5,0,0,0,0,0,340655.95,0,0,0,68627.6,0,0,0,0,0,0,428602.44,0,0,2346317458
SWHC008-03 VSD Central Plant_Ex/runs/CZ10/ESe&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ10,ESe,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,2181.84,,0,322171.56,197273.03,0,258328.15,0,357173.45,59295.35,64259.72,0,0,0,0,0,102631.31,0,0,0,64094.3,0,0,0,0,0,0,205700.33,0,0,959159674.3
SWHC008-03 VSD Central Plant_Ex/runs/CZ10/Nrs&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ10,Nrs,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,1972.43,,0,276757.54,201226.15,0,282049.05,0,144674.58,54065.32,58077.92,0,0,0,0,0,177945.46,0,0,0,65854.75,0,0,0,0,0,0,111793.01,0,0,596893367.8
SWHC008-03 VSD Central Plant_Ex/runs/CZ10/Hsp&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ10,Hsp,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,15483.29,,0,1804505.98,857863.39,0,1141299.43,0,627178.81,445805.17,454530.04,0,0,0,0,0,1362316.36,0,0,0,43737.51,0,0,0,0,0,0,243571.33,0,0,3465074920
SWHC008-03 VSD Central Plant_Ex/runs/CZ10/Nrs&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ10,Nrs,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,5630.96,0,335203.74,201226.15,0,282049.05,0,144673.47,22447.15,33980.93,0,0,0,0,0,177706.76,0,0,0,65854.75,0,0,0,0,0,0,111789.42,0,0,664392355.8
SWHC008-03 VSD Central Plant_Ex/runs/CZ10/EUn&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,CZ10,EUn,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-PumpCtrl-Full-Std,,,0,3740678.83,1274541.22,0,3553012.2,0,1392425.93,887709.33,880209.22,0,0,0,0,0,1475700.01,0,0,0,127428.8,0,0,0,0,0,0,652997.67,0,0,7990888581
SWHC008-03 VSD Central Plant_Ex/runs/CZ10/ESe&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ10,ESe,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,6228.78,0,387980.2,197273.03,0,258328.15,0,357088.19,25795.2,39480.01,0,0,0,0,0,102515.33,0,0,0,64094.3,0,0,0,0,0,0,205701.61,0,0,1090079232
SWHC008-03 VSD Central Plant_Ex/runs/CZ10/EUn&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ10,EUn,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,85320.76,0,3735121.26,1274541.22,0,3553012.2,0,1392429.2,368646.57,546479.85,0,0,0,0,0,1475722.02,0,0,0,127428.8,0,0,0,0,0,0,652997.67,0,0,7909835805
SWHC008-03 VSD Central Plant_Ex/runs/CZ10/Nrs&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,CZ10,Nrs,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-PumpCtrl-Full-Std,,,0,335411.36,201226.15,0,282049.05,0,144673.73,57721.87,58156.77,0,0,0,0,0,177705.05,0,0,0,65854.75,0,0,0,0,0,0,111788.12,0,0,678864667.8
SWHC008-03 VSD Central Plant_Ex/runs/CZ10/Hsp&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,CZ10,Hsp,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-PumpCtrl-Full-Std,,,0,2148192.54,857863.39,0,1141299.43,0,627853.75,510045.74,466468.25,0,0,0,0,0,1358457.38,0,0,0,43737.51,0,0,0,0,0,0,243575.26,0,0,3622504324
SWHC008-03 VSD Central Plant_Ex/runs/CZ10/OfL&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,CZ10,OfL,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-PumpCtrl-Full-Std,,,0,1537190.07,463682.79,0,831153.37,0,293871.34,377141.94,351919.6,0,0,0,0,0,685820.82,0,0,0,0,0,0,0,0,0,0,102507.93,0,0,2791092930
SWHC008-03 VSD Central Plant_Ex/runs/CZ10/OfL&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ10,OfL,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,11860.99,,0,1106158.4,463682.79,0,831153.37,0,293480.46,334934.75,348666.64,0,0,0,0,0,687542.02,0,0,0,0,0,0,0,0,0,0,102506.03,0,0,2100562897
SWHC008-03 VSD Central Plant_Ex/runs/CZ10/OfL&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ10,OfL,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,33861.05,0,1534246.28,463682.79,0,831153.37,0,293755.31,181326.98,278247.03,0,0,0,0,0,685810.49,0,0,0,0,0,0,0,0,0,0,102511.35,0,0,2780153092
SWHC008-03 VSD Central Plant_Ex/runs/CZ10/Hsp&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ10,Hsp,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,44202.1,0,2144224.47,857863.39,0,1141299.43,0,627850.1,261248.83,396518.42,0,0,0,0,0,1358408.67,0,0,0,43737.51,0,0,0,0,0,0,243575.87,0,0,3605982287
SWHC008-03 VSD Central Plant_Ex/runs/CZ10/OfS&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,CZ10,OfS,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-PumpCtrl-Full-Std,,,0,82170.8,23792.96,0,29466.65,0,112092.37,25875.11,24898.07,0,0,0,0,0,882.82,0,0,0,0,0,0,0,0,0,0,4217.48,0,0,223877019.3
SWHC008-03 VSD Central Plant_Ex/runs/CZ10/Rt3&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ10,Rt3,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,27685.68,0,1124173.32,774617.57,0,436518,0,321638.15,119559.56,172617.42,0,0,0,0,0,678796.86,0,0,0,0,0,0,0,0,0,0,156633.75,0,0,2811735871
SWHC008-03 VSD Central Plant_Ex/runs/CZ10/Rt3&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,CZ10,Rt3,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-PumpCtrl-Full-Std,,,0,1124566.38,774617.57,0,436518,0,321606.21,287854.96,286651.38,0,0,0,0,0,678750.62,0,0,0,0,0,0,0,0,0,0,156632.12,0,0,2816743512
SWHC008-03 VSD Central Plant_Ex/runs/CZ11/ECC&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ11,ECC,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,13542.45,,0,989597.86,350734.07,0,936314.72,0,415740.89,375476.11,379205.32,0,0,0,0,0,449841.94,0,0,0,68627.6,0,0,0,0,0,0,437473.55,0,0,2692772907
SWHC008-03 VSD Central Plant_Ex/runs/CZ10/OfS&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ10,OfS,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,2457.65,0,82025.48,23792.96,0,29466.65,0,112092.37,10860.42,12955.47,0,0,0,0,0,882.82,0,0,0,0,0,0,0,0,0,0,4217.48,0,0,222556735.7
SWHC008-03 VSD Central Plant_Ex/runs/CZ10/OfS&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ10,OfS,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,860.87,,0,51494.59,23792.96,0,29466.65,0,112092.37,22179.69,24710.88,0,0,0,0,0,882.82,0,0,0,0,0,0,0,0,0,0,4217.48,0,0,169153457.9
SWHC008-03 VSD Central Plant_Ex/runs/CZ11/ECC&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ11,ECC,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,38661.34,0,1409514.16,350734.07,0,936314.72,0,415369.16,178620.43,298231.44,0,0,0,0,0,451848.58,0,0,0,68627.6,0,0,0,0,0,0,437495.82,0,0,2903824857
SWHC008-03 VSD Central Plant_Ex/runs/CZ11/ECC&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,CZ11,ECC,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-PumpCtrl-Full-Std,,,0,1412551.2,350734.07,0,936314.72,0,415370.21,425766.86,388202.47,0,0,0,0,0,451738.84,0,0,0,68627.6,0,0,0,0,0,0,437493.13,0,0,2929027885
SWHC008-03 VSD Central Plant_Ex/runs/CZ10/Rt3&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ10,Rt3,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,9697.85,,0,963990.18,774617.57,0,436518,0,321712.38,267708.94,285547.95,0,0,0,0,0,677782.89,0,0,0,0,0,0,0,0,0,0,156633.18,0,0,2782192227
SWHC008-03 VSD Central Plant_Ex/runs/CZ11/ESe&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ11,ESe,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,6320.86,0,372754.2,197273.03,0,258328.15,0,372373.01,23686.17,35639.85,0,0,0,0,0,160687.36,0,0,0,64094.3,0,0,0,0,0,0,210331.99,0,0,1218159425
SWHC008-03 VSD Central Plant_Ex/runs/CZ11/EUn&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ11,EUn,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,87782.25,0,3530184.69,1274541.22,0,3553012.2,0,1441468.56,350537.52,507609.64,0,0,0,0,0,2046079.23,0,0,0,127428.8,0,0,0,0,0,0,667529.84,0,0,8219722550
SWHC008-03 VSD Central Plant_Ex/runs/CZ11/EUn&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ11,EUn,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,30748.73,,0,2872169.49,1274541.22,0,3553012.2,0,1440159.29,836262.55,874832.29,0,0,0,0,0,2054621.49,0,0,0,127428.8,0,0,0,0,0,0,667526.85,0,0,7604915279
SWHC008-03 VSD Central Plant_Ex/runs/CZ11/ESe&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ11,ESe,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,2214.1,,0,314870.87,197273.03,0,258328.15,0,372313.26,59646.37,62829.95,0,0,0,0,0,160567.09,0,0,0,64094.3,0,0,0,0,0,0,210331.49,0,0,1137494664
SWHC008-03 VSD Central Plant_Ex/runs/CZ11/EUn&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,CZ11,EUn,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-PumpCtrl-Full-Std,,,0,3533736.58,1274541.22,0,3553012.2,0,1441469.96,897017.66,877609.47,0,0,0,0,0,2046080.37,0,0,0,127428.8,0,0,0,0,0,0,667530.01,0,0,8277522616
SWHC008-03 VSD Central Plant_Ex/runs/CZ11/ESe&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,CZ11,ESe,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-PumpCtrl-Full-Std,,,0,373059.86,197273.03,0,258328.15,0,372416.58,63875.36,63006.74,0,0,0,0,0,160692.03,0,0,0,64094.3,0,0,0,0,0,0,210333.61,0,0,1220238317
SWHC008-03 VSD Central Plant_Ex/runs/CZ11/Nrs&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ11,Nrs,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,5807.66,0,329222.99,201226.15,0,282049.05,0,153226.68,21101.71,31377.89,0,0,0,0,0,299650.4,0,0,0,65854.75,0,0,0,0,0,0,114324.93,0,0,733529960
SWHC008-03 VSD Central Plant_Ex/runs/CZ11/Hsp&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ11,Hsp,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,15269.12,,0,1667018.9,857863.39,0,1141299.43,0,601294.57,436896.25,435870.99,0,0,0,0,0,1478711.02,0,0,0,43737.51,0,0,0,0,0,0,249112.83,0,0,3413288941
SWHC008-03 VSD Central Plant_Ex/runs/CZ11/OfS&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ11,OfS,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,2712.56,0,89770.71,23792.96,0,29466.65,0,125539.99,12008.32,15080.62,0,0,0,0,0,3445.22,0,0,0,0,0,0,0,0,0,0,4300.14,0,0,247637275.4
SWHC008-03 VSD Central Plant_Ex/runs/CZ11/OfL&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ11,OfL,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,35797.56,0,1458151.53,463682.79,0,831153.37,0,292259.98,176715.5,257890.44,0,0,0,0,0,970493.09,0,0,0,0,0,0,0,0,0,0,104844.49,0,0,2920672291
SWHC008-03 VSD Central Plant_Ex/runs/CZ11/Hsp&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,CZ11,Hsp,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-PumpCtrl-Full-Std,,,0,1941242.62,857863.39,0,1141299.43,0,602566.11,503605.82,449955.93,0,0,0,0,0,1473064.7,0,0,0,43737.51,0,0,0,0,0,0,249122.88,0,0,3534854009
SWHC008-03 VSD Central Plant_Ex/runs/CZ11/OfS&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ11,OfS,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,950.17,,0,58440.75,23792.96,0,29466.65,0,125539.7,24528.61,26387.7,0,0,0,0,0,3445.22,0,0,0,0,0,0,0,0,0,0,4300.14,0,0,210275419.5
SWHC008-03 VSD Central Plant_Ex/runs/CZ11/Nrs&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ11,Nrs,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,2034.33,,0,283268.2,201226.15,0,282049.05,0,153236.03,55241.51,57986.81,0,0,0,0,0,299825.46,0,0,0,65854.75,0,0,0,0,0,0,114332.76,0,0,707074394.3
SWHC008-03 VSD Central Plant_Ex/runs/CZ11/Nrs&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,CZ11,Nrs,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-PumpCtrl-Full-Std,,,0,329392.25,201226.15,0,282049.05,0,153232.64,58443.54,58050.2,0,0,0,0,0,299669.34,0,0,0,65854.75,0,0,0,0,0,0,114329.47,0,0,749130964.6
SWHC008-03 VSD Central Plant_Ex/runs/CZ11/OfL&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ11,OfL,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,12539.31,,0,1058880.96,463682.79,0,831153.37,0,290516.22,350366.83,357062.74,0,0,0,0,0,972864.23,0,0,0,0,0,0,0,0,0,0,104845.12,0,0,2377722398
SWHC008-03 VSD Central Plant_Ex/runs/CZ11/OfL&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,CZ11,OfL,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-PumpCtrl-Full-Std,,,0,1460445.51,463682.79,0,831153.37,0,292095.42,389269.86,360701.2,0,0,0,0,0,970183.05,0,0,0,0,0,0,0,0,0,0,104844.6,0,0,2933995722
SWHC008-03 VSD Central Plant_Ex/runs/CZ11/Rt3&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ11,Rt3,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,26148.13,0,921005.65,774617.57,0,436518,0,300446.67,100396.9,148370.82,0,0,0,0,0,666008.21,0,0,0,0,0,0,0,0,0,0,160215.6,0,0,2772470139
SWHC008-03 VSD Central Plant_Ex/runs/CZ12/ECC&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ12,ECC,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,13210.35,,0,866186.25,350734.07,0,936314.72,0,459649.87,363701.15,377189.22,0,0,0,0,0,641150.36,0,0,0,68627.6,0,0,0,0,0,0,450762.92,0,0,2546419142
SWHC008-03 VSD Central Plant_Ex/runs/CZ11/Hsp&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ11,Hsp,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,43590.66,0,1939037.69,857863.39,0,1141299.43,0,602662.63,253491.01,385324.39,0,0,0,0,0,1473136.98,0,0,0,43737.51,0,0,0,0,0,0,249121.98,0,0,3517487527
SWHC008-03 VSD Central Plant_Ex/runs/CZ11/Rt3&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ11,Rt3,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,9159.27,,0,836831.17,774617.57,0,436518,0,300481.48,250593.92,261713.82,0,0,0,0,0,665593.83,0,0,0,0,0,0,0,0,0,0,160210.9,0,0,2807111870
SWHC008-03 VSD Central Plant_Ex/runs/CZ12/ECC&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ12,ECC,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,37713.24,0,1411166.91,350734.07,0,936314.72,0,459693.72,168001.45,292817.91,0,0,0,0,0,641122.11,0,0,0,68627.6,0,0,0,0,0,0,450780.22,0,0,2984356384
SWHC008-03 VSD Central Plant_Ex/runs/CZ12/ECC&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,CZ12,ECC,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-PumpCtrl-Full-Std,,,0,1414448.1,350734.07,0,936314.72,0,459694.33,416802.35,388479.62,0,0,0,0,0,641121.13,0,0,0,68627.6,0,0,0,0,0,0,450786.65,0,0,3014446082
SWHC008-03 VSD Central Plant_Ex/runs/CZ11/Rt3&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,CZ11,Rt3,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-PumpCtrl-Full-Std,,,0,920782.04,774617.57,0,436518,0,300358.16,266961.32,262820.62,0,0,0,0,0,666118.32,0,0,0,0,0,0,0,0,0,0,160215.55,0,0,2801229357
