File Name,BldgLoc,BldgType,Story,BldgHVAC,BldgVint,TechGroup,TechType,TechID,CHW Pump Power,CW Pump Power,Electricity/Heating,Electricity/Cooling,Electricity/Interior Lighting,Electricity/Exterior Lighting,Electricity/Interior Equipment,Electricity/Exterior Equipment,Electricity/Fans,Electricity/Pumps,Electricity/Heat Rejection,Electricity/Humidification,Electricity/Heat Recovery,Electricity/Water Systems,Electricity/Refrigeration,Electricity/Generators,Natural Gas/Heating,Natural Gas/Cooling,Natural Gas/Interior Lighting,Natural Gas/Exterior Lighting,Natural Gas/Interior Equipment,Natural Gas/Exterior Equipment,Natural Gas/Fans,Natural Gas/Pumps,Natural Gas/Heat Rejection,Natural Gas/Humidification,Natural Gas/Heat Recovery,Natural Gas/Water Systems,Natural Gas/Refrigeration,Natural Gas/Generators,Electricity:Facility [J](Hourly)
SWHC008-03 VSD Central Plant_Ex/runs/CZ01/ESe&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,CZ01,ESe,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-PumpCtrl-Full-Std,,,0,30249.59,197273.03,0,258328.15,0,314621.47,40762.63,46669.27,0,0,0,0,0,196347.33,0,0,0,64094.3,0,0,0,0,0,0,253184.28,0,0,584105905.2
SWHC008-03 VSD Central Plant_Ex/runs/CZ01/Nrs&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ01,Nrs,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,1437.17,,0,35788.8,201226.15,0,282049.05,0,71093.14,36996.46,43182.32,0,0,0,0,0,178003.25,0,0,0,65854.75,0,0,0,0,0,0,137437.75,0,0,354956477.4
SWHC008-03 VSD Central Plant_Ex/runs/CZ01/ECC&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ01,ECC,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,26820.85,0,306033.94,350734.07,0,936314.72,0,250364.68,80913.39,174972.4,0,0,0,0,0,333355.56,0,0,0,68627.6,0,0,0,0,0,0,530254.58,0,0,1537505015
SWHC008-03 VSD Central Plant_Ex/runs/CZ01/ECC&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ01,ECC,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,9394.92,,0,88906.59,350734.07,0,936314.72,0,249809.37,249092.14,278424.79,0,0,0,0,0,333324.89,0,0,0,68627.6,0,0,0,0,0,0,530249.93,0,0,1431186158
SWHC008-03 VSD Central Plant_Ex/runs/CZ01/ESe&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ01,ESe,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,4451.92,0,30157.31,197273.03,0,258328.15,0,314617.06,3791.89,10959.96,0,0,0,0,0,196352.88,0,0,0,64094.3,0,0,0,0,0,0,253178.11,0,0,570114497.2
SWHC008-03 VSD Central Plant_Ex/runs/CZ01/ESe&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ01,ESe,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,1559.44,,0,27461.82,197273.03,0,258328.15,0,314609.2,39750.49,46636.09,0,0,0,0,0,196350.22,0,0,0,64094.3,0,0,0,0,0,0,253181.82,0,0,569705208
SWHC008-03 VSD Central Plant_Ex/runs/CZ01/ECC&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,CZ01,ECC,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-PumpCtrl-Full-Std,,,0,306355.78,350734.07,0,936314.72,0,250359.49,291806.8,281161.6,0,0,0,0,0,333380.22,0,0,0,68627.6,0,0,0,0,0,0,530245.77,0,0,1614751142
SWHC008-03 VSD Central Plant_Ex/runs/CZ01/Nrs&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ01,Nrs,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,4102.88,0,36664.29,201226.15,0,282049.05,0,71096.18,3604.87,12031.52,0,0,0,0,0,178028.99,0,0,0,65854.75,0,0,0,0,0,0,137437.21,0,0,352162453.6
SWHC008-03 VSD Central Plant_Ex/runs/CZ01/Hsp&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ01,Hsp,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,32183.24,0,331414.49,857863.39,0,1141299.43,0,209813.31,118486.37,233821.86,0,0,0,0,0,515837.08,0,0,0,43737.51,0,0,0,0,0,0,299612.06,0,0,1765037880
SWHC008-03 VSD Central Plant_Ex/runs/CZ01/EUn&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ01,EUn,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,24045.29,,0,211576.62,1274541.22,0,3553012.2,0,893162.24,608497.4,719427.59,0,0,0,0,0,1006799.15,0,0,0,127428.8,0,0,0,0,0,0,805513.45,0,0,4792380218
SWHC008-03 VSD Central Plant_Ex/runs/CZ01/Nrs&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,CZ01,Nrs,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-PumpCtrl-Full-Std,,,0,36734.51,201226.15,0,282049.05,0,71096.52,37566.25,43204.97,0,0,0,0,0,178027.63,0,0,0,65854.75,0,0,0,0,0,0,137437.9,0,0,368095460.2
SWHC008-03 VSD Central Plant_Ex/runs/CZ01/EUn&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,CZ01,EUn,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-PumpCtrl-Full-Std,,,0,245959.24,1274541.22,0,3553012.2,0,893241.18,621555.21,719929.16,0,0,0,0,0,1006940.12,0,0,0,127428.8,0,0,0,0,0,0,805513.44,0,0,5165484016
SWHC008-03 VSD Central Plant_Ex/runs/CZ01/Hsp&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,CZ01,Hsp,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-PumpCtrl-Full-Std,,,0,331586.45,857863.39,0,1141299.43,0,209813.42,367344.16,346652.21,0,0,0,0,0,515863.98,0,0,0,43737.51,0,0,0,0,0,0,299625.1,0,0,1851890498
SWHC008-03 VSD Central Plant_Ex/runs/CZ01/EUn&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ01,EUn,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,68645.12,0,244868.31,1274541.22,0,3553012.2,0,893241.33,51500.07,114465.66,0,0,0,0,0,1006942.46,0,0,0,127428.8,0,0,0,0,0,0,805513.45,0,0,4947584977
SWHC008-03 VSD Central Plant_Ex/runs/CZ01/OfL&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ01,OfL,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,9296.85,,0,88113.94,463682.79,0,831153.37,0,162570.81,239407.57,278169.7,0,0,0,0,0,775481.71,0,0,0,0,0,0,0,0,0,0,126001.9,0,0,1426473033
SWHC008-03 VSD Central Plant_Ex/runs/CZ01/Hsp&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ01,Hsp,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,11273.28,,0,152427.89,857863.39,0,1141299.43,0,209772.5,298494.3,336737.28,0,0,0,0,0,517001.16,0,0,0,43737.51,0,0,0,0,0,0,299617.74,0,0,1784652399
SWHC008-03 VSD Central Plant_Ex/runs/CZ01/OfS&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ01,OfS,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,698.55,,0,4745.45,23792.96,0,29466.65,0,92403.61,17498.15,20746.62,0,0,0,0,0,7941.68,0,0,0,0,0,0,0,0,0,0,5049.1,0,0,91225339.97
SWHC008-03 VSD Central Plant_Ex/runs/CZ01/OfS&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ01,OfS,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,1994.24,0,6281.69,23792.96,0,29466.65,0,92403.61,3516.72,5265.1,0,0,0,0,0,7941.68,0,0,0,0,0,0,0,0,0,0,5049.1,0,0,90521763.13
SWHC008-03 VSD Central Plant_Ex/runs/CZ01/OfL&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ01,OfL,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,26540.88,0,151175.13,463682.79,0,831153.37,0,162596.19,48159.72,87354.06,0,0,0,0,0,774130.1,0,0,0,0,0,0,0,0,0,0,126001.24,0,0,1449508326
SWHC008-03 VSD Central Plant_Ex/runs/CZ01/OfL&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,CZ01,OfL,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-PumpCtrl-Full-Std,,,0,151705.29,463682.79,0,831153.37,0,162591.37,261871.36,280149.7,0,0,0,0,0,774151.48,0,0,0,0,0,0,0,0,0,0,126005.28,0,0,1522278117
SWHC008-03 VSD Central Plant_Ex/runs/CZ01/Rt3&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,CZ01,Rt3,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-PumpCtrl-Full-Std,,,0,55832.84,774617.57,0,436518,0,118735.21,161458.62,185729.53,0,0,0,0,0,253621.7,0,0,0,0,0,0,0,0,0,0,192559.55,0,0,1372743364
SWHC008-03 VSD Central Plant_Ex/runs/CZ02/ESe&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ02,ESe,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,5716.76,0,187210.97,197273.03,0,258328.15,0,364158.12,14051.97,27492.42,0,0,0,0,0,165575.23,0,0,0,64094.3,0,0,0,0,0,0,232582.45,0,0,928268616.1
SWHC008-03 VSD Central Plant_Ex/runs/CZ01/Rt3&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ01,Rt3,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,6167.59,,0,48321.44,774617.57,0,436518,0,118664.86,156957.74,185739.58,0,0,0,0,0,253095.71,0,0,0,0,0,0,0,0,0,0,192561.85,0,0,1362909448
SWHC008-03 VSD Central Plant_Ex/runs/CZ02/ECC&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,CZ02,ECC,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-PumpCtrl-Full-Std,,,0,958853.98,350734.07,0,936314.72,0,344611.8,378288.29,350843.66,0,0,0,0,0,452711.37,0,0,0,68627.6,0,0,0,0,0,0,486313.29,0,0,2712453999
SWHC008-03 VSD Central Plant_Ex/runs/CZ01/OfS&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,CZ01,OfS,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-PumpCtrl-Full-Std,,,0,6254.43,23792.96,0,29466.65,0,92403.61,19587.09,20787.88,0,0,0,0,0,7941.68,0,0,0,0,0,0,0,0,0,0,5049.1,0,0,101275928.6
SWHC008-03 VSD Central Plant_Ex/runs/CZ01/Rt3&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ01,Rt3,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,17607.39,0,55552.79,774617.57,0,436518,0,118735.38,15188.2,40270.45,0,0,0,0,0,253612.6,0,0,0,0,0,0,0,0,0,0,192561.35,0,0,1320139185
SWHC008-03 VSD Central Plant_Ex/runs/CZ02/ESe&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,CZ02,ESe,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-PumpCtrl-Full-Std,,,0,187622.96,197273.03,0,258328.15,0,364164.26,56676.06,57453.13,0,0,0,0,0,165561.39,0,0,0,64094.3,0,0,0,0,0,0,232582.35,0,0,930994327
SWHC008-03 VSD Central Plant_Ex/runs/CZ02/ECC&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ02,ECC,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,12080.31,,0,630213.06,350734.07,0,936314.72,0,344490.25,332394.42,340026.34,0,0,0,0,0,450265.78,0,0,0,68627.6,0,0,0,0,0,0,486343.24,0,0,2535424721
SWHC008-03 VSD Central Plant_Ex/runs/CZ02/ECC&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ02,ECC,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,34487.19,0,956065.37,350734.07,0,936314.72,0,344610.94,127580.44,247876.46,0,0,0,0,0,452721.63,0,0,0,68627.6,0,0,0,0,0,0,486316.99,0,0,2676604004
SWHC008-03 VSD Central Plant_Ex/runs/CZ02/EUn&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ02,EUn,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,81414.08,0,1984461.71,1274541.22,0,3553012.2,0,1103321.18,205162.45,373087.36,0,0,0,0,0,1255342.83,0,0,0,127428.8,0,0,0,0,0,0,739420.59,0,0,7874924106
SWHC008-03 VSD Central Plant_Ex/runs/CZ02/ESe&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ02,ESe,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,2002.49,,0,174380.31,197273.03,0,258328.15,0,364212.76,53693.18,57312.01,0,0,0,0,0,166205.69,0,0,0,64094.3,0,0,0,0,0,0,232583.8,0,0,888214465.1
SWHC008-03 VSD Central Plant_Ex/runs/CZ02/EUn&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ02,EUn,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,28518.06,,0,1725203.36,1274541.22,0,3553012.2,0,1103453.3,762345.34,810747.59,0,0,0,0,0,1259053.47,0,0,0,127428.8,0,0,0,0,0,0,739480.37,0,0,7058519007
SWHC008-03 VSD Central Plant_Ex/runs/CZ02/Hsp&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ02,Hsp,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,39598.64,0,1152610.74,857863.39,0,1141299.43,0,391010.7,178332.72,311481.96,0,0,0,0,0,898572.99,0,0,0,43737.51,0,0,0,0,0,0,275287.13,0,0,3189817474
SWHC008-03 VSD Central Plant_Ex/runs/CZ02/Hsp&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ02,Hsp,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,13870.77,,0,950446.26,857863.39,0,1141299.43,0,390385.12,386687.38,393966.55,0,0,0,0,0,905355.78,0,0,0,43737.51,0,0,0,0,0,0,275263.68,0,0,3180765317
SWHC008-03 VSD Central Plant_Ex/runs/CZ02/Hsp&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,CZ02,Hsp,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-PumpCtrl-Full-Std,,,0,1154835.95,857863.39,0,1141299.43,0,391008.36,453309.95,412066.38,0,0,0,0,0,898613.92,0,0,0,43737.51,0,0,0,0,0,0,275274.26,0,0,3211678250
SWHC008-03 VSD Central Plant_Ex/runs/CZ02/EUn&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,CZ02,EUn,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-PumpCtrl-Full-Std,,,0,1989951.22,1274541.22,0,3553012.2,0,1103326.37,808955.42,814990.44,0,0,0,0,0,1255350.47,0,0,0,127428.8,0,0,0,0,0,0,739403.74,0,0,7958373984
SWHC008-03 VSD Central Plant_Ex/runs/CZ02/Nrs&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ02,Nrs,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,1827.83,,0,155487.36,201226.15,0,282049.05,0,103679.41,49115.88,52249.3,0,0,0,0,0,185596.89,0,0,0,65854.75,0,0,0,0,0,0,126296.97,0,0,552345029.4
SWHC008-03 VSD Central Plant_Ex/runs/CZ02/Nrs&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ02,Nrs,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,5218.15,0,173997.32,201226.15,0,282049.05,0,103678.35,12195.31,23875.65,0,0,0,0,0,185578.88,0,0,0,65854.75,0,0,0,0,0,0,126295.86,0,0,592358341.8
SWHC008-03 VSD Central Plant_Ex/runs/CZ02/OfS&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ02,OfS,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,2483.19,0,39950.28,23792.96,0,29466.65,0,112118.59,7039.22,9633.83,0,0,0,0,0,4096.02,0,0,0,0,0,0,0,0,0,0,4688.12,0,0,206698492.6
SWHC008-03 VSD Central Plant_Ex/runs/CZ02/OfL&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ02,OfL,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,11584.49,,0,698760.79,463682.79,0,831153.37,0,227052.15,317114.99,328263.5,0,0,0,0,0,804924.59,0,0,0,0,0,0,0,0,0,0,115798.71,0,0,2047198048
SWHC008-03 VSD Central Plant_Ex/runs/CZ02/Nrs&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,CZ02,Nrs,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-PumpCtrl-Full-Std,,,0,174233.5,201226.15,0,282049.05,0,103679.3,51294.96,52335.67,0,0,0,0,0,185579.45,0,0,0,65854.75,0,0,0,0,0,0,126295.72,0,0,605288434.6
SWHC008-03 VSD Central Plant_Ex/runs/CZ02/OfS&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ02,OfS,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,869.82,,0,26791.08,23792.96,0,29466.65,0,112118.64,22066.69,23778.35,0,0,0,0,0,4096.03,0,0,0,0,0,0,0,0,0,0,4688.12,0,0,165644869.5
SWHC008-03 VSD Central Plant_Ex/runs/CZ02/OfL&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ02,OfL,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,33071.7,0,877794.26,463682.79,0,831153.37,0,227548.73,116987.26,204663.8,0,0,0,0,0,802147.08,0,0,0,0,0,0,0,0,0,0,115798.78,0,0,2547164699
SWHC008-03 VSD Central Plant_Ex/runs/CZ02/OfL&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,CZ02,OfL,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-PumpCtrl-Full-Std,,,0,880111.73,463682.79,0,831153.37,0,227564.52,353213.82,333569.08,0,0,0,0,0,802162.12,0,0,0,0,0,0,0,0,0,0,115800.66,0,0,2563027201
SWHC008-03 VSD Central Plant_Ex/runs/CZ02/Rt3&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ02,Rt3,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,8202.25,,0,535051.2,774617.57,0,436518,0,212769.63,220464.99,233786.1,0,0,0,0,0,449082.04,0,0,0,0,0,0,0,0,0,0,176954.92,0,0,2416541866
SWHC008-03 VSD Central Plant_Ex/runs/CZ02/OfS&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,CZ02,OfS,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-PumpCtrl-Full-Std,,,0,40058.78,23792.96,0,29466.65,0,112118.59,25447.87,24079.11,0,0,0,0,0,4096.02,0,0,0,0,0,0,0,0,0,0,4688.12,0,0,208667216.8
SWHC008-03 VSD Central Plant_Ex/runs/CZ02/Rt3&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ02,Rt3,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,23415.98,0,554655.91,774617.57,0,436518,0,212812.86,62685.21,112360.1,0,0,0,0,0,449723.93,0,0,0,0,0,0,0,0,0,0,176953.76,0,0,2403957922
SWHC008-03 VSD Central Plant_Ex/runs/CZ03/ECC&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ03,ECC,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,11354.16,,0,423124.6,350734.07,0,936314.72,0,256069.65,311708.49,342568.72,0,0,0,0,0,171278.55,0,0,0,68627.6,0,0,0,0,0,0,484942.94,0,0,1913386055
SWHC008-03 VSD Central Plant_Ex/runs/CZ02/Rt3&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,CZ02,Rt3,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-PumpCtrl-Full-Std,,,0,555413.17,774617.57,0,436518,0,212813.82,235377.69,235156.83,0,0,0,0,0,449740.8,0,0,0,0,0,0,0,0,0,0,176955.28,0,0,2414917527
SWHC008-03 VSD Central Plant_Ex/runs/CZ03/ESe&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ03,ESe,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,1899.66,,0,113050.3,197273.03,0,258328.15,0,346722.68,50558.44,57961.05,0,0,0,0,0,86414.19,0,0,0,64094.3,0,0,0,0,0,0,231730.71,0,0,716024385.1
SWHC008-03 VSD Central Plant_Ex/runs/CZ03/ECC&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,CZ03,ECC,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-PumpCtrl-Full-Std,,,0,729754.95,350734.07,0,936314.72,0,256144.32,359393.9,348749.94,0,0,0,0,0,171279.1,0,0,0,68627.6,0,0,0,0,0,0,484956.48,0,0,2230914001
SWHC008-03 VSD Central Plant_Ex/runs/CZ03/ESe&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ03,ESe,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,5423.19,0,125173.38,197273.03,0,258328.15,0,346816.38,10853.61,25677.54,0,0,0,0,0,86248.59,0,0,0,64094.3,0,0,0,0,0,0,231735.77,0,0,763094709.6
SWHC008-03 VSD Central Plant_Ex/runs/CZ03/ECC&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ03,ECC,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,32414.14,0,726501.93,350734.07,0,936314.72,0,256130.88,113721.39,248697.03,0,0,0,0,0,171249.67,0,0,0,68627.6,0,0,0,0,0,0,484955.73,0,0,2163295188
SWHC008-03 VSD Central Plant_Ex/runs/CZ03/Nrs&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,CZ03,Nrs,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CHWPumpCtrl-Full-Msr,1729.65,,0,120986.31,201226.15,0,282049.05,0,85234.73,46429.12,52740.14,0,0,0,0,0,96231.19,0,0,0,65854.75,0,0,0,0,0,0,125822.37,0,0,481082155.1
SWHC008-03 VSD Central Plant_Ex/runs/CZ03/Nrs&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,CZ03,Nrs,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-CWPumpCtrl-Full-Msr,,4937.85,0,128853.13,201226.15,0,282049.05,0,85258.95,9475.27,22395.3,0,0,0,0,0,96212.82,0,0,0,65854.75,0,0,0,0,0,0,125819.51,0,0,505999019.9
SWHC008-03 VSD Central Plant_Ex/runs/CZ03/ESe&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,CZ03,ESe,0,cPVVE,Ex,Chiller,PumpCtrl,NE-Chiller-PumpCtrl-Full-Std,,,0,125674.55,197273.03,0,258328.15,0,346817.47,53673.43,58049.89,0,0,0,0,0,86245.58,0,0,0,64094.3,0,0,0,0,0,0,231736.28,0,0,770191831.4
