Climate Zone,Cohort,Case,PeakHoursFound,Peak Demand (kW)
CZ01,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +30% RCA LSC R22 R410a rDXGF Base,15,2.2697
CZ01,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +40% RCA LSC R22 R410a rDXGF Base,15,2.2697
CZ01,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base,15,2.2697
CZ01,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE LSC R22 R410a rDXGF Base,15,2.2697
CZ01,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE R22 R410a rDXGF Measure,15,2.2697
CZ01,SFm&2&rDXGF&Ex&dxAC_equip,LRM NR LSC R454b rDXGF Base,15,2.2697
CZ01,SFm&2&rDXGF&Ex&dxAC_equip,LRM NR R454b rDXGF Measure,15,2.2697
CZ01,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +15% RCA LSC R22 R410a rDXHP Base,15,2.2751
CZ01,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base,15,2.2751
CZ01,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +30% RCA LSC R22 R410a rDXHP Base,15,2.2751
CZ01,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +40% RCA LSC R22 R410a rDXHP Base,15,2.2751
CZ01,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,15,2.2751
CZ01,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE LSC R22 R410a rDXHP Base,15,2.2751
CZ01,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE R22 R410a rDXHP Measure,15,2.2751
CZ01,SFm&2&rDXHP&Ex&dxHP_equip,LRM NR LSC R32 R454b rDXHP Base,15,2.2751
CZ01,SFm&2&rDXHP&Ex&dxHP_equip,LRM NR R32 R454b rDXHP Measure,15,2.2751
CZ02,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +15% RCA LSC R22 R410a rDXGF Base,15,3.4399
CZ02,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base,15,3.8897
CZ02,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +30% RCA LSC R22 R410a rDXGF Base,15,4.6617
CZ02,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +40% RCA LSC R22 R410a rDXGF Base,15,7.3995
CZ02,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base,15,3.1455
CZ02,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE LSC R22 R410a rDXGF Base,15,2.9378
CZ02,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE R22 R410a rDXGF Measure,15,2.8224
CZ02,SFm&1&rDXGF&Ex&dxAC_equip,LRM NR LSC R454b rDXGF Base,15,2.819
CZ02,SFm&1&rDXGF&Ex&dxAC_equip,LRM NR R454b rDXGF Measure,15,2.7161
CZ02,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +15% RCA LSC R22 R410a rDXHP Base,15,3.4399
CZ02,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base,15,3.8923
CZ02,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +30% RCA LSC R22 R410a rDXHP Base,15,4.6715
CZ02,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +40% RCA LSC R22 R410a rDXHP Base,15,7.3995
CZ02,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,15,3.1438
CZ02,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE LSC R22 R410a rDXHP Base,15,2.9358
CZ02,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE R22 R410a rDXHP Measure,15,2.8224
CZ02,SFm&1&rDXHP&Ex&dxHP_equip,LRM NR LSC R32 R454b rDXHP Base,15,2.8184
CZ02,SFm&1&rDXHP&Ex&dxHP_equip,LRM NR R32 R454b rDXHP Measure,15,2.7161
CZ02,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +15% RCA LSC R22 R410a rDXGF Base,15,8.664
CZ02,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base,15,10.1566
CZ02,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +30% RCA LSC R22 R410a rDXGF Base,15,12.7191
CZ02,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +40% RCA LSC R22 R410a rDXGF Base,15,21.8059
CZ02,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base,15,7.6868
CZ02,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE LSC R22 R410a rDXGF Base,15,6.9975
CZ02,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE R22 R410a rDXGF Measure,15,6.6143
CZ02,SFm&2&rDXGF&Ex&dxAC_equip,LRM NR LSC R454b rDXGF Base,15,6.6032
CZ02,SFm&2&rDXGF&Ex&dxAC_equip,LRM NR R454b rDXGF Measure,15,6.2615
CZ02,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +15% RCA LSC R22 R410a rDXHP Base,15,8.6639
CZ02,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base,15,10.1654
CZ02,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +30% RCA LSC R22 R410a rDXHP Base,15,12.7515
CZ02,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +40% RCA LSC R22 R410a rDXHP Base,15,21.8058
CZ02,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,15,7.6812
CZ02,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE LSC R22 R410a rDXHP Base,15,6.9906
CZ02,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE R22 R410a rDXHP Measure,15,6.6143
CZ02,SFm&2&rDXHP&Ex&dxHP_equip,LRM NR LSC R32 R454b rDXHP Base,15,6.601
CZ02,SFm&2&rDXHP&Ex&dxHP_equip,LRM NR R32 R454b rDXHP Measure,15,6.2615
CZ03,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +15% RCA LSC R22 R410a rDXGF Base,15,2.2716
CZ03,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base,15,2.4462
CZ03,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +30% RCA LSC R22 R410a rDXGF Base,15,2.7459
CZ03,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +40% RCA LSC R22 R410a rDXGF Base,15,3.8087
CZ03,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base,15,2.1573
CZ03,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE LSC R22 R410a rDXGF Base,15,2.0767
CZ03,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE R22 R410a rDXGF Measure,15,2.0319
CZ03,SFm&1&rDXGF&Ex&dxAC_equip,LRM NR LSC R454b rDXGF Base,15,2.0306
CZ03,SFm&1&rDXGF&Ex&dxAC_equip,LRM NR R454b rDXGF Measure,15,1.9906
CZ03,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +15% RCA LSC R22 R410a rDXHP Base,15,2.2716
CZ03,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base,15,2.4472
CZ03,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +30% RCA LSC R22 R410a rDXHP Base,15,2.7497
CZ03,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +40% RCA LSC R22 R410a rDXHP Base,15,3.8087
CZ03,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,15,2.1567
CZ03,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE LSC R22 R410a rDXHP Base,15,2.0759
CZ03,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE R22 R410a rDXHP Measure,15,2.0319
CZ03,SFm&1&rDXHP&Ex&dxHP_equip,LRM NR LSC R32 R454b rDXHP Base,15,2.0303
CZ03,SFm&1&rDXHP&Ex&dxHP_equip,LRM NR R32 R454b rDXHP Measure,15,1.9906
CZ03,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +15% RCA LSC R22 R410a rDXGF Base,15,4.8479
CZ03,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base,15,5.4398
CZ03,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +30% RCA LSC R22 R410a rDXGF Base,15,6.4558
CZ03,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +40% RCA LSC R22 R410a rDXGF Base,15,10.0588
CZ03,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base,15,4.4605
CZ03,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE LSC R22 R410a rDXGF Base,15,4.1872
CZ03,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE R22 R410a rDXGF Measure,15,4.0353
CZ03,SFm&2&rDXGF&Ex&dxAC_equip,LRM NR LSC R454b rDXGF Base,15,4.0308
CZ03,SFm&2&rDXGF&Ex&dxAC_equip,LRM NR R454b rDXGF Measure,15,3.8954
CZ03,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +15% RCA LSC R22 R410a rDXHP Base,15,4.8479
CZ03,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base,15,5.4433
CZ03,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +30% RCA LSC R22 R410a rDXHP Base,15,6.4687
CZ03,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +40% RCA LSC R22 R410a rDXHP Base,15,10.0588
CZ03,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,15,4.4583
CZ03,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE LSC R22 R410a rDXHP Base,15,4.1845
CZ03,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE R22 R410a rDXHP Measure,15,4.0353
CZ03,SFm&2&rDXHP&Ex&dxHP_equip,LRM NR LSC R32 R454b rDXHP Base,15,4.03
CZ03,SFm&2&rDXHP&Ex&dxHP_equip,LRM NR R32 R454b rDXHP Measure,15,3.8954
CZ04,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +15% RCA LSC R22 R410a rDXGF Base,15,8.3164
CZ04,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base,15,9.9315
CZ04,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +30% RCA LSC R22 R410a rDXGF Base,15,12.7039
CZ04,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +40% RCA LSC R22 R410a rDXGF Base,15,22.5355
CZ04,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base,15,7.2592
CZ04,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE LSC R22 R410a rDXGF Base,15,6.5134
CZ04,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE R22 R410a rDXGF Measure,15,6.0988
CZ04,SFm&1&rDXGF&Ex&dxAC_equip,LRM NR LSC R454b rDXGF Base,15,6.0868
CZ04,SFm&1&rDXGF&Ex&dxAC_equip,LRM NR R454b rDXGF Measure,15,5.7171
CZ04,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +15% RCA LSC R22 R410a rDXHP Base,15,8.3164
CZ04,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base,15,9.941
CZ04,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +30% RCA LSC R22 R410a rDXHP Base,15,12.7391
CZ04,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +40% RCA LSC R22 R410a rDXHP Base,15,22.5355
CZ04,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,15,7.2531
CZ04,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE LSC R22 R410a rDXHP Base,15,6.506
CZ04,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE R22 R410a rDXHP Measure,15,6.0988
CZ04,SFm&1&rDXHP&Ex&dxHP_equip,LRM NR LSC R32 R454b rDXHP Base,15,6.0844
CZ04,SFm&1&rDXHP&Ex&dxHP_equip,LRM NR R32 R454b rDXHP Measure,15,5.7171
CZ04,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +15% RCA LSC R22 R410a rDXGF Base,15,16.9583
CZ04,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base,15,20.4453
CZ04,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +30% RCA LSC R22 R410a rDXGF Base,15,26.4314
CZ04,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +40% RCA LSC R22 R410a rDXGF Base,15,47.659
CZ04,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base,15,14.6756
CZ04,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE LSC R22 R410a rDXGF Base,15,13.0652
CZ04,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE R22 R410a rDXGF Measure,15,12.1702
CZ04,SFm&2&rDXGF&Ex&dxAC_equip,LRM NR LSC R454b rDXGF Base,15,12.1442
CZ04,SFm&2&rDXGF&Ex&dxAC_equip,LRM NR R454b rDXGF Measure,15,11.346
CZ04,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +15% RCA LSC R22 R410a rDXHP Base,15,16.9583
CZ04,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base,15,20.4659
CZ04,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +30% RCA LSC R22 R410a rDXHP Base,15,26.5073
CZ04,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +40% RCA LSC R22 R410a rDXHP Base,15,47.659
CZ04,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,15,14.6624
CZ04,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE LSC R22 R410a rDXHP Base,15,13.0492
CZ04,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE R22 R410a rDXHP Measure,15,12.1702
CZ04,SFm&2&rDXHP&Ex&dxHP_equip,LRM NR LSC R32 R454b rDXHP Base,15,12.139
CZ04,SFm&2&rDXHP&Ex&dxHP_equip,LRM NR R32 R454b rDXHP Measure,15,11.346
CZ05,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +15% RCA LSC R22 R410a rDXGF Base,15,2.7034
CZ05,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base,15,2.979
CZ05,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +30% RCA LSC R22 R410a rDXGF Base,15,3.4522
CZ05,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +40% RCA LSC R22 R410a rDXGF Base,15,5.1301
CZ05,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base,15,2.523
CZ05,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE LSC R22 R410a rDXGF Base,15,2.3957
CZ05,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE R22 R410a rDXGF Measure,15,2.3249
CZ05,SFm&1&rDXGF&Ex&dxAC_equip,LRM NR LSC R454b rDXGF Base,15,2.3229
CZ05,SFm&1&rDXGF&Ex&dxAC_equip,LRM NR R454b rDXGF Measure,15,2.2598
CZ05,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +15% RCA LSC R22 R410a rDXHP Base,15,2.7034
CZ05,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base,15,2.9806
CZ05,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +30% RCA LSC R22 R410a rDXHP Base,15,3.4582
CZ05,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +40% RCA LSC R22 R410a rDXHP Base,15,5.1301
CZ05,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,15,2.5219
CZ05,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE LSC R22 R410a rDXHP Base,15,2.3944
CZ05,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE R22 R410a rDXHP Measure,15,2.3249
CZ05,SFm&1&rDXHP&Ex&dxHP_equip,LRM NR LSC R32 R454b rDXHP Base,15,2.3225
CZ05,SFm&1&rDXHP&Ex&dxHP_equip,LRM NR R32 R454b rDXHP Measure,15,2.2598
CZ05,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +15% RCA LSC R22 R410a rDXGF Base,15,5.9214
CZ05,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base,15,6.7648
CZ05,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +30% RCA LSC R22 R410a rDXGF Base,15,8.2126
CZ05,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +40% RCA LSC R22 R410a rDXGF Base,15,13.3467
CZ05,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base,15,5.3693
CZ05,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE LSC R22 R410a rDXGF Base,15,4.9798
CZ05,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE R22 R410a rDXGF Measure,15,4.7633
CZ05,SFm&2&rDXGF&Ex&dxAC_equip,LRM NR LSC R454b rDXGF Base,15,4.757
CZ05,SFm&2&rDXGF&Ex&dxAC_equip,LRM NR R454b rDXGF Measure,15,4.564
CZ05,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +15% RCA LSC R22 R410a rDXHP Base,15,5.9214
CZ05,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base,15,6.7697
CZ05,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +30% RCA LSC R22 R410a rDXHP Base,15,8.2309
CZ05,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +40% RCA LSC R22 R410a rDXHP Base,15,13.3467
CZ05,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,15,5.3661
CZ05,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE LSC R22 R410a rDXHP Base,15,4.9759
CZ05,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE R22 R410a rDXHP Measure,15,4.7633
CZ05,SFm&2&rDXHP&Ex&dxHP_equip,LRM NR LSC R32 R454b rDXHP Base,15,4.7558
CZ05,SFm&2&rDXHP&Ex&dxHP_equip,LRM NR R32 R454b rDXHP Measure,15,4.564
CZ06,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +15% RCA LSC R22 R410a rDXGF Base,15,2.0095
CZ06,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base,15,2.124
CZ06,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +30% RCA LSC R22 R410a rDXGF Base,15,2.3206
CZ06,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +40% RCA LSC R22 R410a rDXGF Base,15,3.0179
CZ06,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base,15,1.9345
CZ06,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE LSC R22 R410a rDXGF Base,15,1.8816
CZ06,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE R22 R410a rDXGF Measure,15,1.8522
CZ06,SFm&1&rDXGF&Ex&dxAC_equip,LRM NR LSC R454b rDXGF Base,15,1.8513
CZ06,SFm&1&rDXGF&Ex&dxAC_equip,LRM NR R454b rDXGF Measure,15,1.8251
CZ06,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +15% RCA LSC R22 R410a rDXHP Base,15,2.0095
CZ06,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base,15,2.1247
CZ06,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +30% RCA LSC R22 R410a rDXHP Base,15,2.3231
CZ06,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +40% RCA LSC R22 R410a rDXHP Base,15,3.0179
CZ06,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,15,1.934
CZ06,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE LSC R22 R410a rDXHP Base,15,1.8811
CZ06,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE R22 R410a rDXHP Measure,15,1.8522
CZ06,SFm&1&rDXHP&Ex&dxHP_equip,LRM NR LSC R32 R454b rDXHP Base,15,1.8512
CZ06,SFm&1&rDXHP&Ex&dxHP_equip,LRM NR R32 R454b rDXHP Measure,15,1.8251
CZ06,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +15% RCA LSC R22 R410a rDXGF Base,15,3.325
CZ06,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base,15,3.5675
CZ06,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +30% RCA LSC R22 R410a rDXGF Base,15,3.9838
CZ06,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +40% RCA LSC R22 R410a rDXGF Base,15,5.4602
CZ06,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base,15,3.1662
CZ06,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE LSC R22 R410a rDXGF Base,15,3.0542
CZ06,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE R22 R410a rDXGF Measure,15,2.992
CZ06,SFm&2&rDXGF&Ex&dxAC_equip,LRM NR LSC R454b rDXGF Base,15,2.9901
CZ06,SFm&2&rDXGF&Ex&dxAC_equip,LRM NR R454b rDXGF Measure,15,2.9346
CZ06,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +15% RCA LSC R22 R410a rDXHP Base,15,3.325
CZ06,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base,15,3.5689
CZ06,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +30% RCA LSC R22 R410a rDXHP Base,15,3.9891
CZ06,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +40% RCA LSC R22 R410a rDXHP Base,15,5.4602
CZ06,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,15,3.1653
CZ06,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE LSC R22 R410a rDXHP Base,15,3.0531
CZ06,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE R22 R410a rDXHP Measure,15,2.992
CZ06,SFm&2&rDXHP&Ex&dxHP_equip,LRM NR LSC R32 R454b rDXHP Base,15,2.9898
CZ06,SFm&2&rDXHP&Ex&dxHP_equip,LRM NR R32 R454b rDXHP Measure,15,2.9346
CZ07,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +15% RCA LSC R22 R410a rDXGF Base,15,1.8729
CZ07,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base,15,1.956
CZ07,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +30% RCA LSC R22 R410a rDXGF Base,15,2.0986
CZ07,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +40% RCA LSC R22 R410a rDXGF Base,15,2.6045
CZ07,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base,15,1.8185
CZ07,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE LSC R22 R410a rDXGF Base,15,1.7801
CZ07,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE R22 R410a rDXGF Measure,15,1.7587
CZ07,SFm&1&rDXGF&Ex&dxAC_equip,LRM NR LSC R454b rDXGF Base,15,1.7581
CZ07,SFm&1&rDXGF&Ex&dxAC_equip,LRM NR R454b rDXGF Measure,15,1.7391
