File Name,Net Site EUI (kWh/m2),Net Source EUI (kWh/m2),Total Energy/Net Site Energy (kWh),Total Energy/Net Source Energy (kWh)
CZ01/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,30045.14,4651.51,293.32,1557.5,457.71,10338.53,0.0,354.06,0.0,0.0,0.0,0.0,12392.52,0.0,0.0,4651.51,293.32,0.00,0.00,8268.27,2070.26
CZ01/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,37751.68,5678.15,151.29,1774.64,457.71,16701.91,0.0,643.33,0.0,0.0,0.0,0.0,12344.64,0.0,0.0,5678.15,151.29,0.00,0.00,13440.28,3261.63
CZ01/SFm&2&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,36763.45,4704.71,136.5,1774.64,457.71,16701.91,0.0,643.33,0.0,0.0,0.0,0.0,12344.64,0.0,0.0,4704.71,136.50,0.00,0.00,13440.28,3261.63
CZ01/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,38294.53,6176.28,196.01,1774.64,457.71,16701.91,0.0,643.33,0.0,0.0,0.0,0.0,12344.64,0.0,0.0,6176.28,196.01,0.00,0.00,13440.28,3261.63
CZ01/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,37962.39,5873.08,167.07,1774.64,457.71,16701.91,0.0,643.33,0.0,0.0,0.0,0.0,12344.64,0.0,0.0,5873.08,167.07,0.00,0.00,13440.28,3261.63
CZ01/SFm&2&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,36932.67,4859.7,150.73,1774.64,457.71,16701.91,0.0,643.33,0.0,0.0,0.0,0.0,12344.64,0.0,0.0,4859.70,150.73,0.00,0.00,13440.28,3261.63
CZ01/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,38678.630000000005,6519.18,237.22,1774.64,457.71,16701.91,0.0,643.33,0.0,0.0,0.0,0.0,12344.64,0.0,0.0,6519.18,237.22,0.00,0.00,13440.28,3261.63
CZ01/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,39132.53,6910.13,300.16,1774.64,457.71,16701.91,0.0,643.33,0.0,0.0,0.0,0.0,12344.64,0.0,0.0,6910.13,300.16,0.00,0.00,13440.28,3261.63
CZ01/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,39695.06,7364.24,408.58,1774.64,457.71,16701.91,0.0,643.33,0.0,0.0,0.0,0.0,12344.64,0.0,0.0,7364.24,408.58,0.00,0.00,13440.28,3261.63
CZ01/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,40792.7,8082.29,788.17,1774.64,457.71,16701.91,0.0,643.33,0.0,0.0,0.0,0.0,12344.64,0.0,0.0,8082.29,788.17,0.00,0.00,13440.28,3261.63
CZ01/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,32602.55,7588.21,56.32,1557.5,457.71,10338.53,0.0,211.97,0.0,0.0,0.0,0.0,12392.3,0.0,0.0,0.00,56.32,7588.21,0.00,8268.27,2070.26
CZ01/SFm&1&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,32597.04,7588.21,50.82,1557.5,457.71,10338.53,0.0,211.97,0.0,0.0,0.0,0.0,12392.3,0.0,0.0,0.00,50.82,7588.21,0.00,8268.27,2070.26
CZ01/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,32608.53,7588.21,62.3,1557.5,457.71,10338.53,0.0,211.97,0.0,0.0,0.0,0.0,12392.3,0.0,0.0,0.00,62.30,7588.21,0.00,8268.27,2070.26
CZ01/SFm&1&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,32602.379999999997,7588.21,56.15,1557.5,457.71,10338.53,0.0,211.97,0.0,0.0,0.0,0.0,12392.3,0.0,0.0,0.00,56.15,7588.21,0.00,8268.27,2070.26
CZ01/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,32619.29,7588.21,73.06,1557.5,457.71,10338.53,0.0,211.97,0.0,0.0,0.0,0.0,12392.3,0.0,0.0,0.00,73.06,7588.21,0.00,8268.27,2070.26
CZ01/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,32634.54,7588.21,88.32,1557.5,457.71,10338.53,0.0,211.97,0.0,0.0,0.0,0.0,12392.3,0.0,0.0,0.00,88.32,7588.21,0.00,8268.27,2070.26
CZ01/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,32657.839999999997,7588.21,111.61,1557.5,457.71,10338.53,0.0,211.97,0.0,0.0,0.0,0.0,12392.3,0.0,0.0,0.00,111.61,7588.21,0.00,8268.27,2070.26
CZ01/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,32697.829999999998,7588.21,151.61,1557.5,457.71,10338.53,0.0,211.97,0.0,0.0,0.0,0.0,12392.3,0.0,0.0,0.00,151.61,7588.21,0.00,8268.27,2070.26
CZ01/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,32839.659999999996,7588.21,293.43,1557.5,457.71,10338.53,0.0,211.97,0.0,0.0,0.0,0.0,12392.3,0.0,0.0,0.00,293.43,7588.21,0.00,8268.27,2070.26
CZ01/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,45288.83,13470.58,151.31,1774.64,457.71,16701.91,0.0,388.14,0.0,0.0,0.0,0.0,12344.53,0.0,0.0,0.00,151.31,13470.58,0.00,13440.28,3261.63
CZ01/SFm&2&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,45274.04,13470.58,136.52,1774.64,457.71,16701.91,0.0,388.14,0.0,0.0,0.0,0.0,12344.53,0.0,0.0,0.00,136.52,13470.58,0.00,13440.28,3261.63
CZ01/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,45304.9,13470.58,167.38,1774.64,457.71,16701.91,0.0,388.14,0.0,0.0,0.0,0.0,12344.53,0.0,0.0,0.00,167.38,13470.58,0.00,13440.28,3261.63
CZ01/SFm&2&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,45288.37,13470.58,150.85,1774.64,457.71,16701.91,0.0,388.14,0.0,0.0,0.0,0.0,12344.53,0.0,0.0,0.00,150.85,13470.58,0.00,13440.28,3261.63
CZ01/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,45333.8,13470.58,196.28,1774.64,457.71,16701.91,0.0,388.14,0.0,0.0,0.0,0.0,12344.53,0.0,0.0,0.00,196.28,13470.58,0.00,13440.28,3261.63
CZ01/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,45374.770000000004,13470.58,237.25,1774.64,457.71,16701.91,0.0,388.14,0.0,0.0,0.0,0.0,12344.53,0.0,0.0,0.00,237.25,13470.58,0.00,13440.28,3261.63
CZ01/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,45437.36,13470.58,299.84,1774.64,457.71,16701.91,0.0,388.14,0.0,0.0,0.0,0.0,12344.53,0.0,0.0,0.00,299.84,13470.58,0.00,13440.28,3261.63
CZ01/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,45544.81,13470.58,407.29,1774.64,457.71,16701.91,0.0,388.14,0.0,0.0,0.0,0.0,12344.53,0.0,0.0,0.00,407.29,13470.58,0.00,13440.28,3261.63
CZ01/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,45925.82000000001,13470.58,788.3,1774.64,457.71,16701.91,0.0,388.14,0.0,0.0,0.0,0.0,12344.53,0.0,0.0,0.00,788.30,13470.58,0.00,13440.28,3261.63
CZ02/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,32055.74,6018.63,730.12,1557.5,457.71,10338.53,0.0,778.9,0.0,0.0,0.0,0.0,12174.35,0.0,0.0,6018.63,730.12,0.00,0.00,8268.27,2070.26
CZ02/SFm&1&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,30922.79,4957.06,658.74,1557.5,457.71,10338.53,0.0,778.9,0.0,0.0,0.0,0.0,12174.35,0.0,0.0,4957.06,658.74,0.00,0.00,8268.27,2070.26
CZ02/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,32814.81,6561.86,945.97,1557.5,457.71,10338.53,0.0,778.9,0.0,0.0,0.0,0.0,12174.35,0.0,0.0,6561.86,945.97,0.00,0.00,8268.27,2070.26
CZ02/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,32344.45,6231.21,806.25,1557.5,457.71,10338.53,0.0,778.9,0.0,0.0,0.0,0.0,12174.35,0.0,0.0,6231.21,806.25,0.00,0.00,8268.27,2070.26
CZ02/SFm&1&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,31160.48,5126.07,727.42,1557.5,457.71,10338.53,0.0,778.9,0.0,0.0,0.0,0.0,12174.35,0.0,0.0,5126.07,727.42,0.00,0.00,8268.27,2070.26
CZ02/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,33387.59,6935.81,1144.8,1557.5,457.71,10338.53,0.0,778.9,0.0,0.0,0.0,0.0,12174.35,0.0,0.0,6935.81,1144.80,0.00,0.00,8268.27,2070.26
CZ02/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,34117.72,7362.15,1448.58,1557.5,457.71,10338.53,0.0,778.9,0.0,0.0,0.0,0.0,12174.35,0.0,0.0,7362.15,1448.58,0.00,0.00,8268.27,2070.26
CZ02/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,35136.19,7857.38,1971.82,1557.5,457.71,10338.53,0.0,778.9,0.0,0.0,0.0,0.0,12174.35,0.0,0.0,7857.38,1971.82,0.00,0.00,8268.27,2070.26
CZ02/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,37751.14,8640.45,3803.7,1557.5,457.71,10338.53,0.0,778.9,0.0,0.0,0.0,0.0,12174.35,0.0,0.0,8640.45,3803.70,0.00,0.00,8268.27,2070.26
CZ02/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,46727.880000000005,11684.83,2273.18,1774.64,457.71,16701.91,0.0,1688.33,0.0,0.0,0.0,0.0,12147.26,0.0,0.0,11684.83,2273.18,0.00,0.00,13440.28,3261.63
CZ02/SFm&2&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,44418.21,9597.4,2050.94,1774.64,457.71,16701.91,0.0,1688.33,0.0,0.0,0.0,0.0,12147.26,0.0,0.0,9597.40,2050.94,0.00,0.00,13440.28,3261.63
CZ02/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,48468.08,12753.02,2945.2,1774.64,457.71,16701.91,0.0,1688.33,0.0,0.0,0.0,0.0,12147.26,0.0,0.0,12753.02,2945.20,0.00,0.00,13440.28,3261.63
CZ02/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,47382.93,12102.85,2510.21,1774.64,457.71,16701.91,0.0,1688.33,0.0,0.0,0.0,0.0,12147.26,0.0,0.0,12102.85,2510.21,0.00,0.00,13440.28,3261.63
CZ02/SFm&2&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,44964.380000000005,9929.75,2264.77,1774.64,457.71,16701.91,0.0,1688.33,0.0,0.0,0.0,0.0,12147.26,0.0,0.0,9929.75,2264.77,0.00,0.00,13440.28,3261.63
CZ02/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,49822.46,13488.33,3564.26,1774.64,457.71,16701.91,0.0,1688.33,0.0,0.0,0.0,0.0,12147.26,0.0,0.0,13488.33,3564.26,0.00,0.00,13440.28,3261.63
CZ02/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,51606.61,14326.69,4510.06,1774.64,457.71,16701.91,0.0,1688.33,0.0,0.0,0.0,0.0,12147.26,0.0,0.0,14326.69,4510.06,0.00,0.00,13440.28,3261.63
CZ02/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,54209.46,15300.49,6139.11,1774.64,457.71,16701.91,0.0,1688.33,0.0,0.0,0.0,0.0,12147.26,0.0,0.0,15300.49,6139.11,0.00,0.00,13440.28,3261.63
CZ02/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,61452.69,16840.28,11842.55,1774.64,457.71,16701.91,0.0,1688.33,0.0,0.0,0.0,0.0,12147.26,0.0,0.0,16840.28,11842.55,0.00,0.00,13440.28,3261.63
CZ02/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,39869.41,14095.86,730.12,1557.5,457.71,10338.53,0.0,514.88,0.0,0.0,0.0,0.0,12174.81,0.0,0.0,0.00,730.12,14095.86,0.00,8268.27,2070.26
CZ02/SFm&1&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,39798.020000000004,14095.86,658.74,1557.5,457.71,10338.53,0.0,514.88,0.0,0.0,0.0,0.0,12174.81,0.0,0.0,0.00,658.74,14095.86,0.00,8268.27,2070.26
CZ02/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,39946.92,14095.86,807.64,1557.5,457.71,10338.53,0.0,514.88,0.0,0.0,0.0,0.0,12174.81,0.0,0.0,0.00,807.64,14095.86,0.00,8268.27,2070.26
CZ02/SFm&1&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,39867.15,14095.86,727.87,1557.5,457.71,10338.53,0.0,514.88,0.0,0.0,0.0,0.0,12174.81,0.0,0.0,0.00,727.87,14095.86,0.00,8268.27,2070.26
CZ02/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,40086.39,14095.86,947.11,1557.5,457.71,10338.53,0.0,514.88,0.0,0.0,0.0,0.0,12174.81,0.0,0.0,0.00,947.11,14095.86,0.00,8268.27,2070.26
CZ02/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,40284.09,14095.86,1144.8,1557.5,457.71,10338.53,0.0,514.88,0.0,0.0,0.0,0.0,12174.81,0.0,0.0,0.00,1144.80,14095.86,0.00,8268.27,2070.26
CZ02/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,40586.09,14095.86,1446.81,1557.5,457.71,10338.53,0.0,514.88,0.0,0.0,0.0,0.0,12174.81,0.0,0.0,0.00,1446.81,14095.86,0.00,8268.27,2070.26
CZ02/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,41104.53,14095.86,1965.25,1557.5,457.71,10338.53,0.0,514.88,0.0,0.0,0.0,0.0,12174.81,0.0,0.0,0.00,1965.25,14095.86,0.00,8268.27,2070.26
CZ02/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,42942.979999999996,14095.86,3803.7,1557.5,457.71,10338.53,0.0,514.88,0.0,0.0,0.0,0.0,12174.81,0.0,0.0,0.00,3803.70,14095.86,0.00,8268.27,2070.26
CZ02/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,62230.94,27697.7,2273.07,1774.64,457.71,16701.91,0.0,1178.66,0.0,0.0,0.0,0.0,12147.24,0.0,0.0,0.00,2273.07,27697.70,0.00,13440.28,3261.63
CZ02/SFm&2&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,62008.71,27697.7,2050.84,1774.64,457.71,16701.91,0.0,1178.66,0.0,0.0,0.0,0.0,12147.24,0.0,0.0,0.00,2050.84,27697.70,0.00,13440.28,3261.63
CZ02/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,62472.259999999995,27697.7,2514.39,1774.64,457.71,16701.91,0.0,1178.66,0.0,0.0,0.0,0.0,12147.24,0.0,0.0,0.00,2514.39,27697.70,0.00,13440.28,3261.63
CZ02/SFm&2&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,62223.93,27697.7,2266.05,1774.64,457.71,16701.91,0.0,1178.66,0.0,0.0,0.0,0.0,12147.24,0.0,0.0,0.00,2266.05,27697.70,0.00,13440.28,3261.63
CZ02/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,62906.47,27697.7,2948.6,1774.64,457.71,16701.91,0.0,1178.66,0.0,0.0,0.0,0.0,12147.24,0.0,0.0,0.00,2948.60,27697.70,0.00,13440.28,3261.63
CZ02/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,63521.96,27697.7,3564.09,1774.64,457.71,16701.91,0.0,1178.66,0.0,0.0,0.0,0.0,12147.24,0.0,0.0,0.00,3564.09,27697.70,0.00,13440.28,3261.63
CZ02/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,64462.18,27697.7,4504.31,1774.64,457.71,16701.91,0.0,1178.66,0.0,0.0,0.0,0.0,12147.24,0.0,0.0,0.00,4504.31,27697.70,0.00,13440.28,3261.63
CZ02/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,66076.22,27697.7,6118.35,1774.64,457.71,16701.91,0.0,1178.66,0.0,0.0,0.0,0.0,12147.24,0.0,0.0,0.00,6118.35,27697.70,0.00,13440.28,3261.63
CZ02/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,71799.84,27697.7,11841.96,1774.64,457.71,16701.91,0.0,1178.66,0.0,0.0,0.0,0.0,12147.24,0.0,0.0,0.00,11841.96,27697.70,0.00,13440.28,3261.63
CZ03/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,30031.16,4260.33,650.47,1557.5,457.71,10338.53,0.0,606.29,0.0,0.0,0.0,0.0,12160.34,0.0,0.0,4260.33,650.47,0.00,0.00,8268.27,2070.26
CZ03/SFm&1&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,29140.940000000002,3433.7,586.88,1557.5,457.71,10338.53,0.0,606.29,0.0,0.0,0.0,0.0,12160.34,0.0,0.0,3433.70,586.88,0.00,0.00,8268.27,2070.26
CZ03/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,30646.46,4683.33,842.76,1557.5,457.71,10338.53,0.0,606.29,0.0,0.0,0.0,0.0,12160.34,0.0,0.0,4683.33,842.76,0.00,0.00,8268.27,2070.26
CZ03/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,30264.53,4425.86,718.29,1557.5,457.71,10338.53,0.0,606.29,0.0,0.0,0.0,0.0,12160.34,0.0,0.0,4425.86,718.29,0.00,0.00,8268.27,2070.26
CZ03/SFm&1&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,29333.739999999998,3565.31,648.06,1557.5,457.71,10338.53,0.0,606.29,0.0,0.0,0.0,0.0,12160.34,0.0,0.0,3565.31,648.06,0.00,0.00,8268.27,2070.26
CZ03/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,31114.79,4974.52,1019.91,1557.5,457.71,10338.53,0.0,606.29,0.0,0.0,0.0,0.0,12160.34,0.0,0.0,4974.52,1019.91,0.00,0.00,8268.27,2070.26
CZ03/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,31717.42,5306.51,1290.55,1557.5,457.71,10338.53,0.0,606.29,0.0,0.0,0.0,0.0,12160.34,0.0,0.0,5306.51,1290.55,0.00,0.00,8268.27,2070.26
CZ03/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,32569.199999999997,5692.14,1756.7,1557.5,457.71,10338.53,0.0,606.29,0.0,0.0,0.0,0.0,12160.34,0.0,0.0,5692.14,1756.70,0.00,0.00,8268.27,2070.26
CZ03/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,34811.0,6301.9,3388.73,1557.5,457.71,10338.53,0.0,606.29,0.0,0.0,0.0,0.0,12160.34,0.0,0.0,6301.90,3388.73,0.00,0.00,8268.27,2070.26
CZ03/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,42518.06,8026.68,2081.57,1774.64,457.71,16701.91,0.0,1338.92,0.0,0.0,0.0,0.0,12136.62,0.0,0.0,8026.68,2081.57,0.00,0.00,13440.28,3261.63
CZ03/SFm&2&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,40741.59,6453.72,1878.06,1774.64,457.71,16701.91,0.0,1338.92,0.0,0.0,0.0,0.0,12136.62,0.0,0.0,6453.72,1878.06,0.00,0.00,13440.28,3261.63
CZ03/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,43938.35,8831.61,2696.94,1774.64,457.71,16701.91,0.0,1338.92,0.0,0.0,0.0,0.0,12136.62,0.0,0.0,8831.61,2696.94,0.00,0.00,13440.28,3261.63
CZ03/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,43050.11,8341.68,2298.62,1774.64,457.71,16701.91,0.0,1338.92,0.0,0.0,0.0,0.0,12136.62,0.0,0.0,8341.68,2298.62,0.00,0.00,13440.28,3261.63
CZ03/SFm&2&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,41187.82,6704.15,2073.86,1774.64,457.71,16701.91,0.0,1338.92,0.0,0.0,0.0,0.0,12136.62,0.0,0.0,6704.15,2073.86,0.00,0.00,13440.28,3261.63
CZ03/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,45059.32,9385.7,3263.82,1774.64,457.71,16701.91,0.0,1338.92,0.0,0.0,0.0,0.0,12136.62,0.0,0.0,9385.70,3263.82,0.00,0.00,13440.28,3261.63
CZ03/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,46557.130000000005,10017.43,4129.89,1774.64,457.71,16701.91,0.0,1338.92,0.0,0.0,0.0,0.0,12136.62,0.0,0.0,10017.43,4129.89,0.00,0.00,13440.28,3261.63
CZ03/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,48782.66,10751.23,5621.62,1774.64,457.71,16701.91,0.0,1338.92,0.0,0.0,0.0,0.0,12136.62,0.0,0.0,10751.23,5621.62,0.00,0.00,13440.28,3261.63
CZ03/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,55165.63,11911.53,10844.29,1774.64,457.71,16701.91,0.0,1338.92,0.0,0.0,0.0,0.0,12136.62,0.0,0.0,11911.53,10844.29,0.00,0.00,13440.28,3261.63
CZ03/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,36738.22,11137.41,650.47,1557.5,457.71,10338.53,0.0,436.21,0.0,0.0,0.0,0.0,12160.38,0.0,0.0,0.00,650.47,11137.41,0.00,8268.27,2070.26
CZ03/SFm&1&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,36674.62,11137.41,586.87,1557.5,457.71,10338.53,0.0,436.21,0.0,0.0,0.0,0.0,12160.38,0.0,0.0,0.00,586.87,11137.41,0.00,8268.27,2070.26
CZ03/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,36807.270000000004,11137.41,719.52,1557.5,457.71,10338.53,0.0,436.21,0.0,0.0,0.0,0.0,12160.38,0.0,0.0,0.00,719.52,11137.41,0.00,8268.27,2070.26
CZ03/SFm&1&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,36736.21,11137.41,648.46,1557.5,457.71,10338.53,0.0,436.21,0.0,0.0,0.0,0.0,12160.38,0.0,0.0,0.00,648.46,11137.41,0.00,8268.27,2070.26
CZ03/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,36931.53,11137.41,843.78,1557.5,457.71,10338.53,0.0,436.21,0.0,0.0,0.0,0.0,12160.38,0.0,0.0,0.00,843.78,11137.41,0.00,8268.27,2070.26
CZ03/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,37107.66,11137.41,1019.9,1557.5,457.71,10338.53,0.0,436.21,0.0,0.0,0.0,0.0,12160.38,0.0,0.0,0.00,1019.90,11137.41,0.00,8268.27,2070.26
