File Name,Net Site EUI (kWh/m2),Net Source EUI (kWh/m2),Total Energy/Net Site Energy (kWh),Total Energy/Net Source Energy (kWh)
CZ14/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,55.52,105.09,42703.18,80826.21
CZ14/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,62.32,126.63,47933.66,97391.16
CZ14/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,82.34,146.07,73375.98,130168.36
CZ14/SFm&2&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,81.62,143.80,72737.99,128147.84
CZ14/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,83.12,148.53,74068.79,132362.48
CZ14/SFm&2&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,82.32,146.00,73355.84,130104.58
CZ14/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,84.52,152.96,75315.37,136310.40
CZ14/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,86.50,159.24,77082.37,141906.48
CZ14/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,89.53,168.83,79781.65,150455.10
CZ14/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,94.73,185.30,84415.41,165130.24
CZ14/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,113.17,243.70,100847.37,217170.26
CZ15/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,43.90,102.72,33764.12,79007.76
CZ15/SFm&1&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,42.65,98.78,32805.31,75971.21
CZ15/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,46.92,112.29,36087.24,86365.06
CZ15/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,44.97,106.12,34588.06,81617.17
CZ15/SFm&1&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,43.61,101.82,33543.66,78309.56
CZ15/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,49.67,120.99,38199.97,93056.09
CZ15/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,53.82,134.15,41396.47,103179.39
CZ15/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,60.91,156.61,46850.47,120452.22
CZ15/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,85.47,234.39,65739.93,180275.14
CZ15/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,65.03,171.87,57948.82,153157.04
CZ15/SFm&2&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,62.01,162.32,55263.58,144652.89
CZ15/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,72.13,194.35,64273.73,173188.06
CZ15/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,67.55,179.85,60193.85,160267.07
CZ15/SFm&2&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,64.27,169.47,57273.48,151018.26
CZ15/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,78.57,214.75,70015.15,191371.12
CZ15/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,88.30,245.58,78689.26,218842.03
CZ15/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,104.89,298.10,93468.68,265648.46
CZ15/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,162.23,479.72,144572.66,427494.77
CZ15/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,46.03,101.74,35399.23,78250.63
CZ15/SFm&1&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,45.08,98.74,34669.76,75940.41
CZ15/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,47.06,105.00,36191.36,80759.32
CZ15/SFm&1&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,46.00,101.64,35376.20,78177.70
CZ15/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,48.91,110.87,37616.67,85273.27
CZ15/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,51.54,119.19,39637.01,91671.68
CZ15/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,55.55,131.90,42723.29,101445.95
CZ15/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,62.44,153.71,48021.42,118225.10
CZ15/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,86.86,231.08,66809.28,177726.27
CZ15/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,70.58,169.20,62893.89,150782.68
CZ15/SFm&2&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,68.37,162.20,60923.15,144541.36
CZ15/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,72.98,176.81,65033.93,157560.18
CZ15/SFm&2&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,70.51,168.98,62831.67,150585.64
CZ15/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,77.30,190.49,68884.55,169755.13
CZ15/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,83.42,209.89,74342.73,187041.16
CZ15/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,92.78,239.52,82680.67,213447.44
CZ15/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,108.84,290.39,96994.15,258778.21
CZ15/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,165.80,470.78,147751.68,419527.32
CZ16/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,36.52,76.86,28090.57,59116.40
CZ16/SFm&1&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,35.93,74.99,27635.41,57674.92
CZ16/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,36.93,78.14,28402.01,60102.72
CZ16/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,36.68,77.35,28208.80,59490.83
CZ16/SFm&1&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,36.06,75.39,27732.98,57983.90
CZ16/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,37.24,79.12,28638.40,60851.37
CZ16/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,37.63,80.37,28941.67,61811.83
CZ16/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,38.18,82.12,29368.54,63163.74
CZ16/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,39.63,86.71,30483.40,66694.49
CZ16/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,44.24,103.89,39426.13,92576.49
CZ16/SFm&2&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,42.97,99.87,38295.75,88996.57
CZ16/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,45.16,106.80,40247.17,95176.71
CZ16/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,44.59,104.99,39736.16,93558.34
CZ16/SFm&2&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,43.26,100.78,38553.26,89812.10
CZ16/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,45.87,109.05,40880.34,97181.96
CZ16/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,46.80,111.99,41706.51,99798.46
CZ16/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,48.14,116.22,42896.66,103567.66
CZ16/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,51.77,127.74,46137.55,113831.57
CZ16/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,40.07,72.75,30820.67,55956.24
CZ16/SFm&1&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,40.03,72.62,30789.41,55857.25
CZ16/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,40.12,72.89,30854.61,56063.74
CZ16/SFm&1&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,40.07,72.75,30819.68,55953.12
CZ16/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,40.20,73.14,30915.69,56257.16
CZ16/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,40.31,73.50,31002.26,56531.33
CZ16/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,40.48,74.05,31134.50,56950.15
CZ16/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,40.78,74.98,31361.52,57669.12
CZ16/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,41.82,78.30,32166.57,60218.71
CZ16/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,52.36,97.07,46662.25,86503.95
CZ16/SFm&2&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,52.25,96.73,46565.68,86198.11
CZ16/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,52.48,97.44,46767.11,86836.07
CZ16/SFm&2&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,52.36,97.06,46659.20,86494.30
CZ16/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,52.69,98.11,46955.81,87433.65
CZ16/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,52.99,99.07,47223.27,88280.71
CZ16/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,53.45,100.52,47631.85,89574.68
CZ16/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,54.24,103.01,48333.25,91796.00
CZ16/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,57.03,111.85,50820.49,99673.11

File Name,Total (kWh),Heating (kWh),Cooling (kWh),Interior Lighting (kWh),Exterior Lighting (kWh),Interior Equipment (kWh),Exterior Equipment (kWh),Fans (kWh),Pumps (kWh),Heat Rejection (kWh),Humidification (kWh),Heat Recovery (kWh),Water Systems (kWh),Refrigeration (kWh),Generators (kWh),Heating Elec (kWh),Cooling Elec (kWh),Heating NG (kWh),Cooling NG (kWh),Interior Equipment Elec (kWh),Interior Equipment NG (kWh)
CZ10/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,27424.65,1384.95,1503.93,1557.5,457.71,10338.53,0.0,430.94,0.0,0.0,0.0,0.0,11751.09,0.0,0.0,1384.95,1503.93,0.00,0.00,8268.27,2070.26
CZ10/SFm&1&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,27016.56,1123.89,1356.89,1557.5,457.71,10338.53,0.0,430.94,0.0,0.0,0.0,0.0,11751.09,0.0,0.0,1123.89,1356.89,0.00,0.00,8268.27,2070.26
CZ10/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,28002.85,1518.54,1948.53,1557.5,457.71,10338.53,0.0,430.94,0.0,0.0,0.0,0.0,11751.09,0.0,0.0,1518.54,1948.53,0.00,0.00,8268.27,2070.26
CZ10/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,27633.75,1437.23,1660.75,1557.5,457.71,10338.53,0.0,430.94,0.0,0.0,0.0,0.0,11751.09,0.0,0.0,1437.23,1660.75,0.00,0.00,8268.27,2070.26
CZ10/SFm&1&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,27199.59,1165.46,1498.36,1557.5,457.71,10338.53,0.0,430.94,0.0,0.0,0.0,0.0,11751.09,0.0,0.0,1165.46,1498.36,0.00,0.00,8268.27,2070.26
CZ10/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,28504.38,1610.5,2358.1,1557.5,457.71,10338.53,0.0,430.94,0.0,0.0,0.0,0.0,11751.09,0.0,0.0,1610.50,2358.10,0.00,0.00,8268.27,2070.26
CZ10/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,29234.96,1715.35,2983.83,1557.5,457.71,10338.53,0.0,430.94,0.0,0.0,0.0,0.0,11751.09,0.0,0.0,1715.35,2983.83,0.00,0.00,8268.27,2070.26
CZ10/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,30434.52,1837.13,4061.61,1557.5,457.71,10338.53,0.0,430.94,0.0,0.0,0.0,0.0,11751.09,0.0,0.0,1837.13,4061.61,0.00,0.00,8268.27,2070.26
CZ10/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,34400.45,2029.7,7834.97,1557.5,457.71,10338.53,0.0,430.94,0.0,0.0,0.0,0.0,11751.09,0.0,0.0,2029.70,7834.97,0.00,0.00,8268.27,2070.26
CZ10/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,40956.55,4026.6,4901.78,1774.64,457.71,16701.91,0.0,1362.71,0.0,0.0,0.0,0.0,11731.2,0.0,0.0,4026.60,4901.78,0.00,0.00,13440.28,3261.63
CZ10/SFm&2&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,39686.49,3235.76,4422.55,1774.64,457.71,16701.91,0.0,1362.71,0.0,0.0,0.0,0.0,11731.2,0.0,0.0,3235.76,4422.55,0.00,0.00,13440.28,3261.63
CZ10/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,42810.34,4431.29,6350.88,1774.64,457.71,16701.91,0.0,1362.71,0.0,0.0,0.0,0.0,11731.2,0.0,0.0,4431.29,6350.88,0.00,0.00,13440.28,3261.63
CZ10/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,41626.05,4184.96,5412.9,1774.64,457.71,16701.91,0.0,1362.71,0.0,0.0,0.0,0.0,11731.2,0.0,0.0,4184.96,5412.90,0.00,0.00,13440.28,3261.63
CZ10/SFm&2&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,40273.48,3361.67,4883.63,1774.64,457.71,16701.91,0.0,1362.71,0.0,0.0,0.0,0.0,11731.2,0.0,0.0,3361.67,4883.63,0.00,0.00,13440.28,3261.63
CZ10/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,44423.84,4709.86,7685.79,1774.64,457.71,16701.91,0.0,1362.71,0.0,0.0,0.0,0.0,11731.2,0.0,0.0,4709.86,7685.79,0.00,0.00,13440.28,3261.63
CZ10/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,46780.93,5027.48,9725.27,1774.64,457.71,16701.91,0.0,1362.71,0.0,0.0,0.0,0.0,11731.2,0.0,0.0,5027.48,9725.27,0.00,0.00,13440.28,3261.63
CZ10/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,50662.67,5396.41,13238.07,1774.64,457.71,16701.91,0.0,1362.71,0.0,0.0,0.0,0.0,11731.2,0.0,0.0,5396.41,13238.07,0.00,0.00,13440.28,3261.63
CZ10/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,63544.630000000005,5979.77,25536.67,1774.64,457.71,16701.91,0.0,1362.71,0.0,0.0,0.0,0.0,11731.2,0.0,0.0,5979.77,25536.67,0.00,0.00,13440.28,3261.63
CZ10/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,29350.64,3367.18,1503.98,1557.5,457.71,10338.53,0.0,374.56,0.0,0.0,0.0,0.0,11751.18,0.0,0.0,0.00,1503.98,3367.18,0.00,8268.27,2070.26
CZ10/SFm&1&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,29203.6,3367.18,1356.94,1557.5,457.71,10338.53,0.0,374.56,0.0,0.0,0.0,0.0,11751.18,0.0,0.0,0.00,1356.94,3367.18,0.00,8268.27,2070.26
CZ10/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,29510.31,3367.18,1663.64,1557.5,457.71,10338.53,0.0,374.56,0.0,0.0,0.0,0.0,11751.18,0.0,0.0,0.00,1663.64,3367.18,0.00,8268.27,2070.26
CZ10/SFm&1&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,29346.0,3367.18,1499.33,1557.5,457.71,10338.53,0.0,374.56,0.0,0.0,0.0,0.0,11751.18,0.0,0.0,0.00,1499.33,3367.18,0.00,8268.27,2070.26
CZ10/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,29797.6,3367.18,1950.94,1557.5,457.71,10338.53,0.0,374.56,0.0,0.0,0.0,0.0,11751.18,0.0,0.0,0.00,1950.94,3367.18,0.00,8268.27,2070.26
CZ10/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,30204.84,3367.18,2358.17,1557.5,457.71,10338.53,0.0,374.56,0.0,0.0,0.0,0.0,11751.18,0.0,0.0,0.00,2358.17,3367.18,0.00,8268.27,2070.26
CZ10/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,30826.940000000002,3367.18,2980.27,1557.5,457.71,10338.53,0.0,374.56,0.0,0.0,0.0,0.0,11751.18,0.0,0.0,0.00,2980.27,3367.18,0.00,8268.27,2070.26
CZ10/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,31894.870000000003,3367.18,4048.2,1557.5,457.71,10338.53,0.0,374.56,0.0,0.0,0.0,0.0,11751.18,0.0,0.0,0.00,4048.20,3367.18,0.00,8268.27,2070.26
CZ10/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,35681.89,3367.18,7835.23,1557.5,457.71,10338.53,0.0,374.56,0.0,0.0,0.0,0.0,11751.18,0.0,0.0,0.00,7835.23,3367.18,0.00,8268.27,2070.26
CZ10/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,46929.11,10161.44,4901.86,1774.64,457.71,16701.91,0.0,1200.34,0.0,0.0,0.0,0.0,11731.2,0.0,0.0,0.00,4901.86,10161.44,0.00,13440.28,3261.63
CZ10/SFm&2&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,46449.869999999995,10161.44,4422.63,1774.64,457.71,16701.91,0.0,1200.34,0.0,0.0,0.0,0.0,11731.2,0.0,0.0,0.00,4422.63,10161.44,0.00,13440.28,3261.63
CZ10/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,47449.51,10161.44,5422.26,1774.64,457.71,16701.91,0.0,1200.34,0.0,0.0,0.0,0.0,11731.2,0.0,0.0,0.00,5422.26,10161.44,0.00,13440.28,3261.63
CZ10/SFm&2&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,46913.979999999996,10161.44,4886.73,1774.64,457.71,16701.91,0.0,1200.34,0.0,0.0,0.0,0.0,11731.2,0.0,0.0,0.00,4886.73,10161.44,0.00,13440.28,3261.63
CZ10/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,48385.880000000005,10161.44,6358.64,1774.64,457.71,16701.91,0.0,1200.34,0.0,0.0,0.0,0.0,11731.2,0.0,0.0,0.00,6358.64,10161.44,0.00,13440.28,3261.63
CZ10/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,49713.17,10161.44,7685.93,1774.64,457.71,16701.91,0.0,1200.34,0.0,0.0,0.0,0.0,11731.2,0.0,0.0,0.00,7685.93,10161.44,0.00,13440.28,3261.63
CZ10/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,51740.75,10161.44,9713.5,1774.64,457.71,16701.91,0.0,1200.34,0.0,0.0,0.0,0.0,11731.2,0.0,0.0,0.00,9713.50,10161.44,0.00,13440.28,3261.63
CZ10/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,55221.42,10161.44,13194.17,1774.64,457.71,16701.91,0.0,1200.34,0.0,0.0,0.0,0.0,11731.2,0.0,0.0,0.00,13194.17,10161.44,0.00,13440.28,3261.63
CZ10/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,67564.36,10161.44,25537.11,1774.64,457.71,16701.91,0.0,1200.34,0.0,0.0,0.0,0.0,11731.2,0.0,0.0,0.00,25537.11,10161.44,0.00,13440.28,3261.63
CZ11/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,31268.34,3543.07,2658.99,1557.5,457.71,10338.53,0.0,865.0,0.0,0.0,0.0,0.0,11847.53,0.0,0.0,3543.07,2658.99,0.00,0.00,8268.27,2070.26
CZ11/SFm&1&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,30377.059999999998,2911.74,2399.04,1557.5,457.71,10338.53,0.0,865.0,0.0,0.0,0.0,0.0,11847.53,0.0,0.0,2911.74,2399.04,0.00,0.00,8268.27,2070.26
CZ11/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,32377.48,3866.13,3445.07,1557.5,457.71,10338.53,0.0,865.0,0.0,0.0,0.0,0.0,11847.53,0.0,0.0,3866.13,3445.07,0.00,0.00,8268.27,2070.26
CZ11/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,31672.03,3669.49,2936.26,1557.5,457.71,10338.53,0.0,865.0,0.0,0.0,0.0,0.0,11847.53,0.0,0.0,3669.49,2936.26,0.00,0.00,8268.27,2070.26
CZ11/SFm&1&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,30727.69,3012.26,2649.15,1557.5,457.71,10338.53,0.0,865.0,0.0,0.0,0.0,0.0,11847.53,0.0,0.0,3012.26,2649.15,0.00,0.00,8268.27,2070.26
CZ11/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,33324.0,4088.52,4169.2,1557.5,457.71,10338.53,0.0,865.0,0.0,0.0,0.0,0.0,11847.53,0.0,0.0,4088.52,4169.20,0.00,0.00,8268.27,2070.26
CZ11/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,34683.880000000005,4342.07,5275.52,1557.5,457.71,10338.53,0.0,865.0,0.0,0.0,0.0,0.0,11847.53,0.0,0.0,4342.07,5275.52,0.00,0.00,8268.27,2070.26
CZ11/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,36883.93,4636.59,7181.06,1557.5,457.71,10338.53,0.0,865.0,0.0,0.0,0.0,0.0,11847.53,0.0,0.0,4636.59,7181.06,0.00,0.00,8268.27,2070.26
