File Name,Net Site EUI (kWh/m2),Net Source EUI (kWh/m2),Total Energy/Net Site Energy (kWh),Total Energy/Net Source Energy (kWh)
CZ11/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,44021.06,5102.29,13852.5,1557.5,457.71,10338.53,0.0,865.0,0.0,0.0,0.0,0.0,11847.53,0.0,0.0,5102.29,13852.50,0.00,0.00,8268.27,2070.26
CZ11/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,50777.66,9657.54,7879.69,1774.64,457.71,16701.91,0.0,2477.74,0.0,0.0,0.0,0.0,11828.42,0.0,0.0,9657.54,7879.69,0.00,0.00,13440.28,3261.63
CZ11/SFm&2&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,48225.979999999996,7876.23,7109.33,1774.64,457.71,16701.91,0.0,2477.74,0.0,0.0,0.0,0.0,11828.42,0.0,0.0,7876.23,7109.33,0.00,0.00,13440.28,3261.63
CZ11/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,54018.649999999994,10569.08,10209.14,1774.64,457.71,16701.91,0.0,2477.74,0.0,0.0,0.0,0.0,11828.42,0.0,0.0,10569.08,10209.14,0.00,0.00,13440.28,3261.63
CZ11/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,51956.020000000004,10014.26,8701.33,1774.64,457.71,16701.91,0.0,2477.74,0.0,0.0,0.0,0.0,11828.42,0.0,0.0,10014.26,8701.33,0.00,0.00,13440.28,3261.63
CZ11/SFm&2&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,49250.78,8159.83,7850.52,1774.64,457.71,16701.91,0.0,2477.74,0.0,0.0,0.0,0.0,11828.42,0.0,0.0,8159.83,7850.52,0.00,0.00,13440.28,3261.63
CZ11/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,56792.03999999999,11196.57,12355.05,1774.64,457.71,16701.91,0.0,2477.74,0.0,0.0,0.0,0.0,11828.42,0.0,0.0,11196.57,12355.05,0.00,0.00,13440.28,3261.63
CZ11/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,60785.94,11911.98,15633.54,1774.64,457.71,16701.91,0.0,2477.74,0.0,0.0,0.0,0.0,11828.42,0.0,0.0,11911.98,15633.54,0.00,0.00,13440.28,3261.63
CZ11/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,67263.83,12742.97,21280.43,1774.64,457.71,16701.91,0.0,2477.74,0.0,0.0,0.0,0.0,11828.42,0.0,0.0,12742.97,21280.43,0.00,0.00,13440.28,3261.63
CZ11/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,88348.03,14056.96,41050.64,1774.64,457.71,16701.91,0.0,2477.74,0.0,0.0,0.0,0.0,11828.42,0.0,0.0,14056.96,41050.64,0.00,0.00,13440.28,3261.63
CZ11/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,35649.63,8082.27,2658.98,1557.5,457.71,10338.53,0.0,706.68,0.0,0.0,0.0,0.0,11847.96,0.0,0.0,0.00,2658.98,8082.27,0.00,8268.27,2070.26
CZ11/SFm&1&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,35389.68,8082.27,2399.02,1557.5,457.71,10338.53,0.0,706.68,0.0,0.0,0.0,0.0,11847.96,0.0,0.0,0.00,2399.02,8082.27,0.00,8268.27,2070.26
CZ11/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,35931.92,8082.27,2941.26,1557.5,457.71,10338.53,0.0,706.68,0.0,0.0,0.0,0.0,11847.96,0.0,0.0,0.00,2941.26,8082.27,0.00,8268.27,2070.26
CZ11/SFm&1&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,35641.43,8082.27,2650.77,1557.5,457.71,10338.53,0.0,706.68,0.0,0.0,0.0,0.0,11847.96,0.0,0.0,0.00,2650.77,8082.27,0.00,8268.27,2070.26
CZ11/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,36439.85,8082.27,3449.19,1557.5,457.71,10338.53,0.0,706.68,0.0,0.0,0.0,0.0,11847.96,0.0,0.0,0.00,3449.19,8082.27,0.00,8268.27,2070.26
CZ11/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,37159.83,8082.27,4169.17,1557.5,457.71,10338.53,0.0,706.68,0.0,0.0,0.0,0.0,11847.96,0.0,0.0,0.00,4169.17,8082.27,0.00,8268.27,2070.26
CZ11/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,38259.67,8082.27,5269.01,1557.5,457.71,10338.53,0.0,706.68,0.0,0.0,0.0,0.0,11847.96,0.0,0.0,0.00,5269.01,8082.27,0.00,8268.27,2070.26
CZ11/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,40147.740000000005,8082.27,7157.08,1557.5,457.71,10338.53,0.0,706.68,0.0,0.0,0.0,0.0,11847.96,0.0,0.0,0.00,7157.08,8082.27,0.00,8268.27,2070.26
CZ11/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,46843.07,8082.27,13852.41,1557.5,457.71,10338.53,0.0,706.68,0.0,0.0,0.0,0.0,11847.96,0.0,0.0,0.00,13852.41,8082.27,0.00,8268.27,2070.26
CZ11/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,63535.55,22827.41,7879.7,1774.64,457.71,16701.91,0.0,2066.34,0.0,0.0,0.0,0.0,11827.81,0.0,0.0,0.00,7879.70,22827.41,0.00,13440.28,3261.63
CZ11/SFm&2&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,62765.18,22827.41,7109.34,1774.64,457.71,16701.91,0.0,2066.34,0.0,0.0,0.0,0.0,11827.81,0.0,0.0,0.00,7109.34,22827.41,0.00,13440.28,3261.63
CZ11/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,64372.09,22827.41,8716.25,1774.64,457.71,16701.91,0.0,2066.34,0.0,0.0,0.0,0.0,11827.81,0.0,0.0,0.00,8716.25,22827.41,0.00,13440.28,3261.63
CZ11/SFm&2&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,63511.229999999996,22827.41,7855.38,1774.64,457.71,16701.91,0.0,2066.34,0.0,0.0,0.0,0.0,11827.81,0.0,0.0,0.00,7855.38,22827.41,0.00,13440.28,3261.63
CZ11/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,65877.3,22827.41,10221.46,1774.64,457.71,16701.91,0.0,2066.34,0.0,0.0,0.0,0.0,11827.81,0.0,0.0,0.00,10221.46,22827.41,0.00,13440.28,3261.63
CZ11/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,68010.91,22827.41,12355.07,1774.64,457.71,16701.91,0.0,2066.34,0.0,0.0,0.0,0.0,11827.81,0.0,0.0,0.00,12355.07,22827.41,0.00,13440.28,3261.63
CZ11/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,71270.22,22827.41,15614.38,1774.64,457.71,16701.91,0.0,2066.34,0.0,0.0,0.0,0.0,11827.81,0.0,0.0,0.00,15614.38,22827.41,0.00,13440.28,3261.63
CZ11/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,76865.37,22827.41,21209.53,1774.64,457.71,16701.91,0.0,2066.34,0.0,0.0,0.0,0.0,11827.81,0.0,0.0,0.00,21209.53,22827.41,0.00,13440.28,3261.63
CZ11/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,96706.55,22827.41,41050.7,1774.64,457.71,16701.91,0.0,2066.34,0.0,0.0,0.0,0.0,11827.81,0.0,0.0,0.00,41050.70,22827.41,0.00,13440.28,3261.63
CZ12/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,30000.25,3783.28,1264.76,1557.5,457.71,10338.53,0.0,633.62,0.0,0.0,0.0,0.0,11964.85,0.0,0.0,3783.28,1264.76,0.00,0.00,8268.27,2070.26
CZ12/SFm&1&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,29203.27,3109.95,1141.11,1557.5,457.71,10338.53,0.0,633.62,0.0,0.0,0.0,0.0,11964.85,0.0,0.0,3109.95,1141.11,0.00,0.00,8268.27,2070.26
CZ12/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,30718.71,4127.84,1638.65,1557.5,457.71,10338.53,0.0,633.62,0.0,0.0,0.0,0.0,11964.85,0.0,0.0,4127.84,1638.65,0.00,0.00,8268.27,2070.26
CZ12/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,30266.97,3918.12,1396.64,1557.5,457.71,10338.53,0.0,633.62,0.0,0.0,0.0,0.0,11964.85,0.0,0.0,3918.12,1396.64,0.00,0.00,8268.27,2070.26
CZ12/SFm&1&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,29429.440000000002,3217.15,1260.07,1557.5,457.71,10338.53,0.0,633.62,0.0,0.0,0.0,0.0,11964.85,0.0,0.0,3217.15,1260.07,0.00,0.00,8268.27,2070.26
CZ12/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,31300.33,4365.03,1983.09,1557.5,457.71,10338.53,0.0,633.62,0.0,0.0,0.0,0.0,11964.85,0.0,0.0,4365.03,1983.09,0.00,0.00,8268.27,2070.26
CZ12/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,32096.980000000003,4635.46,2509.31,1557.5,457.71,10338.53,0.0,633.62,0.0,0.0,0.0,0.0,11964.85,0.0,0.0,4635.46,2509.31,0.00,0.00,8268.27,2070.26
CZ12/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,33317.47,4949.57,3415.69,1557.5,457.71,10338.53,0.0,633.62,0.0,0.0,0.0,0.0,11964.85,0.0,0.0,4949.57,3415.69,0.00,0.00,8268.27,2070.26
CZ12/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,36987.44,5446.26,6588.97,1557.5,457.71,10338.53,0.0,633.62,0.0,0.0,0.0,0.0,11964.85,0.0,0.0,5446.26,6588.97,0.00,0.00,8268.27,2070.26
CZ12/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,47295.34,10453.28,4100.5,1774.64,457.71,16701.91,0.0,1862.17,0.0,0.0,0.0,0.0,11945.12,0.0,0.0,10453.28,4100.50,0.00,0.00,13440.28,3261.63
CZ12/SFm&2&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,44965.18,8524.01,3699.62,1774.64,457.71,16701.91,0.0,1862.17,0.0,0.0,0.0,0.0,11945.12,0.0,0.0,8524.01,3699.62,0.00,0.00,13440.28,3261.63
CZ12/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,49494.82,11440.54,5312.72,1774.64,457.71,16701.91,0.0,1862.17,0.0,0.0,0.0,0.0,11945.12,0.0,0.0,11440.54,5312.72,0.00,0.00,13440.28,3261.63
CZ12/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,48109.26,10839.63,4528.08,1774.64,457.71,16701.91,0.0,1862.17,0.0,0.0,0.0,0.0,11945.12,0.0,0.0,10839.63,4528.08,0.00,0.00,13440.28,3261.63
CZ12/SFm&2&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,45658.05,8831.17,4085.32,1774.64,457.71,16701.91,0.0,1862.17,0.0,0.0,0.0,0.0,11945.12,0.0,0.0,8831.17,4085.32,0.00,0.00,13440.28,3261.63
CZ12/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,51291.12,12120.14,6429.43,1774.64,457.71,16701.91,0.0,1862.17,0.0,0.0,0.0,0.0,11945.12,0.0,0.0,12120.14,6429.43,0.00,0.00,13440.28,3261.63
CZ12/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,53772.05,12894.98,8135.52,1774.64,457.71,16701.91,0.0,1862.17,0.0,0.0,0.0,0.0,11945.12,0.0,0.0,12894.98,8135.52,0.00,0.00,13440.28,3261.63
CZ12/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,57610.65,13794.99,11074.1,1774.64,457.71,16701.91,0.0,1862.17,0.0,0.0,0.0,0.0,11945.12,0.0,0.0,13794.99,11074.10,0.00,0.00,13440.28,3261.63
CZ12/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,69321.97,15218.12,21362.29,1774.64,457.71,16701.91,0.0,1862.17,0.0,0.0,0.0,0.0,11945.12,0.0,0.0,15218.12,21362.29,0.00,0.00,13440.28,3261.63
CZ12/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,34609.33,8558.63,1264.74,1557.5,457.71,10338.53,0.0,466.45,0.0,0.0,0.0,0.0,11965.76,0.0,0.0,0.00,1264.74,8558.63,0.00,8268.27,2070.26
CZ12/SFm&1&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,34485.68,8558.63,1141.09,1557.5,457.71,10338.53,0.0,466.45,0.0,0.0,0.0,0.0,11965.76,0.0,0.0,0.00,1141.09,8558.63,0.00,8268.27,2070.26
CZ12/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,34743.6,8558.63,1399.01,1557.5,457.71,10338.53,0.0,466.45,0.0,0.0,0.0,0.0,11965.76,0.0,0.0,0.00,1399.01,8558.63,0.00,8268.27,2070.26
CZ12/SFm&1&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,34605.43,8558.63,1260.84,1557.5,457.71,10338.53,0.0,466.45,0.0,0.0,0.0,0.0,11965.76,0.0,0.0,0.00,1260.84,8558.63,0.00,8268.27,2070.26
CZ12/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,34985.2,8558.63,1640.61,1557.5,457.71,10338.53,0.0,466.45,0.0,0.0,0.0,0.0,11965.76,0.0,0.0,0.00,1640.61,8558.63,0.00,8268.27,2070.26
CZ12/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,35327.65,8558.63,1983.06,1557.5,457.71,10338.53,0.0,466.45,0.0,0.0,0.0,0.0,11965.76,0.0,0.0,0.00,1983.06,8558.63,0.00,8268.27,2070.26
CZ12/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,35850.79,8558.63,2506.2,1557.5,457.71,10338.53,0.0,466.45,0.0,0.0,0.0,0.0,11965.76,0.0,0.0,0.00,2506.20,8558.63,0.00,8268.27,2070.26
CZ12/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,36748.85,8558.63,3404.26,1557.5,457.71,10338.53,0.0,466.45,0.0,0.0,0.0,0.0,11965.76,0.0,0.0,0.00,3404.26,8558.63,0.00,8268.27,2070.26
CZ12/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,39933.479999999996,8558.63,6588.89,1557.5,457.71,10338.53,0.0,466.45,0.0,0.0,0.0,0.0,11965.76,0.0,0.0,0.00,6588.89,8558.63,0.00,8268.27,2070.26
CZ12/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,60759.45,24354.41,4100.34,1774.64,457.71,16701.91,0.0,1425.12,0.0,0.0,0.0,0.0,11945.32,0.0,0.0,0.00,4100.34,24354.41,0.00,13440.28,3261.63
CZ12/SFm&2&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,60358.58,24354.41,3699.47,1774.64,457.71,16701.91,0.0,1425.12,0.0,0.0,0.0,0.0,11945.32,0.0,0.0,0.00,3699.47,24354.41,0.00,13440.28,3261.63
CZ12/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,61194.759999999995,24354.41,4535.65,1774.64,457.71,16701.91,0.0,1425.12,0.0,0.0,0.0,0.0,11945.32,0.0,0.0,0.00,4535.65,24354.41,0.00,13440.28,3261.63
CZ12/SFm&2&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,60746.8,24354.41,4087.69,1774.64,457.71,16701.91,0.0,1425.12,0.0,0.0,0.0,0.0,11945.32,0.0,0.0,0.00,4087.69,24354.41,0.00,13440.28,3261.63
CZ12/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,61978.03,24354.41,5318.92,1774.64,457.71,16701.91,0.0,1425.12,0.0,0.0,0.0,0.0,11945.32,0.0,0.0,0.00,5318.92,24354.41,0.00,13440.28,3261.63
CZ12/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,63088.28999999999,24354.41,6429.18,1774.64,457.71,16701.91,0.0,1425.12,0.0,0.0,0.0,0.0,11945.32,0.0,0.0,0.00,6429.18,24354.41,0.00,13440.28,3261.63
CZ12/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,64784.33,24354.41,8125.22,1774.64,457.71,16701.91,0.0,1425.12,0.0,0.0,0.0,0.0,11945.32,0.0,0.0,0.00,8125.22,24354.41,0.00,13440.28,3261.63
CZ12/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,67695.86,24354.41,11036.75,1774.64,457.71,16701.91,0.0,1425.12,0.0,0.0,0.0,0.0,11945.32,0.0,0.0,0.00,11036.75,24354.41,0.00,13440.28,3261.63
CZ12/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,78020.57,24354.41,21361.45,1774.64,457.71,16701.91,0.0,1425.12,0.0,0.0,0.0,0.0,11945.32,0.0,0.0,0.00,21361.45,24354.41,0.00,13440.28,3261.63
CZ13/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,32592.730000000003,3750.06,3644.28,1557.5,457.71,10338.53,0.0,1075.47,0.0,0.0,0.0,0.0,11769.18,0.0,0.0,3750.06,3644.28,0.00,0.00,8268.27,2070.26
CZ13/SFm&1&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,31559.54,3073.15,3287.99,1557.5,457.71,10338.53,0.0,1075.47,0.0,0.0,0.0,0.0,11769.18,0.0,0.0,3073.15,3287.99,0.00,0.00,8268.27,2070.26
CZ13/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,34016.46,4096.45,4721.63,1557.5,457.71,10338.53,0.0,1075.47,0.0,0.0,0.0,0.0,11769.18,0.0,0.0,4096.45,4721.63,0.00,0.00,8268.27,2070.26
CZ13/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,33108.28,3885.61,4024.28,1557.5,457.71,10338.53,0.0,1075.47,0.0,0.0,0.0,0.0,11769.18,0.0,0.0,3885.61,4024.28,0.00,0.00,8268.27,2070.26
CZ13/SFm&1&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,32010.1,3180.93,3630.79,1557.5,457.71,10338.53,0.0,1075.47,0.0,0.0,0.0,0.0,11769.18,0.0,0.0,3180.93,3630.79,0.00,0.00,8268.27,2070.26
CZ13/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,35247.37,4334.89,5714.08,1557.5,457.71,10338.53,0.0,1075.47,0.0,0.0,0.0,0.0,11769.18,0.0,0.0,4334.89,5714.08,0.00,0.00,8268.27,2070.26
CZ13/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,37035.49,4606.75,7230.35,1557.5,457.71,10338.53,0.0,1075.47,0.0,0.0,0.0,0.0,11769.18,0.0,0.0,4606.75,7230.35,0.00,0.00,8268.27,2070.26
CZ13/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,39962.9,4922.53,9841.98,1557.5,457.71,10338.53,0.0,1075.47,0.0,0.0,0.0,0.0,11769.18,0.0,0.0,4922.53,9841.98,0.00,0.00,8268.27,2070.26
CZ13/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,49605.740000000005,5421.85,18985.5,1557.5,457.71,10338.53,0.0,1075.47,0.0,0.0,0.0,0.0,11769.18,0.0,0.0,5421.85,18985.50,0.00,0.00,8268.27,2070.26
CZ13/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,55695.49,10709.01,11104.61,1774.64,457.71,16701.91,0.0,3201.21,0.0,0.0,0.0,0.0,11746.4,0.0,0.0,10709.01,11104.61,0.00,0.00,13440.28,3261.63
CZ13/SFm&2&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,52610.84,8709.99,10018.97,1774.64,457.71,16701.91,0.0,3201.21,0.0,0.0,0.0,0.0,11746.4,0.0,0.0,8709.99,10018.97,0.00,0.00,13440.28,3261.63
CZ13/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,60001.26,11731.94,14387.44,1774.64,457.71,16701.91,0.0,3201.21,0.0,0.0,0.0,0.0,11746.4,0.0,0.0,11731.94,14387.44,0.00,0.00,13440.28,3261.63
CZ13/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,57253.72,11109.32,12262.53,1774.64,457.71,16701.91,0.0,3201.21,0.0,0.0,0.0,0.0,11746.4,0.0,0.0,11109.32,12262.53,0.00,0.00,13440.28,3261.63
CZ13/SFm&2&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,53973.65,9028.26,11063.51,1774.64,457.71,16701.91,0.0,3201.21,0.0,0.0,0.0,0.0,11746.4,0.0,0.0,9028.26,11063.51,0.00,0.00,13440.28,3261.63
CZ13/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,63729.59,12436.11,17411.6,1774.64,457.71,16701.91,0.0,3201.21,0.0,0.0,0.0,0.0,11746.4,0.0,0.0,12436.11,17411.60,0.00,0.00,13440.28,3261.63
CZ13/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,69152.71,13238.95,22031.88,1774.64,457.71,16701.91,0.0,3201.21,0.0,0.0,0.0,0.0,11746.4,0.0,0.0,13238.95,22031.88,0.00,0.00,13440.28,3261.63
CZ13/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,78043.26000000001,14171.5,29989.88,1774.64,457.71,16701.91,0.0,3201.21,0.0,0.0,0.0,0.0,11746.4,0.0,0.0,14171.50,29989.88,0.00,0.00,13440.28,3261.63
CZ13/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,107379.4,15646.07,57851.44,1774.64,457.71,16701.91,0.0,3201.21,0.0,0.0,0.0,0.0,11746.4,0.0,0.0,15646.07,57851.44,0.00,0.00,13440.28,3261.63
CZ13/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,37293.119999999995,8618.22,3644.26,1557.5,457.71,10338.53,0.0,907.19,0.0,0.0,0.0,0.0,11769.7,0.0,0.0,0.00,3644.26,8618.22,0.00,8268.27,2070.26
CZ13/SFm&1&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,36936.84,8618.22,3287.98,1557.5,457.71,10338.53,0.0,907.19,0.0,0.0,0.0,0.0,11769.7,0.0,0.0,0.00,3287.98,8618.22,0.00,8268.27,2070.26
CZ13/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,37680.009999999995,8618.22,4031.15,1557.5,457.71,10338.53,0.0,907.19,0.0,0.0,0.0,0.0,11769.7,0.0,0.0,0.00,4031.15,8618.22,0.00,8268.27,2070.26
CZ13/SFm&1&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,37281.88,8618.22,3633.02,1557.5,457.71,10338.53,0.0,907.19,0.0,0.0,0.0,0.0,11769.7,0.0,0.0,0.00,3633.02,8618.22,0.00,8268.27,2070.26
CZ13/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,38376.159999999996,8618.22,4727.3,1557.5,457.71,10338.53,0.0,907.19,0.0,0.0,0.0,0.0,11769.7,0.0,0.0,0.00,4727.30,8618.22,0.00,8268.27,2070.26
CZ13/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,39362.92,8618.22,5714.06,1557.5,457.71,10338.53,0.0,907.19,0.0,0.0,0.0,0.0,11769.7,0.0,0.0,0.00,5714.06,8618.22,0.00,8268.27,2070.26
