Time stamp,CZ07
0:00,0.48994624
1:00,0.468660462
2:00,0.528616401
3:00,0.548743538
4:00,0.567444682
5:00,0.594872822
6:00,0.586185928
7:00,0.485856905
8:00,0.342702414
9:00,0.394806328
10:00,0.362422722
11:00,0.284950772
12:00,0.300762276
13:00,0.352347888
14:00,0.320679712
15:00,0.332884917
16:00,0.285360888
17:00,0.249910364
18:00,0.327946079
19:00,0.288827196
20:00,0.415999813
21:00,0.404647163
22:00,0.378480403
23:00,0.481570538
0:00,0.503403802
1:00,0.513679539
2:00,0.522072547
3:00,0.530685987
4:00,0.538547788
5:00,0.547142825
6:00,0.52562583
7:00,0.444984215
8:00,0.43603946
9:00,0.420970889
10:00,0.343402216
11:00,0.361685015
12:00,0.365955773
13:00,0.355591222
14:00,0.304638294
15:00,0.334645573
16:00,0.324691063
17:00,0.351537057
18:00,0.360384844
19:00,0.38104267
20:00,0.369242646
21:00,0.426325265
22:00,0.476799352
23:00,0.453279732
0:00,0.501453454
1:00,0.510424962
2:00,0.518683723
3:00,0.527001989
4:00,0.534510274
5:00,0.542934734
6:00,0.517473209
7:00,0.377096758
8:00,0.439556344
9:00,0.360918376
10:00,0.360640558
11:00,0.300232049
12:00,0.271358607
13:00,0.265242843
14:00,0.227008068
15:00,0.274897332
16:00,0.284440577
17:00,0.296976944
18:00,0.315950516
19:00,0.342799518
20:00,0.355722829
21:00,0.446192849
22:00,0.470702112
23:00,0.496132879
0:00,0.50565283
1:00,0.514271029
2:00,0.522367339
3:00,0.531325936
4:00,0.539462596
5:00,0.548033522
6:00,0.538770021
7:00,0.499890676
8:00,0.446710193
9:00,0.423022902
10:00,0.40307193
11:00,0.38429927
12:00,0.368083377
13:00,0.358778137
14:00,0.342260937
15:00,0.287952669
16:00,0.331753219
17:00,0.327906623
18:00,0.317392109
19:00,0.310820159
20:00,0.327406467
21:00,0.411625713
22:00,0.343916894
23:00,0.445511696
0:00,0.507152478
1:00,0.515954814
2:00,0.434145999
3:00,0.513070251
4:00,0.540908693
5:00,0.549418109
6:00,0.493363487
7:00,0.35070804
8:00,0.442099492
9:00,0.423693138
10:00,0.403436298
11:00,0.3838489
12:00,0.366821444
13:00,0.356873058
14:00,0.339791915
15:00,0.332652238
16:00,0.338271927
17:00,0.35004275
18:00,0.364998787
19:00,0.383568133
20:00,0.412561153
21:00,0.382520985
22:00,0.354568675
23:00,0.470604982
0:00,0.497543678
1:00,0.515109691
2:00,0.523426289
3:00,0.532089805
4:00,0.540193003
5:00,0.548855904
6:00,0.539264785
7:00,0.463246958
8:00,0.437365914
9:00,0.422931999
10:00,0.402415131
11:00,0.382869325
12:00,0.363966113
13:00,0.357342065
14:00,0.338233991
15:00,0.326220604
16:00,0.337191484
17:00,0.344021483
18:00,0.359370684
19:00,0.336864635
20:00,0.324229273
21:00,0.379793919
22:00,0.476260022
23:00,0.488619146
0:00,0.498209884
1:00,0.510778864
2:00,0.518398105
3:00,0.526680911
4:00,0.534368966
5:00,0.543018376
6:00,0.533788316
7:00,0.490543907
8:00,0.438422646
9:00,0.352710113
10:00,0.31466015
11:00,0.379641116
12:00,0.364632436
13:00,0.269934427
14:00,0.329928877
15:00,0.249200964
16:00,0.281203476
17:00,0.331453224
18:00,0.346704856
19:00,0.329287751
20:00,0.333836069
21:00,0.369247914
22:00,0.466119738
23:00,0.482571327
0:00,0.501675593
1:00,0.51304878
2:00,0.521385157
3:00,0.530323009
4:00,0.538404024
5:00,0.546915763
6:00,0.537395415
7:00,0.470354317
8:00,0.355203715
9:00,0.341832496
10:00,0.399106361
11:00,0.381636358
12:00,0.365945282
13:00,0.346867851
14:00,0.338854318
15:00,0.331436187
16:00,0.336991304
17:00,0.348974866
18:00,0.350402314
19:00,0.382795705
20:00,0.416370654
21:00,0.447005858
22:00,0.460023691
23:00,0.493933995
0:00,0.503684831
1:00,0.512338103
2:00,0.520351468
3:00,0.529254928
4:00,0.53729046
5:00,0.545963161
6:00,0.525275151
7:00,0.48882386
8:00,0.369759213
9:00,0.375375952
10:00,0.380852222
11:00,0.310589666
12:00,0.35974123
13:00,0.354825481
14:00,0.338364845
15:00,0.331845647
16:00,0.337465072
17:00,0.348806195
18:00,0.345795032
19:00,0.379041884
20:00,0.415409341
21:00,0.42598704
22:00,0.473848938
23:00,0.492521093
0:00,0.496401185
1:00,0.499425027
2:00,0.509946785
3:00,0.527653401
4:00,0.498752601
5:00,0.542126428
6:00,0.528529231
7:00,0.468401178
8:00,0.351191176
9:00,0.413976077
10:00,0.382404843
11:00,0.306649981
12:00,0.355373959
13:00,0.35131698
14:00,0.334470765
15:00,0.320527696
16:00,0.33153882
17:00,0.343421469
18:00,0.341036322
19:00,0.364454242
20:00,0.403452963
21:00,0.447401334
22:00,0.474597089
23:00,0.491755747
0:00,0.502638718
1:00,0.511925891
2:00,0.520424911
3:00,0.529202531
4:00,0.537222484
5:00,0.545965545
6:00,0.536635883
7:00,0.497556764
8:00,0.443764309
9:00,0.373277543
10:00,0.282263692
11:00,0.374402355
12:00,0.331965342
13:00,0.273421448
14:00,0.341982828
15:00,0.253223084
16:00,0.339868589
17:00,0.302928434
18:00,0.263473262
19:00,0.300774802
20:00,0.417030795
21:00,0.39403337
22:00,0.410261413
23:00,0.487025025
0:00,0.503218958
1:00,0.51126765
2:00,0.518546248
3:00,0.52616403
4:00,0.533654713
5:00,0.525203265
6:00,0.445205061
7:00,0.389760772
8:00,0.417200428
9:00,0.418210874
10:00,0.40010573
11:00,0.381354203
12:00,0.364762308
13:00,0.355220951
14:00,0.337002837
15:00,0.332597895
16:00,0.291441866
17:00,0.315734743
18:00,0.353727026
19:00,0.377056456
20:00,0.409747787
21:00,0.447249017
22:00,0.477247927
23:00,0.488720171
0:00,0.503118421
1:00,0.512007568
2:00,0.520035922
3:00,0.528654062
4:00,0.536570204
5:00,0.544935652
6:00,0.441395219
7:00,0.487989449
8:00,0.441902323
9:00,0.417453013
10:00,0.342829446
11:00,0.347711908
12:00,0.360012654
13:00,0.349773907
14:00,0.332070281
15:00,0.262150391
16:00,0.230411191
17:00,0.336201224
18:00,0.273616314
19:00,0.37027496
20:00,0.409527445
21:00,0.446210956
22:00,0.469618117
23:00,0.488455377
0:00,0.499049619
1:00,0.508498085
2:00,0.517335727
3:00,0.526545386
4:00,0.534827911
5:00,0.543544462
6:00,0.534280134
7:00,0.495236909
8:00,0.333838865
9:00,0.353587118
10:00,0.389276563
11:00,0.375645715
12:00,0.35762745
13:00,0.348261324
14:00,0.270356405
15:00,0.298511785
16:00,0.279270389
17:00,0.302834561
18:00,0.350795231
19:00,0.376451792
20:00,0.336979112
21:00,0.384914963
22:00,0.472447793
23:00,0.489727331
0:00,0.499876912
1:00,0.508709999
2:00,0.517072922
3:00,0.525816147
4:00,0.533633596
5:00,0.542292158
6:00,0.532584075
7:00,0.493012387
8:00,0.422522446
9:00,0.416853723
10:00,0.383246175
11:00,0.369214467
12:00,0.359555764
13:00,0.344803233
14:00,0.314587419
15:00,0.28840147
16:00,0.333514749
17:00,0.350273122
18:00,0.364564932
19:00,0.376713654
20:00,0.415566144
21:00,0.448614546
22:00,0.474485295
23:00,0.491777925
0:00,0.501503032
1:00,0.5102795
2:00,0.518557288
3:00,0.527032827
4:00,0.534572271
5:00,0.542738517
6:00,0.486832167
7:00,0.492082413
8:00,0.364621268
9:00,0.399134936
10:00,0.396114286
11:00,0.369256091
12:00,0.341977769
13:00,0.35527427
14:00,0.328196532
15:00,0.279207018
16:00,0.291301394
17:00,0.305790499
18:00,0.293619016
19:00,0.266872188
20:00,0.354944857
21:00,0.453595031
22:00,0.475829927
23:00,0.491769909
