Time stamp,CZ06
0:00,0.353463718
1:00,0.381677095
2:00,0.341370044
3:00,0.374674494
4:00,0.395253722
5:00,0.401794021
6:00,0.430906303
7:00,0.373849737
8:00,0.425569366
9:00,0.242058813
10:00,0.276882156
11:00,0.257393554
12:00,0.204677986
13:00,0.200563105
14:00,0.220076417
15:00,0.21351418
16:00,0.236090771
17:00,0.212745389
18:00,0.18160441
19:00,0.251555823
20:00,0.209632368
21:00,0.434713623
22:00,0.307309863
23:00,0.270838347
0:00,0.331099766
1:00,0.362631152
2:00,0.380052073
3:00,0.388717301
4:00,0.397003484
5:00,0.405619328
6:00,0.424761032
7:00,0.403924955
8:00,0.292039061
9:00,0.273284015
10:00,0.319910623
11:00,0.240234552
12:00,0.215333015
13:00,0.237271986
14:00,0.235795511
15:00,0.202121873
16:00,0.218770387
17:00,0.217530769
18:00,0.234175132
19:00,0.246173432
20:00,0.293680258
21:00,0.279374167
22:00,0.283131061
23:00,0.363139414
0:00,0.324719865
1:00,0.35523187
2:00,0.37460842
3:00,0.381266215
4:00,0.38917388
5:00,0.397872124
6:00,0.438478877
7:00,0.409845364
8:00,0.246427553
9:00,0.304970637
10:00,0.262469979
11:00,0.309731637
12:00,0.243734
13:00,0.173591088
14:00,0.182749985
15:00,0.163479045
16:00,0.185335392
17:00,0.199080242
18:00,0.221653651
19:00,0.217641761
20:00,0.246114521
21:00,0.261827795
22:00,0.298017259
23:00,0.326034679
0:00,0.353438358
1:00,0.365014443
2:00,0.371640382
3:00,0.378498383
4:00,0.385115082
5:00,0.392643723
6:00,0.393817186
7:00,0.3739068
8:00,0.334442744
9:00,0.301347586
10:00,0.281983807
11:00,0.267548125
12:00,0.254191988
13:00,0.244011211
14:00,0.233287249
15:00,0.237080351
16:00,0.204620638
17:00,0.21253874
18:00,0.233565737
19:00,0.271852082
20:00,0.228624927
21:00,0.310743719
22:00,0.287946505
23:00,0.250359103
0:00,0.284717137
1:00,0.352802121
2:00,0.465855454
3:00,0.318467763
4:00,0.325908963
5:00,0.389900063
6:00,0.698013128
7:00,0.332505563
8:00,0.229229641
9:00,0.265141654
10:00,0.281741666
11:00,0.26894004
12:00,0.255535095
13:00,0.245328513
14:00,0.234694449
15:00,0.22495024
16:00,0.22256761
17:00,0.22779378
18:00,0.237298566
19:00,0.24986926
20:00,0.275248846
21:00,0.341095001
22:00,0.29373018
23:00,0.270288173
0:00,0.318777225
1:00,0.345211905
2:00,0.374255072
3:00,0.385126115
4:00,0.393745391
5:00,0.403197525
6:00,0.404516621
7:00,0.421774563
8:00,0.31700912
9:00,0.27280675
10:00,0.283380094
11:00,0.270538697
12:00,0.257459633
13:00,0.243843704
14:00,0.234009185
15:00,0.225977218
16:00,0.218263276
17:00,0.224145084
18:00,0.234806536
19:00,0.269578845
20:00,0.265680995
21:00,0.243910979
22:00,0.256348696
23:00,0.339093711
0:00,0.363440017
1:00,0.36611301
2:00,0.380993516
3:00,0.391986402
4:00,0.400759758
5:00,0.408262518
6:00,0.407054797
7:00,0.390701141
8:00,0.338921776
9:00,0.371556862
10:00,0.254331529
11:00,0.20452237
12:00,0.239538169
13:00,0.251872883
14:00,0.189382165
15:00,0.223577784
16:00,0.185586501
17:00,0.189217413
18:00,0.227581604
19:00,0.421190432
20:00,0.239035781
21:00,0.253075383
22:00,0.263826477
23:00,0.33093951
0:00,0.347454181
1:00,0.361139422
2:00,0.375407562
3:00,0.38317475
4:00,0.389656431
5:00,0.396702015
6:00,0.396489881
7:00,0.403034537
8:00,0.347587986
9:00,0.244098514
10:00,0.219959362
11:00,0.256184617
12:00,0.255861893
13:00,0.248292823
14:00,0.228807452
15:00,0.222518712
16:00,0.221584368
17:00,0.226645737
18:00,0.240285268
19:00,0.241063228
20:00,0.265734017
21:00,0.306734214
22:00,0.333270941
23:00,0.32853942
0:00,0.353438064
1:00,0.369136289
2:00,0.376503469
3:00,0.384057871
4:00,0.392361109
5:00,0.401339033
6:00,0.419989277
7:00,0.376370764
8:00,0.382480849
9:00,0.269374806
10:00,0.244906403
11:00,0.272754208
12:00,0.215587532
13:00,0.21817991
14:00,0.232801183
15:00,0.22411381
16:00,0.221601631
17:00,0.22677879
18:00,0.243398663
19:00,0.241503411
20:00,0.26162254
21:00,0.317559171
22:00,0.313341978
23:00,0.333641167
0:00,0.373822667
1:00,0.38007051
2:00,0.37208982
3:00,0.374299108
4:00,0.418952953
5:00,0.36859868
6:00,0.38496391
7:00,0.411847575
8:00,0.326159432
9:00,0.238140735
10:00,0.28450154
11:00,0.272771937
12:00,0.211963194
13:00,0.225458043
14:00,0.234635468
15:00,0.226639155
16:00,0.220261237
17:00,0.223235617
18:00,0.244859749
19:00,0.245822047
20:00,0.258572229
21:00,0.292941889
22:00,0.323114977
23:00,0.351750358
0:00,0.367664107
1:00,0.378895445
2:00,0.386120899
3:00,0.392123636
4:00,0.39685235
5:00,0.404166923
6:00,0.403815837
7:00,0.382634501
8:00,0.342453989
9:00,0.420400531
10:00,0.284176457
11:00,0.200037035
