skip,climate,hz_cz,weather_file,ashrae_climate,codes_file
,CZ10,,CA_RIVERSIDE-MUNI_722869S_CZ2022.epw,CZ10,deer-sfm-1975-1985.csv
,CZ11,,CA_RED-BLUFF-MUNI-AP_725910S_CZ2022.epw,CZ11,deer-sfm-1975-1985.csv
,CZ12,,CA_STOCKTON-METRO-AP_724920S_CZ2022.epw,CZ12,deer-sfm-1975-1985.csv
,CZ13,,CA_FRESNO-YOSEMITE-IAP_723890S_CZ2022.epw,CZ13,deer-sfm-1975-1985.csv
,CZ14,,CA_DAGGETT-BARSTOW-AP_723815S_CZ2022.epw,CZ14,deer-sfm-1975-1985.csv
,CZ15,,CA_EL-CENTRO-NAF_722810S_CZ2022.epw,CZ15,deer-sfm-1975-1985.csv
,CZ16,,CA_BISHOP-AP_724800S_CZ2022.epw,CZ16,deer-sfm-1975-1985.csv
