Name,Parameter,Value
HVACTEMPLATE:ZONE:FANCOIL,Design Size Supply Air Maximum Flow Rate,3
HVACTEMPLATE:ZONE:FANCOIL,Supply Air Maximum Flow Rate,3
HVACTEMPLATE:ZONE:IDEALLOADSAIRSYSTEM,Design Size Maximum Cooling Air Flow Rate,12
HVACTEMPLATE:ZONE:IDEALLOADSAIRSYSTEM,Design Size Maximum Heating Air Flow Rate,9
HVACTEMPLATE:ZONE:IDEALLOADSAIRSYSTEM,Design Size Maximum Sensible Heating Capacity,10
HVACTEMPLATE:ZONE:IDEALLOADSAIRSYSTEM,Design Size Maximum Total Cooling Capacity,13
HVACTEMPLATE:ZONE:IDEALLOADSAIRSYSTEM,Maximum Cooling Air Flow Rate,12
HVACTEMPLATE:ZONE:IDEALLOADSAIRSYSTEM,Maximum Heating Air Flow Rate,9
HVACTEMPLATE:ZONE:IDEALLOADSAIRSYSTEM,Maximum Sensible Heating Capacity,10
HVACTEMPLATE:ZONE:IDEALLOADSAIRSYSTEM,Maximum Total Cooling Capacity,13
HVACTEMPLATE:ZONE:PTAC,Baseboard Heating Capacity,39
HVACTEMPLATE:ZONE:PTAC,Cooling Coil Gross Rated Sensible Heat Ratio,21
HVACTEMPLATE:ZONE:PTAC,Cooling Coil Gross Rated Total Capacity,20
HVACTEMPLATE:ZONE:PTAC,Cooling Supply Air Flow Rate,3
HVACTEMPLATE:ZONE:PTAC,Design Size Baseboard Heating Capacity,39
HVACTEMPLATE:ZONE:PTAC,Design Size Cooling Coil Gross Rated Sensible Heat Ratio,21
HVACTEMPLATE:ZONE:PTAC,Design Size Cooling Coil Gross Rated Total Capacity,20
HVACTEMPLATE:ZONE:PTAC,Design Size Cooling Supply Air Flow Rate,3
HVACTEMPLATE:ZONE:PTAC,Design Size Heating Coil Capacity,25
HVACTEMPLATE:ZONE:PTAC,Design Size Heating Supply Air Flow Rate,4
HVACTEMPLATE:ZONE:PTAC,Design Size No Load Supply Air Flow Rate,5
HVACTEMPLATE:ZONE:PTAC,Heating Coil Capacity,25
HVACTEMPLATE:ZONE:PTAC,Heating Supply Air Flow Rate,4
HVACTEMPLATE:ZONE:PTAC,No Load Supply Air Flow Rate,5
HVACTEMPLATE:ZONE:PTHP,Baseboard Heating Capacity,49
HVACTEMPLATE:ZONE:PTHP,Cooling Coil Gross Rated Sensible Heat Ratio,21
HVACTEMPLATE:ZONE:PTHP,Cooling Coil Gross Rated Total Capacity,20
HVACTEMPLATE:ZONE:PTHP,Cooling Supply Air Flow Rate,3
HVACTEMPLATE:ZONE:PTHP,Design Size Baseboard Heating Capacity,49
HVACTEMPLATE:ZONE:PTHP,Design Size Cooling Coil Gross Rated Sensible Heat Ratio,21
HVACTEMPLATE:ZONE:PTHP,Design Size Cooling Coil Gross Rated Total Capacity,20
HVACTEMPLATE:ZONE:PTHP,Design Size Cooling Supply Air Flow Rate,3
HVACTEMPLATE:ZONE:PTHP,Design Size Heat Pump Heating Coil Gross Rated Capacity,25
HVACTEMPLATE:ZONE:PTHP,Design Size Heating Supply Air Flow Rate,4
HVACTEMPLATE:ZONE:PTHP,Design Size No Load Supply Air Flow Rate,5
HVACTEMPLATE:ZONE:PTHP,Design Size Supplemental Heating Coil Capacity,34
HVACTEMPLATE:ZONE:PTHP,Heat Pump Heating Coil Gross Rated Capacity,25
HVACTEMPLATE:ZONE:PTHP,Heating Supply Air Flow Rate,4
HVACTEMPLATE:ZONE:PTHP,No Load Supply Air Flow Rate,5
HVACTEMPLATE:ZONE:PTHP,Supplemental Heating Coil Capacity,34
HVACTEMPLATE:ZONE:UNITARY,Baseboard Heating Capacity,15
HVACTEMPLATE:ZONE:UNITARY,Design Size Baseboard Heating Capacity,15
HVACTEMPLATE:ZONE:UNITARY,Design Size Supply Air Maximum Flow Rate,4
HVACTEMPLATE:ZONE:UNITARY,Supply Air Maximum Flow Rate,4
HVACTEMPLATE:ZONE:VAV,Baseboard Heating Capacity,26
HVACTEMPLATE:ZONE:VAV,Design Size Baseboard Heating Capacity,26
HVACTEMPLATE:ZONE:VAV,Design Size Supply Air Maximum Flow Rate,4
HVACTEMPLATE:ZONE:VAV,Supply Air Maximum Flow Rate,4
HVACTEMPLATE:ZONE:VAV:FANPOWERED,Baseboard Heating Capacity,24
HVACTEMPLATE:ZONE:VAV:FANPOWERED,Design Size Baseboard Heating Capacity,24
HVACTEMPLATE:ZONE:VAV:FANPOWERED,Design Size Parallel Fan On Flow Fraction,10
HVACTEMPLATE:ZONE:VAV:FANPOWERED,Design Size Primary Supply Air Maximum Flow Rate,4
HVACTEMPLATE:ZONE:VAV:FANPOWERED,Design Size Primary Supply Air Minimum Flow Fraction,7
HVACTEMPLATE:ZONE:VAV:FANPOWERED,Design Size Secondary Supply Air Maximum Flow Rate,8
HVACTEMPLATE:ZONE:VAV:FANPOWERED,Parallel Fan On Flow Fraction,10
HVACTEMPLATE:ZONE:VAV:FANPOWERED,Primary Supply Air Maximum Flow Rate,4
HVACTEMPLATE:ZONE:VAV:FANPOWERED,Primary Supply Air Minimum Flow Fraction,7
HVACTEMPLATE:ZONE:VAV:FANPOWERED,Secondary Supply Air Maximum Flow Rate,8
HVACTEMPLATE:ZONE:VAV:HEATANDCOOL,Baseboard Heating Capacity,21
HVACTEMPLATE:ZONE:VAV:HEATANDCOOL,Design Size Baseboard Heating Capacity,21
HVACTEMPLATE:ZONE:VAV:HEATANDCOOL,Design Size Supply Air Maximum Flow Rate,4
HVACTEMPLATE:ZONE:VAV:HEATANDCOOL,Supply Air Maximum Flow Rate,4
HVACTEMPLATE:ZONE:VRF,Baseboard Heating Capacity,44
HVACTEMPLATE:ZONE:VRF,Cooling Coil Gross Rated Sensible Heat Ratio,29
HVACTEMPLATE:ZONE:VRF,Cooling Coil Gross Rated Total Capacity,28
HVACTEMPLATE:ZONE:VRF,Cooling Outdoor Air Flow Rate,11
HVACTEMPLATE:ZONE:VRF,Cooling Supply Air Flow Rate,7
HVACTEMPLATE:ZONE:VRF,Design Size Baseboard Heating Capacity,44
HVACTEMPLATE:ZONE:VRF,Design Size Cooling Coil Gross Rated Sensible Heat Ratio,29
HVACTEMPLATE:ZONE:VRF,Design Size Cooling Coil Gross Rated Total Capacity,28
HVACTEMPLATE:ZONE:VRF,Design Size Cooling Outdoor Air Flow Rate,11
HVACTEMPLATE:ZONE:VRF,Design Size Cooling Supply Air Flow Rate,7
HVACTEMPLATE:ZONE:VRF,Design Size Heat Pump Heating Coil Gross Rated Capacity,32
HVACTEMPLATE:ZONE:VRF,Design Size Heating Outdoor Air Flow Rate,12
HVACTEMPLATE:ZONE:VRF,Design Size Heating Supply Air Flow Rate,9
HVACTEMPLATE:ZONE:VRF,Design Size No Cooling Supply Air Flow Rate,8
HVACTEMPLATE:ZONE:VRF,Design Size No Heating Supply Air Flow Rate,10
HVACTEMPLATE:ZONE:VRF,Design Size No Load Outdoor Air Flow Rate,13
HVACTEMPLATE:ZONE:VRF,Heat Pump Heating Coil Gross Rated Capacity,32
HVACTEMPLATE:ZONE:VRF,Heating Outdoor Air Flow Rate,12
HVACTEMPLATE:ZONE:VRF,Heating Supply Air Flow Rate,9
HVACTEMPLATE:ZONE:VRF,No Cooling Supply Air Flow Rate,8
HVACTEMPLATE:ZONE:VRF,No Heating Supply Air Flow Rate,10
HVACTEMPLATE:ZONE:VRF,No Load Outdoor Air Flow Rate,13
HVACTEMPLATE:ZONE:WATERTOAIRHEATPUMP,Baseboard Heating Capacity,44
HVACTEMPLATE:ZONE:WATERTOAIRHEATPUMP,Cooling Coil Gross Rated Sensible Heat Ratio,20
HVACTEMPLATE:ZONE:WATERTOAIRHEATPUMP,Cooling Coil Gross Rated Total Capacity,19
HVACTEMPLATE:ZONE:WATERTOAIRHEATPUMP,Cooling Supply Air Flow Rate,3
HVACTEMPLATE:ZONE:WATERTOAIRHEATPUMP,Design Size Baseboard Heating Capacity,44
HVACTEMPLATE:ZONE:WATERTOAIRHEATPUMP,Design Size Cooling Coil Gross Rated Sensible Heat Ratio,20
HVACTEMPLATE:ZONE:WATERTOAIRHEATPUMP,Design Size Cooling Coil Gross Rated Total Capacity,19
HVACTEMPLATE:ZONE:WATERTOAIRHEATPUMP,Design Size Cooling Supply Air Flow Rate,3
HVACTEMPLATE:ZONE:WATERTOAIRHEATPUMP,Design Size Heat Pump Heating Coil Gross Rated Capacity,23
HVACTEMPLATE:ZONE:WATERTOAIRHEATPUMP,Design Size Heating Supply Air Flow Rate,4
HVACTEMPLATE:ZONE:WATERTOAIRHEATPUMP,Design Size No Load Supply Air Flow Rate,5
HVACTEMPLATE:ZONE:WATERTOAIRHEATPUMP,Design Size Supplemental Heating Coil Capacity,26
HVACTEMPLATE:ZONE:WATERTOAIRHEATPUMP,Heat Pump Heating Coil Gross Rated Capacity,23
HVACTEMPLATE:ZONE:WATERTOAIRHEATPUMP,Heating Supply Air Flow Rate,4
HVACTEMPLATE:ZONE:WATERTOAIRHEATPUMP,No Load Supply Air Flow Rate,5
HVACTEMPLATE:ZONE:WATERTOAIRHEATPUMP,Supplemental Heating Coil Capacity,26
PLANTCOMPONENT:TEMPERATURESOURCE,Design Size Design Volume Flow Rate,4
PLANTCOMPONENT:TEMPERATURESOURCE,Design Volume Flow Rate,4
PLANTEQUIPMENTOPERATION:COMPONENTSETPOINT,Component 1 Flow Rate,6
PLANTEQUIPMENTOPERATION:COMPONENTSETPOINT,Component 10 Flow Rate,60
PLANTEQUIPMENTOPERATION:COMPONENTSETPOINT,Component 2 Flow Rate,12
PLANTEQUIPMENTOPERATION:COMPONENTSETPOINT,Component 3 Flow Rate,18
PLANTEQUIPMENTOPERATION:COMPONENTSETPOINT,Component 4 Flow Rate,24
PLANTEQUIPMENTOPERATION:COMPONENTSETPOINT,Component 5 Flow Rate,30
PLANTEQUIPMENTOPERATION:COMPONENTSETPOINT,Component 6 Flow Rate,36
PLANTEQUIPMENTOPERATION:COMPONENTSETPOINT,Component 7 Flow Rate,42
PLANTEQUIPMENTOPERATION:COMPONENTSETPOINT,Component 8 Flow Rate,48
PLANTEQUIPMENTOPERATION:COMPONENTSETPOINT,Component 9 Flow Rate,54
PLANTEQUIPMENTOPERATION:COMPONENTSETPOINT,Design Size Component 1 Flow Rate,6
PLANTEQUIPMENTOPERATION:COMPONENTSETPOINT,Design Size Component 10 Flow Rate,60
PLANTEQUIPMENTOPERATION:COMPONENTSETPOINT,Design Size Component 2 Flow Rate,12
PLANTEQUIPMENTOPERATION:COMPONENTSETPOINT,Design Size Component 3 Flow Rate,18
PLANTEQUIPMENTOPERATION:COMPONENTSETPOINT,Design Size Component 4 Flow Rate,24
PLANTEQUIPMENTOPERATION:COMPONENTSETPOINT,Design Size Component 5 Flow Rate,30
PLANTEQUIPMENTOPERATION:COMPONENTSETPOINT,Design Size Component 6 Flow Rate,36
PLANTEQUIPMENTOPERATION:COMPONENTSETPOINT,Design Size Component 7 Flow Rate,42
PLANTEQUIPMENTOPERATION:COMPONENTSETPOINT,Design Size Component 8 Flow Rate,48
PLANTEQUIPMENTOPERATION:COMPONENTSETPOINT,Design Size Component 9 Flow Rate,54
PLANTEQUIPMENTOPERATION:THERMALENERGYSTORAGE,Component 1 Flow Rate,10
PLANTEQUIPMENTOPERATION:THERMALENERGYSTORAGE,Component 10 Flow Rate,64
PLANTEQUIPMENTOPERATION:THERMALENERGYSTORAGE,Component 2 Flow Rate,16
PLANTEQUIPMENTOPERATION:THERMALENERGYSTORAGE,Component 3 Flow Rate,22
PLANTEQUIPMENTOPERATION:THERMALENERGYSTORAGE,Component 4 Flow Rate,28
PLANTEQUIPMENTOPERATION:THERMALENERGYSTORAGE,Component 5 Flow Rate,34
PLANTEQUIPMENTOPERATION:THERMALENERGYSTORAGE,Component 6 Flow Rate,40
PLANTEQUIPMENTOPERATION:THERMALENERGYSTORAGE,Component 7 Flow Rate,46
PLANTEQUIPMENTOPERATION:THERMALENERGYSTORAGE,Component 8 Flow Rate,52
PLANTEQUIPMENTOPERATION:THERMALENERGYSTORAGE,Component 9 Flow Rate,58
PLANTEQUIPMENTOPERATION:THERMALENERGYSTORAGE,Design Size Component 1 Flow Rate,10
PLANTEQUIPMENTOPERATION:THERMALENERGYSTORAGE,Design Size Component 10 Flow Rate,64
PLANTEQUIPMENTOPERATION:THERMALENERGYSTORAGE,Design Size Component 2 Flow Rate,16
PLANTEQUIPMENTOPERATION:THERMALENERGYSTORAGE,Design Size Component 3 Flow Rate,22
PLANTEQUIPMENTOPERATION:THERMALENERGYSTORAGE,Design Size Component 4 Flow Rate,28
PLANTEQUIPMENTOPERATION:THERMALENERGYSTORAGE,Design Size Component 5 Flow Rate,34
PLANTEQUIPMENTOPERATION:THERMALENERGYSTORAGE,Design Size Component 6 Flow Rate,40
PLANTEQUIPMENTOPERATION:THERMALENERGYSTORAGE,Design Size Component 7 Flow Rate,46
PLANTEQUIPMENTOPERATION:THERMALENERGYSTORAGE,Design Size Component 8 Flow Rate,52
PLANTEQUIPMENTOPERATION:THERMALENERGYSTORAGE,Design Size Component 9 Flow Rate,58
PLANTLOOP,Design Size Maximum Loop Flow Rate,8
PLANTLOOP,Maximum Loop Flow Rate,8
PLANTLOOP,Plant Loop Volume,10
PUMP:CONSTANTSPEED,Design Flow Rate,4
PUMP:CONSTANTSPEED,Design Power Consumption,6
PUMP:CONSTANTSPEED,Design Size Design Flow Rate,4
PUMP:CONSTANTSPEED,Design Size Design Power Consumption,6
PUMP:VARIABLESPEED,Design Maximum Flow Rate,4
PUMP:VARIABLESPEED,Design Minimum Flow Rate,13
PUMP:VARIABLESPEED,Design Power Consumption,6
PUMP:VARIABLESPEED,Design Size Design Maximum Flow Rate,4
PUMP:VARIABLESPEED,Design Size Design Minimum Flow Rate,13
PUMP:VARIABLESPEED,Design Size Design Power Consumption,6
PUMP:VARIABLESPEED:CONDENSATE,Design Power Consumption,6
PUMP:VARIABLESPEED:CONDENSATE,Design Size Design Power Consumption,6
PUMP:VARIABLESPEED:CONDENSATE,Design Size Design Steam Volume Flow Rate,4
PUMP:VARIABLESPEED:CONDENSATE,Design Steam Volume Flow Rate,4
SIZING:SYSTEM,Central Heating Maximum System Air Flow Ratio,4
SIZING:SYSTEM,Cooling Design Capacity,30
SIZING:SYSTEM,Design Outdoor Air Flow Rate,3
SIZING:SYSTEM,Design Size Central Heating Maximum System Air Flow Ratio,4
SIZING:SYSTEM,Design Size Cooling Design Capacity,30
SIZING:SYSTEM,Design Size Design Outdoor Air Flow Rate,3
SIZING:SYSTEM,Design Size Heating Design Capacity,34
SIZING:SYSTEM,Design Size Occupant Diversity,38
SIZING:SYSTEM,Heating Design Capacity,34
SIZING:SYSTEM,Occupant Diversity,38
SIZING:ZONE,Dedicated Outdoor Air High Setpoint Temperature for Design,27
SIZING:ZONE,Dedicated Outdoor Air Low Setpoint Temperature for Design,26
SIZING:ZONE,Design Size Dedicated Outdoor Air High Setpoint Temperature for Design,27
SIZING:ZONE,Design Size Dedicated Outdoor Air Low Setpoint Temperature for Design,26
SOLARCOLLECTOR:FLATPLATE:PHOTOVOLTAICTHERMAL,Design Flow Rate,10
SOLARCOLLECTOR:FLATPLATE:PHOTOVOLTAICTHERMAL,Design Size Design Flow Rate,10
THERMALSTORAGE:CHILLEDWATER:MIXED,Design Size Source Side Design Flow Rate,21
THERMALSTORAGE:CHILLEDWATER:MIXED,Design Size Use Side Design Flow Rate,16
THERMALSTORAGE:CHILLEDWATER:MIXED,Source Side Design Flow Rate,21
THERMALSTORAGE:CHILLEDWATER:MIXED,Use Side Design Flow Rate,16
THERMALSTORAGE:CHILLEDWATER:STRATIFIED,Design Size Source Side Design Flow Rate,29
THERMALSTORAGE:CHILLEDWATER:STRATIFIED,Design Size Use Side Design Flow Rate,22
THERMALSTORAGE:CHILLEDWATER:STRATIFIED,Source Side Design Flow Rate,29
THERMALSTORAGE:CHILLEDWATER:STRATIFIED,Use Side Design Flow Rate,22
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Cooling Speed 1 Supply Air Flow Ratio,7
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Cooling Speed 10 Supply Air Flow Ratio,25
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Cooling Speed 2 Supply Air Flow Ratio,9
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Cooling Speed 3 Supply Air Flow Ratio,11
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Cooling Speed 4 Supply Air Flow Ratio,13
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Cooling Speed 5 Supply Air Flow Ratio,15
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Cooling Speed 6 Supply Air Flow Ratio,17
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Cooling Speed 7 Supply Air Flow Ratio,19
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Cooling Speed 8 Supply Air Flow Ratio,21
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Cooling Speed 9 Supply Air Flow Ratio,23
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Design Size Cooling Speed 1 Supply Air Flow Ratio,7
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Design Size Cooling Speed 10 Supply Air Flow Ratio,25
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Design Size Cooling Speed 2 Supply Air Flow Ratio,9
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Design Size Cooling Speed 3 Supply Air Flow Ratio,11
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Design Size Cooling Speed 4 Supply Air Flow Ratio,13
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Design Size Cooling Speed 5 Supply Air Flow Ratio,15
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Design Size Cooling Speed 6 Supply Air Flow Ratio,17
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Design Size Cooling Speed 7 Supply Air Flow Ratio,19
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Design Size Cooling Speed 8 Supply Air Flow Ratio,21
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Design Size Cooling Speed 9 Supply Air Flow Ratio,23
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Design Size Heating Speed 1 Supply Air Flow Ratio,6
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Design Size Heating Speed 10 Supply Air Flow Ratio,24
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Design Size Heating Speed 2 Supply Air Flow Ratio,8
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Design Size Heating Speed 3 Supply Air Flow Ratio,10
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Design Size Heating Speed 4 Supply Air Flow Ratio,12
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Design Size Heating Speed 5 Supply Air Flow Ratio,14
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Design Size Heating Speed 6 Supply Air Flow Ratio,16
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Design Size Heating Speed 7 Supply Air Flow Ratio,18
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Design Size Heating Speed 8 Supply Air Flow Ratio,20
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Design Size Heating Speed 9 Supply Air Flow Ratio,22
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Heating Speed 1 Supply Air Flow Ratio,6
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Heating Speed 10 Supply Air Flow Ratio,24
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Heating Speed 2 Supply Air Flow Ratio,8
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Heating Speed 3 Supply Air Flow Ratio,10
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Heating Speed 4 Supply Air Flow Ratio,12
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Heating Speed 5 Supply Air Flow Ratio,14
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Heating Speed 6 Supply Air Flow Ratio,16
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Heating Speed 7 Supply Air Flow Ratio,18
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Heating Speed 8 Supply Air Flow Ratio,20
UNITARYSYSTEMPERFORMANCE:MULTISPEED,Heating Speed 9 Supply Air Flow Ratio,22
WATERHEATER:MIXED,Design Size Heater Maximum Capacity,7
WATERHEATER:MIXED,Design Size Source Side Design Flow Rate,38
WATERHEATER:MIXED,Design Size Tank Volume,2
WATERHEATER:MIXED,Design Size Use Side Design Flow Rate,37
WATERHEATER:MIXED,Heater Maximum Capacity,7
WATERHEATER:MIXED,Maximum Heater Capacity,7
WATERHEATER:MIXED,Source Side Design Flow Rate,38
WATERHEATER:MIXED,Tank Volume,2
WATERHEATER:MIXED,Use Side Design Flow Rate,37
WATERHEATER:STRATIFIED,Design Size Heater 1 Capacity,11
WATERHEATER:STRATIFIED,Design Size Source Side Design Flow Rate,50
WATERHEATER:STRATIFIED,Design Size Tank Height,4
WATERHEATER:STRATIFIED,Design Size Tank Volume,3
WATERHEATER:STRATIFIED,Design Size Use Side Design Flow Rate,49
WATERHEATER:STRATIFIED,Heater 1 Capacity,11
WATERHEATER:STRATIFIED,Source Side Design Flow Rate,50
WATERHEATER:STRATIFIED,Tank Height,4
WATERHEATER:STRATIFIED,Tank Volume,3
WATERHEATER:STRATIFIED,Use Side Design Flow Rate,49
ZONEHVAC:BASEBOARD:CONVECTIVE:ELECTRIC,Design Size Heating Design Capacity,4
ZONEHVAC:BASEBOARD:CONVECTIVE:ELECTRIC,Heating Design Capacity,4
ZONEHVAC:BASEBOARD:CONVECTIVE:WATER,Design Size Heating Design Capacity,6
ZONEHVAC:BASEBOARD:CONVECTIVE:WATER,Design Size Maximum Water Flow Rate,10
ZONEHVAC:BASEBOARD:CONVECTIVE:WATER,Design Size U-Factor Times Area Value,9
ZONEHVAC:BASEBOARD:CONVECTIVE:WATER,Heating Design Capacity,6
ZONEHVAC:BASEBOARD:CONVECTIVE:WATER,Maximum Water Flow Rate,10
ZONEHVAC:BASEBOARD:CONVECTIVE:WATER,U-Factor Times Area Value,9
ZONEHVAC:BASEBOARD:RADIANTCONVECTIVE:ELECTRIC,Design Size Heating Design Capacity,4
ZONEHVAC:BASEBOARD:RADIANTCONVECTIVE:ELECTRIC,Heating Design Capacity,4
ZONEHVAC:BASEBOARD:RADIANTCONVECTIVE:STEAM,Design Size Heating Design Capacity,6
ZONEHVAC:BASEBOARD:RADIANTCONVECTIVE:STEAM,Design Size Maximum Steam Flow Rate,8
ZONEHVAC:BASEBOARD:RADIANTCONVECTIVE:STEAM,Heating Design Capacity,6
ZONEHVAC:BASEBOARD:RADIANTCONVECTIVE:STEAM,Maximum Steam Flow Rate,8
ZONEHVAC:BASEBOARD:RADIANTCONVECTIVE:WATER,Design Size Heating Design Capacity,8
ZONEHVAC:BASEBOARD:RADIANTCONVECTIVE:WATER,Design Size Maximum Water Flow Rate,9
ZONEHVAC:BASEBOARD:RADIANTCONVECTIVE:WATER,Heating Design Capacity,8
ZONEHVAC:BASEBOARD:RADIANTCONVECTIVE:WATER,Maximum Water Flow Rate,9
ZONEHVAC:COOLINGPANEL:RADIANTCONVECTIVE:WATER,Cooling Design Capacity,9
ZONEHVAC:COOLINGPANEL:RADIANTCONVECTIVE:WATER,Design Size Cooling Design Capacity,9
ZONEHVAC:COOLINGPANEL:RADIANTCONVECTIVE:WATER,Design Size Maximum Chilled Water Flow Rate,12
ZONEHVAC:COOLINGPANEL:RADIANTCONVECTIVE:WATER,Maximum Chilled Water Flow Rate,12
ZONEHVAC:ENERGYRECOVERYVENTILATOR,Design Size Exhaust Air Flow Rate,5
ZONEHVAC:ENERGYRECOVERYVENTILATOR,Design Size Supply Air Flow Rate,4
ZONEHVAC:ENERGYRECOVERYVENTILATOR,Exhaust Air Flow Rate,5
ZONEHVAC:ENERGYRECOVERYVENTILATOR,Supply Air Flow Rate,4
ZONEHVAC:EVAPORATIVECOOLERUNIT,Design Size Design Supply Air Flow Rate,9
ZONEHVAC:EVAPORATIVECOOLERUNIT,Design Supply Air Flow Rate,9
ZONEHVAC:EXHAUSTCONTROL,Design Exhaust Flow Rate,6
ZONEHVAC:EXHAUSTCONTROL,Design Size Design Exhaust Flow Rate,6
ZONEHVAC:FOURPIPEFANCOIL,Design Size Maximum Cold Water Flow Rate,17
ZONEHVAC:FOURPIPEFANCOIL,Design Size Maximum Hot Water Flow Rate,22
ZONEHVAC:FOURPIPEFANCOIL,Design Size Maximum Outdoor Air Flow Rate,7
ZONEHVAC:FOURPIPEFANCOIL,Design Size Maximum Supply Air Flow Rate,4
ZONEHVAC:FOURPIPEFANCOIL,Design Size Maximum Supply Air Temperature in Heating Mode,29
ZONEHVAC:FOURPIPEFANCOIL,Design Size Minimum Supply Air Temperature in Cooling Mode,28
ZONEHVAC:FOURPIPEFANCOIL,Maximum Cold Water Flow Rate,17
ZONEHVAC:FOURPIPEFANCOIL,Maximum Hot Water Flow Rate,22
ZONEHVAC:FOURPIPEFANCOIL,Maximum Outdoor Air Flow Rate,7
ZONEHVAC:FOURPIPEFANCOIL,Maximum Supply Air Flow Rate,4
ZONEHVAC:FOURPIPEFANCOIL,Maximum Supply Air Temperature in Heating Mode,29
ZONEHVAC:FOURPIPEFANCOIL,Minimum Supply Air Temperature in Cooling Mode,28
ZONEHVAC:HIGHTEMPERATURERADIANT,Design Size Heating Design Capacity,5
ZONEHVAC:HIGHTEMPERATURERADIANT,Heating Design Capacity,5
ZONEHVAC:IDEALLOADSAIRSYSTEM,Design Size Maximum Cooling Air Flow Rate,14
ZONEHVAC:IDEALLOADSAIRSYSTEM,Design Size Maximum Heating Air Flow Rate,11
ZONEHVAC:IDEALLOADSAIRSYSTEM,Design Size Maximum Sensible Heating Capacity,12
ZONEHVAC:IDEALLOADSAIRSYSTEM,Design Size Maximum Total Cooling Capacity,15
ZONEHVAC:IDEALLOADSAIRSYSTEM,Maximum Cooling Air Flow Rate,14
ZONEHVAC:IDEALLOADSAIRSYSTEM,Maximum Heating Air Flow Rate,11
ZONEHVAC:IDEALLOADSAIRSYSTEM,Maximum Sensible Heating Capacity,12
ZONEHVAC:IDEALLOADSAIRSYSTEM,Maximum Total Cooling Capacity,15
ZONEHVAC:LOWTEMPERATURERADIANT:CONSTANTFLOW,Design Size Hydronic Tubing Length,6
ZONEHVAC:LOWTEMPERATURERADIANT:CONSTANTFLOW,Design Size Rated Flow Rate,7
ZONEHVAC:LOWTEMPERATURERADIANT:CONSTANTFLOW,Hydronic Tubing Length,6
ZONEHVAC:LOWTEMPERATURERADIANT:CONSTANTFLOW,Rated Flow Rate,7
ZONEHVAC:LOWTEMPERATURERADIANT:ELECTRIC,Design Size Heating Design Capacity,6
ZONEHVAC:LOWTEMPERATURERADIANT:ELECTRIC,Heating Design Capacity,6
ZONEHVAC:LOWTEMPERATURERADIANT:VARIABLEFLOW,Cooling Design Capacity,11
ZONEHVAC:LOWTEMPERATURERADIANT:VARIABLEFLOW,Design Size Cooling Design Capacity,11
ZONEHVAC:LOWTEMPERATURERADIANT:VARIABLEFLOW,Design Size Heating Design Capacity,7
ZONEHVAC:LOWTEMPERATURERADIANT:VARIABLEFLOW,Design Size Hydronic Tubing Length,6
ZONEHVAC:LOWTEMPERATURERADIANT:VARIABLEFLOW,Design Size Maximum Cold Water Flow,12
ZONEHVAC:LOWTEMPERATURERADIANT:VARIABLEFLOW,Design Size Maximum Hot Water Flow,8
ZONEHVAC:LOWTEMPERATURERADIANT:VARIABLEFLOW,Heating Design Capacity,7
ZONEHVAC:LOWTEMPERATURERADIANT:VARIABLEFLOW,Hydronic Tubing Length,6
ZONEHVAC:LOWTEMPERATURERADIANT:VARIABLEFLOW,Maximum Cold Water Flow,12
