File Name,BldgLoc,BldgType,Story,BldgHVAC,BldgVint,TechGroup,TechType,TechID,Value/Program Version and Build (),Value/Weather File (),Area/Conditioned Total (m2),Electricity Intensity/HVAC (kWh/m2),Natural Gas Intensity/HVAC (kWh/m2),Electricity/Heating (kWh),Electricity/Cooling (kWh),Electricity/Interior Lighting (kWh),Electricity/Exterior Lighting (kWh),Electricity/Interior Equipment (kWh),Electricity/Exterior Equipment (kWh),Electricity/Fans (kWh),Electricity/Pumps (kWh),Electricity/Heat Rejection (kWh),Electricity/Humidification (kWh),Electricity/Heat Recovery (kWh),Electricity/Water Systems (kWh),Electricity/Refrigeration (kWh),Electricity/Generators (kWh),Natural Gas/Heating (kWh),Natural Gas/Cooling (kWh),Natural Gas/Interior Lighting (kWh),Natural Gas/Exterior Lighting (kWh),Natural Gas/Interior Equipment (kWh),Natural Gas/Exterior Equipment (kWh),Natural Gas/Fans (kWh),Natural Gas/Pumps (kWh),Natural Gas/Heat Rejection (kWh),Natural Gas/Humidification (kWh),Natural Gas/Heat Recovery (kWh),Natural Gas/Water Systems (kWh),Natural Gas/Refrigeration (kWh),Natural Gas/Generators (kWh)
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ01/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.87 UEF-HI/instance-out.sql,CZ01,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.87 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.07 23:28",CA_EUREKA - USA Custom-725940 WMO#=725940,135.06,0.03,27.36,0.0,0.04,687.53,457.71,4132.7,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.35,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3512.33,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ01/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.60 EF/instance-out.sql,CZ01,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.60 EF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.07 23:34",CA_EUREKA - USA Custom-725940 WMO#=725940,135.06,0.03,35.57,0.0,0.04,687.53,457.71,4132.7,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.6,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4621.13,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ01/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.81 UEF-HI/instance-out.sql,CZ01,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.81 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.07 23:28",CA_EUREKA - USA Custom-725940 WMO#=725940,135.06,0.03,29.21,0.0,0.04,687.53,457.71,4132.7,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.35,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3761.26,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ01/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.87 UEF-MD/instance-out.sql,CZ01,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.87 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.07 23:39",CA_EUREKA - USA Custom-725940 WMO#=725940,135.06,0.03,26.75,0.0,0.04,687.53,457.71,4132.7,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.35,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3429.79,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ01/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.92 UEF-HI/instance-out.sql,CZ01,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.92 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.07 23:28",CA_EUREKA - USA Custom-725940 WMO#=725940,135.06,0.03,26.56,0.0,0.04,687.53,457.71,4132.7,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.35,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3403.42,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ01/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.81 UEF-MD/instance-out.sql,CZ01,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.81 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.07 23:34",CA_EUREKA - USA Custom-725940 WMO#=725940,135.06,0.03,29.21,0.0,0.04,687.53,457.71,4132.7,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.35,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3761.26,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ01/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.96 UEF-HI/instance-out.sql,CZ01,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.96 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.07 23:28",CA_EUREKA - USA Custom-725940 WMO#=725940,135.06,0.03,25.99,0.0,0.04,687.53,457.71,4132.7,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.35,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3327.52,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ01/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.58 UEF-MD/instance-out.sql,CZ01,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.58 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.07 23:34",CA_EUREKA - USA Custom-725940 WMO#=725940,135.06,0.03,35.22,0.0,0.04,687.53,457.71,4132.7,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.6,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4572.78,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ01/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-HI/instance-out.sql,CZ01,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.07 23:33",CA_EUREKA - USA Custom-725940 WMO#=725940,135.06,0.03,35.87,0.0,0.04,687.53,457.71,4132.7,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.6,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4660.73,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ02/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.81 UEF-HI/instance-out.sql,CZ02,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.81 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.07 23:39",CA_NAPA-CO - USA Custom-724955 WMO#=724955,135.06,1.15,27.95,0.0,122.75,687.53,457.71,4132.7,0.0,32.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.68,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3600.87,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ02/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.81 UEF-MD/instance-out.sql,CZ02,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.81 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.07 23:49",CA_NAPA-CO - USA Custom-724955 WMO#=724955,135.06,1.15,27.95,0.0,122.75,687.53,457.71,4132.7,0.0,32.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.68,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3600.87,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ02/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.87 UEF-HI/instance-out.sql,CZ02,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.87 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.07 23:39",CA_NAPA-CO - USA Custom-724955 WMO#=724955,135.06,1.15,26.21,0.0,122.75,687.53,457.71,4132.7,0.0,32.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.68,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3365.89,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ02/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.58 UEF-MD/instance-out.sql,CZ02,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.58 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.07 23:44",CA_NAPA-CO - USA Custom-724955 WMO#=724955,135.06,1.15,32.63,0.0,122.98,687.53,457.71,4132.7,0.0,32.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.23,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4234.2,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ02/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.87 UEF-MD/instance-out.sql,CZ02,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.87 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.07 23:50",CA_NAPA-CO - USA Custom-724955 WMO#=724955,135.06,1.15,25.64,0.0,122.75,687.53,457.71,4132.7,0.0,32.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.68,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3287.97,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ02/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.92 UEF-HI/instance-out.sql,CZ02,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.92 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.07 23:39",CA_NAPA-CO - USA Custom-724955 WMO#=724955,135.06,1.15,25.45,0.0,122.75,687.53,457.71,4132.7,0.0,32.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.68,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3263.08,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ02/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.96 UEF-HI/instance-out.sql,CZ02,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.96 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.07 23:44",CA_NAPA-CO - USA Custom-724955 WMO#=724955,135.06,1.15,24.92,0.0,122.75,687.53,457.71,4132.7,0.0,32.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.68,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3191.43,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ02/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.60 EF/instance-out.sql,CZ02,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.60 EF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.07 23:44",CA_NAPA-CO - USA Custom-724955 WMO#=724955,135.06,1.15,32.96,0.0,122.98,687.53,457.71,4132.7,0.0,32.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.23,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4278.09,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ02/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-HI/instance-out.sql,CZ02,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.07 23:44",CA_NAPA-CO - USA Custom-724955 WMO#=724955,135.06,1.15,33.22,0.0,122.98,687.53,457.71,4132.7,0.0,32.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.23,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4314.04,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ03/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.81 UEF-HI/instance-out.sql,CZ03,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.81 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.07 23:50",CA_OAKLAND-METRO-AP - USA Custom-724930 WMO#=724930,135.06,0.29,26.68,0.0,31.56,687.53,457.71,4132.7,0.0,7.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.62,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3594.14,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ03/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.87 UEF-MD/instance-out.sql,CZ03,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.87 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:01",CA_OAKLAND-METRO-AP - USA Custom-724930 WMO#=724930,135.06,0.29,24.36,0.0,31.56,687.53,457.71,4132.7,0.0,7.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.62,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3282.02,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ03/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.81 UEF-MD/instance-out.sql,CZ03,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.81 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:00",CA_OAKLAND-METRO-AP - USA Custom-724930 WMO#=724930,135.06,0.29,26.68,0.0,31.56,687.53,457.71,4132.7,0.0,7.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.62,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3594.14,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ03/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.87 UEF-HI/instance-out.sql,CZ03,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.87 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.07 23:50",CA_OAKLAND-METRO-AP - USA Custom-724930 WMO#=724930,135.06,0.29,24.94,0.0,31.56,687.53,457.71,4132.7,0.0,7.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.62,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3359.74,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ03/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.92 UEF-HI/instance-out.sql,CZ03,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.92 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.07 23:55",CA_OAKLAND-METRO-AP - USA Custom-724930 WMO#=724930,135.06,0.29,24.18,0.0,31.56,687.53,457.71,4132.7,0.0,7.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.62,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3257.19,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ03/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.96 UEF-HI/instance-out.sql,CZ03,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.96 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.07 23:55",CA_OAKLAND-METRO-AP - USA Custom-724930 WMO#=724930,135.06,0.29,23.65,0.0,31.56,687.53,457.71,4132.7,0.0,7.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.62,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3185.72,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ03/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.58 UEF-MD/instance-out.sql,CZ03,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.58 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:00",CA_OAKLAND-METRO-AP - USA Custom-724930 WMO#=724930,135.06,0.29,31.29,0.0,31.62,687.53,457.71,4132.7,0.0,7.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.48,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4217.56,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ03/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.60 EF/instance-out.sql,CZ03,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.60 EF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.07 23:55",CA_OAKLAND-METRO-AP - USA Custom-724930 WMO#=724930,135.06,0.29,31.61,0.0,31.62,687.53,457.71,4132.7,0.0,7.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.48,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4261.23,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ03/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-HI/instance-out.sql,CZ03,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.07 23:55",CA_OAKLAND-METRO-AP - USA Custom-724930 WMO#=724930,135.06,0.29,31.88,0.0,31.62,687.53,457.71,4132.7,0.0,7.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.48,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4297.0,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ04/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.81 UEF-HI/instance-out.sql,CZ04,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.81 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:01",CA_SAN-JOSE-IAP - USA Custom-724945 WMO#=724945,135.06,2.15,26.26,0.0,234.53,687.53,457.71,4132.7,0.0,55.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.53,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3529.47,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ04/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.87 UEF-HI/instance-out.sql,CZ04,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.87 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:05",CA_SAN-JOSE-IAP - USA Custom-724945 WMO#=724945,135.06,2.15,24.56,0.0,234.53,687.53,457.71,4132.7,0.0,55.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.53,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3300.7,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ04/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.81 UEF-MD/instance-out.sql,CZ04,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.81 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:12",CA_SAN-JOSE-IAP - USA Custom-724945 WMO#=724945,135.06,2.15,26.26,0.0,234.53,687.53,457.71,4132.7,0.0,55.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.53,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3529.47,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ04/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.87 UEF-MD/instance-out.sql,CZ04,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.87 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:12",CA_SAN-JOSE-IAP - USA Custom-724945 WMO#=724945,135.06,2.15,24.0,0.0,234.53,687.53,457.71,4132.7,0.0,55.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.53,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3224.84,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ04/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.92 UEF-HI/instance-out.sql,CZ04,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.92 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:06",CA_SAN-JOSE-IAP - USA Custom-724945 WMO#=724945,135.06,2.15,23.82,0.0,234.53,687.53,457.71,4132.7,0.0,55.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.53,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3200.61,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ04/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.96 UEF-HI/instance-out.sql,CZ04,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.96 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:06",CA_SAN-JOSE-IAP - USA Custom-724945 WMO#=724945,135.06,2.15,23.3,0.0,234.53,687.53,457.71,4132.7,0.0,55.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.53,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3130.85,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ04/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.58 UEF-MD/instance-out.sql,CZ04,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.58 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:11",CA_SAN-JOSE-IAP - USA Custom-724945 WMO#=724945,135.06,2.15,30.35,0.0,234.9,687.53,457.71,4132.7,0.0,55.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.27,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4083.04,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ04/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.60 EF/instance-out.sql,CZ04,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.60 EF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:11",CA_SAN-JOSE-IAP - USA Custom-724945 WMO#=724945,135.06,2.15,30.66,0.0,234.9,687.53,457.71,4132.7,0.0,55.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.27,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4124.95,0.0,0.0
