File Name,BldgLoc,BldgType,Story,BldgHVAC,BldgVint,TechGroup,TechType,TechID,Value/Program Version and Build (),Value/Weather File (),Area/Conditioned Total (m2),Electricity Intensity/HVAC (kWh/m2),Natural Gas Intensity/HVAC (kWh/m2),Electricity/Heating (kWh),Electricity/Cooling (kWh),Electricity/Interior Lighting (kWh),Electricity/Exterior Lighting (kWh),Electricity/Interior Equipment (kWh),Electricity/Exterior Equipment (kWh),Electricity/Fans (kWh),Electricity/Pumps (kWh),Electricity/Heat Rejection (kWh),Electricity/Humidification (kWh),Electricity/Heat Recovery (kWh),Electricity/Water Systems (kWh),Electricity/Refrigeration (kWh),Electricity/Generators (kWh),Natural Gas/Heating (kWh),Natural Gas/Cooling (kWh),Natural Gas/Interior Lighting (kWh),Natural Gas/Exterior Lighting (kWh),Natural Gas/Interior Equipment (kWh),Natural Gas/Exterior Equipment (kWh),Natural Gas/Fans (kWh),Natural Gas/Pumps (kWh),Natural Gas/Heat Rejection (kWh),Natural Gas/Humidification (kWh),Natural Gas/Heat Recovery (kWh),Natural Gas/Water Systems (kWh),Natural Gas/Refrigeration (kWh),Natural Gas/Generators (kWh)
SWWH013-04 Tankless Water Heater_SFm_Ex/runs/CZ09/SFm&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.87 UEF-MD/instance-out.sql,CZ09,SFm,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.87 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 09:49",CA_LOS-ANGELES-DOWNTOWN- - USA Custom-722874 WMO#=722874,135.06,6.97,25.59,0.0,752.53,687.53,457.71,4132.7,0.0,188.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3456.44,0.0,0.0
SWWH013-04 Tankless Water Heater_SFm_Ex/runs/CZ09/SFm&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.92 UEF-HI/instance-out.sql,CZ09,SFm,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.92 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 09:43",CA_LOS-ANGELES-DOWNTOWN- - USA Custom-722874 WMO#=722874,135.06,6.97,25.39,0.0,752.53,687.53,457.71,4132.7,0.0,188.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3429.79,0.0,0.0
SWWH013-04 Tankless Water Heater_SFm_Ex/runs/CZ09/SFm&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.96 UEF-HI/instance-out.sql,CZ09,SFm,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.96 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 09:43",CA_LOS-ANGELES-DOWNTOWN- - USA Custom-722874 WMO#=722874,135.06,6.97,24.83,0.0,752.53,687.53,457.71,4132.7,0.0,188.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3353.09,0.0,0.0
SWWH013-04 Tankless Water Heater_SFm_Ex/runs/CZ09/SFm&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.58 UEF-MD/instance-out.sql,CZ09,SFm,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.58 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 09:47",CA_LOS-ANGELES-DOWNTOWN- - USA Custom-722874 WMO#=722874,135.06,6.98,31.69,0.0,753.73,687.53,457.71,4132.7,0.0,188.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4280.14,0.0,0.0
SWWH013-04 Tankless Water Heater_SFm_Ex/runs/CZ09/SFm&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.60 EF/instance-out.sql,CZ09,SFm,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.60 EF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 09:46",CA_LOS-ANGELES-DOWNTOWN- - USA Custom-722874 WMO#=722874,135.06,6.98,32.02,0.0,753.73,687.53,457.71,4132.7,0.0,188.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4324.63,0.0,0.0
SWWH013-04 Tankless Water Heater_SFm_Ex/runs/CZ09/SFm&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-HI/instance-out.sql,CZ09,SFm,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 09:45",CA_LOS-ANGELES-DOWNTOWN- - USA Custom-722874 WMO#=722874,135.06,6.98,32.29,0.0,753.73,687.53,457.71,4132.7,0.0,188.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4361.08,0.0,0.0
SWWH013-04 Tankless Water Heater_SFm_Ex/runs/CZ10/SFm&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.81 UEF-HI/instance-out.sql,CZ10,SFm,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.81 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 09:50",CA_RIVERSIDE-MUNI - USA Custom-722869 WMO#=722869,135.06,9.62,27.99,0.0,1066.46,687.53,457.71,4132.7,0.0,232.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.32,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3771.78,0.0,0.0
SWWH013-04 Tankless Water Heater_SFm_Ex/runs/CZ10/SFm&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.81 UEF-MD/instance-out.sql,CZ10,SFm,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.81 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 09:59",CA_RIVERSIDE-MUNI - USA Custom-722869 WMO#=722869,135.06,9.62,27.99,0.0,1066.46,687.53,457.71,4132.7,0.0,232.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.32,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3771.78,0.0,0.0
SWWH013-04 Tankless Water Heater_SFm_Ex/runs/CZ10/SFm&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.87 UEF-HI/instance-out.sql,CZ10,SFm,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.87 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 09:51",CA_RIVERSIDE-MUNI - USA Custom-722869 WMO#=722869,135.06,9.62,26.14,0.0,1066.46,687.53,457.71,4132.7,0.0,232.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.32,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3521.94,0.0,0.0
SWWH013-04 Tankless Water Heater_SFm_Ex/runs/CZ10/SFm&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.87 UEF-MD/instance-out.sql,CZ10,SFm,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.87 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 09:58",CA_RIVERSIDE-MUNI - USA Custom-722869 WMO#=722869,135.06,9.62,25.53,0.0,1066.46,687.53,457.71,4132.7,0.0,232.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.32,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3439.09,0.0,0.0
SWWH013-04 Tankless Water Heater_SFm_Ex/runs/CZ10/SFm&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.92 UEF-HI/instance-out.sql,CZ10,SFm,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.92 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 09:52",CA_RIVERSIDE-MUNI - USA Custom-722869 WMO#=722869,135.06,9.62,25.33,0.0,1066.46,687.53,457.71,4132.7,0.0,232.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.32,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3412.63,0.0,0.0
SWWH013-04 Tankless Water Heater_SFm_Ex/runs/CZ10/SFm&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.96 UEF-HI/instance-out.sql,CZ10,SFm,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.96 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 09:54",CA_RIVERSIDE-MUNI - USA Custom-722869 WMO#=722869,135.06,9.62,24.77,0.0,1066.46,687.53,457.71,4132.7,0.0,232.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.32,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3336.45,0.0,0.0
SWWH013-04 Tankless Water Heater_SFm_Ex/runs/CZ10/SFm&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.58 UEF-MD/instance-out.sql,CZ10,SFm,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.58 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 09:56",CA_RIVERSIDE-MUNI - USA Custom-722869 WMO#=722869,135.06,9.63,31.56,0.0,1067.55,687.53,457.71,4132.7,0.0,232.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.19,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4254.41,0.0,0.0
SWWH013-04 Tankless Water Heater_SFm_Ex/runs/CZ10/SFm&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.60 EF/instance-out.sql,CZ10,SFm,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.60 EF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 09:56",CA_RIVERSIDE-MUNI - USA Custom-722869 WMO#=722869,135.06,9.63,31.89,0.0,1067.55,687.53,457.71,4132.7,0.0,232.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.19,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4298.57,0.0,0.0
SWWH013-04 Tankless Water Heater_SFm_Ex/runs/CZ10/SFm&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-HI/instance-out.sql,CZ10,SFm,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 09:54",CA_RIVERSIDE-MUNI - USA Custom-722869 WMO#=722869,135.06,9.63,32.16,0.0,1067.55,687.53,457.71,4132.7,0.0,232.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.19,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4334.74,0.0,0.0
SWWH013-04 Tankless Water Heater_SFm_Ex/runs/CZ11/SFm&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.81 UEF-HI/instance-out.sql,CZ11,SFm,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.81 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 09:59",CA_RED-BLUFF-MUNI-AP - USA Custom-725910 WMO#=725910,135.06,10.99,29.68,0.0,1225.56,687.53,457.71,4132.7,0.0,259.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.37,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3814.69,0.0,0.0
SWWH013-04 Tankless Water Heater_SFm_Ex/runs/CZ11/SFm&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.81 UEF-MD/instance-out.sql,CZ11,SFm,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.81 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 10:07",CA_RED-BLUFF-MUNI-AP - USA Custom-725910 WMO#=725910,135.06,10.99,29.68,0.0,1225.56,687.53,457.71,4132.7,0.0,259.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.37,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3814.69,0.0,0.0
SWWH013-04 Tankless Water Heater_SFm_Ex/runs/CZ11/SFm&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.87 UEF-HI/instance-out.sql,CZ11,SFm,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.87 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 09:59",CA_RED-BLUFF-MUNI-AP - USA Custom-725910 WMO#=725910,135.06,10.99,27.8,0.0,1225.56,687.53,457.71,4132.7,0.0,259.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.37,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3561.11,0.0,0.0
SWWH013-04 Tankless Water Heater_SFm_Ex/runs/CZ11/SFm&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.87 UEF-MD/instance-out.sql,CZ11,SFm,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.87 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 10:08",CA_RED-BLUFF-MUNI-AP - USA Custom-725910 WMO#=725910,135.06,10.99,27.18,0.0,1225.56,687.53,457.71,4132.7,0.0,259.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.37,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3477.03,0.0,0.0
SWWH013-04 Tankless Water Heater_SFm_Ex/runs/CZ11/SFm&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.92 UEF-HI/instance-out.sql,CZ11,SFm,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.92 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 10:01",CA_RED-BLUFF-MUNI-AP - USA Custom-725910 WMO#=725910,135.06,10.99,26.98,0.0,1225.56,687.53,457.71,4132.7,0.0,259.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.37,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3450.17,0.0,0.0
SWWH013-04 Tankless Water Heater_SFm_Ex/runs/CZ11/SFm&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.96 UEF-HI/instance-out.sql,CZ11,SFm,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.96 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 10:02",CA_RED-BLUFF-MUNI-AP - USA Custom-725910 WMO#=725910,135.06,10.99,26.4,0.0,1225.56,687.53,457.71,4132.7,0.0,259.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.37,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3372.85,0.0,0.0
SWWH013-04 Tankless Water Heater_SFm_Ex/runs/CZ11/SFm&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.58 UEF-MD/instance-out.sql,CZ11,SFm,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.58 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 10:05",CA_RED-BLUFF-MUNI-AP - USA Custom-725910 WMO#=725910,135.06,11.0,33.67,0.0,1226.44,687.53,457.71,4132.7,0.0,259.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.12,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4355.41,0.0,0.0
SWWH013-04 Tankless Water Heater_SFm_Ex/runs/CZ11/SFm&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.60 EF/instance-out.sql,CZ11,SFm,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.60 EF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 10:05",CA_RED-BLUFF-MUNI-AP - USA Custom-725910 WMO#=725910,135.06,11.0,34.01,0.0,1226.44,687.53,457.71,4132.7,0.0,259.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.12,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4400.9,0.0,0.0
SWWH013-04 Tankless Water Heater_SFm_Ex/runs/CZ11/SFm&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-HI/instance-out.sql,CZ11,SFm,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 10:03",CA_RED-BLUFF-MUNI-AP - USA Custom-725910 WMO#=725910,135.06,11.0,34.28,0.0,1226.44,687.53,457.71,4132.7,0.0,259.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.12,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4438.16,0.0,0.0
SWWH013-04 Tankless Water Heater_SFm_Ex/runs/CZ12/SFm&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.81 UEF-HI/instance-out.sql,CZ12,SFm,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.81 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 10:08",CA_STOCKTON-METRO-AP - USA Custom-724920 WMO#=724920,135.06,7.0,29.96,0.0,781.17,687.53,457.71,4132.7,0.0,164.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.45,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3872.66,0.0,0.0
SWWH013-04 Tankless Water Heater_SFm_Ex/runs/CZ12/SFm&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.81 UEF-MD/instance-out.sql,CZ12,SFm,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.81 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 10:16",CA_STOCKTON-METRO-AP - USA Custom-724920 WMO#=724920,135.06,7.0,29.96,0.0,781.17,687.53,457.71,4132.7,0.0,164.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.45,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3872.66,0.0,0.0
SWWH013-04 Tankless Water Heater_SFm_Ex/runs/CZ12/SFm&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.87 UEF-HI/instance-out.sql,CZ12,SFm,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.87 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 10:08",CA_STOCKTON-METRO-AP - USA Custom-724920 WMO#=724920,135.06,7.0,28.04,0.0,781.17,687.53,457.71,4132.7,0.0,164.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.45,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3614.05,0.0,0.0
SWWH013-04 Tankless Water Heater_SFm_Ex/runs/CZ12/SFm&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.87 UEF-MD/instance-out.sql,CZ12,SFm,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.87 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 10:16",CA_STOCKTON-METRO-AP - USA Custom-724920 WMO#=724920,135.06,7.0,27.41,0.0,781.17,687.53,457.71,4132.7,0.0,164.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.45,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3528.29,0.0,0.0
SWWH013-04 Tankless Water Heater_SFm_Ex/runs/CZ12/SFm&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.92 UEF-HI/instance-out.sql,CZ12,SFm,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.92 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 10:11",CA_STOCKTON-METRO-AP - USA Custom-724920 WMO#=724920,135.06,7.0,27.21,0.0,781.17,687.53,457.71,4132.7,0.0,164.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.45,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3500.9,0.0,0.0
SWWH013-04 Tankless Water Heater_SFm_Ex/runs/CZ12/SFm&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.96 UEF-HI/instance-out.sql,CZ12,SFm,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.96 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 10:11",CA_STOCKTON-METRO-AP - USA Custom-724920 WMO#=724920,135.06,7.0,26.62,0.0,781.17,687.53,457.71,4132.7,0.0,164.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.45,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3422.04,0.0,0.0
SWWH013-04 Tankless Water Heater_SFm_Ex/runs/CZ12/SFm&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.58 UEF-MD/instance-out.sql,CZ12,SFm,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.58 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 10:15",CA_STOCKTON-METRO-AP - USA Custom-724920 WMO#=724920,135.06,7.01,34.31,0.0,781.85,687.53,457.71,4132.7,0.0,164.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.11,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4461.24,0.0,0.0
SWWH013-04 Tankless Water Heater_SFm_Ex/runs/CZ12/SFm&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.60 EF/instance-out.sql,CZ12,SFm,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.60 EF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 10:14",CA_STOCKTON-METRO-AP - USA Custom-724920 WMO#=724920,135.06,7.01,34.65,0.0,781.85,687.53,457.71,4132.7,0.0,164.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.11,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4508.12,0.0,0.0
SWWH013-04 Tankless Water Heater_SFm_Ex/runs/CZ12/SFm&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-HI/instance-out.sql,CZ12,SFm,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 10:14",CA_STOCKTON-METRO-AP - USA Custom-724920 WMO#=724920,135.06,7.01,34.94,0.0,781.85,687.53,457.71,4132.7,0.0,164.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.11,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4546.52,0.0,0.0
SWWH013-04 Tankless Water Heater_SFm_Ex/runs/CZ13/SFm&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.81 UEF-HI/instance-out.sql,CZ13,SFm,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.81 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 10:17",CA_FRESNO-YOSEMITE-IAP - USA Custom-723890 WMO#=723890,135.06,14.03,28.12,0.0,1576.0,687.53,457.71,4132.7,0.0,319.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.28,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3753.06,0.0,0.0
SWWH013-04 Tankless Water Heater_SFm_Ex/runs/CZ13/SFm&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.81 UEF-MD/instance-out.sql,CZ13,SFm,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.81 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 10:24",CA_FRESNO-YOSEMITE-IAP - USA Custom-723890 WMO#=723890,135.06,14.03,28.12,0.0,1576.0,687.53,457.71,4132.7,0.0,319.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.28,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3753.06,0.0,0.0
