File,Bldg,CZ,TechID,MappedRun,srcHeat,srcCool,srcFan,fileHeat,fileCool,fileFan,MATCH
UEC_kWhBase.csv,SFm,3,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-7.5% UC AOE,WEIGHTED: LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base | LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,6674.5044,1732.7664,957.9524,6674.5044,1732.7664,957.9524,Y
UEC_kWhBase.csv,SFm,3,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-7.5% UC AOE,WEIGHTED: LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base | LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,6674.5044,1732.7664,957.9524,6674.5044,1732.7664,957.9524,Y
UEC_kWhBase.csv,SFm,3,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC AOE,WEIGHTED: LRM AOE LSC R22 R410a rDXHP Base | LRM AOE LSC R22 R410a rDXHP Base,6305.4536,1476.8484,957.9524,6305.4536,1476.8484,957.9524,Y
UEC_kWhBase.csv,SFm,3,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC AOE,WEIGHTED: LRM AOE LSC R22 R410a rDXHP Base | LRM AOE LSC R22 R410a rDXHP Base,6305.4536,1476.8484,957.9524,6305.4536,1476.8484,957.9524,Y
UEC_kWhBase.csv,SFm,3,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC NR,WEIGHTED: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,5071.9532,1332.444,957.9524,5071.9532,1332.444,957.9524,Y
UEC_kWhBase.csv,SFm,3,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC NC,WEIGHTED: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,5071.9532,1332.444,957.9524,5071.9532,1332.444,957.9524,Y
UEC_kWhBase.csv,SFm,3,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15% UC AOE,WEIGHTED: LRM AOE +15% RCA LSC R22 R410a rDXHP Base | LRM AOE +15% RCA LSC R22 R410a rDXHP Base,7091.8864,2096.9868,957.9524,7091.8864,2096.9868,957.9524,Y
UEC_kWhBase.csv,SFm,3,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15% UC AOE,WEIGHTED: LRM AOE +15% RCA LSC R22 R410a rDXHP Base | LRM AOE +15% RCA LSC R22 R410a rDXHP Base,7091.8864,2096.9868,957.9524,7091.8864,2096.9868,957.9524,Y
UEC_kWhBase.csv,SFm,3,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-22.5% UC AOE,WEIGHTED: LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base | LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base,7567.7516,2653.4332,957.9524,7567.7516,2653.4332,957.9524,Y
UEC_kWhBase.csv,SFm,3,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-22.5% UC AOE,WEIGHTED: LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base | LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base,7567.7516,2653.4332,957.9524,7567.7516,2653.4332,957.9524,Y
UEC_kWhBase.csv,SFm,3,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-30% UC AOE,WEIGHTED: LRM AOE +30% RCA LSC R22 R410a rDXHP Base | LRM AOE +30% RCA LSC R22 R410a rDXHP Base,8120.5032,3611.8616,957.9524,8120.5032,3611.8616,957.9524,Y
