File Name,BldgLoc,BldgType,Story,BldgHVAC,BldgVint,TechGroup,TechType,TechID,Value/Program Version and Build,Value/Weather File,Area/Conditioned Total,Electricity Intensity/HVAC,Natural Gas Intensity/HVAC,Electricity/Heating,Electricity/Cooling,Electricity/Interior Lighting,Electricity/Exterior Lighting,Electricity/Interior Equipment,Electricity/Exterior Equipment,Electricity/Fans,Electricity/Pumps,Electricity/Heat Rejection,Electricity/Humidification,Electricity/Heat Recovery,Electricity/Water Systems,Electricity/Refrigeration,Electricity/Generators,Electricity/Total End Uses,Natural Gas/Heating,Natural Gas/Cooling,Natural Gas/Interior Lighting,Natural Gas/Exterior Lighting,Natural Gas/Interior Equipment,Natural Gas/Exterior Equipment,Natural Gas/Fans,Natural Gas/Pumps,Natural Gas/Heat Rejection,Natural Gas/Humidification,Natural Gas/Heat Recovery,Natural Gas/Water Systems,Natural Gas/Refrigeration,Natural Gas/Generators,Natural Gas/Total End Uses,Unmet Heating,Unmet Cooling,Area/CLASSROOM G.E1,Area/CLASSROOM G.NNE2,Area/CLASSROOM G.SSE3,Area/CLASSROOM G.W4,Area/CLASSROOM E1 WEST PERIM (G.W1),Area/CLASSROOM E2 NORTH PERIM (G.N3),Area/CLASSROOM E2 SOUTH PERIM (G.S2),Area/CLASSROOM E2 WEST PERIM (G.W1),Area/CLASSROOM E4 CORE (G.C6),Area/CLASSROOM E4 EAST PERIM (G.E2),Area/CLASSROOM E4 NORTH PERIM (G.N3),Area/CLASSROOM E4 SOUTH PERIM (G.S1),Area/CLASSROOM E4 WEST PERIM (G.W4),Area/COMPUTER CLASSROOM E4 CORE SPC (G.C5),Area/CLASSROOM EL1 SPC (G.1),Electricity:Facility [J](Hourly)
SWHC012-04 Occupancy Sensor_Ex/runs/CZ06/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP-NoOccSens/instance-out.sql,CZ06,ERC,0,cDXHP,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXHP-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:17",CA_LOS-ANGELES-IAP - USA Custom-722950 WMO#=722950,89.3,84.97,35.77,29.96,953.68,2170.58,0.0,2139.72,0.0,6603.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11897.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3194.5,0.0,0.0,3194.5,0.0,0.0,,,,,,,,,,,,,,,89.3,5205559.373718642
SWHC012-04 Occupancy Sensor_Ex/runs/CZ04/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,CZ04,ESe,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:15",CA_SAN-JOSE-IAP - USA Custom-724945 WMO#=724945,5059.32,116.87,54.02,0.0,104305.99,197273.03,0.0,258328.15,0.0,486965.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1046872.42,49575.44,0.0,0.0,0.0,64094.3,0.0,0.0,0.0,0.0,0.0,0.0,223707.43,0.0,0.0,337377.17,0.0,0.0,,,,,348.47,194.37,194.37,153.88,167.05,150.43,385.38,385.38,150.43,71.59,,799939508.9339733
SWHC012-04 Occupancy Sensor_Ex/runs/CZ05/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,CZ05,ESe,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:16",CA_SANTA-MARIA-PUBLIC-AP - USA Custom-723940 WMO#=723940,5059.32,95.08,55.78,0.0,55359.57,197273.03,0.0,258328.15,0.0,425659.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,936620.13,50447.31,0.0,0.0,0.0,64094.3,0.0,0.0,0.0,0.0,0.0,0.0,231753.3,0.0,0.0,346294.91,0.0,0.0,,,,,348.47,194.37,194.37,153.88,167.05,150.43,385.38,385.38,150.43,71.59,,506255346.68629426
SWHC012-04 Occupancy Sensor_Ex/runs/CZ06/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP/instance-out.sql,CZ06,ERC,0,cDXHP,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXHP,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:17",CA_LOS-ANGELES-IAP - USA Custom-722950 WMO#=722950,89.3,62.77,35.77,10.84,609.61,2170.58,0.0,2139.72,0.0,4985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9915.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3194.55,0.0,0.0,3194.55,0.0,0.0,,,,,,,,,,,,,,,89.3,5468458.8285411615
SWHC012-04 Occupancy Sensor_Ex/runs/CZ06/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,CZ06,ESe,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:17",CA_LOS-ANGELES-IAP - USA Custom-722950 WMO#=722950,5059.32,99.71,44.41,0.0,79706.22,197273.03,0.0,258328.15,0.0,424768.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960076.08,11203.87,0.0,0.0,0.0,64094.3,0.0,0.0,0.0,0.0,0.0,0.0,213487.07,0.0,0.0,288785.23,0.0,0.0,,,,,348.47,194.37,194.37,153.88,167.05,150.43,385.38,385.38,150.43,71.59,,435299922.5201249
SWHC012-04 Occupancy Sensor_Ex/runs/CZ07/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,CZ07,EPr,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:17",CA_SAN-DIEGO-LINDBERGH-F - USA Custom-722900 WMO#=722900,2322.43,122.95,31.55,0.0,51341.85,63471.11,0.0,82070.96,0.0,234211.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431095.89,805.65,0.0,0.0,0.0,42672.53,0.0,0.0,0.0,0.0,0.0,0.0,72465.94,0.0,0.0,115944.13,0.0,0.0,534.27,308.54,308.54,311.6,,,,,,,,,,,,212356616.41479152
SWHC012-04 Occupancy Sensor_Ex/runs/CZ07/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,CZ07,EPr,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:17",CA_SAN-DIEGO-LINDBERGH-F - USA Custom-722900 WMO#=722900,2322.43,89.24,31.65,0.0,46874.43,63471.11,0.0,82070.96,0.0,160376.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352792.99,1056.44,0.0,0.0,0.0,42672.53,0.0,0.0,0.0,0.0,0.0,0.0,72444.25,0.0,0.0,116173.22,0.0,0.0,534.27,308.54,308.54,311.6,,,,,,,,,,,,154265604.83031872
SWHC012-04 Occupancy Sensor_Ex/runs/CZ07/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP/instance-out.sql,CZ07,ERC,0,cDXHP,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXHP,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:18",CA_SAN-DIEGO-LINDBERGH-F - USA Custom-722900 WMO#=722900,89.3,65.79,35.39,9.42,860.5,2170.58,0.0,2139.72,0.0,5005.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10185.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3159.9,0.0,0.0,3159.9,0.0,0.0,,,,,,,,,,,,,,,89.3,5865718.225299188
SWHC012-04 Occupancy Sensor_Ex/runs/CZ08/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,CZ08,EPr,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:18",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,2322.43,129.63,31.69,0.0,56131.76,63471.11,0.0,82070.96,0.0,244917.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446591.78,1272.2,0.0,0.0,0.0,42672.53,0.0,0.0,0.0,0.0,0.0,0.0,72326.33,0.0,0.0,116271.06,0.0,0.0,534.27,308.54,308.54,311.6,,,,,,,,,,,,230701207.37744033
SWHC012-04 Occupancy Sensor_Ex/runs/CZ07/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP-NoOccSens/instance-out.sql,CZ07,ERC,0,cDXHP,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXHP-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:18",CA_SAN-DIEGO-LINDBERGH-F - USA Custom-722900 WMO#=722900,89.3,88.1,35.39,29.28,1306.26,2170.58,0.0,2139.72,0.0,6531.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12177.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3159.83,0.0,0.0,3159.83,0.0,0.0,,,,,,,,,,,,,,,89.3,5529273.944354694
SWHC012-04 Occupancy Sensor_Ex/runs/CZ09/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,CZ09,EPr,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:19",CA_LOS-ANGELES-DOWNTOWN- - USA Custom-722874 WMO#=722874,2322.43,139.88,31.07,0.0,65256.85,63471.11,0.0,82070.96,0.0,259609.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470408.07,834.51,0.0,0.0,0.0,42672.53,0.0,0.0,0.0,0.0,0.0,0.0,71331.36,0.0,0.0,114838.4,0.0,0.0,534.27,308.54,308.54,311.6,,,,,,,,,,,,244360690.42720836
SWHC012-04 Occupancy Sensor_Ex/runs/CZ07/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,CZ07,ESe,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:18",CA_SAN-DIEGO-LINDBERGH-F - USA Custom-722900 WMO#=722900,5059.32,101.47,43.86,0.0,93195.65,197273.03,0.0,258328.15,0.0,420160.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,968957.25,11134.31,0.0,0.0,0.0,64094.3,0.0,0.0,0.0,0.0,0.0,0.0,210786.93,0.0,0.0,286015.53,0.0,0.0,,,,,348.47,194.37,194.37,153.88,167.05,150.43,385.38,385.38,150.43,71.59,,478602977.59481084
SWHC012-04 Occupancy Sensor_Ex/runs/CZ08/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP-NoOccSens/instance-out.sql,CZ08,ERC,0,cDXHP,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXHP-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:19",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,89.3,99.58,35.33,45.05,1632.81,2170.58,0.0,2139.72,0.0,7214.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13202.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3154.76,0.0,0.0,3154.76,0.0,0.0,,,,,,,,,,,,,,,89.3,8090359.843054039
SWHC012-04 Occupancy Sensor_Ex/runs/CZ08/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP/instance-out.sql,CZ08,ERC,0,cDXHP,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXHP,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:19",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,89.3,75.71,35.33,15.35,1128.02,2170.58,0.0,2139.72,0.0,5617.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11071.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3154.81,0.0,0.0,3154.81,0.0,0.0,,,,,,,,,,,,,,,89.3,6725081.302857952
SWHC012-04 Occupancy Sensor_Ex/runs/CZ06/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,CZ06,ESe,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:17",CA_LOS-ANGELES-IAP - USA Custom-722950 WMO#=722950,5059.32,107.19,44.54,0.0,90803.86,197273.03,0.0,258328.15,0.0,451514.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,997919.84,11861.65,0.0,0.0,0.0,64094.3,0.0,0.0,0.0,0.0,0.0,0.0,213459.41,0.0,0.0,289415.36,0.0,0.0,,,,,348.47,194.37,194.37,153.88,167.05,150.43,385.38,385.38,150.43,71.59,,450436987.1569216
SWHC012-04 Occupancy Sensor_Ex/runs/CZ08/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,CZ08,ESe,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:19",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,5059.32,109.46,44.66,0.0,122050.82,197273.03,0.0,258328.15,0.0,431757.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009409.81,15552.22,0.0,0.0,0.0,64094.3,0.0,0.0,0.0,0.0,0.0,0.0,210411.34,0.0,0.0,290057.86,0.0,0.0,,,,,348.47,194.37,194.37,153.88,167.05,150.43,385.38,385.38,150.43,71.59,,536551608.23308086
SWHC012-04 Occupancy Sensor_Ex/runs/CZ07/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,CZ07,ESe,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:18",CA_SAN-DIEGO-LINDBERGH-F - USA Custom-722900 WMO#=722900,5059.32,109.07,44.01,0.0,105906.36,197273.03,0.0,258328.15,0.0,445923.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1007431.43,11882.26,0.0,0.0,0.0,64094.3,0.0,0.0,0.0,0.0,0.0,0.0,210753.1,0.0,0.0,286729.65,0.0,0.0,,,,,348.47,194.37,194.37,153.88,167.05,150.43,385.38,385.38,150.43,71.59,,507218899.72235286
SWHC012-04 Occupancy Sensor_Ex/runs/CZ09/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,CZ09,EPr,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:19",CA_LOS-ANGELES-DOWNTOWN- - USA Custom-722874 WMO#=722874,2322.43,103.1,31.2,0.0,61928.25,63471.11,0.0,82070.96,0.0,177523.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384993.37,1142.02,0.0,0.0,0.0,42672.53,0.0,0.0,0.0,0.0,0.0,0.0,71316.55,0.0,0.0,115131.1,0.0,0.0,534.27,308.54,308.54,311.6,,,,,,,,,,,,183716389.3133987
SWHC012-04 Occupancy Sensor_Ex/runs/CZ08/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,CZ08,ESe,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:19",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,5059.32,117.95,44.9,0.0,137979.19,197273.03,0.0,258328.15,0.0,458784.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1052365.09,16790.72,0.0,0.0,0.0,64094.3,0.0,0.0,0.0,0.0,0.0,0.0,210384.03,0.0,0.0,291269.05,0.0,0.0,,,,,348.47,194.37,194.37,153.88,167.05,150.43,385.38,385.38,150.43,71.59,,571798749.9333656
SWHC012-04 Occupancy Sensor_Ex/runs/CZ09/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP/instance-out.sql,CZ09,ERC,0,cDXHP,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXHP,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:19",CA_LOS-ANGELES-DOWNTOWN- - USA Custom-722874 WMO#=722874,89.3,89.59,34.93,9.43,1460.08,2170.58,0.0,2139.72,0.0,6530.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12310.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3119.55,0.0,0.0,3119.55,0.0,0.0,,,,,,,,,,,,,,,89.3,7395262.099541082
SWHC012-04 Occupancy Sensor_Ex/runs/CZ09/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP-NoOccSens/instance-out.sql,CZ09,ERC,0,cDXHP,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXHP-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:20",CA_LOS-ANGELES-DOWNTOWN- - USA Custom-722874 WMO#=722874,89.3,109.55,34.93,26.97,2028.28,2170.58,0.0,2139.72,0.0,7726.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14092.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3119.48,0.0,0.0,3119.48,0.0,0.0,,,,,,,,,,,,,,,89.3,9139927.871925648
SWHC012-04 Occupancy Sensor_Ex/runs/CZ08/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,CZ08,EPr,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:19",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,2322.43,95.5,31.91,0.0,53306.87,63471.11,0.0,82070.96,0.0,168480.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367329.45,1809.26,0.0,0.0,0.0,42672.53,0.0,0.0,0.0,0.0,0.0,0.0,72302.27,0.0,0.0,116784.06,0.0,0.0,534.27,308.54,308.54,311.6,,,,,,,,,,,,174379853.5613898
SWHC012-04 Occupancy Sensor_Ex/runs/CZ09/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,CZ09,ESe,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:20",CA_LOS-ANGELES-DOWNTOWN- - USA Custom-722874 WMO#=722874,5059.32,118.77,43.28,0.0,144196.41,197273.03,0.0,258328.15,0.0,456722.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056519.9,11457.43,0.0,0.0,0.0,64094.3,0.0,0.0,0.0,0.0,0.0,0.0,207520.6,0.0,0.0,283072.33,0.0,0.0,,,,,348.47,194.37,194.37,153.88,167.05,150.43,385.38,385.38,150.43,71.59,,561799705.1213517
SWHC012-04 Occupancy Sensor_Ex/runs/CZ10/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP/instance-out.sql,CZ10,ERC,0,cDXHP,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXHP,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:21",CA_RIVERSIDE-MUNI - USA Custom-722869 WMO#=722869,89.3,93.13,34.61,52.17,1965.45,2170.58,0.0,2139.72,0.0,6298.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12626.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3090.34,0.0,0.0,3090.34,0.0,0.0,,,,,,,,,,,,,,,89.3,9949280.336770186
SWHC012-04 Occupancy Sensor_Ex/runs/CZ11/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP/instance-out.sql,CZ11,ERC,0,cDXHP,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXHP,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:22",CA_RED-BLUFF-MUNI-AP - USA Custom-725910 WMO#=725910,89.3,197.85,35.18,71.9,3274.33,2170.58,0.0,2139.72,0.0,14321.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21978.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3141.91,0.0,0.0,3141.91,0.0,0.0,,,,,,,,,,,,,,,89.3,18398190.981824823
SWHC012-04 Occupancy Sensor_Ex/runs/CZ11/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP-NoOccSens/instance-out.sql,CZ11,ERC,0,cDXHP,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXHP-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:22",CA_RED-BLUFF-MUNI-AP - USA Custom-725910 WMO#=725910,89.3,147.96,35.18,337.6,3288.97,2170.58,0.0,2139.72,0.0,9585.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17522.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3141.86,0.0,0.0,3141.86,0.0,0.0,,,,,,,,,,,,,,,89.3,16309529.921869216
SWHC012-04 Occupancy Sensor_Ex/runs/CZ10/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,CZ10,EPr,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:20",CA_RIVERSIDE-MUNI - USA Custom-722869 WMO#=722869,2322.43,142.6,31.75,0.0,79296.5,63471.11,0.0,82070.96,0.0,251888.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476727.23,3238.3,0.0,0.0,0.0,42672.53,0.0,0.0,0.0,0.0,0.0,0.0,70509.73,0.0,0.0,116420.56,0.0,0.0,534.27,308.54,308.54,311.6,,,,,,,,,,,,326376840.3564809
SWHC012-04 Occupancy Sensor_Ex/runs/CZ10/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP-NoOccSens/instance-out.sql,CZ10,ERC,0,cDXHP,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXHP-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:21",CA_RIVERSIDE-MUNI - USA Custom-722869 WMO#=722869,89.3,118.68,34.61,128.09,2674.1,2170.58,0.0,2139.72,0.0,7795.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14908.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3090.25,0.0,0.0,3090.25,0.0,0.0,,,,,,,,,,,,,,,89.3,12694054.64382349
SWHC012-04 Occupancy Sensor_Ex/runs/CZ12/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP/instance-out.sql,CZ12,ERC,0,cDXHP,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXHP,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:24",CA_STOCKTON-METRO-AP - USA Custom-724920 WMO#=724920,89.3,168.65,36.05,62.7,2310.22,2170.58,0.0,2139.72,0.0,12687.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19370.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3219.07,0.0,0.0,3219.07,0.0,0.0,,,,,,,,,,,,,,,89.3,16353323.513710158
SWHC012-04 Occupancy Sensor_Ex/runs/CZ10/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,CZ10,ESe,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:21",CA_RIVERSIDE-MUNI - USA Custom-722869 WMO#=722869,5059.32,129.83,46.71,0.0,201539.61,197273.03,0.0,258328.15,0.0,455321.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1112462.64,30577.33,0.0,0.0,0.0,64094.3,0.0,0.0,0.0,0.0,0.0,0.0,205723.1,0.0,0.0,300394.73,0.33,0.33,,,,,348.47,194.37,194.37,153.88,167.05,150.43,385.38,385.38,150.43,71.59,,832135576.0861113
SWHC012-04 Occupancy Sensor_Ex/runs/CZ11/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,CZ11,ESe,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:23",CA_RED-BLUFF-MUNI-AP - USA Custom-725910 WMO#=725910,5059.32,169.15,55.35,0.0,231352.28,197273.03,0.0,258328.15,0.0,624430.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1311384.17,69698.92,0.0,0.0,0.0,64094.3,0.0,0.0,0.0,0.0,0.0,0.0,210354.18,0.0,0.0,344147.39,0.0,0.0,,,,,348.47,194.37,194.37,153.88,167.05,150.43,385.38,385.38,150.43,71.59,,1126086799.1777837
SWHC012-04 Occupancy Sensor_Ex/runs/CZ12/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,CZ12,EPr,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:23",CA_STOCKTON-METRO-AP - USA Custom-724920 WMO#=724920,2322.43,104.76,37.71,0.0,68139.16,63471.11,0.0,82070.96,0.0,175148.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388830.07,13433.71,0.0,0.0,0.0,42672.53,0.0,0.0,0.0,0.0,0.0,0.0,74140.06,0.0,0.0,130246.3,0.0,0.0,534.27,308.54,308.54,311.6,,,,,,,,,,,,310826758.0265222
