File Name,BldgLoc,BldgType,Story,BldgHVAC,BldgVint,TechGroup,TechType,TechID,Value/Program Version and Build (),Value/Weather File (),Area/Conditioned Total (m2),Electricity Intensity/HVAC (kWh/m2),Natural Gas Intensity/HVAC (kWh/m2),Electricity/Heating (kWh),Electricity/Cooling (kWh),Electricity/Interior Lighting (kWh),Electricity/Exterior Lighting (kWh),Electricity/Interior Equipment (kWh),Electricity/Exterior Equipment (kWh),Electricity/Fans (kWh),Electricity/Pumps (kWh),Electricity/Heat Rejection (kWh),Electricity/Humidification (kWh),Electricity/Heat Recovery (kWh),Electricity/Water Systems (kWh),Electricity/Refrigeration (kWh),Electricity/Generators (kWh),Natural Gas/Heating (kWh),Natural Gas/Cooling (kWh),Natural Gas/Interior Lighting (kWh),Natural Gas/Exterior Lighting (kWh),Natural Gas/Interior Equipment (kWh),Natural Gas/Exterior Equipment (kWh),Natural Gas/Fans (kWh),Natural Gas/Pumps (kWh),Natural Gas/Heat Rejection (kWh),Natural Gas/Humidification (kWh),Natural Gas/Heat Recovery (kWh),Natural Gas/Water Systems (kWh),Natural Gas/Refrigeration (kWh),Natural Gas/Generators (kWh)
SWWH012-03 Storage Water Heater_DMo_Ex/runs/CZ01/DMo&1&DXGF&Ex&WaterHtg_eq__Stor_UEF/RG-WaterHtg_eq-Stor_UEF-30 gal-0.59 EF/instance-out.sql,CZ01,DMo,1,DXGF,Ex,WaterHtg_eq,Stor_UEF,RG-WaterHtg_eq-Stor_UEF-30 gal-0.59 EF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.04 16:53",CA_EUREKA - USA Custom-725940 WMO#=725940,135.06,0.03,34.37,0.0,0.04,687.53,457.71,4132.7,0.0,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.07,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4458.29,0.0,0.0
SWWH012-03 Storage Water Heater_DMo_Ex/runs/CZ01/DMo&1&DXGF&Ex&WaterHtg_eq__Stor_UEF/RG-WaterHtg_eq-Stor_UEF-30 gal-0.60 UEF-MD/instance-out.sql,CZ01,DMo,1,DXGF,Ex,WaterHtg_eq,Stor_UEF,RG-WaterHtg_eq-Stor_UEF-30 gal-0.60 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.04 16:53",CA_EUREKA - USA Custom-725940 WMO#=725940,135.06,0.03,34.69,0.0,0.04,687.53,457.71,4132.7,0.0,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.07,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4500.95,0.0,0.0
SWWH012-03 Storage Water Heater_DMo_Ex/runs/CZ01/DMo&1&DXGF&Ex&WaterHtg_eq__Stor_UEF/RG-WaterHtg_eq-Stor_UEF-30 gal-0.64 UEF-MD/instance-out.sql,CZ01,DMo,1,DXGF,Ex,WaterHtg_eq,Stor_UEF,RG-WaterHtg_eq-Stor_UEF-30 gal-0.64 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.04 16:53",CA_EUREKA - USA Custom-725940 WMO#=725940,135.06,0.03,33.86,0.0,0.04,687.53,457.71,4132.7,0.0,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.07,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4389.4,0.0,0.0
SWWH012-03 Storage Water Heater_DMo_Ex/runs/CZ01/DMo&1&DXGF&Ex&WaterHtg_eq__Stor_UEF/RG-WaterHtg_eq-Stor_UEF-30 gal-0.65 UEF-HI/instance-out.sql,CZ01,DMo,1,DXGF,Ex,WaterHtg_eq,Stor_UEF,RG-WaterHtg_eq-Stor_UEF-30 gal-0.65 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.01 15:10",CA_EUREKA - USA Custom-725940 WMO#=725940,135.06,0.03,34.69,0.0,0.04,687.53,457.71,4132.7,0.0,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.07,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4500.95,0.0,0.0
SWWH012-03 Storage Water Heater_DMo_Ex/runs/CZ01/DMo&1&DXGF&Ex&WaterHtg_eq__Stor_UEF/RG-WaterHtg_eq-Stor_UEF-30 gal-0.68 UEF-HI/instance-out.sql,CZ01,DMo,1,DXGF,Ex,WaterHtg_eq,Stor_UEF,RG-WaterHtg_eq-Stor_UEF-30 gal-0.68 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.01 15:10",CA_EUREKA - USA Custom-725940 WMO#=725940,135.06,0.03,33.7,0.0,0.04,687.53,457.71,4132.7,0.0,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.07,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4367.02,0.0,0.0
SWWH012-03 Storage Water Heater_DMo_Ex/runs/CZ01/DMo&1&DXGF&Ex&WaterHtg_eq__Stor_UEF/RG-WaterHtg_eq-Stor_UEF-30 gal-0.78 UEF-HI/instance-out.sql,CZ01,DMo,1,DXGF,Ex,WaterHtg_eq,Stor_UEF,RG-WaterHtg_eq-Stor_UEF-30 gal-0.78 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.01 15:10",CA_EUREKA - USA Custom-725940 WMO#=725940,135.06,0.03,28.67,0.0,0.04,687.53,457.71,4132.7,0.0,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.07,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3687.63,0.0,0.0
SWWH012-03 Storage Water Heater_DMo_Ex/runs/CZ01/DMo&1&DXGF&Ex&WaterHtg_eq__Stor_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.58 UEF-MD/instance-out.sql,CZ01,DMo,1,DXGF,Ex,WaterHtg_eq,Stor_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.58 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.04 16:53",CA_EUREKA - USA Custom-725940 WMO#=725940,135.06,0.03,35.65,0.0,0.04,687.53,457.71,4132.7,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.6,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4630.95,0.0,0.0
SWWH012-03 Storage Water Heater_DMo_Ex/runs/CZ01/DMo&1&DXGF&Ex&WaterHtg_eq__Stor_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.60 EF/instance-out.sql,CZ01,DMo,1,DXGF,Ex,WaterHtg_eq,Stor_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.60 EF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.04 16:53",CA_EUREKA - USA Custom-725940 WMO#=725940,135.06,0.03,35.57,0.0,0.04,687.53,457.71,4132.7,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.6,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4621.13,0.0,0.0
SWWH012-03 Storage Water Heater_DMo_Ex/runs/CZ01/DMo&1&DXGF&Ex&WaterHtg_eq__Stor_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-HI/instance-out.sql,CZ01,DMo,1,DXGF,Ex,WaterHtg_eq,Stor_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.01 15:16",CA_EUREKA - USA Custom-725940 WMO#=725940,135.06,0.03,35.87,0.0,0.04,687.53,457.71,4132.7,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.6,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4660.73,0.0,0.0
SWWH012-03 Storage Water Heater_DMo_Ex/runs/CZ01/DMo&1&DXGF&Ex&WaterHtg_eq__Stor_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-MD/instance-out.sql,CZ01,DMo,1,DXGF,Ex,WaterHtg_eq,Stor_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.04 16:53",CA_EUREKA - USA Custom-725940 WMO#=725940,135.06,0.03,35.22,0.0,0.04,687.53,457.71,4132.7,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.6,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4572.78,0.0,0.0
SWWH012-03 Storage Water Heater_DMo_Ex/runs/CZ01/DMo&1&DXGF&Ex&WaterHtg_eq__Stor_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.68 UEF-HI/instance-out.sql,CZ01,DMo,1,DXGF,Ex,WaterHtg_eq,Stor_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.68 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.01 15:15",CA_EUREKA - USA Custom-725940 WMO#=725940,135.06,0.03,35.15,0.0,0.04,687.53,457.71,4132.7,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.6,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4563.26,0.0,0.0
SWWH012-03 Storage Water Heater_DMo_Ex/runs/CZ01/DMo&1&DXGF&Ex&WaterHtg_eq__Stor_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.78 UEF-HI/instance-out.sql,CZ01,DMo,1,DXGF,Ex,WaterHtg_eq,Stor_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.78 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.01 15:16",CA_EUREKA - USA Custom-725940 WMO#=725940,135.06,0.03,30.78,0.0,0.04,687.53,457.71,4132.7,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.6,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3973.72,0.0,0.0
SWWH012-03 Storage Water Heater_DMo_Ex/runs/CZ01/DMo&1&DXGF&Ex&WaterHtg_eq__Stor_UEF/RG-WaterHtg_eq-Stor_UEF-50 gal-0.56 UEF-MD/instance-out.sql,CZ01,DMo,1,DXGF,Ex,WaterHtg_eq,Stor_UEF,RG-WaterHtg_eq-Stor_UEF-50 gal-0.56 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.01 15:16",CA_EUREKA - USA Custom-725940 WMO#=725940,135.06,0.03,37.46,0.0,0.04,687.53,457.71,4132.7,0.0,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.68,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4876.02,0.0,0.0
SWWH012-03 Storage Water Heater_DMo_Ex/runs/CZ01/DMo&1&DXGF&Ex&WaterHtg_eq__Stor_UEF/RG-WaterHtg_eq-Stor_UEF-50 gal-0.59 EF/instance-out.sql,CZ01,DMo,1,DXGF,Ex,WaterHtg_eq,Stor_UEF,RG-WaterHtg_eq-Stor_UEF-50 gal-0.59 EF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.04 16:53",CA_EUREKA - USA Custom-725940 WMO#=725940,135.06,0.03,36.6,0.0,0.04,687.53,457.71,4132.7,0.0,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.68,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4760.88,0.0,0.0
SWWH012-03 Storage Water Heater_DMo_Ex/runs/CZ01/DMo&1&DXGF&Ex&WaterHtg_eq__Stor_UEF/RG-WaterHtg_eq-Stor_UEF-50 gal-0.63 UEF-HI/instance-out.sql,CZ01,DMo,1,DXGF,Ex,WaterHtg_eq,Stor_UEF,RG-WaterHtg_eq-Stor_UEF-50 gal-0.63 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.04 16:53",CA_EUREKA - USA Custom-725940 WMO#=725940,135.06,0.03,36.45,0.0,0.04,687.53,457.71,4132.7,0.0,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.68,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4740.66,0.0,0.0
SWWH012-03 Storage Water Heater_DMo_Ex/runs/CZ01/DMo&1&DXGF&Ex&WaterHtg_eq__Stor_UEF/RG-WaterHtg_eq-Stor_UEF-50 gal-0.64 UEF-MD/instance-out.sql,CZ01,DMo,1,DXGF,Ex,WaterHtg_eq,Stor_UEF,RG-WaterHtg_eq-Stor_UEF-50 gal-0.64 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.01 15:16",CA_EUREKA - USA Custom-725940 WMO#=725940,135.06,0.03,35.87,0.0,0.04,687.53,457.71,4132.7,0.0,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.68,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4661.85,0.0,0.0
SWWH012-03 Storage Water Heater_DMo_Ex/runs/CZ01/DMo&1&DXGF&Ex&WaterHtg_eq__Stor_UEF/RG-WaterHtg_eq-Stor_UEF-50 gal-0.68 UEF-HI/instance-out.sql,CZ01,DMo,1,DXGF,Ex,WaterHtg_eq,Stor_UEF,RG-WaterHtg_eq-Stor_UEF-50 gal-0.68 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.04 16:53",CA_EUREKA - USA Custom-725940 WMO#=725940,135.06,0.03,35.66,0.0,0.04,687.53,457.71,4132.7,0.0,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.68,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4633.12,0.0,0.0
SWWH012-03 Storage Water Heater_DMo_Ex/runs/CZ01/DMo&1&DXGF&Ex&WaterHtg_eq__Stor_UEF/RG-WaterHtg_eq-Stor_UEF-50 gal-0.78 UEF-HI/instance-out.sql,CZ01,DMo,1,DXGF,Ex,WaterHtg_eq,Stor_UEF,RG-WaterHtg_eq-Stor_UEF-50 gal-0.78 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.01 15:16",CA_EUREKA - USA Custom-725940 WMO#=725940,135.06,0.03,32.43,0.0,0.04,687.53,457.71,4132.7,0.0,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.68,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4196.72,0.0,0.0
SWWH012-03 Storage Water Heater_DMo_Ex/runs/CZ02/DMo&1&DXGF&Ex&WaterHtg_eq__Stor_UEF/RG-WaterHtg_eq-Stor_UEF-30 gal-0.59 EF/instance-out.sql,CZ02,DMo,1,DXGF,Ex,WaterHtg_eq,Stor_UEF,RG-WaterHtg_eq-Stor_UEF-30 gal-0.59 EF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.04 16:53",CA_NAPA-CO - USA Custom-724955 WMO#=724955,135.06,1.15,31.85,0.0,122.93,687.53,457.71,4132.7,0.0,32.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.48,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4127.96,0.0,0.0
SWWH012-03 Storage Water Heater_DMo_Ex/runs/CZ02/DMo&1&DXGF&Ex&WaterHtg_eq__Stor_UEF/RG-WaterHtg_eq-Stor_UEF-30 gal-0.60 UEF-MD/instance-out.sql,CZ02,DMo,1,DXGF,Ex,WaterHtg_eq,Stor_UEF,RG-WaterHtg_eq-Stor_UEF-30 gal-0.60 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.04 16:53",CA_NAPA-CO - USA Custom-724955 WMO#=724955,135.06,1.15,32.13,0.0,122.93,687.53,457.71,4132.7,0.0,32.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.48,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4166.66,0.0,0.0
SWWH012-03 Storage Water Heater_DMo_Ex/runs/CZ02/DMo&1&DXGF&Ex&WaterHtg_eq__Stor_UEF/RG-WaterHtg_eq-Stor_UEF-30 gal-0.64 UEF-MD/instance-out.sql,CZ02,DMo,1,DXGF,Ex,WaterHtg_eq,Stor_UEF,RG-WaterHtg_eq-Stor_UEF-30 gal-0.64 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.04 16:53",CA_NAPA-CO - USA Custom-724955 WMO#=724955,135.06,1.15,31.39,0.0,122.93,687.53,457.71,4132.7,0.0,32.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.48,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4065.45,0.0,0.0
SWWH012-03 Storage Water Heater_DMo_Ex/runs/CZ02/DMo&1&DXGF&Ex&WaterHtg_eq__Stor_UEF/RG-WaterHtg_eq-Stor_UEF-30 gal-0.65 UEF-HI/instance-out.sql,CZ02,DMo,1,DXGF,Ex,WaterHtg_eq,Stor_UEF,RG-WaterHtg_eq-Stor_UEF-30 gal-0.65 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.01 15:22",CA_NAPA-CO - USA Custom-724955 WMO#=724955,135.06,1.15,32.13,0.0,122.93,687.53,457.71,4132.7,0.0,32.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.48,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4166.66,0.0,0.0
SWWH012-03 Storage Water Heater_DMo_Ex/runs/CZ02/DMo&1&DXGF&Ex&WaterHtg_eq__Stor_UEF/RG-WaterHtg_eq-Stor_UEF-30 gal-0.68 UEF-HI/instance-out.sql,CZ02,DMo,1,DXGF,Ex,WaterHtg_eq,Stor_UEF,RG-WaterHtg_eq-Stor_UEF-30 gal-0.68 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.01 15:22",CA_NAPA-CO - USA Custom-724955 WMO#=724955,135.06,1.15,31.24,0.0,122.93,687.53,457.71,4132.7,0.0,32.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.48,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4045.15,0.0,0.0
SWWH012-03 Storage Water Heater_DMo_Ex/runs/CZ02/DMo&1&DXGF&Ex&WaterHtg_eq__Stor_UEF/RG-WaterHtg_eq-Stor_UEF-30 gal-0.78 UEF-HI/instance-out.sql,CZ02,DMo,1,DXGF,Ex,WaterHtg_eq,Stor_UEF,RG-WaterHtg_eq-Stor_UEF-30 gal-0.78 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.01 15:22",CA_NAPA-CO - USA Custom-724955 WMO#=724955,135.06,1.15,26.67,0.0,122.93,687.53,457.71,4132.7,0.0,32.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.48,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3428.81,0.0,0.0
SWWH012-03 Storage Water Heater_DMo_Ex/runs/CZ02/DMo&1&DXGF&Ex&WaterHtg_eq__Stor_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.58 UEF-MD/instance-out.sql,CZ02,DMo,1,DXGF,Ex,WaterHtg_eq,Stor_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.58 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.04 16:53",CA_NAPA-CO - USA Custom-724955 WMO#=724955,135.06,1.15,33.02,0.0,122.98,687.53,457.71,4132.7,0.0,32.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.23,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4287.01,0.0,0.0
SWWH012-03 Storage Water Heater_DMo_Ex/runs/CZ02/DMo&1&DXGF&Ex&WaterHtg_eq__Stor_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.60 EF/instance-out.sql,CZ02,DMo,1,DXGF,Ex,WaterHtg_eq,Stor_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.60 EF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.04 16:53",CA_NAPA-CO - USA Custom-724955 WMO#=724955,135.06,1.15,32.96,0.0,122.98,687.53,457.71,4132.7,0.0,32.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.23,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4278.09,0.0,0.0
SWWH012-03 Storage Water Heater_DMo_Ex/runs/CZ02/DMo&1&DXGF&Ex&WaterHtg_eq__Stor_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-HI/instance-out.sql,CZ02,DMo,1,DXGF,Ex,WaterHtg_eq,Stor_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.01 15:36",CA_NAPA-CO - USA Custom-724955 WMO#=724955,135.06,1.15,33.22,0.0,122.98,687.53,457.71,4132.7,0.0,32.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.23,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4314.04,0.0,0.0
SWWH012-03 Storage Water Heater_DMo_Ex/runs/CZ02/DMo&1&DXGF&Ex&WaterHtg_eq__Stor_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-MD/instance-out.sql,CZ02,DMo,1,DXGF,Ex,WaterHtg_eq,Stor_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.04 16:53",CA_NAPA-CO - USA Custom-724955 WMO#=724955,135.06,1.15,32.63,0.0,122.98,687.53,457.71,4132.7,0.0,32.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.23,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4234.2,0.0,0.0
SWWH012-03 Storage Water Heater_DMo_Ex/runs/CZ02/DMo&1&DXGF&Ex&WaterHtg_eq__Stor_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.68 UEF-HI/instance-out.sql,CZ02,DMo,1,DXGF,Ex,WaterHtg_eq,Stor_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.68 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.01 15:32",CA_NAPA-CO - USA Custom-724955 WMO#=724955,135.06,1.15,32.57,0.0,122.98,687.53,457.71,4132.7,0.0,32.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.23,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4225.56,0.0,0.0
SWWH012-03 Storage Water Heater_DMo_Ex/runs/CZ02/DMo&1&DXGF&Ex&WaterHtg_eq__Stor_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.78 UEF-HI/instance-out.sql,CZ02,DMo,1,DXGF,Ex,WaterHtg_eq,Stor_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.78 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.01 15:32",CA_NAPA-CO - USA Custom-724955 WMO#=724955,135.06,1.15,28.61,0.0,122.98,687.53,457.71,4132.7,0.0,32.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.23,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3690.35,0.0,0.0
SWWH012-03 Storage Water Heater_DMo_Ex/runs/CZ02/DMo&1&DXGF&Ex&WaterHtg_eq__Stor_UEF/RG-WaterHtg_eq-Stor_UEF-50 gal-0.56 UEF-MD/instance-out.sql,CZ02,DMo,1,DXGF,Ex,WaterHtg_eq,Stor_UEF,RG-WaterHtg_eq-Stor_UEF-50 gal-0.56 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.01 15:32",CA_NAPA-CO - USA Custom-724955 WMO#=724955,135.06,1.15,34.67,0.0,123.03,687.53,457.71,4132.7,0.0,32.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.01,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4509.96,0.0,0.0
SWWH012-03 Storage Water Heater_DMo_Ex/runs/CZ02/DMo&1&DXGF&Ex&WaterHtg_eq__Stor_UEF/RG-WaterHtg_eq-Stor_UEF-50 gal-0.59 EF/instance-out.sql,CZ02,DMo,1,DXGF,Ex,WaterHtg_eq,Stor_UEF,RG-WaterHtg_eq-Stor_UEF-50 gal-0.59 EF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.04 16:53",CA_NAPA-CO - USA Custom-724955 WMO#=724955,135.06,1.15,33.9,0.0,123.03,687.53,457.71,4132.7,0.0,32.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.01,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4405.42,0.0,0.0
SWWH012-03 Storage Water Heater_DMo_Ex/runs/CZ02/DMo&1&DXGF&Ex&WaterHtg_eq__Stor_UEF/RG-WaterHtg_eq-Stor_UEF-50 gal-0.63 UEF-HI/instance-out.sql,CZ02,DMo,1,DXGF,Ex,WaterHtg_eq,Stor_UEF,RG-WaterHtg_eq-Stor_UEF-50 gal-0.63 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.04 16:53",CA_NAPA-CO - USA Custom-724955 WMO#=724955,135.06,1.15,33.76,0.0,123.03,687.53,457.71,4132.7,0.0,32.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.01,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4387.06,0.0,0.0
SWWH012-03 Storage Water Heater_DMo_Ex/runs/CZ02/DMo&1&DXGF&Ex&WaterHtg_eq__Stor_UEF/RG-WaterHtg_eq-Stor_UEF-50 gal-0.64 UEF-MD/instance-out.sql,CZ02,DMo,1,DXGF,Ex,WaterHtg_eq,Stor_UEF,RG-WaterHtg_eq-Stor_UEF-50 gal-0.64 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.01 15:32",CA_NAPA-CO - USA Custom-724955 WMO#=724955,135.06,1.15,33.23,0.0,123.03,687.53,457.71,4132.7,0.0,32.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.01,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4315.5,0.0,0.0
SWWH012-03 Storage Water Heater_DMo_Ex/runs/CZ02/DMo&1&DXGF&Ex&WaterHtg_eq__Stor_UEF/RG-WaterHtg_eq-Stor_UEF-50 gal-0.68 UEF-HI/instance-out.sql,CZ02,DMo,1,DXGF,Ex,WaterHtg_eq,Stor_UEF,RG-WaterHtg_eq-Stor_UEF-50 gal-0.68 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.04 16:53",CA_NAPA-CO - USA Custom-724955 WMO#=724955,135.06,1.15,33.04,0.0,123.03,687.53,457.71,4132.7,0.0,32.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.01,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4289.42,0.0,0.0
