ver,pa,bldgtype,bldgloc,bldgvint,wt_vint,era
DEER2019,Any,Nrs,CZ09,2011,1.016,Ex
DEER2019,Any,Nrs,CZ09,2015,0.762,Ex
DEER2019,Any,Nrs,CZ09,2017,0.762,Rec
DEER2023,Any,Nrs,CZ09,2020,0.51,Rec
DEER2023,Any,Nrs,CZ09,2023,0.255,New
DEER2019,Any,Nrs,CZ10,1975,5.588,Old
DEER2019,Any,Nrs,CZ10,1985,6.451,Old
DEER2019,Any,Nrs,CZ10,1996,3.581,Old
DEER2019,Any,Nrs,CZ10,2003,1.343,Ex
DEER2019,Any,Nrs,CZ10,2007,0.985,Ex
DEER2019,Any,Nrs,CZ10,2011,0.985,Ex
DEER2019,Any,Nrs,CZ10,2015,0.739,Ex
DEER2019,Any,Nrs,CZ10,2017,0.739,Rec
DEER2023,Any,Nrs,CZ10,2020,0.494,Rec
DEER2023,Any,Nrs,CZ10,2023,0.247,New
DEER2019,Any,Nrs,CZ11,1975,1.73,Old
DEER2019,Any,Nrs,CZ11,1985,1.066,Old
DEER2019,Any,Nrs,CZ11,1996,0.653,Old
DEER2019,Any,Nrs,CZ11,2003,0.423,Ex
DEER2019,Any,Nrs,CZ11,2007,0.18,Ex
DEER2019,Any,Nrs,CZ11,2011,0.18,Ex
DEER2019,Any,Nrs,CZ11,2015,0.135,Ex
DEER2019,Any,Nrs,CZ11,2017,0.135,Rec
DEER2023,Any,Nrs,CZ11,2020,0.09,Rec
DEER2023,Any,Nrs,CZ11,2023,0.045,New
DEER2019,Any,Nrs,CZ12,1975,5.792,Old
DEER2019,Any,Nrs,CZ12,1985,3.537,Old
DEER2019,Any,Nrs,CZ12,1996,2.33,Old
DEER2019,Any,Nrs,CZ12,2003,1.048,Ex
DEER2019,Any,Nrs,CZ12,2007,0.594,Ex
DEER2019,Any,Nrs,CZ12,2011,0.594,Ex
DEER2019,Any,Nrs,CZ12,2015,0.445,Ex
DEER2019,Any,Nrs,CZ12,2017,0.445,Rec
DEER2023,Any,Nrs,CZ12,2020,0.296,Rec
DEER2023,Any,Nrs,CZ12,2023,0.148,New
DEER2019,Any,Nrs,CZ13,1975,5.138,Old
DEER2019,Any,Nrs,CZ13,1985,3.902,Old
DEER2019,Any,Nrs,CZ13,1996,2.475,Old
DEER2019,Any,Nrs,CZ13,2003,1.274,Ex
DEER2019,Any,Nrs,CZ13,2007,0.609,Ex
DEER2019,Any,Nrs,CZ13,2011,0.609,Ex
DEER2019,Any,Nrs,CZ13,2015,0.456,Ex
DEER2019,Any,Nrs,CZ13,2017,0.456,Rec
DEER2023,Any,Nrs,CZ13,2020,0.306,Rec
DEER2023,Any,Nrs,CZ13,2023,0.153,New
DEER2019,Any,Nrs,CZ14,1975,1.048,Old
DEER2019,Any,Nrs,CZ14,1985,0.93,Old
DEER2019,Any,Nrs,CZ14,1996,0.493,Old
DEER2019,Any,Nrs,CZ14,2003,0.227,Ex
DEER2019,Any,Nrs,CZ14,2007,0.149,Ex
DEER2019,Any,Nrs,CZ14,2011,0.149,Ex
DEER2019,Any,Nrs,CZ14,2015,0.113,Ex
DEER2019,Any,Nrs,CZ14,2017,0.113,Rec
DEER2023,Any,Nrs,CZ14,2020,0.078,Rec
DEER2023,Any,Nrs,CZ14,2023,0.039,New
DEER2019,Any,Nrs,CZ15,1975,0.986,Old
DEER2019,Any,Nrs,CZ15,1985,1.166,Old
DEER2019,Any,Nrs,CZ15,1996,0.686,Old
DEER2019,Any,Nrs,CZ15,2003,0.244,Ex
DEER2019,Any,Nrs,CZ15,2007,0.192,Ex
DEER2019,Any,Nrs,CZ15,2011,0.192,Ex
DEER2019,Any,Nrs,CZ15,2015,0.144,Ex
DEER2019,Any,Nrs,CZ15,2017,0.144,Rec
DEER2023,Any,Nrs,CZ15,2020,0.096,Rec
DEER2023,Any,Nrs,CZ15,2023,0.048,New
DEER2019,Any,Nrs,CZ16,1975,0.771,Old
DEER2019,Any,Nrs,CZ16,1985,0.774,Old
DEER2019,Any,Nrs,CZ16,1996,0.483,Old
DEER2019,Any,Nrs,CZ16,2003,0.174,Ex
DEER2019,Any,Nrs,CZ16,2007,0.123,Ex
DEER2019,Any,Nrs,CZ16,2011,0.123,Ex
DEER2019,Any,Nrs,CZ16,2015,0.093,Ex
DEER2019,Any,Nrs,CZ16,2017,0.093,Rec
DEER2023,Any,Nrs,CZ16,2020,0.06,Rec
DEER2023,Any,Nrs,CZ16,2023,0.03,New
DEER2019,Any,OfL,CZ01,1975,0.882,Old
DEER2019,Any,OfL,CZ01,1985,0.311,Old
DEER2019,Any,OfL,CZ01,1996,0.129,Old
DEER2019,Any,OfL,CZ01,2003,0.221,Ex
DEER2019,Any,OfL,CZ01,2007,0.048,Ex
DEER2019,Any,OfL,CZ01,2011,0.048,Ex
DEER2019,Any,OfL,CZ01,2015,0.036,Ex
DEER2019,Any,OfL,CZ01,2017,0.036,Rec
DEER2023,Any,OfL,CZ01,2020,0.024,Rec
DEER2023,Any,OfL,CZ01,2023,0.012,New
DEER2019,Any,OfL,CZ02,1975,6.779,Old
DEER2019,Any,OfL,CZ02,1985,6.175,Old
DEER2019,Any,OfL,CZ02,1996,2.891,Old
DEER2019,Any,OfL,CZ02,2003,1.88,Ex
DEER2019,Any,OfL,CZ02,2007,0.71,Ex
DEER2019,Any,OfL,CZ02,2011,0.71,Ex
DEER2019,Any,OfL,CZ02,2015,0.533,Ex
DEER2019,Any,OfL,CZ02,2017,0.533,Rec
DEER2023,Any,OfL,CZ02,2020,0.356,Rec
DEER2023,Any,OfL,CZ02,2023,0.178,New
DEER2019,Any,OfL,CZ03,1975,77.24,Old
DEER2019,Any,OfL,CZ03,1985,69.197,Old
DEER2019,Any,OfL,CZ03,1996,28.211,Old
DEER2019,Any,OfL,CZ03,2003,16.702,Ex
DEER2019,Any,OfL,CZ03,2007,6.493,Ex
DEER2019,Any,OfL,CZ03,2011,6.493,Ex
DEER2019,Any,OfL,CZ03,2015,4.869,Ex
DEER2019,Any,OfL,CZ03,2017,4.869,Rec
DEER2023,Any,OfL,CZ03,2020,3.246,Rec
DEER2023,Any,OfL,CZ03,2023,1.623,New
DEER2019,Any,OfL,CZ04,1975,27.42,Old
DEER2019,Any,OfL,CZ04,1985,27.53,Old
DEER2019,Any,OfL,CZ04,1996,14.391,Old
DEER2019,Any,OfL,CZ04,2003,9.312,Ex
DEER2019,Any,OfL,CZ04,2007,3.61,Ex
DEER2019,Any,OfL,CZ04,2011,3.61,Ex
DEER2019,Any,OfL,CZ04,2015,2.707,Ex
DEER2019,Any,OfL,CZ04,2017,2.707,Rec
DEER2023,Any,OfL,CZ04,2020,1.806,Rec
DEER2023,Any,OfL,CZ04,2023,0.903,New
DEER2019,Any,OfL,CZ05,1975,2.904,Old
DEER2019,Any,OfL,CZ05,1985,3.166,Old
DEER2019,Any,OfL,CZ05,1996,1.245,Old
DEER2019,Any,OfL,CZ05,2003,0.779,Ex
DEER2019,Any,OfL,CZ05,2007,0.296,Ex
DEER2019,Any,OfL,CZ05,2011,0.296,Ex
DEER2019,Any,OfL,CZ05,2015,0.222,Ex
DEER2019,Any,OfL,CZ05,2017,0.222,Rec
DEER2023,Any,OfL,CZ05,2020,0.148,Rec
DEER2023,Any,OfL,CZ05,2023,0.074,New
DEER2019,Any,OfL,CZ06,1975,98.619,Old
DEER2019,Any,OfL,CZ06,1985,118.956,Old
DEER2019,Any,OfL,CZ06,1996,22.11,Old
DEER2019,Any,OfL,CZ06,2003,11.947,Ex
DEER2019,Any,OfL,CZ06,2007,5.093,Ex
DEER2019,Any,OfL,CZ06,2011,5.093,Ex
DEER2019,Any,OfL,CZ06,2015,3.82,Ex
DEER2019,Any,OfL,CZ06,2017,3.82,Rec
DEER2023,Any,OfL,CZ06,2020,2.546,Rec
DEER2023,Any,OfL,CZ06,2023,1.273,New
DEER2019,Any,OfL,CZ07,1975,8.368,Old
DEER2019,Any,OfL,CZ07,1985,45.981,Old
DEER2019,Any,OfL,CZ07,1996,12.559,Old
DEER2019,Any,OfL,CZ07,2003,7.284,Ex
DEER2019,Any,OfL,CZ07,2007,2.934,Ex
DEER2019,Any,OfL,CZ07,2011,2.934,Ex
DEER2019,Any,OfL,CZ07,2015,2.201,Ex
DEER2019,Any,OfL,CZ07,2017,2.201,Rec
DEER2023,Any,OfL,CZ07,2020,1.468,Rec
DEER2023,Any,OfL,CZ07,2023,0.734,New
DEER2019,Any,OfL,CZ08,1975,128.042,Old
DEER2019,Any,OfL,CZ08,1985,149.955,Old
DEER2019,Any,OfL,CZ08,1996,27.699,Old
DEER2019,Any,OfL,CZ08,2003,14.988,Ex
DEER2019,Any,OfL,CZ08,2007,6.848,Ex
DEER2019,Any,OfL,CZ08,2011,6.848,Ex
DEER2019,Any,OfL,CZ08,2015,5.135,Ex
DEER2019,Any,OfL,CZ08,2017,5.135,Rec
DEER2023,Any,OfL,CZ08,2020,3.424,Rec
DEER2023,Any,OfL,CZ08,2023,1.712,New
DEER2019,Any,OfL,CZ09,1975,144.387,Old
DEER2019,Any,OfL,CZ09,1985,135.762,Old
DEER2019,Any,OfL,CZ09,1996,22.433,Old
DEER2019,Any,OfL,CZ09,2003,12.913,Ex
DEER2019,Any,OfL,CZ09,2007,8.315,Ex
DEER2019,Any,OfL,CZ09,2011,8.315,Ex
DEER2019,Any,OfL,CZ09,2015,6.236,Ex
DEER2019,Any,OfL,CZ09,2017,6.236,Rec
DEER2023,Any,OfL,CZ09,2020,4.156,Rec
DEER2023,Any,OfL,CZ09,2023,2.078,New
DEER2019,Any,OfL,CZ10,1975,18.875,Old
DEER2019,Any,OfL,CZ10,1985,37.143,Old
DEER2019,Any,OfL,CZ10,1996,9.942,Old
DEER2019,Any,OfL,CZ10,2003,10.739,Ex
DEER2019,Any,OfL,CZ10,2007,4.907,Ex
DEER2019,Any,OfL,CZ10,2011,4.907,Ex
DEER2019,Any,OfL,CZ10,2015,3.68,Ex
DEER2019,Any,OfL,CZ10,2017,3.68,Rec
DEER2023,Any,OfL,CZ10,2020,2.454,Rec
DEER2023,Any,OfL,CZ10,2023,1.227,New
DEER2019,Any,OfL,CZ11,1975,2.907,Old
DEER2019,Any,OfL,CZ11,1985,2.003,Old
DEER2019,Any,OfL,CZ11,1996,0.833,Old
DEER2019,Any,OfL,CZ11,2003,0.815,Ex
DEER2019,Any,OfL,CZ11,2007,0.41,Ex
DEER2019,Any,OfL,CZ11,2011,0.41,Ex
DEER2019,Any,OfL,CZ11,2015,0.308,Ex
DEER2019,Any,OfL,CZ11,2017,0.308,Rec
DEER2023,Any,OfL,CZ11,2020,0.206,Rec
DEER2023,Any,OfL,CZ11,2023,0.103,New
DEER2019,Any,OfL,CZ12,1975,19.449,Old
DEER2019,Any,OfL,CZ12,1985,17.363,Old
DEER2019,Any,OfL,CZ12,1996,11.029,Old
DEER2019,Any,OfL,CZ12,2003,8.297,Ex
DEER2019,Any,OfL,CZ12,2007,3.387,Ex
DEER2019,Any,OfL,CZ12,2011,3.387,Ex
DEER2019,Any,OfL,CZ12,2015,2.54,Ex
DEER2019,Any,OfL,CZ12,2017,2.54,Rec
DEER2023,Any,OfL,CZ12,2020,1.694,Rec
DEER2023,Any,OfL,CZ12,2023,0.847,New
DEER2019,Any,OfL,CZ13,1975,13.073,Old
DEER2019,Any,OfL,CZ13,1985,11.336,Old
DEER2019,Any,OfL,CZ13,1996,3.185,Old
DEER2019,Any,OfL,CZ13,2003,2.47,Ex
DEER2019,Any,OfL,CZ13,2007,1.789,Ex
DEER2019,Any,OfL,CZ13,2011,1.789,Ex
DEER2019,Any,OfL,CZ13,2015,1.342,Ex
DEER2019,Any,OfL,CZ13,2017,1.342,Rec
DEER2023,Any,OfL,CZ13,2020,0.894,Rec
DEER2023,Any,OfL,CZ13,2023,0.447,New
DEER2019,Any,OfL,CZ14,1975,4.953,Old
DEER2019,Any,OfL,CZ14,1985,6.908,Old
DEER2019,Any,OfL,CZ14,1996,1.396,Old
DEER2019,Any,OfL,CZ14,2003,1.357,Ex
DEER2019,Any,OfL,CZ14,2007,0.778,Ex
DEER2019,Any,OfL,CZ14,2011,0.778,Ex
DEER2019,Any,OfL,CZ14,2015,0.584,Ex
DEER2019,Any,OfL,CZ14,2017,0.584,Rec
DEER2023,Any,OfL,CZ14,2020,0.388,Rec
DEER2023,Any,OfL,CZ14,2023,0.194,New
DEER2019,Any,OfL,CZ15,1975,4.662,Old
DEER2019,Any,OfL,CZ15,1985,7.431,Old
DEER2019,Any,OfL,CZ15,1996,1.973,Old
DEER2019,Any,OfL,CZ15,2003,2.504,Ex
DEER2019,Any,OfL,CZ15,2007,1.167,Ex
DEER2019,Any,OfL,CZ15,2011,1.167,Ex
DEER2019,Any,OfL,CZ15,2015,0.876,Ex
DEER2019,Any,OfL,CZ15,2017,0.876,Rec
DEER2023,Any,OfL,CZ15,2020,0.582,Rec
DEER2023,Any,OfL,CZ15,2023,0.291,New
DEER2019,Any,OfL,CZ16,1975,2.77,Old
DEER2019,Any,OfL,CZ16,1985,3.245,Old
DEER2019,Any,OfL,CZ16,1996,0.682,Old
DEER2019,Any,OfL,CZ16,2003,0.642,Ex
DEER2019,Any,OfL,CZ16,2007,0.377,Ex
DEER2019,Any,OfL,CZ16,2011,0.377,Ex
DEER2019,Any,OfL,CZ16,2015,0.284,Ex
DEER2019,Any,OfL,CZ16,2017,0.284,Rec
DEER2023,Any,OfL,CZ16,2020,0.19,Rec
DEER2023,Any,OfL,CZ16,2023,0.095,New
DEER2019,Any,OfS,CZ01,1975,1.123,Old
DEER2019,Any,OfS,CZ01,1985,0.446,Old
DEER2019,Any,OfS,CZ01,1996,0.329,Old
DEER2019,Any,OfS,CZ01,2003,0.132,Ex
DEER2019,Any,OfS,CZ01,2007,0.07,Ex
DEER2019,Any,OfS,CZ01,2011,0.07,Ex
DEER2019,Any,OfS,CZ01,2015,0.053,Ex
DEER2019,Any,OfS,CZ01,2017,0.053,Rec
DEER2023,Any,OfS,CZ01,2020,0.036,Rec
DEER2023,Any,OfS,CZ01,2023,0.018,New
DEER2019,Any,OfS,CZ02,1975,2.173,Old
DEER2019,Any,OfS,CZ02,1985,1.635,Old
DEER2019,Any,OfS,CZ02,1996,0.764,Old
DEER2019,Any,OfS,CZ02,2003,0.3,Ex
DEER2019,Any,OfS,CZ02,2007,0.199,Ex
DEER2019,Any,OfS,CZ02,2011,0.199,Ex
DEER2019,Any,OfS,CZ02,2015,0.149,Ex
DEER2019,Any,OfS,CZ02,2017,0.149,Rec
DEER2023,Any,OfS,CZ02,2020,0.1,Rec
DEER2023,Any,OfS,CZ02,2023,0.05,New
DEER2019,Any,OfS,CZ03,1975,12.46,Old
DEER2019,Any,OfS,CZ03,1985,10.827,Old
DEER2019,Any,OfS,CZ03,1996,4.222,Old
DEER2019,Any,OfS,CZ03,2003,1.483,Ex
DEER2019,Any,OfS,CZ03,2007,1.205,Ex
DEER2019,Any,OfS,CZ03,2011,1.205,Ex
DEER2019,Any,OfS,CZ03,2015,0.904,Ex
DEER2019,Any,OfS,CZ03,2017,0.904,Rec
DEER2023,Any,OfS,CZ03,2020,0.602,Rec
DEER2023,Any,OfS,CZ03,2023,0.301,New
DEER2019,Any,OfS,CZ04,1975,9.283,Old
DEER2019,Any,OfS,CZ04,1985,8.247,Old
DEER2019,Any,OfS,CZ04,1996,3.606,Old
DEER2019,Any,OfS,CZ04,2003,1.461,Ex
DEER2019,Any,OfS,CZ04,2007,0.97,Ex
DEER2019,Any,OfS,CZ04,2011,0.97,Ex
DEER2019,Any,OfS,CZ04,2015,0.728,Ex
DEER2019,Any,OfS,CZ04,2017,0.728,Rec
DEER2023,Any,OfS,CZ04,2020,0.486,Rec
DEER2023,Any,OfS,CZ04,2023,0.243,New
DEER2019,Any,OfS,CZ05,1975,0.975,Old
DEER2019,Any,OfS,CZ05,1985,0.761,Old
DEER2019,Any,OfS,CZ05,1996,0.322,Old
DEER2019,Any,OfS,CZ05,2003,0.129,Ex
DEER2019,Any,OfS,CZ05,2007,0.092,Ex
DEER2019,Any,OfS,CZ05,2011,0.092,Ex
DEER2019,Any,OfS,CZ05,2015,0.069,Ex
DEER2019,Any,OfS,CZ05,2017,0.069,Rec
DEER2023,Any,OfS,CZ05,2020,0.046,Rec
DEER2023,Any,OfS,CZ05,2023,0.023,New
DEER2019,Any,OfS,CZ06,1975,30.594,Old
DEER2019,Any,OfS,CZ06,1985,16.441,Old
DEER2019,Any,OfS,CZ06,1996,6.412,Old
DEER2019,Any,OfS,CZ06,2003,2.624,Ex
DEER2019,Any,OfS,CZ06,2007,2.211,Ex
DEER2019,Any,OfS,CZ06,2011,2.211,Ex
DEER2019,Any,OfS,CZ06,2015,1.658,Ex
DEER2019,Any,OfS,CZ06,2017,1.658,Rec
DEER2023,Any,OfS,CZ06,2020,1.106,Rec
DEER2023,Any,OfS,CZ06,2023,0.553,New
DEER2019,Any,OfS,CZ07,1975,23.568,Old
DEER2019,Any,OfS,CZ07,1985,9.098,Old
DEER2019,Any,OfS,CZ07,1996,4.797,Old
DEER2019,Any,OfS,CZ07,2003,2.264,Ex
DEER2019,Any,OfS,CZ07,2007,1.345,Ex
DEER2019,Any,OfS,CZ07,2011,1.345,Ex
DEER2019,Any,OfS,CZ07,2015,1.009,Ex
DEER2019,Any,OfS,CZ07,2017,1.009,Rec
DEER2023,Any,OfS,CZ07,2020,0.672,Rec
DEER2023,Any,OfS,CZ07,2023,0.336,New
DEER2019,Any,OfS,CZ08,1975,38.424,Old
DEER2019,Any,OfS,CZ08,1985,20.297,Old
DEER2019,Any,OfS,CZ08,1996,7.979,Old
DEER2019,Any,OfS,CZ08,2003,3.289,Ex
DEER2019,Any,OfS,CZ08,2007,2.735,Ex
DEER2019,Any,OfS,CZ08,2011,2.735,Ex
DEER2019,Any,OfS,CZ08,2015,2.05,Ex
DEER2019,Any,OfS,CZ08,2017,2.05,Rec
DEER2023,Any,OfS,CZ08,2020,1.37,Rec
DEER2023,Any,OfS,CZ08,2023,0.685,New
DEER2019,Any,OfS,CZ09,1975,32.608,Old
DEER2019,Any,OfS,CZ09,1985,15.143,Old
DEER2019,Any,OfS,CZ09,1996,6.921,Old
DEER2019,Any,OfS,CZ09,2003,3.159,Ex
DEER2019,Any,OfS,CZ09,2007,2.104,Ex
DEER2019,Any,OfS,CZ09,2011,2.104,Ex
DEER2019,Any,OfS,CZ09,2015,1.578,Ex
DEER2019,Any,OfS,CZ09,2017,1.578,Rec
DEER2023,Any,OfS,CZ09,2020,1.052,Rec
DEER2023,Any,OfS,CZ09,2023,0.526,New
DEER2019,Any,OfS,CZ10,1975,21.874,Old
DEER2019,Any,OfS,CZ10,1985,17.587,Old
DEER2019,Any,OfS,CZ10,1996,9.366,Old
DEER2019,Any,OfS,CZ10,2003,6.584,Ex
DEER2019,Any,OfS,CZ10,2007,3.461,Ex
DEER2019,Any,OfS,CZ10,2011,3.461,Ex
DEER2019,Any,OfS,CZ10,2015,2.597,Ex
DEER2019,Any,OfS,CZ10,2017,2.597,Rec
DEER2023,Any,OfS,CZ10,2020,1.73,Rec
DEER2023,Any,OfS,CZ10,2023,0.865,New
DEER2019,Any,OfS,CZ11,1975,3.394,Old
DEER2019,Any,OfS,CZ11,1985,2.103,Old
DEER2019,Any,OfS,CZ11,1996,1.09,Old
DEER2019,Any,OfS,CZ11,2003,0.583,Ex
DEER2019,Any,OfS,CZ11,2007,0.3,Ex
DEER2019,Any,OfS,CZ11,2011,0.3,Ex
DEER2019,Any,OfS,CZ11,2015,0.225,Ex
DEER2019,Any,OfS,CZ11,2017,0.225,Rec
DEER2023,Any,OfS,CZ11,2020,0.15,Rec
DEER2023,Any,OfS,CZ11,2023,0.075,New
DEER2019,Any,OfS,CZ12,1975,13.11,Old
DEER2019,Any,OfS,CZ12,1985,8.258,Old
DEER2019,Any,OfS,CZ12,1996,4.435,Old
DEER2019,Any,OfS,CZ12,2003,2.216,Ex
DEER2019,Any,OfS,CZ12,2007,1.249,Ex
DEER2019,Any,OfS,CZ12,2011,1.249,Ex
DEER2019,Any,OfS,CZ12,2015,0.936,Ex
DEER2019,Any,OfS,CZ12,2017,0.936,Rec
DEER2023,Any,OfS,CZ12,2020,0.624,Rec
DEER2023,Any,OfS,CZ12,2023,0.312,New
DEER2019,Any,OfS,CZ13,1975,16.443,Old
DEER2019,Any,OfS,CZ13,1985,11.169,Old
DEER2019,Any,OfS,CZ13,1996,5.394,Old
DEER2019,Any,OfS,CZ13,2003,2.896,Ex
DEER2019,Any,OfS,CZ13,2007,1.539,Ex
DEER2019,Any,OfS,CZ13,2011,1.539,Ex
DEER2019,Any,OfS,CZ13,2015,1.155,Ex
DEER2019,Any,OfS,CZ13,2017,1.155,Rec
DEER2023,Any,OfS,CZ13,2020,0.768,Rec
DEER2023,Any,OfS,CZ13,2023,0.384,New
DEER2019,Any,OfS,CZ14,1975,2.775,Old
DEER2019,Any,OfS,CZ14,1985,2.181,Old
DEER2019,Any,OfS,CZ14,1996,1.156,Old
DEER2019,Any,OfS,CZ14,2003,0.778,Ex
DEER2019,Any,OfS,CZ14,2007,0.413,Ex
DEER2019,Any,OfS,CZ14,2011,0.413,Ex
DEER2019,Any,OfS,CZ14,2015,0.31,Ex
DEER2019,Any,OfS,CZ14,2017,0.31,Rec
DEER2023,Any,OfS,CZ14,2020,0.208,Rec
DEER2023,Any,OfS,CZ14,2023,0.104,New
DEER2019,Any,OfS,CZ15,1975,4.583,Old
DEER2019,Any,OfS,CZ15,1985,4.267,Old
DEER2019,Any,OfS,CZ15,1996,2.276,Old
DEER2019,Any,OfS,CZ15,2003,1.666,Ex
DEER2019,Any,OfS,CZ15,2007,0.866,Ex
DEER2019,Any,OfS,CZ15,2011,0.866,Ex
DEER2019,Any,OfS,CZ15,2015,0.65,Ex
DEER2019,Any,OfS,CZ15,2017,0.65,Rec
DEER2023,Any,OfS,CZ15,2020,0.434,Rec
DEER2023,Any,OfS,CZ15,2023,0.217,New
DEER2019,Any,OfS,CZ16,1975,2.21,Old
DEER2019,Any,OfS,CZ16,1985,1.398,Old
DEER2019,Any,OfS,CZ16,1996,0.787,Old
DEER2019,Any,OfS,CZ16,2003,0.447,Ex
DEER2019,Any,OfS,CZ16,2007,0.243,Ex
DEER2019,Any,OfS,CZ16,2011,0.243,Ex
DEER2019,Any,OfS,CZ16,2015,0.182,Ex
DEER2019,Any,OfS,CZ16,2017,0.182,Rec
DEER2023,Any,OfS,CZ16,2020,0.122,Rec
DEER2023,Any,OfS,CZ16,2023,0.061,New
DEER2019,Any,RFF,CZ01,1975,0.29,Old
DEER2019,Any,RFF,CZ01,1985,0.042,Old
DEER2019,Any,RFF,CZ01,1996,0.023,Old
DEER2019,Any,RFF,CZ01,2003,0.007,Ex
DEER2019,Any,RFF,CZ01,2007,0.007,Ex
DEER2019,Any,RFF,CZ01,2011,0.007,Ex
DEER2019,Any,RFF,CZ01,2015,0.005,Ex
DEER2019,Any,RFF,CZ01,2017,0.005,Rec
DEER2023,Any,RFF,CZ01,2020,0.004,Rec
DEER2023,Any,RFF,CZ01,2023,0.002,New
DEER2019,Any,RFF,CZ02,1975,1.122,Old
DEER2019,Any,RFF,CZ02,1985,0.277,Old
DEER2019,Any,RFF,CZ02,1996,0.175,Old
DEER2019,Any,RFF,CZ02,2003,0.058,Ex
DEER2019,Any,RFF,CZ02,2007,0.038,Ex
DEER2019,Any,RFF,CZ02,2011,0.038,Ex
DEER2019,Any,RFF,CZ02,2015,0.029,Ex
DEER2019,Any,RFF,CZ02,2017,0.029,Rec
DEER2023,Any,RFF,CZ02,2020,0.02,Rec
DEER2023,Any,RFF,CZ02,2023,0.01,New
DEER2019,Any,RFF,CZ03,1975,5.141,Old
DEER2019,Any,RFF,CZ03,1985,1.244,Old
DEER2019,Any,RFF,CZ03,1996,0.803,Old
DEER2019,Any,RFF,CZ03,2003,0.246,Ex
DEER2019,Any,RFF,CZ03,2007,0.192,Ex
DEER2019,Any,RFF,CZ03,2011,0.192,Ex
DEER2019,Any,RFF,CZ03,2015,0.144,Ex
DEER2019,Any,RFF,CZ03,2017,0.144,Rec
DEER2023,Any,RFF,CZ03,2020,0.096,Rec
DEER2023,Any,RFF,CZ03,2023,0.048,New
DEER2019,Any,RFF,CZ04,1975,2.173,Old
DEER2019,Any,RFF,CZ04,1985,0.596,Old
DEER2019,Any,RFF,CZ04,1996,0.378,Old
DEER2019,Any,RFF,CZ04,2003,0.131,Ex
DEER2019,Any,RFF,CZ04,2007,0.077,Ex
DEER2019,Any,RFF,CZ04,2011,0.077,Ex
DEER2019,Any,RFF,CZ04,2015,0.058,Ex
DEER2019,Any,RFF,CZ04,2017,0.058,Rec
DEER2023,Any,RFF,CZ04,2020,0.038,Rec
DEER2023,Any,RFF,CZ04,2023,0.019,New
DEER2019,Any,RFF,CZ05,1975,0.529,Old
DEER2019,Any,RFF,CZ05,1985,0.213,Old
DEER2019,Any,RFF,CZ05,1996,0.112,Old
DEER2019,Any,RFF,CZ05,2003,0.042,Ex
DEER2019,Any,RFF,CZ05,2007,0.029,Ex
DEER2019,Any,RFF,CZ05,2011,0.029,Ex
DEER2019,Any,RFF,CZ05,2015,0.021,Ex
DEER2019,Any,RFF,CZ05,2017,0.021,Rec
DEER2023,Any,RFF,CZ05,2020,0.016,Rec
DEER2023,Any,RFF,CZ05,2023,0.008,New
DEER2019,Any,RFF,CZ06,1975,7.778,Old
DEER2019,Any,RFF,CZ06,1985,6.96,Old
DEER2019,Any,RFF,CZ06,1996,2.741,Old
DEER2019,Any,RFF,CZ06,2003,1.199,Ex
DEER2019,Any,RFF,CZ06,2007,1.035,Ex
DEER2019,Any,RFF,CZ06,2011,1.035,Ex
DEER2019,Any,RFF,CZ06,2015,0.777,Ex
DEER2019,Any,RFF,CZ06,2017,0.777,Rec
DEER2023,Any,RFF,CZ06,2020,0.516,Rec
DEER2023,Any,RFF,CZ06,2023,0.258,New
DEER2019,Any,RFF,CZ07,1975,2.854,Old
DEER2019,Any,RFF,CZ07,1985,1.125,Old
DEER2019,Any,RFF,CZ07,1996,0.738,Old
DEER2019,Any,RFF,CZ07,2003,0.296,Ex
DEER2019,Any,RFF,CZ07,2007,0.201,Ex
DEER2019,Any,RFF,CZ07,2011,0.201,Ex
DEER2019,Any,RFF,CZ07,2015,0.151,Ex
DEER2019,Any,RFF,CZ07,2017,0.151,Rec
DEER2023,Any,RFF,CZ07,2020,0.1,Rec
DEER2023,Any,RFF,CZ07,2023,0.05,New
DEER2019,Any,RFF,CZ08,1975,9.318,Old
DEER2019,Any,RFF,CZ08,1985,8.221,Old
DEER2019,Any,RFF,CZ08,1996,3.199,Old
DEER2019,Any,RFF,CZ08,2003,1.474,Ex
DEER2019,Any,RFF,CZ08,2007,1.201,Ex
DEER2019,Any,RFF,CZ08,2011,1.201,Ex
DEER2019,Any,RFF,CZ08,2015,0.901,Ex
DEER2019,Any,RFF,CZ08,2017,0.901,Rec
DEER2023,Any,RFF,CZ08,2020,0.6,Rec
DEER2023,Any,RFF,CZ08,2023,0.3,New
DEER2019,Any,RFF,CZ09,1975,8.46,Old
DEER2019,Any,RFF,CZ09,1985,6.684,Old
DEER2019,Any,RFF,CZ09,1996,2.514,Old
DEER2019,Any,RFF,CZ09,2003,1.495,Ex
DEER2019,Any,RFF,CZ09,2007,0.827,Ex
DEER2019,Any,RFF,CZ09,2011,0.827,Ex
DEER2019,Any,RFF,CZ09,2015,0.619,Ex
DEER2019,Any,RFF,CZ09,2017,0.619,Rec
DEER2023,Any,RFF,CZ09,2020,0.414,Rec
DEER2023,Any,RFF,CZ09,2023,0.207,New
DEER2019,Any,RFF,CZ10,1975,4.258,Old
DEER2019,Any,RFF,CZ10,1985,6.662,Old
