ver,pa,bldgtype,bldgloc,bldgvint,wt_vint,era
DEER2019,Any,HGR,CZ09,1975,10.942,Old
DEER2019,Any,HGR,CZ09,1985,11.953,Old
DEER2019,Any,HGR,CZ09,1996,3.416,Old
DEER2019,Any,HGR,CZ09,2003,1.51,Ex
DEER2019,Any,HGR,CZ09,2007,1.162,Ex
DEER2019,Any,HGR,CZ09,2011,1.162,Ex
DEER2019,Any,HGR,CZ09,2015,0.872,Ex
DEER2019,Any,HGR,CZ09,2017,0.872,Rec
DEER2023,Any,HGR,CZ09,2020,0.58,Rec
DEER2023,Any,HGR,CZ09,2023,0.29,New
DEER2019,Any,HGR,CZ10,1975,1.419,Old
DEER2019,Any,HGR,CZ10,1985,3.739,Old
DEER2019,Any,HGR,CZ10,1996,0.685,Old
DEER2019,Any,HGR,CZ10,2003,1.056,Ex
DEER2019,Any,HGR,CZ10,2007,0.577,Ex
DEER2019,Any,HGR,CZ10,2011,0.577,Ex
DEER2019,Any,HGR,CZ10,2015,0.432,Ex
DEER2019,Any,HGR,CZ10,2017,0.432,Rec
DEER2023,Any,HGR,CZ10,2020,0.29,Rec
DEER2023,Any,HGR,CZ10,2023,0.145,New
DEER2019,Any,HGR,CZ11,1975,1.044,Old
DEER2019,Any,HGR,CZ11,1985,0.65,Old
DEER2019,Any,HGR,CZ11,1996,0.23,Old
DEER2019,Any,HGR,CZ11,2003,0.206,Ex
DEER2019,Any,HGR,CZ11,2007,0.11,Ex
DEER2019,Any,HGR,CZ11,2011,0.11,Ex
DEER2019,Any,HGR,CZ11,2015,0.082,Ex
DEER2019,Any,HGR,CZ11,2017,0.082,Rec
DEER2023,Any,HGR,CZ11,2020,0.054,Rec
DEER2023,Any,HGR,CZ11,2023,0.027,New
DEER2019,Any,HGR,CZ12,1975,3.052,Old
DEER2019,Any,HGR,CZ12,1985,2.133,Old
DEER2019,Any,HGR,CZ12,1996,1.252,Old
DEER2019,Any,HGR,CZ12,2003,0.754,Ex
DEER2019,Any,HGR,CZ12,2007,0.422,Ex
DEER2019,Any,HGR,CZ12,2011,0.422,Ex
DEER2019,Any,HGR,CZ12,2015,0.316,Ex
DEER2019,Any,HGR,CZ12,2017,0.316,Rec
DEER2023,Any,HGR,CZ12,2020,0.21,Rec
DEER2023,Any,HGR,CZ12,2023,0.105,New
DEER2019,Any,HGR,CZ13,1975,2.667,Old
DEER2019,Any,HGR,CZ13,1985,1.861,Old
DEER2019,Any,HGR,CZ13,1996,0.673,Old
DEER2019,Any,HGR,CZ13,2003,0.479,Ex
DEER2019,Any,HGR,CZ13,2007,0.291,Ex
DEER2019,Any,HGR,CZ13,2011,0.291,Ex
DEER2019,Any,HGR,CZ13,2015,0.217,Ex
DEER2019,Any,HGR,CZ13,2017,0.217,Rec
DEER2023,Any,HGR,CZ13,2020,0.148,Rec
DEER2023,Any,HGR,CZ13,2023,0.074,New
DEER2019,Any,HGR,CZ14,1975,0.685,Old
DEER2019,Any,HGR,CZ14,1985,1.427,Old
DEER2019,Any,HGR,CZ14,1996,0.31,Old
DEER2019,Any,HGR,CZ14,2003,0.303,Ex
DEER2019,Any,HGR,CZ14,2007,0.209,Ex
DEER2019,Any,HGR,CZ14,2011,0.209,Ex
DEER2019,Any,HGR,CZ14,2015,0.157,Ex
DEER2019,Any,HGR,CZ14,2017,0.157,Rec
DEER2023,Any,HGR,CZ14,2020,0.104,Rec
DEER2023,Any,HGR,CZ14,2023,0.052,New
DEER2019,Any,HGR,CZ15,1975,2.531,Old
DEER2019,Any,HGR,CZ15,1985,7.475,Old
DEER2019,Any,HGR,CZ15,1996,1.3,Old
DEER2019,Any,HGR,CZ15,2003,2.05,Ex
DEER2019,Any,HGR,CZ15,2007,1.116,Ex
DEER2019,Any,HGR,CZ15,2011,1.116,Ex
DEER2019,Any,HGR,CZ15,2015,0.837,Ex
DEER2019,Any,HGR,CZ15,2017,0.837,Rec
DEER2023,Any,HGR,CZ15,2020,0.556,Rec
DEER2023,Any,HGR,CZ15,2023,0.278,New
DEER2019,Any,HGR,CZ16,1975,1.514,Old
DEER2019,Any,HGR,CZ16,1985,1.965,Old
DEER2019,Any,HGR,CZ16,1996,0.607,Old
DEER2019,Any,HGR,CZ16,2003,0.323,Ex
DEER2019,Any,HGR,CZ16,2007,0.275,Ex
DEER2019,Any,HGR,CZ16,2011,0.275,Ex
DEER2019,Any,HGR,CZ16,2015,0.207,Ex
DEER2019,Any,HGR,CZ16,2017,0.207,Rec
DEER2023,Any,HGR,CZ16,2020,0.138,Rec
DEER2023,Any,HGR,CZ16,2023,0.069,New
DEER2019,Any,Hsp,CZ01,1975,0.388,Old
DEER2019,Any,Hsp,CZ01,1985,0.124,Old
DEER2019,Any,Hsp,CZ01,1996,0.102,Old
DEER2019,Any,Hsp,CZ01,2003,0.08,Ex
DEER2019,Any,Hsp,CZ01,2007,0.022,Ex
DEER2019,Any,Hsp,CZ01,2011,0.022,Ex
DEER2019,Any,Hsp,CZ01,2015,0.017,Ex
DEER2019,Any,Hsp,CZ01,2017,0.017,Rec
DEER2023,Any,Hsp,CZ01,2020,0.012,Rec
DEER2023,Any,Hsp,CZ01,2023,0.006,New
DEER2019,Any,Hsp,CZ02,1975,2.857,Old
DEER2019,Any,Hsp,CZ02,1985,1.531,Old
DEER2019,Any,Hsp,CZ02,1996,0.901,Old
DEER2019,Any,Hsp,CZ02,2003,0.433,Ex
DEER2019,Any,Hsp,CZ02,2007,0.213,Ex
DEER2019,Any,Hsp,CZ02,2011,0.213,Ex
DEER2019,Any,Hsp,CZ02,2015,0.16,Ex
DEER2019,Any,Hsp,CZ02,2017,0.16,Rec
DEER2023,Any,Hsp,CZ02,2020,0.106,Rec
DEER2023,Any,Hsp,CZ02,2023,0.053,New
DEER2019,Any,Hsp,CZ03,1975,9.813,Old
DEER2019,Any,Hsp,CZ03,1985,4.185,Old
DEER2019,Any,Hsp,CZ03,1996,2.546,Old
DEER2019,Any,Hsp,CZ03,2003,0.578,Ex
DEER2019,Any,Hsp,CZ03,2007,0.582,Ex
DEER2019,Any,Hsp,CZ03,2011,0.582,Ex
DEER2019,Any,Hsp,CZ03,2015,0.437,Ex
DEER2019,Any,Hsp,CZ03,2017,0.437,Rec
DEER2023,Any,Hsp,CZ03,2020,0.292,Rec
DEER2023,Any,Hsp,CZ03,2023,0.146,New
DEER2019,Any,Hsp,CZ04,1975,3.687,Old
DEER2019,Any,Hsp,CZ04,1985,2.173,Old
DEER2019,Any,Hsp,CZ04,1996,1.239,Old
DEER2019,Any,Hsp,CZ04,2003,0.629,Ex
DEER2019,Any,Hsp,CZ04,2007,0.298,Ex
DEER2019,Any,Hsp,CZ04,2011,0.298,Ex
DEER2019,Any,Hsp,CZ04,2015,0.223,Ex
DEER2019,Any,Hsp,CZ04,2017,0.223,Rec
DEER2023,Any,Hsp,CZ04,2020,0.15,Rec
DEER2023,Any,Hsp,CZ04,2023,0.075,New
DEER2019,Any,Hsp,CZ05,1975,1.459,Old
DEER2019,Any,Hsp,CZ05,1985,0.943,Old
DEER2019,Any,Hsp,CZ05,1996,0.371,Old
DEER2019,Any,Hsp,CZ05,2003,0.262,Ex
DEER2019,Any,Hsp,CZ05,2007,0.095,Ex
DEER2019,Any,Hsp,CZ05,2011,0.095,Ex
DEER2019,Any,Hsp,CZ05,2015,0.072,Ex
DEER2019,Any,Hsp,CZ05,2017,0.072,Rec
DEER2023,Any,Hsp,CZ05,2020,0.046,Rec
DEER2023,Any,Hsp,CZ05,2023,0.023,New
DEER2019,Any,Hsp,CZ06,1975,14.659,Old
DEER2019,Any,Hsp,CZ06,1985,9.513,Old
DEER2019,Any,Hsp,CZ06,1996,2.893,Old
DEER2019,Any,Hsp,CZ06,2003,2.648,Ex
DEER2019,Any,Hsp,CZ06,2007,0.854,Ex
DEER2019,Any,Hsp,CZ06,2011,0.854,Ex
DEER2019,Any,Hsp,CZ06,2015,0.641,Ex
DEER2019,Any,Hsp,CZ06,2017,0.641,Rec
DEER2023,Any,Hsp,CZ06,2020,0.428,Rec
DEER2023,Any,Hsp,CZ06,2023,0.214,New
DEER2019,Any,Hsp,CZ07,1975,4.645,Old
DEER2019,Any,Hsp,CZ07,1985,4.609,Old
DEER2019,Any,Hsp,CZ07,1996,1.501,Old
DEER2019,Any,Hsp,CZ07,2003,0.928,Ex
DEER2019,Any,Hsp,CZ07,2007,0.334,Ex
DEER2019,Any,Hsp,CZ07,2011,0.334,Ex
DEER2019,Any,Hsp,CZ07,2015,0.25,Ex
DEER2019,Any,Hsp,CZ07,2017,0.25,Rec
DEER2023,Any,Hsp,CZ07,2020,0.166,Rec
DEER2023,Any,Hsp,CZ07,2023,0.083,New
DEER2019,Any,Hsp,CZ08,1975,16.721,Old
DEER2019,Any,Hsp,CZ08,1985,10.594,Old
DEER2019,Any,Hsp,CZ08,1996,3.237,Old
DEER2019,Any,Hsp,CZ08,2003,2.969,Ex
DEER2019,Any,Hsp,CZ08,2007,0.989,Ex
DEER2019,Any,Hsp,CZ08,2011,0.989,Ex
DEER2019,Any,Hsp,CZ08,2015,0.742,Ex
DEER2019,Any,Hsp,CZ08,2017,0.742,Rec
DEER2023,Any,Hsp,CZ08,2020,0.494,Rec
DEER2023,Any,Hsp,CZ08,2023,0.247,New
DEER2019,Any,Hsp,CZ09,1975,15.122,Old
DEER2019,Any,Hsp,CZ09,1985,7.876,Old
DEER2019,Any,Hsp,CZ09,1996,2.653,Old
DEER2019,Any,Hsp,CZ09,2003,2.581,Ex
DEER2019,Any,Hsp,CZ09,2007,1.016,Ex
DEER2019,Any,Hsp,CZ09,2011,1.016,Ex
DEER2019,Any,Hsp,CZ09,2015,0.762,Ex
DEER2019,Any,Hsp,CZ09,2017,0.762,Rec
DEER2023,Any,Hsp,CZ09,2020,0.51,Rec
DEER2023,Any,Hsp,CZ09,2023,0.255,New
DEER2019,Any,Hsp,CZ10,1975,5.588,Old
DEER2019,Any,Hsp,CZ10,1985,6.451,Old
DEER2019,Any,Hsp,CZ10,1996,3.581,Old
DEER2019,Any,Hsp,CZ10,2003,1.343,Ex
DEER2019,Any,Hsp,CZ10,2007,0.985,Ex
DEER2019,Any,Hsp,CZ10,2011,0.985,Ex
DEER2019,Any,Hsp,CZ10,2015,0.739,Ex
DEER2019,Any,Hsp,CZ10,2017,0.739,Rec
DEER2023,Any,Hsp,CZ10,2020,0.494,Rec
DEER2023,Any,Hsp,CZ10,2023,0.247,New
DEER2019,Any,Hsp,CZ11,1975,1.73,Old
DEER2019,Any,Hsp,CZ11,1985,1.066,Old
DEER2019,Any,Hsp,CZ11,1996,0.653,Old
DEER2019,Any,Hsp,CZ11,2003,0.423,Ex
DEER2019,Any,Hsp,CZ11,2007,0.18,Ex
DEER2019,Any,Hsp,CZ11,2011,0.18,Ex
DEER2019,Any,Hsp,CZ11,2015,0.135,Ex
DEER2019,Any,Hsp,CZ11,2017,0.135,Rec
DEER2023,Any,Hsp,CZ11,2020,0.09,Rec
DEER2023,Any,Hsp,CZ11,2023,0.045,New
DEER2019,Any,Hsp,CZ12,1975,5.792,Old
DEER2019,Any,Hsp,CZ12,1985,3.537,Old
DEER2019,Any,Hsp,CZ12,1996,2.33,Old
DEER2019,Any,Hsp,CZ12,2003,1.048,Ex
DEER2019,Any,Hsp,CZ12,2007,0.594,Ex
DEER2019,Any,Hsp,CZ12,2011,0.594,Ex
DEER2019,Any,Hsp,CZ12,2015,0.445,Ex
DEER2019,Any,Hsp,CZ12,2017,0.445,Rec
DEER2023,Any,Hsp,CZ12,2020,0.296,Rec
DEER2023,Any,Hsp,CZ12,2023,0.148,New
DEER2019,Any,Hsp,CZ13,1975,5.138,Old
DEER2019,Any,Hsp,CZ13,1985,3.902,Old
DEER2019,Any,Hsp,CZ13,1996,2.475,Old
DEER2019,Any,Hsp,CZ13,2003,1.274,Ex
DEER2019,Any,Hsp,CZ13,2007,0.609,Ex
DEER2019,Any,Hsp,CZ13,2011,0.609,Ex
DEER2019,Any,Hsp,CZ13,2015,0.456,Ex
DEER2019,Any,Hsp,CZ13,2017,0.456,Rec
DEER2023,Any,Hsp,CZ13,2020,0.306,Rec
DEER2023,Any,Hsp,CZ13,2023,0.153,New
DEER2019,Any,Hsp,CZ14,1975,1.048,Old
DEER2019,Any,Hsp,CZ14,1985,0.93,Old
DEER2019,Any,Hsp,CZ14,1996,0.493,Old
DEER2019,Any,Hsp,CZ14,2003,0.227,Ex
DEER2019,Any,Hsp,CZ14,2007,0.149,Ex
DEER2019,Any,Hsp,CZ14,2011,0.149,Ex
DEER2019,Any,Hsp,CZ14,2015,0.113,Ex
DEER2019,Any,Hsp,CZ14,2017,0.113,Rec
DEER2023,Any,Hsp,CZ14,2020,0.078,Rec
DEER2023,Any,Hsp,CZ14,2023,0.039,New
DEER2019,Any,Hsp,CZ15,1975,0.986,Old
DEER2019,Any,Hsp,CZ15,1985,1.166,Old
DEER2019,Any,Hsp,CZ15,1996,0.686,Old
DEER2019,Any,Hsp,CZ15,2003,0.244,Ex
DEER2019,Any,Hsp,CZ15,2007,0.192,Ex
DEER2019,Any,Hsp,CZ15,2011,0.192,Ex
DEER2019,Any,Hsp,CZ15,2015,0.144,Ex
DEER2019,Any,Hsp,CZ15,2017,0.144,Rec
DEER2023,Any,Hsp,CZ15,2020,0.096,Rec
DEER2023,Any,Hsp,CZ15,2023,0.048,New
DEER2019,Any,Hsp,CZ16,1975,0.771,Old
DEER2019,Any,Hsp,CZ16,1985,0.774,Old
DEER2019,Any,Hsp,CZ16,1996,0.483,Old
DEER2019,Any,Hsp,CZ16,2003,0.174,Ex
DEER2019,Any,Hsp,CZ16,2007,0.123,Ex
DEER2019,Any,Hsp,CZ16,2011,0.123,Ex
DEER2019,Any,Hsp,CZ16,2015,0.093,Ex
DEER2019,Any,Hsp,CZ16,2017,0.093,Rec
DEER2023,Any,Hsp,CZ16,2020,0.06,Rec
DEER2023,Any,Hsp,CZ16,2023,0.03,New
DEER2019,Any,Htl,CZ01,1975,0.321,Old
DEER2019,Any,Htl,CZ01,1985,0.298,Old
DEER2019,Any,Htl,CZ01,1996,0.086,Old
DEER2019,Any,Htl,CZ01,2003,0.119,Ex
DEER2019,Any,Htl,CZ01,2007,0.038,Ex
DEER2019,Any,Htl,CZ01,2011,0.038,Ex
DEER2019,Any,Htl,CZ01,2015,0.029,Ex
DEER2019,Any,Htl,CZ01,2017,0.029,Rec
DEER2023,Any,Htl,CZ01,2020,0.02,Rec
DEER2023,Any,Htl,CZ01,2023,0.01,New
DEER2019,Any,Htl,CZ02,1975,1.545,Old
DEER2019,Any,Htl,CZ02,1985,1.332,Old
DEER2019,Any,Htl,CZ02,1996,0.612,Old
DEER2019,Any,Htl,CZ02,2003,0.362,Ex
DEER2019,Any,Htl,CZ02,2007,0.168,Ex
DEER2019,Any,Htl,CZ02,2011,0.168,Ex
DEER2019,Any,Htl,CZ02,2015,0.126,Ex
DEER2019,Any,Htl,CZ02,2017,0.126,Rec
DEER2023,Any,Htl,CZ02,2020,0.084,Rec
DEER2023,Any,Htl,CZ02,2023,0.042,New
DEER2019,Any,Htl,CZ03,1975,11.887,Old
DEER2019,Any,Htl,CZ03,1985,7.67,Old
DEER2019,Any,Htl,CZ03,1996,3.548,Old
DEER2019,Any,Htl,CZ03,2003,1.994,Ex
DEER2019,Any,Htl,CZ03,2007,0.502,Ex
DEER2019,Any,Htl,CZ03,2011,0.502,Ex
DEER2019,Any,Htl,CZ03,2015,0.376,Ex
DEER2019,Any,Htl,CZ03,2017,0.376,Rec
DEER2023,Any,Htl,CZ03,2020,0.25,Rec
DEER2023,Any,Htl,CZ03,2023,0.125,New
DEER2019,Any,Htl,CZ04,1975,3.175,Old
DEER2019,Any,Htl,CZ04,1985,2.811,Old
DEER2019,Any,Htl,CZ04,1996,1.38,Old
DEER2019,Any,Htl,CZ04,2003,0.699,Ex
DEER2019,Any,Htl,CZ04,2007,0.372,Ex
DEER2019,Any,Htl,CZ04,2011,0.372,Ex
DEER2019,Any,Htl,CZ04,2015,0.279,Ex
DEER2019,Any,Htl,CZ04,2017,0.279,Rec
DEER2023,Any,Htl,CZ04,2020,0.186,Rec
DEER2023,Any,Htl,CZ04,2023,0.093,New
DEER2019,Any,Htl,CZ05,1975,1.427,Old
DEER2019,Any,Htl,CZ05,1985,1.308,Old
DEER2019,Any,Htl,CZ05,1996,0.613,Old
DEER2019,Any,Htl,CZ05,2003,0.312,Ex
DEER2019,Any,Htl,CZ05,2007,0.164,Ex
DEER2019,Any,Htl,CZ05,2011,0.164,Ex
DEER2019,Any,Htl,CZ05,2015,0.123,Ex
DEER2019,Any,Htl,CZ05,2017,0.123,Rec
DEER2023,Any,Htl,CZ05,2020,0.082,Rec
DEER2023,Any,Htl,CZ05,2023,0.041,New
DEER2019,Any,Htl,CZ06,1975,13.032,Old
DEER2019,Any,Htl,CZ06,1985,16.783,Old
DEER2019,Any,Htl,CZ06,1996,4.515,Old
DEER2019,Any,Htl,CZ06,2003,2.504,Ex
DEER2019,Any,Htl,CZ06,2007,1.119,Ex
DEER2019,Any,Htl,CZ06,2011,1.119,Ex
DEER2019,Any,Htl,CZ06,2015,0.839,Ex
DEER2019,Any,Htl,CZ06,2017,0.839,Rec
DEER2023,Any,Htl,CZ06,2020,0.56,Rec
DEER2023,Any,Htl,CZ06,2023,0.28,New
DEER2019,Any,Htl,CZ07,1975,3.981,Old
DEER2019,Any,Htl,CZ07,1985,7.554,Old
DEER2019,Any,Htl,CZ07,1996,1.63,Old
DEER2019,Any,Htl,CZ07,2003,2.344,Ex
DEER2019,Any,Htl,CZ07,2007,1.292,Ex
DEER2019,Any,Htl,CZ07,2011,1.292,Ex
DEER2019,Any,Htl,CZ07,2015,0.969,Ex
DEER2019,Any,Htl,CZ07,2017,0.969,Rec
DEER2023,Any,Htl,CZ07,2020,0.646,Rec
DEER2023,Any,Htl,CZ07,2023,0.323,New
DEER2019,Any,Htl,CZ08,1975,9.31,Old
DEER2019,Any,Htl,CZ08,1985,11.38,Old
DEER2019,Any,Htl,CZ08,1996,3.123,Old
DEER2019,Any,Htl,CZ08,2003,1.656,Ex
DEER2019,Any,Htl,CZ08,2007,0.781,Ex
DEER2019,Any,Htl,CZ08,2011,0.781,Ex
DEER2019,Any,Htl,CZ08,2015,0.586,Ex
DEER2019,Any,Htl,CZ08,2017,0.586,Rec
DEER2023,Any,Htl,CZ08,2020,0.39,Rec
DEER2023,Any,Htl,CZ08,2023,0.195,New
DEER2019,Any,Htl,CZ09,1975,10.942,Old
DEER2019,Any,Htl,CZ09,1985,11.953,Old
DEER2019,Any,Htl,CZ09,1996,3.416,Old
DEER2019,Any,Htl,CZ09,2003,1.51,Ex
DEER2019,Any,Htl,CZ09,2007,1.162,Ex
DEER2019,Any,Htl,CZ09,2011,1.162,Ex
DEER2019,Any,Htl,CZ09,2015,0.872,Ex
DEER2019,Any,Htl,CZ09,2017,0.872,Rec
DEER2023,Any,Htl,CZ09,2020,0.58,Rec
DEER2023,Any,Htl,CZ09,2023,0.29,New
DEER2019,Any,Htl,CZ10,1975,1.419,Old
DEER2019,Any,Htl,CZ10,1985,3.739,Old
DEER2019,Any,Htl,CZ10,1996,0.685,Old
DEER2019,Any,Htl,CZ10,2003,1.056,Ex
DEER2019,Any,Htl,CZ10,2007,0.577,Ex
DEER2019,Any,Htl,CZ10,2011,0.577,Ex
DEER2019,Any,Htl,CZ10,2015,0.432,Ex
DEER2019,Any,Htl,CZ10,2017,0.432,Rec
DEER2023,Any,Htl,CZ10,2020,0.29,Rec
DEER2023,Any,Htl,CZ10,2023,0.145,New
DEER2019,Any,Htl,CZ11,1975,1.044,Old
DEER2019,Any,Htl,CZ11,1985,0.65,Old
DEER2019,Any,Htl,CZ11,1996,0.23,Old
DEER2019,Any,Htl,CZ11,2003,0.206,Ex
DEER2019,Any,Htl,CZ11,2007,0.11,Ex
DEER2019,Any,Htl,CZ11,2011,0.11,Ex
DEER2019,Any,Htl,CZ11,2015,0.082,Ex
DEER2019,Any,Htl,CZ11,2017,0.082,Rec
DEER2023,Any,Htl,CZ11,2020,0.054,Rec
DEER2023,Any,Htl,CZ11,2023,0.027,New
DEER2019,Any,Htl,CZ12,1975,3.052,Old
DEER2019,Any,Htl,CZ12,1985,2.133,Old
DEER2019,Any,Htl,CZ12,1996,1.252,Old
DEER2019,Any,Htl,CZ12,2003,0.754,Ex
DEER2019,Any,Htl,CZ12,2007,0.422,Ex
DEER2019,Any,Htl,CZ12,2011,0.422,Ex
DEER2019,Any,Htl,CZ12,2015,0.316,Ex
DEER2019,Any,Htl,CZ12,2017,0.316,Rec
DEER2023,Any,Htl,CZ12,2020,0.21,Rec
DEER2023,Any,Htl,CZ12,2023,0.105,New
DEER2019,Any,Htl,CZ13,1975,2.667,Old
DEER2019,Any,Htl,CZ13,1985,1.861,Old
DEER2019,Any,Htl,CZ13,1996,0.673,Old
DEER2019,Any,Htl,CZ13,2003,0.479,Ex
DEER2019,Any,Htl,CZ13,2007,0.291,Ex
DEER2019,Any,Htl,CZ13,2011,0.291,Ex
DEER2019,Any,Htl,CZ13,2015,0.217,Ex
DEER2019,Any,Htl,CZ13,2017,0.217,Rec
DEER2023,Any,Htl,CZ13,2020,0.148,Rec
DEER2023,Any,Htl,CZ13,2023,0.074,New
DEER2019,Any,Htl,CZ14,1975,0.685,Old
DEER2019,Any,Htl,CZ14,1985,1.427,Old
DEER2019,Any,Htl,CZ14,1996,0.31,Old
DEER2019,Any,Htl,CZ14,2003,0.303,Ex
DEER2019,Any,Htl,CZ14,2007,0.209,Ex
DEER2019,Any,Htl,CZ14,2011,0.209,Ex
DEER2019,Any,Htl,CZ14,2015,0.157,Ex
DEER2019,Any,Htl,CZ14,2017,0.157,Rec
DEER2023,Any,Htl,CZ14,2020,0.104,Rec
DEER2023,Any,Htl,CZ14,2023,0.052,New
DEER2019,Any,Htl,CZ15,1975,2.531,Old
DEER2019,Any,Htl,CZ15,1985,7.475,Old
DEER2019,Any,Htl,CZ15,1996,1.3,Old
DEER2019,Any,Htl,CZ15,2003,2.05,Ex
DEER2019,Any,Htl,CZ15,2007,1.116,Ex
DEER2019,Any,Htl,CZ15,2011,1.116,Ex
DEER2019,Any,Htl,CZ15,2015,0.837,Ex
DEER2019,Any,Htl,CZ15,2017,0.837,Rec
DEER2023,Any,Htl,CZ15,2020,0.556,Rec
DEER2023,Any,Htl,CZ15,2023,0.278,New
DEER2019,Any,Htl,CZ16,1975,1.514,Old
DEER2019,Any,Htl,CZ16,1985,1.965,Old
DEER2019,Any,Htl,CZ16,1996,0.607,Old
DEER2019,Any,Htl,CZ16,2003,0.323,Ex
DEER2019,Any,Htl,CZ16,2007,0.275,Ex
DEER2019,Any,Htl,CZ16,2011,0.275,Ex
DEER2019,Any,Htl,CZ16,2015,0.207,Ex
DEER2019,Any,Htl,CZ16,2017,0.207,Rec
DEER2023,Any,Htl,CZ16,2020,0.138,Rec
DEER2023,Any,Htl,CZ16,2023,0.069,New
DEER2019,Any,MBT,CZ01,1975,0.491,Old
DEER2019,Any,MBT,CZ01,1985,0.233,Old
DEER2019,Any,MBT,CZ01,1996,0.158,Old
DEER2019,Any,MBT,CZ01,2003,0.071,Ex
DEER2019,Any,MBT,CZ01,2007,0.035,Ex
DEER2019,Any,MBT,CZ01,2011,0.035,Ex
DEER2019,Any,MBT,CZ01,2015,0.026,Ex
DEER2019,Any,MBT,CZ01,2017,0.026,Rec
DEER2023,Any,MBT,CZ01,2020,0.018,Rec
DEER2023,Any,MBT,CZ01,2023,0.009,New
DEER2019,Any,MBT,CZ02,1975,5.202,Old
DEER2019,Any,MBT,CZ02,1985,2.346,Old
DEER2019,Any,MBT,CZ02,1996,1.186,Old
DEER2019,Any,MBT,CZ02,2003,0.597,Ex
DEER2019,Any,MBT,CZ02,2007,0.269,Ex
DEER2019,Any,MBT,CZ02,2011,0.269,Ex
DEER2019,Any,MBT,CZ02,2015,0.202,Ex
DEER2019,Any,MBT,CZ02,2017,0.202,Rec
DEER2023,Any,MBT,CZ02,2020,0.134,Rec
DEER2023,Any,MBT,CZ02,2023,0.067,New
DEER2019,Any,MBT,CZ03,1975,29.94,Old
DEER2019,Any,MBT,CZ03,1985,8.93,Old
DEER2019,Any,MBT,CZ03,1996,5.631,Old
DEER2019,Any,MBT,CZ03,2003,3.032,Ex
DEER2019,Any,MBT,CZ03,2007,1.046,Ex
DEER2019,Any,MBT,CZ03,2011,1.046,Ex
DEER2019,Any,MBT,CZ03,2015,0.784,Ex
DEER2019,Any,MBT,CZ03,2017,0.784,Rec
DEER2023,Any,MBT,CZ03,2020,0.522,Rec
DEER2023,Any,MBT,CZ03,2023,0.261,New
DEER2019,Any,MBT,CZ04,1975,13.005,Old
DEER2019,Any,MBT,CZ04,1985,7.296,Old
DEER2019,Any,MBT,CZ04,1996,3.172,Old
DEER2019,Any,MBT,CZ04,2003,1.566,Ex
DEER2019,Any,MBT,CZ04,2007,0.795,Ex
DEER2019,Any,MBT,CZ04,2011,0.795,Ex
DEER2019,Any,MBT,CZ04,2015,0.597,Ex
DEER2019,Any,MBT,CZ04,2017,0.597,Rec
DEER2023,Any,MBT,CZ04,2020,0.398,Rec
DEER2023,Any,MBT,CZ04,2023,0.199,New
DEER2019,Any,MBT,CZ05,1975,1.983,Old
DEER2019,Any,MBT,CZ05,1985,1.102,Old
DEER2019,Any,MBT,CZ05,1996,0.491,Old
DEER2019,Any,MBT,CZ05,2003,0.243,Ex
DEER2019,Any,MBT,CZ05,2007,0.131,Ex
DEER2019,Any,MBT,CZ05,2011,0.131,Ex
DEER2019,Any,MBT,CZ05,2015,0.097,Ex
DEER2019,Any,MBT,CZ05,2017,0.097,Rec
DEER2023,Any,MBT,CZ05,2020,0.064,Rec
DEER2023,Any,MBT,CZ05,2023,0.032,New
DEER2019,Any,MBT,CZ06,1975,38.308,Old
DEER2019,Any,MBT,CZ06,1985,20.363,Old
DEER2019,Any,MBT,CZ06,1996,10.073,Old
DEER2019,Any,MBT,CZ06,2003,4.977,Ex
DEER2019,Any,MBT,CZ06,2007,3.124,Ex
DEER2019,Any,MBT,CZ06,2011,3.124,Ex
DEER2019,Any,MBT,CZ06,2015,2.342,Ex
DEER2019,Any,MBT,CZ06,2017,2.342,Rec
DEER2023,Any,MBT,CZ06,2020,1.562,Rec
DEER2023,Any,MBT,CZ06,2023,0.781,New
DEER2019,Any,MBT,CZ07,1975,3.896,Old
DEER2019,Any,MBT,CZ07,1985,5.952,Old
DEER2019,Any,MBT,CZ07,1996,3.888,Old
DEER2019,Any,MBT,CZ07,2003,1.935,Ex
DEER2019,Any,MBT,CZ07,2007,1.142,Ex
DEER2019,Any,MBT,CZ07,2011,1.142,Ex
DEER2019,Any,MBT,CZ07,2015,0.856,Ex
DEER2019,Any,MBT,CZ07,2017,0.856,Rec
DEER2023,Any,MBT,CZ07,2020,0.572,Rec
DEER2023,Any,MBT,CZ07,2023,0.286,New
DEER2019,Any,MBT,CZ08,1975,56.735,Old
DEER2019,Any,MBT,CZ08,1985,29.819,Old
DEER2019,Any,MBT,CZ08,1996,14.824,Old
DEER2019,Any,MBT,CZ08,2003,7.329,Ex
DEER2019,Any,MBT,CZ08,2007,4.568,Ex
DEER2019,Any,MBT,CZ08,2011,4.568,Ex
DEER2019,Any,MBT,CZ08,2015,3.426,Ex
DEER2019,Any,MBT,CZ08,2017,3.426,Rec
DEER2023,Any,MBT,CZ08,2020,2.284,Rec
DEER2023,Any,MBT,CZ08,2023,1.142,New
DEER2019,Any,MBT,CZ09,1975,38.377,Old
DEER2019,Any,MBT,CZ09,1985,18.807,Old
DEER2019,Any,MBT,CZ09,1996,10.565,Old
DEER2019,Any,MBT,CZ09,2003,5.205,Ex
