TabularDataIndex,Value,ReportName,ReportForString,TableName,RowName,ColumnName,Units,File Name
189,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Heating,District Cooling,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
205,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Heating,District Heating,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
30,86578.6,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Cooling,Electricity,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
46,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Cooling,Natural Gas,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
62,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Cooling,Gasoline,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
78,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Cooling,Diesel,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
94,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Cooling,Coal,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
110,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Cooling,Fuel Oil No 1,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
126,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Cooling,Fuel Oil No 2,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
142,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Cooling,Propane,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
158,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Cooling,Other Fuel 1,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
174,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Cooling,Other Fuel 2,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
190,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Cooling,District Cooling,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
206,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Cooling,District Heating,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
31,197273.03,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Interior Lighting,Electricity,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
47,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Interior Lighting,Natural Gas,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
63,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Interior Lighting,Gasoline,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
79,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Interior Lighting,Diesel,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
95,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Interior Lighting,Coal,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
111,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Interior Lighting,Fuel Oil No 1,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
127,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Interior Lighting,Fuel Oil No 2,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
143,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Interior Lighting,Propane,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
159,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Interior Lighting,Other Fuel 1,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
175,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Interior Lighting,Other Fuel 2,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
191,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Interior Lighting,District Cooling,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
207,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Interior Lighting,District Heating,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
32,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Exterior Lighting,Electricity,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
48,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Exterior Lighting,Natural Gas,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
64,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Exterior Lighting,Gasoline,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
80,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Exterior Lighting,Diesel,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
96,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Exterior Lighting,Coal,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
112,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Exterior Lighting,Fuel Oil No 1,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
128,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Exterior Lighting,Fuel Oil No 2,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
144,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Exterior Lighting,Propane,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
160,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Exterior Lighting,Other Fuel 1,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
176,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Exterior Lighting,Other Fuel 2,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
192,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Exterior Lighting,District Cooling,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
208,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Exterior Lighting,District Heating,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
33,258328.15,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Interior Equipment,Electricity,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
49,64094.3,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Interior Equipment,Natural Gas,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
65,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Interior Equipment,Gasoline,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
81,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Interior Equipment,Diesel,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
97,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Interior Equipment,Coal,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
113,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Interior Equipment,Fuel Oil No 1,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
129,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Interior Equipment,Fuel Oil No 2,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
145,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Interior Equipment,Propane,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
161,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Interior Equipment,Other Fuel 1,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
177,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Interior Equipment,Other Fuel 2,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
193,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Interior Equipment,District Cooling,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
209,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Interior Equipment,District Heating,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
34,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Exterior Equipment,Electricity,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
50,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Exterior Equipment,Natural Gas,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
66,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Exterior Equipment,Gasoline,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
82,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Exterior Equipment,Diesel,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
98,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Exterior Equipment,Coal,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
114,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Exterior Equipment,Fuel Oil No 1,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
130,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Exterior Equipment,Fuel Oil No 2,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
146,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Exterior Equipment,Propane,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
162,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Exterior Equipment,Other Fuel 1,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
178,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Exterior Equipment,Other Fuel 2,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
194,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Exterior Equipment,District Cooling,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
210,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Exterior Equipment,District Heating,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
35,489283.57,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Fans,Electricity,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
51,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Fans,Natural Gas,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
67,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Fans,Gasoline,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
83,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Fans,Diesel,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
99,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Fans,Coal,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
115,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Fans,Fuel Oil No 1,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
131,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Fans,Fuel Oil No 2,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
147,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Fans,Propane,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
163,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Fans,Other Fuel 1,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
179,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Fans,Other Fuel 2,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
195,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Fans,District Cooling,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
211,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Fans,District Heating,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
36,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Pumps,Electricity,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
52,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Pumps,Natural Gas,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
68,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Pumps,Gasoline,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
84,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Pumps,Diesel,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
100,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Pumps,Coal,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
116,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Pumps,Fuel Oil No 1,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
132,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Pumps,Fuel Oil No 2,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
148,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Pumps,Propane,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
164,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Pumps,Other Fuel 1,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
180,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Pumps,Other Fuel 2,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
196,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Pumps,District Cooling,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
212,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Pumps,District Heating,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
37,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Heat Rejection,Electricity,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
53,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Heat Rejection,Natural Gas,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
69,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Heat Rejection,Gasoline,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
85,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Heat Rejection,Diesel,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
101,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Heat Rejection,Coal,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
117,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Heat Rejection,Fuel Oil No 1,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
133,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Heat Rejection,Fuel Oil No 2,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
149,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Heat Rejection,Propane,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
165,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Heat Rejection,Other Fuel 1,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
181,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Heat Rejection,Other Fuel 2,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
197,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Heat Rejection,District Cooling,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
213,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Heat Rejection,District Heating,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
38,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Humidification,Electricity,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
54,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Humidification,Natural Gas,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
70,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Humidification,Gasoline,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
86,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Humidification,Diesel,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
102,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Humidification,Coal,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
118,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Humidification,Fuel Oil No 1,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
134,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Humidification,Fuel Oil No 2,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
150,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Humidification,Propane,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
166,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Humidification,Other Fuel 1,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
182,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Humidification,Other Fuel 2,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
198,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Humidification,District Cooling,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
214,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Humidification,District Heating,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
39,0.0,AnnualBuildingUtilityPerformanceSummary,Entire Facility,End Uses,Heat Recovery,Electricity,kWh,CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql
