File Name,Net Site EUI (kWh/m2),Net Site Energy (kWh),Net Source EUI (kWh/m2),Net Source Energy (kWh)
CZ05/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,504706.69,4617.31,27594.03,63471.11,0.0,124743.49,0.0,204551.02,0.0,0.0,0.0,0.0,79729.73,0.0,0.0,0.0,27594.03,4617.31,0.0,82070.96,42672.53
CZ05/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,456446.82,7352.9,27227.93,63471.11,0.0,124743.49,0.0,153931.56,0.0,0.0,0.0,0.0,79719.84,0.0,0.0,0.0,27227.93,7352.9,0.0,82070.96,42672.53
CZ05/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP/instance-out.sql,12590.81,91.7,234.57,2170.58,0.0,2139.72,0.0,4536.83,0.0,0.0,0.0,0.0,3417.4,0.0,0.0,91.7,234.57,0.0,0.0,2139.72,0.0
CZ05/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP-NoOccSens/instance-out.sql,14912.77,199.08,524.11,2170.58,0.0,2139.72,0.0,6461.92,0.0,0.0,0.0,0.0,3417.35,0.0,0.0,199.08,524.11,0.0,0.0,2139.72,0.0
CZ05/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,1282915.04,50447.31,55359.57,197273.03,0.0,322422.45,0.0,425659.39,0.0,0.0,0.0,0.0,231753.3,0.0,0.0,0.0,55359.57,50447.31,0.0,258328.15,64094.3
CZ05/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,1337181.2,55627.04,63818.71,197273.03,0.0,322422.45,0.0,466305.9,0.0,0.0,0.0,0.0,231734.08,0.0,0.0,0.0,63818.71,55627.04,0.0,258328.15,64094.3
CZ06/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,538978.99,758.86,41390.01,63471.11,0.0,124743.49,0.0,235175.31,0.0,0.0,0.0,0.0,73440.21,0.0,0.0,0.0,41390.01,758.86,0.0,82070.96,42672.53
CZ06/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,463927.61,1014.0,39249.35,63471.11,0.0,124743.49,0.0,162030.45,0.0,0.0,0.0,0.0,73419.21,0.0,0.0,0.0,39249.35,1014.0,0.0,82070.96,42672.53
CZ06/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP/instance-out.sql,13110.310000000001,10.84,609.61,2170.58,0.0,2139.72,0.0,4985.0,0.0,0.0,0.0,0.0,3194.55,0.0,0.0,10.84,609.61,0.0,0.0,2139.72,0.0
CZ06/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP-NoOccSens/instance-out.sql,15092.36,29.96,953.68,2170.58,0.0,2139.72,0.0,6603.91,0.0,0.0,0.0,0.0,3194.5,0.0,0.0,29.96,953.68,0.0,0.0,2139.72,0.0
CZ06/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,1248861.31,11203.87,79706.22,197273.03,0.0,322422.45,0.0,424768.68,0.0,0.0,0.0,0.0,213487.07,0.0,0.0,0.0,79706.22,11203.87,0.0,258328.15,64094.3
CZ06/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,1287335.2,11861.65,90803.86,197273.03,0.0,322422.45,0.0,451514.8,0.0,0.0,0.0,0.0,213459.41,0.0,0.0,0.0,90803.86,11861.65,0.0,258328.15,64094.3
CZ07/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,547040.02,805.65,51341.85,63471.11,0.0,124743.49,0.0,234211.97,0.0,0.0,0.0,0.0,72465.94,0.0,0.0,0.0,51341.85,805.65,0.0,82070.96,42672.53
CZ07/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,468966.20999999996,1056.44,46874.43,63471.11,0.0,124743.49,0.0,160376.5,0.0,0.0,0.0,0.0,72444.25,0.0,0.0,0.0,46874.43,1056.44,0.0,82070.96,42672.53
CZ07/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP/instance-out.sql,13345.17,9.42,860.5,2170.58,0.0,2139.72,0.0,5005.04,0.0,0.0,0.0,0.0,3159.9,0.0,0.0,9.42,860.5,0.0,0.0,2139.72,0.0
CZ07/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP-NoOccSens/instance-out.sql,15337.3,29.28,1306.26,2170.58,0.0,2139.72,0.0,6531.63,0.0,0.0,0.0,0.0,3159.83,0.0,0.0,29.28,1306.26,0.0,0.0,2139.72,0.0
CZ07/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,1254972.78,11134.31,93195.65,197273.03,0.0,322422.45,0.0,420160.43,0.0,0.0,0.0,0.0,210786.93,0.0,0.0,0.0,93195.65,11134.31,0.0,258328.15,64094.3
CZ07/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,1294161.08,11882.26,105906.36,197273.03,0.0,322422.45,0.0,445923.89,0.0,0.0,0.0,0.0,210753.1,0.0,0.0,0.0,105906.36,11882.26,0.0,258328.15,64094.3
CZ08/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,562862.8400000001,1272.2,56131.76,63471.11,0.0,124743.49,0.0,244917.95,0.0,0.0,0.0,0.0,72326.33,0.0,0.0,0.0,56131.76,1272.2,0.0,82070.96,42672.53
CZ08/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,484113.51,1809.26,53306.87,63471.11,0.0,124743.49,0.0,168480.51,0.0,0.0,0.0,0.0,72302.27,0.0,0.0,0.0,53306.87,1809.26,0.0,82070.96,42672.53
CZ08/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP/instance-out.sql,14226.1,15.35,1128.02,2170.58,0.0,2139.72,0.0,5617.62,0.0,0.0,0.0,0.0,3154.81,0.0,0.0,15.35,1128.02,0.0,0.0,2139.72,0.0
CZ08/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP-NoOccSens/instance-out.sql,16357.710000000001,45.05,1632.81,2170.58,0.0,2139.72,0.0,7214.79,0.0,0.0,0.0,0.0,3154.76,0.0,0.0,45.05,1632.81,0.0,0.0,2139.72,0.0
CZ08/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,1299467.67,15552.22,122050.82,197273.03,0.0,322422.45,0.0,431757.82,0.0,0.0,0.0,0.0,210411.34,0.0,0.0,0.0,122050.82,15552.22,0.0,258328.15,64094.3
CZ08/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,1343634.1400000001,16790.72,137979.19,197273.03,0.0,322422.45,0.0,458784.73,0.0,0.0,0.0,0.0,210384.03,0.0,0.0,0.0,137979.19,16790.72,0.0,258328.15,64094.3
CZ09/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,585246.47,834.51,65256.85,63471.11,0.0,124743.49,0.0,259609.15,0.0,0.0,0.0,0.0,71331.36,0.0,0.0,0.0,65256.85,834.51,0.0,82070.96,42672.53
CZ09/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,500124.47,1142.02,61928.25,63471.11,0.0,124743.49,0.0,177523.05,0.0,0.0,0.0,0.0,71316.55,0.0,0.0,0.0,61928.25,1142.02,0.0,82070.96,42672.53
CZ09/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP/instance-out.sql,15429.71,9.43,1460.08,2170.58,0.0,2139.72,0.0,6530.34,0.0,0.0,0.0,0.0,3119.55,0.0,0.0,9.43,1460.08,0.0,0.0,2139.72,0.0
CZ09/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP-NoOccSens/instance-out.sql,17211.98,26.97,2028.28,2170.58,0.0,2139.72,0.0,7726.95,0.0,0.0,0.0,0.0,3119.48,0.0,0.0,26.97,2028.28,0.0,0.0,2139.72,0.0
CZ09/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,1339592.23,11457.43,144196.41,197273.03,0.0,322422.45,0.0,456722.31,0.0,0.0,0.0,0.0,207520.6,0.0,0.0,0.0,144196.41,11457.43,0.0,258328.15,64094.3
CZ09/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,1381322.12,12246.07,162769.81,197273.03,0.0,322422.45,0.0,479133.34,0.0,0.0,0.0,0.0,207477.43,0.0,0.0,0.0,162769.81,12246.07,0.0,258328.15,64094.3
CZ10/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,593147.79,3238.3,79296.5,63471.11,0.0,124743.49,0.0,251888.67,0.0,0.0,0.0,0.0,70509.73,0.0,0.0,0.0,79296.5,3238.3,0.0,82070.96,42672.53
CZ10/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,513277.55,5338.16,75371.17,63471.11,0.0,124743.49,0.0,173853.77,0.0,0.0,0.0,0.0,70499.84,0.0,0.0,0.0,75371.17,5338.16,0.0,82070.96,42672.53
CZ10/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP/instance-out.sql,15717.130000000001,52.17,1965.45,2170.58,0.0,2139.72,0.0,6298.86,0.0,0.0,0.0,0.0,3090.34,0.0,0.0,52.17,1965.45,0.0,0.0,2139.72,0.0
CZ10/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP-NoOccSens/instance-out.sql,17998.64,128.09,2674.1,2170.58,0.0,2139.72,0.0,7795.89,0.0,0.0,0.0,0.0,3090.25,0.0,0.0,128.09,2674.1,0.0,0.0,2139.72,0.0
CZ10/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,1412857.3699999999,30577.33,201539.61,197273.03,0.0,322422.45,0.0,455321.85,0.0,0.0,0.0,0.0,205723.1,0.0,0.0,0.0,201539.61,30577.33,0.0,258328.15,64094.3
CZ10/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,1469611.62,34139.25,223288.15,197273.03,0.0,322422.45,0.0,486810.48,0.0,0.0,0.0,0.0,205678.26,0.0,0.0,0.0,223288.15,34139.25,0.0,258328.15,64094.3
CZ11/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,534159.86,11621.98,77580.52,63471.11,0.0,124743.49,0.0,184761.83,0.0,0.0,0.0,0.0,71980.93,0.0,0.0,0.0,77580.52,11621.98,0.0,82070.96,42672.53
CZ11/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,550746.8999999999,14685.92,84114.72,63471.11,0.0,124743.49,0.0,191762.43,0.0,0.0,0.0,0.0,71969.23,0.0,0.0,0.0,84114.72,14685.92,0.0,82070.96,42672.53
CZ11/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP/instance-out.sql,25120.17,71.9,3274.33,2170.58,0.0,2139.72,0.0,14321.73,0.0,0.0,0.0,0.0,3141.91,0.0,0.0,71.9,3274.33,0.0,0.0,2139.72,0.0
CZ11/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP-NoOccSens/instance-out.sql,20664.64,337.6,3288.97,2170.58,0.0,2139.72,0.0,9585.9,0.0,0.0,0.0,0.0,3141.86,0.0,0.0,337.6,3288.97,0.0,0.0,2139.72,0.0
CZ11/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,1655531.56,69698.92,231352.28,197273.03,0.0,322422.45,0.0,624430.71,0.0,0.0,0.0,0.0,210354.18,0.0,0.0,0.0,231352.28,69698.92,0.0,258328.15,64094.3
CZ11/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,1561899.1300000001,80661.01,237761.7,197273.03,0.0,322422.45,0.0,513462.98,0.0,0.0,0.0,0.0,210317.97,0.0,0.0,0.0,237761.7,80661.01,0.0,258328.15,64094.3
CZ12/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,505293.63,10087.87,62570.61,63471.11,0.0,124743.49,0.0,170266.38,0.0,0.0,0.0,0.0,74154.17,0.0,0.0,0.0,62570.61,10087.87,0.0,82070.96,42672.53
CZ12/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,519076.37,13433.71,68139.16,63471.11,0.0,124743.49,0.0,175148.85,0.0,0.0,0.0,0.0,74140.06,0.0,0.0,0.0,68139.16,13433.71,0.0,82070.96,42672.53
CZ12/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP/instance-out.sql,22589.7,62.7,2310.22,2170.58,0.0,2139.72,0.0,12687.4,0.0,0.0,0.0,0.0,3219.07,0.0,0.0,62.7,2310.22,0.0,0.0,2139.72,0.0
CZ12/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP-NoOccSens/instance-out.sql,18689.89,309.2,2438.86,2170.58,0.0,2139.72,0.0,8412.5,0.0,0.0,0.0,0.0,3219.03,0.0,0.0,309.2,2438.86,0.0,0.0,2139.72,0.0
CZ12/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,1568742.3,69502.81,180024.01,197273.03,0.0,322422.45,0.0,583213.17,0.0,0.0,0.0,0.0,216306.83,0.0,0.0,0.0,180024.01,69502.81,0.0,258328.15,64094.3
CZ12/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,1484986.47,80834.5,189363.88,197273.03,0.0,322422.45,0.0,478815.73,0.0,0.0,0.0,0.0,216276.88,0.0,0.0,0.0,189363.88,80834.5,0.0,258328.15,64094.3
CZ13/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,537927.8,7213.37,85510.94,63471.11,0.0,124743.49,0.0,187123.94,0.0,0.0,0.0,0.0,69864.95,0.0,0.0,0.0,85510.94,7213.37,0.0,82070.96,42672.53
CZ13/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,552453.14,9501.23,92201.85,63471.11,0.0,124743.49,0.0,192674.63,0.0,0.0,0.0,0.0,69860.83,0.0,0.0,0.0,92201.85,9501.23,0.0,82070.96,42672.53
CZ13/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP/instance-out.sql,25619.35,39.37,3655.18,2170.58,0.0,2139.72,0.0,14547.67,0.0,0.0,0.0,0.0,3066.82,0.0,0.0,39.37,3655.18,0.0,0.0,2139.72,0.0
CZ13/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP-NoOccSens/instance-out.sql,20881.370000000003,205.63,3661.25,2170.58,0.0,2139.72,0.0,9637.43,0.0,0.0,0.0,0.0,3066.76,0.0,0.0,205.63,3661.25,0.0,0.0,2139.72,0.0
CZ13/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,1640212.47,52435.58,251360.57,197273.03,0.0,322422.45,0.0,612480.79,0.0,0.0,0.0,0.0,204240.06,0.0,0.0,0.0,251360.57,52435.58,0.0,258328.15,64094.3
CZ13/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,1537702.46,60158.87,258500.29,197273.03,0.0,322422.45,0.0,495141.18,0.0,0.0,0.0,0.0,204206.63,0.0,0.0,0.0,258500.29,60158.87,0.0,258328.15,64094.3
CZ14/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,571254.91,3444.85,110663.16,63471.11,0.0,124743.49,0.0,202800.34,0.0,0.0,0.0,0.0,66131.96,0.0,0.0,0.0,110663.16,3444.85,0.0,82070.96,42672.53
CZ14/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,586409.32,4898.32,117448.84,63471.11,0.0,124743.49,0.0,209733.0,0.0,0.0,0.0,0.0,66114.56,0.0,0.0,0.0,117448.84,4898.32,0.0,82070.96,42672.53
CZ14/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP/instance-out.sql,28206.37,28.1,5083.62,2170.58,0.0,2139.72,0.0,15850.02,0.0,0.0,0.0,0.0,2934.32,0.0,0.0,28.1,5083.62,0.0,0.0,2139.72,0.0
CZ14/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP-NoOccSens/instance-out.sql,22996.949999999997,128.07,4926.86,2170.58,0.0,2139.72,0.0,10697.43,0.0,0.0,0.0,0.0,2934.28,0.0,0.0,128.07,4926.86,0.0,0.0,2139.72,0.0
CZ14/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,1708882.83,31156.16,327799.23,197273.03,0.0,322422.45,0.0,636544.8,0.0,0.0,0.0,0.0,193687.16,0.0,0.0,0.0,327799.23,31156.16,0.0,258328.15,64094.3
CZ14/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,1591656.8199999998,35495.95,331078.95,197273.03,0.0,322422.45,0.0,511732.58,0.0,0.0,0.0,0.0,193653.85,0.0,0.0,0.0,331078.95,35495.95,0.0,258328.15,64094.3
CZ15/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,596183.5499999999,1059.84,144281.85,63471.11,0.0,124743.49,0.0,203906.93,0.0,0.0,0.0,0.0,58720.32,0.0,0.0,0.0,144281.85,1059.84,0.0,82070.96,42672.53
CZ15/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,608401.89,1523.05,153679.78,63471.11,0.0,124743.49,0.0,206287.53,0.0,0.0,0.0,0.0,58696.93,0.0,0.0,0.0,153679.78,1523.05,0.0,82070.96,42672.53
CZ15/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP/instance-out.sql,29166.170000000002,4.57,6589.77,2170.58,0.0,2139.72,0.0,15590.21,0.0,0.0,0.0,0.0,2671.31,0.0,0.0,4.57,6589.77,0.0,0.0,2139.72,0.0
CZ15/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP-NoOccSens/instance-out.sql,24099.73,32.72,6582.25,2170.58,0.0,2139.72,0.0,10503.08,0.0,0.0,0.0,0.0,2671.39,0.0,0.0,32.72,6582.25,0.0,0.0,2139.72,0.0
CZ15/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,1739613.6,10110.59,444396.41,197273.03,0.0,322422.45,0.0,593426.49,0.0,0.0,0.0,0.0,171984.64,0.0,0.0,0.0,444396.41,10110.59,0.0,258328.15,64094.3
CZ15/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,1620001.3599999999,11272.35,452788.85,197273.03,0.0,322422.45,0.0,464297.13,0.0,0.0,0.0,0.0,171947.55,0.0,0.0,0.0,452788.85,11272.35,0.0,258328.15,64094.3
CZ16/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,551824.97,15944.14,71098.82,63471.11,0.0,124743.49,0.0,198310.7,0.0,0.0,0.0,0.0,78256.71,0.0,0.0,0.0,71098.82,15944.14,0.0,82070.96,42672.53
CZ16/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,570439.33,21482.48,76656.48,63471.11,0.0,124743.49,0.0,205842.43,0.0,0.0,0.0,0.0,78243.34,0.0,0.0,0.0,76656.48,21482.48,0.0,82070.96,42672.53
CZ16/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP/instance-out.sql,26055.75,197.12,2865.53,2170.58,0.0,2139.72,0.0,15318.48,0.0,0.0,0.0,0.0,3364.31,0.0,0.0,197.12,2865.53,0.0,0.0,2139.72,0.0
CZ16/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP-NoOccSens/instance-out.sql,21506.760000000002,650.01,2832.81,2170.58,0.0,2139.72,0.0,10349.37,0.0,0.0,0.0,0.0,3364.26,0.0,0.0,650.01,2832.81,0.0,0.0,2139.72,0.0
CZ16/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,1705422.42,98524.66,205428.81,197273.03,0.0,322422.45,0.0,653172.74,0.0,0.0,0.0,0.0,228600.73,0.0,0.0,0.0,205428.81,98524.66,0.0,258328.15,64094.3
CZ16/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,1612375.25,116734.4,210315.06,197273.03,0.0,322422.45,0.0,537052.61,0.0,0.0,0.0,0.0,228577.7,0.0,0.0,0.0,210315.06,116734.4,0.0,258328.15,64094.3

File Name,Electricity (kWh),Natural Gas (kWh)
CZ01/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,329661.58,146189.12
CZ01/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,298266.88,157314.98
CZ01/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP/instance-out.sql,8625.93,3679.96
CZ01/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP-NoOccSens/instance-out.sql,10903.41,3679.89
CZ01/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,858412.11,452912.76
CZ01/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,903282.67,465700.59
CZ02/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,393947.24,131595.19
CZ02/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,341024.59,138010.69
CZ02/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP/instance-out.sql,12719.62,3425.01
CZ02/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP-NoOccSens/instance-out.sql,12805.51,3424.98
CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,997352.42,379445.9
CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,1031463.35,389777.26
CZ03/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,370867.11,127115.82
CZ03/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,322329.53,130128.15
CZ03/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP/instance-out.sql,9218.06,3417.17
CZ03/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP-NoOccSens/instance-out.sql,11443.84,3417.12
CZ03/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,936006.16,347462.43
CZ03/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,982682.43,351962.03
CZ04/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,413553.72,123639.03
CZ04/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,349794.9,126064.46
CZ04/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP/instance-out.sql,10505.62,3316.64
CZ04/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP-NoOccSens/instance-out.sql,12769.05,3316.57
CZ04/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,997743.54,333310.07
CZ04/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,1046872.42,337377.17
CZ05/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,377687.12,127019.57
CZ05/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,326701.55,129745.27
CZ05/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP/instance-out.sql,9173.41,3417.4
CZ05/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP-NoOccSens/instance-out.sql,11495.42,3417.35
CZ05/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,936620.13,346294.91
CZ05/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,985725.79,351455.41
CZ06/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,422107.39,116871.6
