dhw_stpt_sch
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
43
64
64
64
64
64
64
64
64
64
56
56
56
56
56
56
56
56
56
56
56
56
56
56
