Building Type,Measure,System Type,Run Type,Climate Zone,Average Temperature,Average Electric Energy
Asm,M2,cDXGF,Base,CZ01,16.715000000000003,487213239.41724914
Asm,M2,cDXGF,Base,CZ02,25.97041666666667,545504928.5215206
Asm,M2,cDXGF,Base,CZ03,24.965,523729294.4699356
Asm,M2,cDXGF,Base,CZ04,32.625416666666666,591476837.9479539
Asm,M2,cDXGF,Base,CZ05,22.50375,519329552.7992736
Asm,M2,cDXGF,Base,CZ06,25.29583333333333,533277853.8997341
Asm,M2,cDXGF,Base,CZ07,25.2725,548069144.3897256
Asm,M2,cDXGF,Base,CZ08,32.28541666666666,589351358.6299739
Asm,M2,cDXGF,Base,CZ09,35.456250000000004,616119279.5045475
Asm,M2,cDXGF,Base,CZ10,35.55666666666667,605841012.8261243
Asm,M2,cDXGF,Base,CZ11,36.25708333333334,641813941.0145363
Asm,M2,cDXGF,Base,CZ12,33.139583333333334,590867391.9708517
Asm,M2,cDXGF,Base,CZ13,37.3975,652515552.1846917
Asm,M2,cDXGF,Base,CZ14,33.69791666666667,631279456.1960105
Asm,M2,cDXGF,Base,CZ15,42.32083333333334,677580214.9840183
Asm,M2,cDXGF,Base,CZ16,25.15416666666667,597681997.6182725
Asm,M2,cDXGF,Measure,CZ01,16.715000000000003,480958803.43239856
Asm,M2,cDXGF,Measure,CZ02,25.97041666666667,541926241.981252
Asm,M2,cDXGF,Measure,CZ03,24.965,518910977.6338928
Asm,M2,cDXGF,Measure,CZ04,32.625416666666666,588959933.2895625
Asm,M2,cDXGF,Measure,CZ05,22.50375,513503787.3501537
Asm,M2,cDXGF,Measure,CZ06,25.29583333333333,529515381.5673262
Asm,M2,cDXGF,Measure,CZ07,25.2725,545462417.5741037
Asm,M2,cDXGF,Measure,CZ08,32.28541666666666,586298839.9305017
Asm,M2,cDXGF,Measure,CZ09,35.456250000000004,613050450.0911834
Asm,M2,cDXGF,Measure,CZ10,35.55666666666667,602700932.5920268
Asm,M2,cDXGF,Measure,CZ11,36.25708333333334,641458900.3772547
Asm,M2,cDXGF,Measure,CZ12,33.139583333333334,589109016.9886417
Asm,M2,cDXGF,Measure,CZ13,37.3975,652280459.4500605
Asm,M2,cDXGF,Measure,CZ14,33.69791666666667,630607828.6022077
Asm,M2,cDXGF,Measure,CZ15,42.32083333333334,677824915.2365975
Asm,M2,cDXGF,Measure,CZ16,25.15416666666667,596114197.5326738
Asm,M2,cDXHP,Base,CZ01,16.715000000000003,489495101.1418939
Asm,M2,cDXHP,Base,CZ02,25.97041666666667,546110061.3006693
Asm,M2,cDXHP,Base,CZ03,24.965,524498590.7196243
Asm,M2,cDXHP,Base,CZ04,32.625416666666666,591835478.8044796
Asm,M2,cDXHP,Base,CZ05,22.50375,520245273.9006523
Asm,M2,cDXHP,Base,CZ06,25.29583333333333,534086908.2641101
Asm,M2,cDXHP,Base,CZ07,25.2725,548202340.9918486
Asm,M2,cDXHP,Base,CZ08,32.28541666666666,589955929.1727979
Asm,M2,cDXHP,Base,CZ09,35.456250000000004,616482127.0344412
Asm,M2,cDXHP,Base,CZ10,35.55666666666667,605872735.8791595
Asm,M2,cDXHP,Base,CZ11,36.25708333333334,641914656.004878
Asm,M2,cDXHP,Base,CZ12,33.139583333333334,591278405.1811393
Asm,M2,cDXHP,Base,CZ13,37.3975,652702671.3249681
Asm,M2,cDXHP,Base,CZ14,33.69791666666667,631411103.5161796
Asm,M2,cDXHP,Base,CZ15,42.32083333333334,677580214.9840221
Asm,M2,cDXHP,Base,CZ16,25.15416666666667,600037345.6756004
Asm,M2,cDXHP,Measure,CZ01,16.715000000000003,482902899.7624584
Asm,M2,cDXHP,Measure,CZ02,25.97041666666667,542480408.015552
Asm,M2,cDXHP,Measure,CZ03,24.965,519529353.19464254
Asm,M2,cDXHP,Measure,CZ04,32.625416666666666,589297799.7412033
Asm,M2,cDXHP,Measure,CZ05,22.50375,514247995.5222848
Asm,M2,cDXHP,Measure,CZ06,25.29583333333333,530213892.4246712
Asm,M2,cDXHP,Measure,CZ07,25.2725,545540222.2422884
Asm,M2,cDXHP,Measure,CZ08,32.28541666666666,586885766.142272
Asm,M2,cDXHP,Measure,CZ09,35.456250000000004,613396563.3337021
Asm,M2,cDXHP,Measure,CZ10,35.55666666666667,602730667.975659
Asm,M2,cDXHP,Measure,CZ11,36.25708333333334,641558377.1835588
Asm,M2,cDXHP,Measure,CZ12,33.139583333333334,589503763.7349665
Asm,M2,cDXHP,Measure,CZ13,37.3975,652465804.1642326
Asm,M2,cDXHP,Measure,CZ14,33.69791666666667,630732650.6220982
Asm,M2,cDXHP,Measure,CZ15,42.32083333333334,677824915.2365978
Asm,M2,cDXHP,Measure,CZ16,25.15416666666667,598400732.3693137
Asm,M2,cPTAC,Base,CZ01,16.715000000000003,487213239.4172469
Asm,M2,cPTAC,Base,CZ02,25.97041666666667,545504928.5215151
Asm,M2,cPTAC,Base,CZ03,24.965,523729294.4699354
Asm,M2,cPTAC,Base,CZ04,32.625416666666666,591476837.9479518
Asm,M2,cPTAC,Base,CZ05,22.50375,519329552.7992715
Asm,M2,cPTAC,Base,CZ06,25.29583333333333,533277853.8997227
Asm,M2,cPTAC,Base,CZ07,25.2725,548069144.3897309
Asm,M2,cPTAC,Base,CZ08,32.28541666666666,589351358.6299739
Asm,M2,cPTAC,Base,CZ09,35.456250000000004,616119279.5045414
Asm,M2,cPTAC,Base,CZ10,35.55666666666667,605841012.8261214
Asm,M2,cPTAC,Base,CZ11,36.25708333333334,641813941.0145388
Asm,M2,cPTAC,Base,CZ12,33.139583333333334,590867391.9708451
Asm,M2,cPTAC,Base,CZ13,37.3975,652515552.1846933
Asm,M2,cPTAC,Base,CZ14,33.69791666666667,631279456.1960113
Asm,M2,cPTAC,Base,CZ15,42.32083333333334,677580214.9840221
Asm,M2,cPTAC,Base,CZ16,25.15416666666667,597681997.6182742
Asm,M2,cPTAC,Measure,CZ01,16.715000000000003,480958803.4323882
Asm,M2,cPTAC,Measure,CZ02,25.97041666666667,541926241.981252
Asm,M2,cPTAC,Measure,CZ03,24.965,518910977.6338908
Asm,M2,cPTAC,Measure,CZ04,32.625416666666666,588959933.289563
Asm,M2,cPTAC,Measure,CZ05,22.50375,513503787.35015583
Asm,M2,cPTAC,Measure,CZ06,25.29583333333333,529515381.5673286
Asm,M2,cPTAC,Measure,CZ07,25.2725,545462417.5741
Asm,M2,cPTAC,Measure,CZ08,32.28541666666666,586298839.9305102
Asm,M2,cPTAC,Measure,CZ09,35.456250000000004,613050450.0911839
Asm,M2,cPTAC,Measure,CZ10,35.55666666666667,602700932.5921443
Asm,M2,cPTAC,Measure,CZ11,36.25708333333334,641458900.3772689
Asm,M2,cPTAC,Measure,CZ12,33.139583333333334,589109016.9887153
Asm,M2,cPTAC,Measure,CZ13,37.3975,652280459.4500632
Asm,M2,cPTAC,Measure,CZ14,33.69791666666667,630607828.6022099
Asm,M2,cPTAC,Measure,CZ15,42.32083333333334,677824915.2365904
Asm,M2,cPTAC,Measure,CZ16,25.15416666666667,596114197.532665
Asm,M2,cPVVG,Base,CZ01,16.715000000000003,446699800.4396604
Asm,M2,cPVVG,Base,CZ02,25.97041666666667,490770158.12819946
Asm,M2,cPVVG,Base,CZ03,24.965,478854951.6863074
Asm,M2,cPVVG,Base,CZ04,32.625416666666666,527286984.99244887
Asm,M2,cPVVG,Base,CZ05,22.50375,468655237.0985956
Asm,M2,cPVVG,Base,CZ06,25.29583333333333,483078652.4605372
Asm,M2,cPVVG,Base,CZ07,25.2725,495524368.9855283
Asm,M2,cPVVG,Base,CZ08,32.28541666666666,533598783.2356264
Asm,M2,cPVVG,Base,CZ09,35.456250000000004,553917284.3566726
Asm,M2,cPVVG,Base,CZ10,35.55666666666667,543500142.1371027
Asm,M2,cPVVG,Base,CZ11,36.25708333333334,582094617.3606831
Asm,M2,cPVVG,Base,CZ12,33.139583333333334,534718825.86858416
Asm,M2,cPVVG,Base,CZ13,37.3975,594952823.588898
Asm,M2,cPVVG,Base,CZ14,33.69791666666667,563008651.4511125
Asm,M2,cPVVG,Base,CZ15,42.32083333333334,616852441.8558879
Asm,M2,cPVVG,Base,CZ16,25.15416666666667,536065635.1995904
Asm,M2,cPVVG,Measure,CZ01,16.715000000000003,441360106.0494517
Asm,M2,cPVVG,Measure,CZ02,25.97041666666667,487336826.6408112
Asm,M2,cPVVG,Measure,CZ03,24.965,474001112.6134128
Asm,M2,cPVVG,Measure,CZ04,32.625416666666666,524792631.25555307
Asm,M2,cPVVG,Measure,CZ05,22.50375,463474974.238036
Asm,M2,cPVVG,Measure,CZ06,25.29583333333333,479214058.17552274
Asm,M2,cPVVG,Measure,CZ07,25.2725,492847348.9287996
Asm,M2,cPVVG,Measure,CZ08,32.28541666666666,530600446.443475
Asm,M2,cPVVG,Measure,CZ09,35.456250000000004,550938590.4903195
Asm,M2,cPVVG,Measure,CZ10,35.55666666666667,540442808.4596896
Asm,M2,cPVVG,Measure,CZ11,36.25708333333334,581825790.5483271
Asm,M2,cPVVG,Measure,CZ12,33.139583333333334,532956697.4540835
Asm,M2,cPVVG,Measure,CZ13,37.3975,594823626.3416415
Asm,M2,cPVVG,Measure,CZ14,33.69791666666667,562340109.8885252
Asm,M2,cPVVG,Measure,CZ15,42.32083333333334,617296344.7425259
Asm,M2,cPVVG,Measure,CZ16,25.15416666666667,534171846.2609604
Asm,M3,cDXGF,Base,CZ01,16.715000000000003,418819426.0112527
Asm,M3,cDXGF,Base,CZ02,25.97041666666667,467061578.0571383
Asm,M3,cDXGF,Base,CZ03,24.965,452386801.89631903
Asm,M3,cDXGF,Base,CZ04,32.625416666666666,513637366.4928272
Asm,M3,cDXGF,Base,CZ05,22.50375,441668670.7910702
Asm,M3,cDXGF,Base,CZ06,25.29583333333333,459877112.7214928
Asm,M3,cDXGF,Base,CZ07,25.2725,473886304.93927664
Asm,M3,cDXGF,Base,CZ08,32.28541666666666,516312177.4414309
Asm,M3,cDXGF,Base,CZ09,35.456250000000004,541061546.2465303
Asm,M3,cDXGF,Base,CZ10,35.55666666666667,530337357.3130281
Asm,M3,cDXGF,Base,CZ11,36.25708333333334,572942441.5212351
Asm,M3,cDXGF,Base,CZ12,33.139583333333334,518800738.3168805
Asm,M3,cDXGF,Base,CZ13,37.3975,586700126.426305
Asm,M3,cDXGF,Base,CZ14,33.69791666666667,551061097.5432215
Asm,M3,cDXGF,Base,CZ15,42.32083333333334,613810889.9186809
Asm,M3,cDXGF,Base,CZ16,25.15416666666667,518984579.5318931
Asm,M3,cDXGF,Measure,CZ01,16.715000000000003,386720161.9300649
Asm,M3,cDXGF,Measure,CZ02,25.97041666666667,424252812.4418805
Asm,M3,cDXGF,Measure,CZ03,24.965,413293830.66105336
Asm,M3,cDXGF,Measure,CZ04,32.625416666666666,462096951.4244801
Asm,M3,cDXGF,Measure,CZ05,22.50375,404405633.9844694
Asm,M3,cDXGF,Measure,CZ06,25.29583333333333,419859052.5268049
Asm,M3,cDXGF,Measure,CZ07,25.2725,434339363.7643631
Asm,M3,cDXGF,Measure,CZ08,32.28541666666666,464650990.2711917
Asm,M3,cDXGF,Measure,CZ09,35.456250000000004,484800905.3086611
Asm,M3,cDXGF,Measure,CZ10,35.55666666666667,475467903.410332
Asm,M3,cDXGF,Measure,CZ11,36.25708333333334,513154459.1426947
Asm,M3,cDXGF,Measure,CZ12,33.139583333333334,466347591.0170034
Asm,M3,cDXGF,Measure,CZ13,37.3975,524625292.2253581
Asm,M3,cDXGF,Measure,CZ14,33.69791666666667,495399150.8050993
Asm,M3,cDXGF,Measure,CZ15,42.32083333333334,544714729.466822
Asm,M3,cDXGF,Measure,CZ16,25.15416666666667,474176280.7419941
Asm,M3,cDXHP,Base,CZ01,16.715000000000003,397087676.3850851
Asm,M3,cDXHP,Base,CZ02,25.97041666666667,462296588.1872688
Asm,M3,cDXHP,Base,CZ03,24.965,440921323.1111296
Asm,M3,cDXHP,Base,CZ04,32.625416666666666,512316244.0468096
Asm,M3,cDXHP,Base,CZ05,22.50375,429729145.8531392
Asm,M3,cDXHP,Base,CZ06,25.29583333333333,447629010.4803629
Asm,M3,cDXHP,Base,CZ07,25.2725,463782595.3201945
Asm,M3,cDXHP,Base,CZ08,32.28541666666666,513999471.3074872
Asm,M3,cDXHP,Base,CZ09,35.456250000000004,539835082.3583498
Asm,M3,cDXHP,Base,CZ10,35.55666666666667,530258458.9473408
Asm,M3,cDXHP,Base,CZ11,36.25708333333334,572644338.139152
Asm,M3,cDXHP,Base,CZ12,33.139583333333334,517480328.8033696
Asm,M3,cDXHP,Base,CZ13,37.3975,586237392.5285499
Asm,M3,cDXHP,Base,CZ14,33.69791666666667,550112153.342679
Asm,M3,cDXHP,Base,CZ15,42.32083333333334,613810889.918688
Asm,M3,cDXHP,Base,CZ16,25.15416666666667,492590002.9288936
Asm,M3,cDXHP,Measure,CZ01,16.715000000000003,364885729.70186967
Asm,M3,cDXHP,Measure,CZ02,25.97041666666667,419347576.79008
Asm,M3,cDXHP,Measure,CZ03,24.965,401529592.8266891
Asm,M3,cDXHP,Measure,CZ04,32.625416666666666,460719914.4549412
Asm,M3,cDXHP,Measure,CZ05,22.50375,392240665.0161373
Asm,M3,cDXHP,Measure,CZ06,25.29583333333333,407328595.2173405
Asm,M3,cDXHP,Measure,CZ07,25.2725,423999568.82693607
Asm,M3,cDXHP,Measure,CZ08,32.28541666666666,462234477.22958887
Asm,M3,cDXHP,Measure,CZ09,35.456250000000004,483531034.0967572
Asm,M3,cDXHP,Measure,CZ10,35.55666666666667,475381710.0860797
Asm,M3,cDXHP,Measure,CZ11,36.25708333333334,512833908.74352807
Asm,M3,cDXHP,Measure,CZ12,33.139583333333334,464956837.6649485
Asm,M3,cDXHP,Measure,CZ13,37.3975,524124532.8958288
Asm,M3,cDXHP,Measure,CZ14,33.69791666666667,494454420.8851183
Asm,M3,cDXHP,Measure,CZ15,42.32083333333334,544714729.4668262
Asm,M3,cDXHP,Measure,CZ16,25.15416666666667,447671240.6530051
Asm,M3,cPTAC,Base,CZ01,16.715000000000003,418819426.0112512
Asm,M3,cPTAC,Base,CZ02,25.97041666666667,467061578.05714136
Asm,M3,cPTAC,Base,CZ03,24.965,452386801.8963214
Asm,M3,cPTAC,Base,CZ04,32.625416666666666,513637366.4928407
Asm,M3,cPTAC,Base,CZ05,22.50375,441668670.7910615
Asm,M3,cPTAC,Base,CZ06,25.29583333333333,459877112.7214912
Asm,M3,cPTAC,Base,CZ07,25.2725,473886304.9392761
Asm,M3,cPTAC,Base,CZ08,32.28541666666666,516312177.4414325
Asm,M3,cPTAC,Base,CZ09,35.456250000000004,541061546.2465351
Asm,M3,cPTAC,Base,CZ10,35.55666666666667,530337357.3130366
Asm,M3,cPTAC,Base,CZ11,36.25708333333334,572942441.5212253
Asm,M3,cPTAC,Base,CZ12,33.139583333333334,518800738.31690896
Asm,M3,cPTAC,Base,CZ13,37.3975,586700126.4262917
Asm,M3,cPTAC,Base,CZ14,33.69791666666667,551061097.5432162
Asm,M3,cPTAC,Base,CZ15,42.32083333333334,613810889.9187213
Asm,M3,cPTAC,Base,CZ16,25.15416666666667,518984579.5318806
Asm,M3,cPTAC,Measure,CZ01,16.715000000000003,386720161.9300635
Asm,M3,cPTAC,Measure,CZ02,25.97041666666667,424252812.4418831
Asm,M3,cPTAC,Measure,CZ03,24.965,413293830.6610553
Asm,M3,cPTAC,Measure,CZ04,32.625416666666666,462096951.4244952
Asm,M3,cPTAC,Measure,CZ05,22.50375,404405633.984462
Asm,M3,cPTAC,Measure,CZ06,25.29583333333333,419859052.5268056
Asm,M3,cPTAC,Measure,CZ07,25.2725,434339363.7643626
Asm,M3,cPTAC,Measure,CZ08,32.28541666666666,464650990.271192
Asm,M3,cPTAC,Measure,CZ09,35.456250000000004,484800905.30864966
Asm,M3,cPTAC,Measure,CZ10,35.55666666666667,475467903.41032726
Asm,M3,cPTAC,Measure,CZ11,36.25708333333334,513154459.1426972
Asm,M3,cPTAC,Measure,CZ12,33.139583333333334,466347591.0170212
Asm,M3,cPTAC,Measure,CZ13,37.3975,524625292.2253479
Asm,M3,cPTAC,Measure,CZ14,33.69791666666667,495399150.8050941
Asm,M3,cPTAC,Measure,CZ15,42.32083333333334,544714729.4668777
Asm,M3,cPTAC,Measure,CZ16,25.15416666666667,474176280.7419966
Asm,M3,cPVVG,Base,CZ01,16.715000000000003,412777478.8313608
Asm,M3,cPVVG,Base,CZ02,25.97041666666667,460018615.1882858
Asm,M3,cPVVG,Base,CZ03,24.965,445783366.3068243
Asm,M3,cPVVG,Base,CZ04,32.625416666666666,505977997.0148953
Asm,M3,cPVVG,Base,CZ05,22.50375,434930805.14118886
Asm,M3,cPVVG,Base,CZ06,25.29583333333333,452939645.2973
Asm,M3,cPVVG,Base,CZ07,25.2725,467056626.055039
Asm,M3,cPVVG,Base,CZ08,32.28541666666666,508926474.4478298
Asm,M3,cPVVG,Base,CZ09,35.456250000000004,533360995.9084941
Asm,M3,cPVVG,Base,CZ10,35.55666666666667,522680834.9903509
Asm,M3,cPVVG,Base,CZ11,36.25708333333334,565105094.4844205
Asm,M3,cPVVG,Base,CZ12,33.139583333333334,511367359.2722196
Asm,M3,cPVVG,Base,CZ13,37.3975,578924532.2422347
Asm,M3,cPVVG,Base,CZ14,33.69791666666667,542877421.4673355
Asm,M3,cPVVG,Base,CZ15,42.32083333333334,605579920.4443398
Asm,M3,cPVVG,Base,CZ16,25.15416666666667,510567496.4526079
Asm,M3,cPVVG,Measure,CZ01,16.715000000000003,380909069.90795535
Asm,M3,cPVVG,Measure,CZ02,25.97041666666667,417501747.6144813
Asm,M3,cPVVG,Measure,CZ03,24.965,406955982.9029225
Asm,M3,cPVVG,Measure,CZ04,32.625416666666666,454788638.7786896
Asm,M3,cPVVG,Measure,CZ05,22.50375,397935285.0364866
Asm,M3,cPVVG,Measure,CZ06,25.29583333333333,413199976.9095132
Asm,M3,cPVVG,Measure,CZ07,25.2725,427782917.2173981
Asm,M3,cPVVG,Measure,CZ08,32.28541666666666,457599508.7540998
Asm,M3,cPVVG,Measure,CZ09,35.456250000000004,477470152.7573401
Asm,M3,cPVVG,Measure,CZ10,35.55666666666667,468181434.7125909
Asm,M3,cPVVG,Measure,CZ11,36.25708333333334,505696286.1422986
Asm,M3,cPVVG,Measure,CZ12,33.139583333333334,459255933.6433863
