File,Bldg,CZ,TechID,MappedRun,srcHeat,srcCool,srcFan,fileHeat,fileCool,fileFan,MATCH
UEC_kWhBase.csv,DMo,2,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC AOE,LRM AOE LSC R22 R410a rDXGF Base,0.0,2115.86,598.48,0.0,2115.86,598.48,Y
UEC_kWhBase.csv,DMo,2,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC AOE,LRM AOE LSC R22 R410a rDXGF Base,0.0,2115.86,598.48,0.0,2115.86,598.48,Y
UEC_kWhBase.csv,DMo,2,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC NR,LRM NR LSC R454b rDXGF Base,0.0,1906.89,598.48,0.0,1906.89,598.48,Y
UEC_kWhBase.csv,DMo,2,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC NC,LRM NR LSC R454b rDXGF Base,0.0,1906.89,598.48,0.0,1906.89,598.48,Y
UEC_kWhBase.csv,DMo,2,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-15% UC AOE,LRM AOE +15% RCA LSC R22 R410a rDXGF Base,0.0,2999.18,598.48,0.0,2999.18,598.48,Y
UEC_kWhBase.csv,DMo,2,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-15% UC AOE,LRM AOE +15% RCA LSC R22 R410a rDXGF Base,0.0,2999.18,598.48,0.0,2999.18,598.48,Y
UEC_kWhBase.csv,DMo,2,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-22.5% UC AOE,LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base,0.0,3790.38,598.48,0.0,3790.38,598.48,Y
UEC_kWhBase.csv,DMo,2,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-22.5% UC AOE,LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base,0.0,3790.38,598.48,0.0,3790.38,598.48,Y
UEC_kWhBase.csv,DMo,2,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-30% UC AOE,LRM AOE +30% RCA LSC R22 R410a rDXGF Base,0.0,5148.6,598.48,0.0,5148.6,598.48,Y
UEC_kWhBase.csv,DMo,2,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-30% UC AOE,LRM AOE +30% RCA LSC R22 R410a rDXGF Base,0.0,5148.6,598.48,0.0,5148.6,598.48,Y
UEC_kWhBase.csv,DMo,2,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-40% UC AOE,LRM AOE +40% RCA LSC R22 R410a rDXGF Base,0.0,9965.03,598.48,0.0,9965.03,598.48,Y
UEC_kWhBase.csv,DMo,2,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-40% UC AOE,LRM AOE +40% RCA LSC R22 R410a rDXGF Base,0.0,9965.03,598.48,0.0,9965.03,598.48,Y
UEC_kWhBase.csv,DMo,2,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-7.5% UC AOE,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,4270.34,2478.29,804.16,4270.34,2478.29,804.16,Y
UEC_kWhBase.csv,DMo,2,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-7.5% UC AOE,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,4270.34,2478.29,804.16,4270.34,2478.29,804.16,Y
UEC_kWhBase.csv,DMo,2,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC AOE,LRM AOE LSC R22 R410a rDXHP Base,4062.8,2112.27,804.16,4062.8,2112.27,804.16,Y
UEC_kWhBase.csv,DMo,2,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC AOE,LRM AOE LSC R22 R410a rDXHP Base,4062.8,2112.27,804.16,4062.8,2112.27,804.16,Y
UEC_kWhBase.csv,DMo,2,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC NR,LRM NR LSC R32 R454b rDXHP Base,3369.13,1905.73,804.16,3369.13,1905.73,804.16,Y
UEC_kWhBase.csv,DMo,2,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC NC,LRM NR LSC R32 R454b rDXHP Base,3369.13,1905.73,804.16,3369.13,1905.73,804.16,Y
UEC_kWhBase.csv,DMo,2,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15% UC AOE,LRM AOE +15% RCA LSC R22 R410a rDXHP Base,4505.06,2999.22,804.16,4505.06,2999.22,804.16,Y
UEC_kWhBase.csv,DMo,2,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15% UC AOE,LRM AOE +15% RCA LSC R22 R410a rDXHP Base,4505.06,2999.22,804.16,4505.06,2999.22,804.16,Y
UEC_kWhBase.csv,DMo,2,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-22.5% UC AOE,LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base,4772.66,3795.08,804.16,4772.66,3795.08,804.16,Y
UEC_kWhBase.csv,DMo,2,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-22.5% UC AOE,LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base,4772.66,3795.08,804.16,4772.66,3795.08,804.16,Y
UEC_kWhBase.csv,DMo,2,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-30% UC AOE,LRM AOE +30% RCA LSC R22 R410a rDXHP Base,5083.51,5165.87,804.16,5083.51,5165.87,804.16,Y
UEC_kWhBase.csv,DMo,2,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-30% UC AOE,LRM AOE +30% RCA LSC R22 R410a rDXHP Base,5083.51,5165.87,804.16,5083.51,5165.87,804.16,Y
UEC_kWhBase.csv,DMo,2,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-40% UC AOE,LRM AOE +40% RCA LSC R22 R410a rDXHP Base,5575.02,9965.14,804.16,5575.02,9965.14,804.16,Y
UEC_kWhBase.csv,DMo,2,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-40% UC AOE,LRM AOE +40% RCA LSC R22 R410a rDXHP Base,5575.02,9965.14,804.16,5575.02,9965.14,804.16,Y
UEC_kWhBase.csv,DMo,3,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-7.5% UC AOE,LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base,0.0,2865.01,651.18,0.0,2865.01,651.18,Y
UEC_kWhBase.csv,DMo,3,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-7.5% UC AOE,LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base,0.0,2865.01,651.18,0.0,2865.01,651.18,Y
UEC_kWhBase.csv,DMo,3,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC AOE,LRM AOE LSC R22 R410a rDXGF Base,0.0,2443.11,651.18,0.0,2443.11,651.18,Y
UEC_kWhBase.csv,DMo,3,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC AOE,LRM AOE LSC R22 R410a rDXGF Base,0.0,2443.11,651.18,0.0,2443.11,651.18,Y
UEC_kWhBase.csv,DMo,3,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC NR,LRM NR LSC R454b rDXGF Base,0.0,2201.81,651.18,0.0,2201.81,651.18,Y
UEC_kWhBase.csv,DMo,3,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC NC,LRM NR LSC R454b rDXGF Base,0.0,2201.81,651.18,0.0,2201.81,651.18,Y
UEC_kWhBase.csv,DMo,3,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-15% UC AOE,LRM AOE +15% RCA LSC R22 R410a rDXGF Base,0.0,3463.04,651.18,0.0,3463.04,651.18,Y
UEC_kWhBase.csv,DMo,3,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-15% UC AOE,LRM AOE +15% RCA LSC R22 R410a rDXGF Base,0.0,3463.04,651.18,0.0,3463.04,651.18,Y
UEC_kWhBase.csv,DMo,3,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-22.5% UC AOE,LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base,0.0,4376.61,651.18,0.0,4376.61,651.18,Y
UEC_kWhBase.csv,DMo,3,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-22.5% UC AOE,LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base,0.0,4376.61,651.18,0.0,4376.61,651.18,Y
UEC_kWhBase.csv,DMo,3,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-30% UC AOE,LRM AOE +30% RCA LSC R22 R410a rDXGF Base,0.0,5944.89,651.18,0.0,5944.89,651.18,Y
UEC_kWhBase.csv,DMo,3,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-30% UC AOE,LRM AOE +30% RCA LSC R22 R410a rDXGF Base,0.0,5944.89,651.18,0.0,5944.89,651.18,Y
UEC_kWhBase.csv,DMo,3,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-40% UC AOE,LRM AOE +40% RCA LSC R22 R410a rDXGF Base,0.0,11506.24,651.18,0.0,11506.24,651.18,Y
UEC_kWhBase.csv,DMo,3,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-40% UC AOE,LRM AOE +40% RCA LSC R22 R410a rDXGF Base,0.0,11506.24,651.18,0.0,11506.24,651.18,Y
UEC_kWhBase.csv,DMo,3,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-7.5% UC AOE,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,2501.66,2865.07,764.74,2501.66,2865.07,764.74,Y
UEC_kWhBase.csv,DMo,3,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-7.5% UC AOE,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,2501.66,2865.07,764.74,2501.66,2865.07,764.74,Y
UEC_kWhBase.csv,DMo,3,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC AOE,LRM AOE LSC R22 R410a rDXHP Base,2368.77,2441.92,764.74,2368.77,2441.92,764.74,Y
UEC_kWhBase.csv,DMo,3,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC AOE,LRM AOE LSC R22 R410a rDXHP Base,2368.77,2441.92,764.74,2368.77,2441.92,764.74,Y
UEC_kWhBase.csv,DMo,3,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC NR,LRM NR LSC R32 R454b rDXHP Base,1924.59,2203.15,764.74,1924.59,2203.15,764.74,Y
UEC_kWhBase.csv,DMo,3,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC NC,LRM NR LSC R32 R454b rDXHP Base,1924.59,2203.15,764.74,1924.59,2203.15,764.74,Y
UEC_kWhBase.csv,DMo,3,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15% UC AOE,LRM AOE +15% RCA LSC R22 R410a rDXHP Base,2651.95,3467.3,764.74,2651.95,3467.3,764.74,Y
UEC_kWhBase.csv,DMo,3,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15% UC AOE,LRM AOE +15% RCA LSC R22 R410a rDXHP Base,2651.95,3467.3,764.74,2651.95,3467.3,764.74,Y
UEC_kWhBase.csv,DMo,3,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-22.5% UC AOE,LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base,2823.31,4387.36,764.74,2823.31,4387.36,764.74,Y
UEC_kWhBase.csv,DMo,3,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-22.5% UC AOE,LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base,2823.31,4387.36,764.74,2823.31,4387.36,764.74,Y
UEC_kWhBase.csv,DMo,3,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-30% UC AOE,LRM AOE +30% RCA LSC R22 R410a rDXHP Base,3022.35,5972.1,764.74,3022.35,5972.1,764.74,Y
UEC_kWhBase.csv,DMo,3,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-30% UC AOE,LRM AOE +30% RCA LSC R22 R410a rDXHP Base,3022.35,5972.1,764.74,3022.35,5972.1,764.74,Y
UEC_kWhBase.csv,DMo,3,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-40% UC AOE,LRM AOE +40% RCA LSC R22 R410a rDXHP Base,3337.08,11520.37,764.74,3337.08,11520.37,764.74,Y
UEC_kWhBase.csv,DMo,3,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-40% UC AOE,LRM AOE +40% RCA LSC R22 R410a rDXHP Base,3337.08,11520.37,764.74,3337.08,11520.37,764.74,Y
UEC_kWhBase.csv,DMo,4,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-7.5% UC AOE,LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base,0.0,5282.43,999.9,0.0,5282.43,999.9,Y
UEC_kWhBase.csv,DMo,4,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-7.5% UC AOE,LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base,0.0,5282.43,999.9,0.0,5282.43,999.9,Y
UEC_kWhBase.csv,DMo,4,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC AOE,LRM AOE LSC R22 R410a rDXGF Base,0.0,4504.54,999.9,0.0,4504.54,999.9,Y
UEC_kWhBase.csv,DMo,4,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC AOE,LRM AOE LSC R22 R410a rDXGF Base,0.0,4504.54,999.9,0.0,4504.54,999.9,Y
UEC_kWhBase.csv,DMo,4,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC NR,LRM NR LSC R454b rDXGF Base,0.0,4059.64,999.9,0.0,4059.64,999.9,Y
UEC_kWhBase.csv,DMo,4,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC NC,LRM NR LSC R454b rDXGF Base,0.0,4059.64,999.9,0.0,4059.64,999.9,Y
UEC_kWhBase.csv,DMo,4,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-15% UC AOE,LRM AOE +15% RCA LSC R22 R410a rDXGF Base,0.0,6385.07,999.9,0.0,6385.07,999.9,Y
UEC_kWhBase.csv,DMo,4,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-15% UC AOE,LRM AOE +15% RCA LSC R22 R410a rDXGF Base,0.0,6385.07,999.9,0.0,6385.07,999.9,Y
UEC_kWhBase.csv,DMo,4,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-22.5% UC AOE,LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base,0.0,8069.47,999.9,0.0,8069.47,999.9,Y
UEC_kWhBase.csv,DMo,4,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-22.5% UC AOE,LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base,0.0,8069.47,999.9,0.0,8069.47,999.9,Y
UEC_kWhBase.csv,DMo,4,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-30% UC AOE,LRM AOE +30% RCA LSC R22 R410a rDXGF Base,0.0,10961.04,999.9,0.0,10961.04,999.9,Y
UEC_kWhBase.csv,DMo,4,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-30% UC AOE,LRM AOE +30% RCA LSC R22 R410a rDXGF Base,0.0,10961.04,999.9,0.0,10961.04,999.9,Y
UEC_kWhBase.csv,DMo,4,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-40% UC AOE,LRM AOE +40% RCA LSC R22 R410a rDXGF Base,0.0,21214.91,999.9,0.0,21214.91,999.9,Y
UEC_kWhBase.csv,DMo,4,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-40% UC AOE,LRM AOE +40% RCA LSC R22 R410a rDXGF Base,0.0,21214.91,999.9,0.0,21214.91,999.9,Y
UEC_kWhBase.csv,DMo,4,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-7.5% UC AOE,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,4319.65,5279.32,1209.97,4319.65,5279.32,1209.97,Y
UEC_kWhBase.csv,DMo,4,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-7.5% UC AOE,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,4319.65,5279.32,1209.97,4319.65,5279.32,1209.97,Y
UEC_kWhBase.csv,DMo,4,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC AOE,LRM AOE LSC R22 R410a rDXHP Base,4105.77,4499.6,1209.97,4105.77,4499.6,1209.97,Y
UEC_kWhBase.csv,DMo,4,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC AOE,LRM AOE LSC R22 R410a rDXHP Base,4105.77,4499.6,1209.97,4105.77,4499.6,1209.97,Y
UEC_kWhBase.csv,DMo,4,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC NR,LRM NR LSC R32 R454b rDXHP Base,3390.9,4059.63,1209.97,3390.9,4059.63,1209.97,Y
UEC_kWhBase.csv,DMo,4,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC NC,LRM NR LSC R32 R454b rDXHP Base,3390.9,4059.63,1209.97,3390.9,4059.63,1209.97,Y
UEC_kWhBase.csv,DMo,4,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15% UC AOE,LRM AOE +15% RCA LSC R22 R410a rDXHP Base,4561.54,6389.0,1209.97,4561.54,6389.0,1209.97,Y
UEC_kWhBase.csv,DMo,4,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15% UC AOE,LRM AOE +15% RCA LSC R22 R410a rDXHP Base,4561.54,6389.0,1209.97,4561.54,6389.0,1209.97,Y
UEC_kWhBase.csv,DMo,4,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-22.5% UC AOE,LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base,4837.32,8084.36,1209.97,4837.32,8084.36,1209.97,Y
UEC_kWhBase.csv,DMo,4,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-22.5% UC AOE,LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base,4837.32,8084.36,1209.97,4837.32,8084.36,1209.97,Y
UEC_kWhBase.csv,DMo,4,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-30% UC AOE,LRM AOE +30% RCA LSC R22 R410a rDXHP Base,5157.66,11004.46,1209.97,5157.66,11004.46,1209.97,Y
UEC_kWhBase.csv,DMo,4,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-30% UC AOE,LRM AOE +30% RCA LSC R22 R410a rDXHP Base,5157.66,11004.46,1209.97,5157.66,11004.46,1209.97,Y
UEC_kWhBase.csv,DMo,4,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-40% UC AOE,LRM AOE +40% RCA LSC R22 R410a rDXHP Base,5664.2,21227.96,1209.97,5664.2,21227.96,1209.97,Y
UEC_kWhBase.csv,DMo,4,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-40% UC AOE,LRM AOE +40% RCA LSC R22 R410a rDXHP Base,5664.2,21227.96,1209.97,5664.2,21227.96,1209.97,Y
UEC_kWhBase.csv,DMo,5,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-7.5% UC AOE,LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base,0.0,2361.57,557.96,0.0,2361.57,557.96,Y
UEC_kWhBase.csv,DMo,5,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-7.5% UC AOE,LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base,0.0,2361.57,557.96,0.0,2361.57,557.96,Y
UEC_kWhBase.csv,DMo,5,RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC AOE,LRM AOE LSC R22 R410a rDXGF Base,0.0,2013.81,557.96,0.0,2013.81,557.96,Y
