skip,climate,hz_cz,weather_file,climate_zone,codes_file
,CZ10,,CA_CZ10_RIVERSIDE-MUNI_722869_CZ2025.epw,10,deer-sfm-1975-1985.csv
,CZ11,,CA_CZ11_RED-BLUFF-MUNI-AP_725910_CZ2025.epw,11,deer-sfm-1975-1985.csv
,CZ12,,CA_CZ12_SACRAMENTO-EXECUTIVE-AP_724830_CZ2025.epw,12,deer-sfm-1975-1985.csv
,CZ13,,CA_CZ13_FRESNO-YOSEMITE-IAP_723890_CZ2025.epw,13,deer-sfm-1975-1985.csv
,CZ14,,CA_CZ14_PALMDALE-AP_723820_CZ2025.epw,14,deer-sfm-1975-1985.csv
,CZ15,,CA_CZ15_PALM-SPRINGS-IAP_722868_CZ2025.epw,15,deer-sfm-1975-1985.csv
,CZ16,,CA_CZ16_BLUE-CANYON-AP_725845_CZ2025.epw,16,deer-sfm-1975-1985.csv
