File Name,BldgLoc,BldgType,Story,BldgHVAC,BldgVint,TechGroup,TechType,TechID,Value/Program Version and Build,Value/Weather File,Area/Conditioned Total,Electricity Intensity/HVAC,Natural Gas Intensity/HVAC,Electricity/Heating,Electricity/Cooling,Electricity/Interior Lighting,Electricity/Exterior Lighting,Electricity/Interior Equipment,Electricity/Exterior Equipment,Electricity/Fans,Electricity/Pumps,Electricity/Heat Rejection,Electricity/Humidification,Electricity/Heat Recovery,Electricity/Water Systems,Electricity/Refrigeration,Electricity/Generators,Electricity/Total End Uses,Natural Gas/Heating,Natural Gas/Cooling,Natural Gas/Interior Lighting,Natural Gas/Exterior Lighting,Natural Gas/Interior Equipment,Natural Gas/Exterior Equipment,Natural Gas/Fans,Natural Gas/Pumps,Natural Gas/Heat Rejection,Natural Gas/Humidification,Natural Gas/Heat Recovery,Natural Gas/Water Systems,Natural Gas/Refrigeration,Natural Gas/Generators,Natural Gas/Total End Uses,Unmet Heating,Unmet Cooling,Area/CLASSROOM G.E1,Area/CLASSROOM G.NNE2,Area/CLASSROOM G.SSE3,Area/CLASSROOM G.W4,Area/CLASSROOM E1 WEST PERIM (G.W1),Area/CLASSROOM E2 NORTH PERIM (G.N3),Area/CLASSROOM E2 SOUTH PERIM (G.S2),Area/CLASSROOM E2 WEST PERIM (G.W1),Area/CLASSROOM E4 CORE (G.C6),Area/CLASSROOM E4 EAST PERIM (G.E2),Area/CLASSROOM E4 NORTH PERIM (G.N3),Area/CLASSROOM E4 SOUTH PERIM (G.S1),Area/CLASSROOM E4 WEST PERIM (G.W4),Area/COMPUTER CLASSROOM E4 CORE SPC (G.C5),Area/CLASSROOM EL1 SPC (G.1),Electricity:Facility [J](Hourly)
SWHC012-05 Occupancy Sensor_New/runs/CZ13/EPr&0&cDXGF&New&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,CZ13,EPr,0,cDXGF,New,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:54",CA_FRESNO-YOSEMITE-IAP - USA Custom-723890 WMO#=723890,2322.43,63.44,35.35,0.0,54339.4,30282.85,0.0,82070.96,0.0,92999.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259693.06,12241.17,0.0,0.0,0.0,42672.53,0.0,0.0,0.0,0.0,0.0,0.0,69857.52,0.0,0.0,124771.23,0.0,3.5,534.27,308.54,308.54,311.6,,,,,,,,,,,,199324820.4017591
SWHC012-05 Occupancy Sensor_New/runs/CZ13/EPr&0&cDXGF&New&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,CZ13,EPr,0,cDXGF,New,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:54",CA_FRESNO-YOSEMITE-IAP - USA Custom-723890 WMO#=723890,2322.43,52.69,40.1,0.0,58817.28,30282.85,0.0,82070.96,0.0,63558.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234729.45,23282.58,0.0,0.0,0.0,42672.53,0.0,0.0,0.0,0.0,0.0,0.0,69840.88,0.0,0.0,135795.99,0.0,2.17,534.27,308.54,308.54,311.6,,,,,,,,,,,,179754504.19365588
SWHC012-05 Occupancy Sensor_New/runs/CZ13/ERC&0&cDXHP&New&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP-NoOccSens/instance-out.sql,CZ13,ERC,0,cDXHP,New,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXHP-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:54",CA_FRESNO-YOSEMITE-IAP - USA Custom-723890 WMO#=723890,89.3,64.54,34.34,471.87,2158.36,991.78,0.0,2139.72,0.0,3133.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8895.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3066.74,0.0,0.0,3066.74,0.0,0.0,,,,,,,,,,,,,,,89.3,7809972.459571024
SWHC012-05 Occupancy Sensor_New/runs/CZ13/ERC&0&cDXHP&New&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP/instance-out.sql,CZ13,ERC,0,cDXHP,New,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXHP,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:54",CA_FRESNO-YOSEMITE-IAP - USA Custom-723890 WMO#=723890,89.3,74.45,34.34,146.32,1741.99,991.78,0.0,2139.72,0.0,4760.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9780.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3066.78,0.0,0.0,3066.78,0.33,0.67,,,,,,,,,,,,,,,89.3,7934822.364753317
SWHC012-05 Occupancy Sensor_New/runs/CZ13/ESe&0&cDXGF&New&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,CZ13,ESe,0,cDXGF,New,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:54",CA_FRESNO-YOSEMITE-IAP - USA Custom-723890 WMO#=723890,5059.32,73.99,59.07,0.0,159979.73,94437.9,0.0,258328.15,0.0,214372.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727117.87,94632.33,0.0,0.0,0.0,64094.3,0.0,0.0,0.0,0.0,0.0,0.0,204219.99,0.0,0.0,362946.62,3.83,9.17,,,,,348.47,194.37,194.37,153.88,167.05,150.43,385.38,385.38,150.43,71.59,,660230350.1591489
SWHC012-05 Occupancy Sensor_New/runs/CZ13/ESe&0&cDXGF&New&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,CZ13,ESe,0,cDXGF,New,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:54",CA_FRESNO-YOSEMITE-IAP - USA Custom-723890 WMO#=723890,5059.32,68.92,62.87,0.0,174859.21,94437.9,0.0,258328.15,0.0,173837.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701462.84,113866.62,0.0,0.0,0.0,64094.3,0.0,0.0,0.0,0.0,0.0,0.0,204206.07,0.0,0.0,382166.99,0.0,10.67,,,,,348.47,194.37,194.37,153.88,167.05,150.43,385.38,385.38,150.43,71.59,,667377101.9089735
SWHC012-05 Occupancy Sensor_New/runs/CZ14/EPr&0&cDXGF&New&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,CZ14,EPr,0,cDXGF,New,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:54",CA_DAGGETT-BARSTOW-DAGGE - USA Custom-723815 WMO#=723815,2322.43,74.91,31.56,0.0,70795.48,30282.85,0.0,82070.96,0.0,103166.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286315.91,7173.36,0.0,0.0,0.0,42672.53,0.0,0.0,0.0,0.0,0.0,0.0,66118.65,0.0,0.0,115964.54,0.0,6.17,534.27,308.54,308.54,311.6,,,,,,,,,,,,228184563.3431784
SWHC012-05 Occupancy Sensor_New/runs/CZ14/EPr&0&cDXGF&New&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,CZ14,EPr,0,cDXGF,New,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:55",CA_DAGGETT-BARSTOW-DAGGE - USA Custom-723815 WMO#=723815,2322.43,61.62,34.57,0.0,73913.92,30282.85,0.0,82070.96,0.0,69187.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255455.6,14171.98,0.0,0.0,0.0,42672.53,0.0,0.0,0.0,0.0,0.0,0.0,66111.13,0.0,0.0,122955.64,0.0,55.17,534.27,308.54,308.54,311.6,,,,,,,,,,,,203181313.50780123
SWHC012-05 Occupancy Sensor_New/runs/CZ14/ERC&0&cDXHP&New&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP/instance-out.sql,CZ14,ERC,0,cDXHP,New,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXHP,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:55",CA_DAGGETT-BARSTOW-DAGGE - USA Custom-723815 WMO#=723815,89.3,88.94,32.86,80.0,2520.08,991.78,0.0,2139.72,0.0,5342.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11073.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2934.3,0.0,0.0,2934.3,0.0,0.0,,,,,,,,,,,,,,,89.3,9312311.549026527
SWHC012-05 Occupancy Sensor_New/runs/CZ14/ERC&0&cDXHP&New&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP-NoOccSens/instance-out.sql,CZ14,ERC,0,cDXHP,New,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXHP-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:57",CA_DAGGETT-BARSTOW-DAGGE - USA Custom-723815 WMO#=723815,89.3,75.08,32.86,309.82,2898.14,991.78,0.0,2139.72,0.0,3496.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9836.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2934.26,0.0,0.0,2934.26,0.0,0.0,,,,,,,,,,,,,,,89.3,9258876.709030675
SWHC012-05 Occupancy Sensor_New/runs/CZ14/ESe&0&cDXGF&New&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,CZ14,ESe,0,cDXGF,New,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:58",CA_DAGGETT-BARSTOW-DAGGE - USA Custom-723815 WMO#=723815,5059.32,81.03,52.25,0.0,225293.22,94437.9,0.0,258328.15,0.0,184678.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,762737.83,70708.09,0.0,0.0,0.0,64094.3,0.0,0.0,0.0,0.0,0.0,0.0,193639.98,0.0,0.0,328442.37,0.0,27.33,,,,,348.47,194.37,194.37,153.88,167.05,150.43,385.38,385.38,150.43,71.59,,806104238.6072652
SWHC012-05 Occupancy Sensor_New/runs/CZ14/ESe&0&cDXGF&New&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,CZ14,ESe,0,cDXGF,New,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:57",CA_DAGGETT-BARSTOW-DAGGE - USA Custom-723815 WMO#=723815,5059.32,87.44,49.96,0.0,210512.65,94437.9,0.0,258328.15,0.0,231881.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,795160.63,59129.58,0.0,0.0,0.0,64094.3,0.0,0.0,0.0,0.0,0.0,0.0,193657.47,0.0,0.0,316881.35,1.83,16.0,,,,,348.47,194.37,194.37,153.88,167.05,150.43,385.38,385.38,150.43,71.59,,799638182.8228948
SWHC012-05 Occupancy Sensor_New/runs/CZ15/EPr&0&cDXGF&New&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,CZ15,EPr,0,cDXGF,New,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 03:04",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,2322.43,71.78,27.33,0.0,100182.73,30282.85,0.0,82070.96,0.0,66530.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279066.77,4784.22,0.0,0.0,0.0,42672.53,0.0,0.0,0.0,0.0,0.0,0.0,58676.65,0.0,0.0,106133.41,0.0,193.17,534.27,308.54,308.54,311.6,,,,,,,,,,,,194952232.14323097
SWHC012-05 Occupancy Sensor_New/runs/CZ15/ERC&0&cDXHP&New&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP/instance-out.sql,CZ15,ERC,0,cDXHP,New,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXHP,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 03:04",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,89.3,97.99,29.92,11.32,3464.05,991.78,0.0,2139.72,0.0,5275.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11882.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2671.42,0.0,0.0,2671.42,0.0,8.33,,,,,,,,,,,,,,,89.3,8296301.738239372
SWHC012-05 Occupancy Sensor_New/runs/CZ15/EPr&0&cDXGF&New&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,CZ15,EPr,0,cDXGF,New,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 03:04",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,2322.43,85.32,26.33,0.0,95601.25,30282.85,0.0,82070.96,0.0,102542.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310497.75,2459.45,0.0,0.0,0.0,42672.53,0.0,0.0,0.0,0.0,0.0,0.0,58694.06,0.0,0.0,103826.04,0.0,184.0,534.27,308.54,308.54,311.6,,,,,,,,,,,,211092642.71719342
SWHC012-05 Occupancy Sensor_New/runs/CZ15/ESe&0&cDXGF&New&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,CZ15,ESe,0,cDXGF,New,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 03:04",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,5059.32,103.03,38.03,0.0,294386.33,94437.9,0.0,258328.15,0.0,226854.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874006.72,20438.03,0.0,0.0,0.0,64094.3,0.0,0.0,0.0,0.0,0.0,0.0,171960.25,0.0,0.0,256492.58,0.0,234.5,,,,,348.47,194.37,194.37,153.88,167.05,150.43,385.38,385.38,150.43,71.59,,756604679.9328363
SWHC012-05 Occupancy Sensor_New/runs/CZ15/ESe&0&cDXGF&New&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,CZ15,ESe,0,cDXGF,New,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:57",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,5059.32,97.51,38.8,0.0,317101.17,94437.9,0.0,258328.15,0.0,176231.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,846098.29,24350.11,0.0,0.0,0.0,64094.3,0.0,0.0,0.0,0.0,0.0,0.0,171946.63,0.0,0.0,260391.04,0.0,383.17,,,,,348.47,194.37,194.37,153.88,167.05,150.43,385.38,385.38,150.43,71.59,,772162957.882695
SWHC012-05 Occupancy Sensor_New/runs/CZ15/ERC&0&cDXHP&New&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP-NoOccSens/instance-out.sql,CZ15,ERC,0,cDXHP,New,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXHP-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 03:04",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,89.3,81.87,29.92,90.94,4001.09,991.78,0.0,2139.72,0.0,3218.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10442.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2671.38,0.0,0.0,2671.38,0.0,22.17,,,,,,,,,,,,,,,89.3,8347083.555934957
SWHC012-05 Occupancy Sensor_New/runs/CZ16/ERC&0&cDXHP&New&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP-NoOccSens/instance-out.sql,CZ16,ERC,0,cDXHP,New,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXHP-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:38",CA_BISHOP-AP - USA Custom-724800 WMO#=724800,89.3,69.59,37.67,1153.72,1627.52,991.78,0.0,2139.72,0.0,3433.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9345.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3364.22,0.0,0.0,3364.22,6.17,0.0,,,,,,,,,,,,,,,89.3,3184567.4359688237
SWHC012-05 Occupancy Sensor_New/runs/CZ16/EPr&0&cDXGF&New&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,CZ16,EPr,0,cDXGF,New,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:46",CA_BISHOP-AP - USA Custom-724800 WMO#=724800,2322.43,51.74,52.43,0.0,48150.9,30282.85,0.0,82070.96,0.0,72000.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232505.06,43533.94,0.0,0.0,0.0,42672.53,0.0,0.0,0.0,0.0,0.0,0.0,78233.94,0.0,0.0,164440.4,0.0,26.67,534.27,308.54,308.54,311.6,,,,,,,,,,,,75015896.64235047
SWHC012-05 Occupancy Sensor_New/runs/CZ16/ERC&0&cDXHP&New&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP/instance-out.sql,CZ16,ERC,0,cDXHP,New,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXHP,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:40",CA_BISHOP-AP - USA Custom-724800 WMO#=724800,89.3,75.89,37.67,533.16,1281.83,991.78,0.0,2139.72,0.0,4961.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9908.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3364.26,0.0,0.0,3364.26,1.83,0.0,,,,,,,,,,,,,,,89.3,4309358.014292008
SWHC012-05 Occupancy Sensor_New/runs/CZ16/EPr&0&cDXGF&New&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,CZ16,EPr,0,cDXGF,New,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:54",CA_BISHOP-AP - USA Custom-724800 WMO#=724800,2322.43,61.69,44.02,0.0,44513.84,30282.85,0.0,82070.96,0.0,98756.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255624.49,23978.02,0.0,0.0,0.0,42672.53,0.0,0.0,0.0,0.0,0.0,0.0,78244.74,0.0,0.0,144895.29,0.0,1.5,534.27,308.54,308.54,311.6,,,,,,,,,,,,111084919.71602857
SWHC012-05 Occupancy Sensor_New/runs/CZ16/ESe&0&cDXGF&New&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,CZ16,ESe,0,cDXGF,New,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:29",CA_BISHOP-AP - USA Custom-724800 WMO#=724800,5059.32,71.29,75.86,0.0,130264.48,94437.9,0.0,258328.15,0.0,230417.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713448.09,155219.43,0.0,0.0,0.0,64094.3,0.0,0.0,0.0,0.0,0.0,0.0,228578.73,0.0,0.0,447892.46,7.33,7.33,,,,,348.47,194.37,194.37,153.88,167.05,150.43,385.38,385.38,150.43,71.59,,556834768.7344372
SWHC012-05 Occupancy Sensor_New/runs/CZ16/ESe&0&cDXGF&New&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,CZ16,ESe,0,cDXGF,New,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:20",CA_BISHOP-AP - USA Custom-724800 WMO#=724800,5059.32,66.14,82.51,0.0,142100.49,94437.9,0.0,258328.15,0.0,192504.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687371.29,188878.17,0.0,0.0,0.0,64094.3,0.0,0.0,0.0,0.0,0.0,0.0,228571.18,0.0,0.0,481543.65,0.0,30.33,,,,,348.47,194.37,194.37,153.88,167.05,150.43,385.38,385.38,150.43,71.59,,548431227.7119173
