File Name,BldgLoc,BldgType,Story,BldgHVAC,BldgVint,TechGroup,TechType,TechID,Value/Program Version and Build,Value/Weather File,Area/Conditioned Total,Electricity Intensity/HVAC,Natural Gas Intensity/HVAC,Electricity/Heating,Electricity/Cooling,Electricity/Interior Lighting,Electricity/Exterior Lighting,Electricity/Interior Equipment,Electricity/Exterior Equipment,Electricity/Fans,Electricity/Pumps,Electricity/Heat Rejection,Electricity/Humidification,Electricity/Heat Recovery,Electricity/Water Systems,Electricity/Refrigeration,Electricity/Generators,Electricity/Total End Uses,Natural Gas/Heating,Natural Gas/Cooling,Natural Gas/Interior Lighting,Natural Gas/Exterior Lighting,Natural Gas/Interior Equipment,Natural Gas/Exterior Equipment,Natural Gas/Fans,Natural Gas/Pumps,Natural Gas/Heat Rejection,Natural Gas/Humidification,Natural Gas/Heat Recovery,Natural Gas/Water Systems,Natural Gas/Refrigeration,Natural Gas/Generators,Natural Gas/Total End Uses,Unmet Heating,Unmet Cooling,Area/CLASSROOM G.E1,Area/CLASSROOM G.NNE2,Area/CLASSROOM G.SSE3,Area/CLASSROOM G.W4,Area/CLASSROOM E1 WEST PERIM (G.W1),Area/CLASSROOM E2 NORTH PERIM (G.N3),Area/CLASSROOM E2 SOUTH PERIM (G.S2),Area/CLASSROOM E2 WEST PERIM (G.W1),Area/CLASSROOM E4 CORE (G.C6),Area/CLASSROOM E4 EAST PERIM (G.E2),Area/CLASSROOM E4 NORTH PERIM (G.N3),Area/CLASSROOM E4 SOUTH PERIM (G.S1),Area/CLASSROOM E4 WEST PERIM (G.W4),Area/COMPUTER CLASSROOM E4 CORE SPC (G.C5),Area/CLASSROOM EL1 SPC (G.1),Electricity:Facility [J](Hourly)
SWHC012-05 Occupancy Sensor_Ex/runs/CZ01/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP/instance-out.sql,CZ01,ERC,0,cDXHP,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXHP,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:19",CA_EUREKA - USA Custom-725940 WMO#=725940,89.3,44.61,41.21,391.3,3.52,2170.58,0.0,2139.72,0.0,3588.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8293.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3679.9,0.0,0.0,3679.9,0.0,0.0,,,,,,,,,,,,,,,89.3,3280742.0115698846
SWHC012-05 Occupancy Sensor_Ex/runs/CZ01/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,CZ01,EPr,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:16",CA_EUREKA - USA Custom-725940 WMO#=725940,2322.43,41.12,50.37,0.0,7811.06,63471.11,0.0,82070.96,0.0,87683.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241037.1,29851.03,0.0,0.0,0.0,42672.53,0.0,0.0,0.0,0.0,0.0,0.0,87119.52,0.0,0.0,159643.09,0.0,0.0,534.27,308.54,308.54,311.6,,,,,,,,,,,,121546060.94583027
SWHC012-05 Occupancy Sensor_Ex/runs/CZ01/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP-NoOccSens/instance-out.sql,CZ01,ERC,0,cDXHP,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXHP-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:19",CA_EUREKA - USA Custom-725940 WMO#=725940,89.3,47.3,41.21,1233.46,9.31,2170.58,0.0,2139.72,0.0,2981.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8534.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3679.96,0.0,0.0,3679.96,0.0,0.0,,,,,,,,,,,,,,,89.3,3599907.504504858
SWHC012-05 Occupancy Sensor_Ex/runs/CZ01/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,CZ01,EPr,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:16",CA_EUREKA - USA Custom-725940 WMO#=725940,2322.43,34.42,60.34,0.0,7958.88,63471.11,0.0,82070.96,0.0,71989.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225490.2,53029.35,0.0,0.0,0.0,42672.53,0.0,0.0,0.0,0.0,0.0,0.0,87117.63,0.0,0.0,182819.51,0.0,0.0,534.27,308.54,308.54,311.6,,,,,,,,,,,,120186016.61402744
SWHC012-05 Occupancy Sensor_Ex/runs/CZ02/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,CZ02,EPr,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:19",CA_NAPA-CO - USA Custom-724955 WMO#=724955,2322.43,54.49,41.52,0.0,26515.92,63471.11,0.0,82070.96,0.0,100036.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272094.66,16482.45,0.0,0.0,0.0,42672.53,0.0,0.0,0.0,0.0,0.0,0.0,79943.68,0.0,0.0,139098.66,0.0,2.5,534.27,308.54,308.54,311.6,,,,,,,,,,,,170972465.79287654
SWHC012-05 Occupancy Sensor_Ex/runs/CZ01/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,CZ01,ESe,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:19",CA_EUREKA - USA Custom-725940 WMO#=725940,5059.32,45.09,97.05,0.0,13751.91,197273.03,0.0,258328.15,0.0,214351.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683705.06,237849.3,0.0,0.0,0.0,64094.3,0.0,0.0,0.0,0.0,0.0,0.0,253178.9,0.0,0.0,555122.49,0.0,0.0,,,,,348.47,194.37,194.37,153.88,167.05,150.43,385.38,385.38,150.43,71.59,,425635228.28721666
SWHC012-05 Occupancy Sensor_Ex/runs/CZ01/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,CZ01,ESe,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:19",CA_EUREKA - USA Custom-725940 WMO#=725940,5059.32,51.26,89.54,0.0,13453.57,197273.03,0.0,258328.15,0.0,245903.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,714958.52,199812.81,0.0,0.0,0.0,64094.3,0.0,0.0,0.0,0.0,0.0,0.0,253183.41,0.0,0.0,517090.52,7.17,0.0,,,,,348.47,194.37,194.37,153.88,167.05,150.43,385.38,385.38,150.43,71.59,,431750591.236772
SWHC012-05 Occupancy Sensor_Ex/runs/CZ02/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,CZ02,EPr,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:19",CA_NAPA-CO - USA Custom-724955 WMO#=724955,2322.43,48.39,47.0,0.0,31174.74,63471.11,0.0,82070.96,0.0,81215.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257932.64,29215.53,0.0,0.0,0.0,42672.53,0.0,0.0,0.0,0.0,0.0,0.0,79932.79,0.0,0.0,151820.85,0.0,0.0,534.27,308.54,308.54,311.6,,,,,,,,,,,,171499020.16626704
SWHC012-05 Occupancy Sensor_Ex/runs/CZ02/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP/instance-out.sql,CZ02,ERC,0,cDXHP,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXHP,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:19",CA_NAPA-CO - USA Custom-724955 WMO#=724955,89.3,57.0,38.35,231.6,462.42,2170.58,0.0,2139.72,0.0,4395.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9400.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3425.01,0.0,0.0,3425.01,0.67,0.0,,,,,,,,,,,,,,,89.3,6251623.912785005
SWHC012-05 Occupancy Sensor_Ex/runs/CZ02/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP-NoOccSens/instance-out.sql,CZ02,ERC,0,cDXHP,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXHP-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:19",CA_NAPA-CO - USA Custom-724955 WMO#=724955,89.3,58.02,38.35,682.4,799.64,2170.58,0.0,2139.72,0.0,3698.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9491.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3424.98,0.0,0.0,3424.98,0.5,0.0,,,,,,,,,,,,,,,89.3,6478323.209913962
SWHC012-05 Occupancy Sensor_Ex/runs/CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,CZ02,ESe,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:19",CA_NAPA-CO - USA Custom-724955 WMO#=724955,5059.32,69.16,71.96,0.0,70764.51,197273.03,0.0,258328.15,0.0,279157.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,805523.59,131502.33,0.0,0.0,0.0,64094.3,0.0,0.0,0.0,0.0,0.0,0.0,232576.15,0.0,0.0,428172.77,5.17,1.83,,,,,348.47,194.37,194.37,153.88,167.05,150.43,385.38,385.38,150.43,71.59,,608091189.20794
SWHC012-05 Occupancy Sensor_Ex/runs/CZ03/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP/instance-out.sql,CZ03,ERC,0,cDXHP,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXHP,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:19",CA_OAKLAND-METRO-AP - USA Custom-724930 WMO#=724930,89.3,47.41,38.27,89.34,215.63,2170.58,0.0,2139.72,0.0,3929.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8544.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3417.16,0.0,0.0,3417.16,0.17,0.0,,,,,,,,,,,,,,,89.3,4844003.90738786
SWHC012-05 Occupancy Sensor_Ex/runs/CZ02/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,CZ02,ESe,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:19",CA_NAPA-CO - USA Custom-724955 WMO#=724955,5059.32,64.51,77.01,0.0,83424.86,197273.03,0.0,258328.15,0.0,242959.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781985.49,157029.4,0.0,0.0,0.0,64094.3,0.0,0.0,0.0,0.0,0.0,0.0,232568.29,0.0,0.0,453691.99,0.0,0.0,,,,,348.47,194.37,194.37,153.88,167.05,150.43,385.38,385.38,150.43,71.59,,613693953.6665487
SWHC012-05 Occupancy Sensor_Ex/runs/CZ03/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,CZ03,EPr,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:19",CA_OAKLAND-METRO-AP - USA Custom-724930 WMO#=724930,2322.43,49.06,38.49,0.0,18767.48,63471.11,0.0,82070.96,0.0,95176.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259485.75,9674.16,0.0,0.0,0.0,42672.53,0.0,0.0,0.0,0.0,0.0,0.0,79711.1,0.0,0.0,132057.78,0.0,0.83,534.27,308.54,308.54,311.6,,,,,,,,,,,,149328755.1920387
SWHC012-05 Occupancy Sensor_Ex/runs/CZ03/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP-NoOccSens/instance-out.sql,CZ03,ERC,0,cDXHP,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXHP-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:20",CA_OAKLAND-METRO-AP - USA Custom-724930 WMO#=724930,89.3,46.45,38.27,406.61,389.27,2170.58,0.0,2139.72,0.0,3351.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8458.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3417.12,0.0,0.0,3417.12,0.0,0.0,,,,,,,,,,,,,,,89.3,5293316.654721215
SWHC012-05 Occupancy Sensor_Ex/runs/CZ03/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,CZ03,EPr,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:19",CA_OAKLAND-METRO-AP - USA Custom-724930 WMO#=724930,2322.43,42.76,41.69,0.0,21685.91,63471.11,0.0,82070.96,0.0,77619.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244847.26,17110.59,0.0,0.0,0.0,42672.53,0.0,0.0,0.0,0.0,0.0,0.0,79708.91,0.0,0.0,139492.02,0.0,0.0,534.27,308.54,308.54,311.6,,,,,,,,,,,,150355284.10602126
SWHC012-05 Occupancy Sensor_Ex/runs/CZ03/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,CZ03,ESe,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:20",CA_OAKLAND-METRO-AP - USA Custom-724930 WMO#=724930,5059.32,56.49,66.23,0.0,53172.69,197273.03,0.0,258328.15,0.0,232612.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741386.2,103357.24,0.0,0.0,0.0,64094.3,0.0,0.0,0.0,0.0,0.0,0.0,231717.55,0.0,0.0,399169.09,0.0,0.0,,,,,348.47,194.37,194.37,153.88,167.05,150.43,385.38,385.38,150.43,71.59,,517739556.78236413
SWHC012-05 Occupancy Sensor_Ex/runs/CZ04/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP-NoOccSens/instance-out.sql,CZ04,ERC,0,cDXHP,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXHP-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:24",CA_SAN-JOSE-IAP - USA Custom-724945 WMO#=724945,89.3,56.12,37.14,342.6,1038.42,2170.58,0.0,2139.72,0.0,3630.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9321.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3316.57,0.0,0.0,3316.57,0.0,0.0,,,,,,,,,,,,,,,89.3,7758655.382763857
SWHC012-05 Occupancy Sensor_Ex/runs/CZ04/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,CZ04,EPr,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:23",CA_SAN-JOSE-IAP - USA Custom-724945 WMO#=724945,2322.43,58.56,36.78,0.0,32354.53,63471.11,0.0,82070.96,0.0,103652.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281548.68,8526.65,0.0,0.0,0.0,42672.53,0.0,0.0,0.0,0.0,0.0,0.0,76883.09,0.0,0.0,128082.27,0.0,2.83,534.27,308.54,308.54,311.6,,,,,,,,,,,,194129977.08805895
SWHC012-05 Occupancy Sensor_Ex/runs/CZ04/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP/instance-out.sql,CZ04,ERC,0,cDXHP,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXHP,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:24",CA_SAN-JOSE-IAP - USA Custom-724945 WMO#=724945,89.3,56.53,37.14,75.28,665.72,2170.58,0.0,2139.72,0.0,4306.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9358.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3316.59,0.0,0.0,3316.59,0.0,0.0,,,,,,,,,,,,,,,89.3,7214614.278579989
SWHC012-05 Occupancy Sensor_Ex/runs/CZ03/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,CZ03,ESe,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:20",CA_OAKLAND-METRO-AP - USA Custom-724930 WMO#=724930,5059.32,61.86,63.3,0.0,44912.14,197273.03,0.0,258328.15,0.0,268080.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768593.91,88516.27,0.0,0.0,0.0,64094.3,0.0,0.0,0.0,0.0,0.0,0.0,231727.1,0.0,0.0,384337.66,2.5,1.0,,,,,348.47,194.37,194.37,153.88,167.05,150.43,385.38,385.38,150.43,71.59,,516599838.65712905
SWHC012-05 Occupancy Sensor_Ex/runs/CZ04/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,CZ04,EPr,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:24",CA_SAN-JOSE-IAP - USA Custom-724945 WMO#=724945,2322.43,51.29,39.58,0.0,37233.74,63471.11,0.0,82070.96,0.0,81877.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264653.47,15055.73,0.0,0.0,0.0,42672.53,0.0,0.0,0.0,0.0,0.0,0.0,76869.52,0.0,0.0,134597.79,0.0,0.0,534.27,308.54,308.54,311.6,,,,,,,,,,,,188629756.50887775
SWHC012-05 Occupancy Sensor_Ex/runs/CZ04/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,CZ04,ESe,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:25",CA_SAN-JOSE-IAP - USA Custom-724945 WMO#=724945,5059.32,67.8,62.52,0.0,100570.67,197273.03,0.0,258328.15,0.0,242454.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798626.22,92600.71,0.0,0.0,0.0,64094.3,0.0,0.0,0.0,0.0,0.0,0.0,223716.2,0.0,0.0,380411.21,0.0,0.0,,,,,348.47,194.37,194.37,153.88,167.05,150.43,385.38,385.38,150.43,71.59,,669488408.8924206
SWHC012-05 Occupancy Sensor_Ex/runs/CZ04/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,CZ04,ESe,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:24",CA_SAN-JOSE-IAP - USA Custom-724945 WMO#=724945,5059.32,72.75,59.78,0.0,86401.54,197273.03,0.0,258328.15,0.0,281671.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823673.72,78712.03,0.0,0.0,0.0,64094.3,0.0,0.0,0.0,0.0,0.0,0.0,223724.87,0.0,0.0,366531.2,2.5,3.0,,,,,348.47,194.37,194.37,153.88,167.05,150.43,385.38,385.38,150.43,71.59,,664532650.8294393
SWHC012-05 Occupancy Sensor_Ex/runs/CZ05/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,CZ05,EPr,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:25",CA_SANTA-MARIA-PUBLIC-AP - USA Custom-723940 WMO#=723940,2322.43,50.52,38.25,0.0,22646.84,63471.11,0.0,82070.96,0.0,94676.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262865.25,9119.22,0.0,0.0,0.0,42672.53,0.0,0.0,0.0,0.0,0.0,0.0,79717.04,0.0,0.0,131508.8,0.0,2.33,534.27,308.54,308.54,311.6,,,,,,,,,,,,133549097.59209698
SWHC012-05 Occupancy Sensor_Ex/runs/CZ05/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP/instance-out.sql,CZ05,ERC,0,cDXHP,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXHP,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:25",CA_SANTA-MARIA-PUBLIC-AP - USA Custom-723940 WMO#=723940,89.3,47.35,38.27,84.0,314.96,2170.58,0.0,2139.72,0.0,3829.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8538.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3417.37,0.0,0.0,3417.37,0.0,0.0,,,,,,,,,,,,,,,89.3,3804452.235038185
SWHC012-05 Occupancy Sensor_Ex/runs/CZ05/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,CZ05,EPr,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:26",CA_SANTA-MARIA-PUBLIC-AP - USA Custom-723940 WMO#=723940,2322.43,44.38,40.99,0.0,26029.17,63471.11,0.0,82070.96,0.0,77033.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248604.45,15484.43,0.0,0.0,0.0,42672.53,0.0,0.0,0.0,0.0,0.0,0.0,79717.02,0.0,0.0,137873.98,0.0,1.67,534.27,308.54,308.54,311.6,,,,,,,,,,,,127357868.85545474
SWHC012-05 Occupancy Sensor_Ex/runs/CZ05/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP-NoOccSens/instance-out.sql,CZ05,ERC,0,cDXHP,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXHP-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:25",CA_SANTA-MARIA-PUBLIC-AP - USA Custom-723940 WMO#=723940,89.3,46.81,38.27,372.94,527.13,2170.58,0.0,2139.72,0.0,3280.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8490.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3417.35,0.0,0.0,3417.35,0.0,0.0,,,,,,,,,,,,,,,89.3,3803921.052736864
SWHC012-05 Occupancy Sensor_Ex/runs/CZ05/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,CZ05,ESe,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:26",CA_SANTA-MARIA-PUBLIC-AP - USA Custom-723940 WMO#=723940,5059.32,58.26,65.06,0.0,67198.04,197273.03,0.0,258328.15,0.0,227549.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750348.47,97439.98,0.0,0.0,0.0,64094.3,0.0,0.0,0.0,0.0,0.0,0.0,231742.23,0.0,0.0,393276.51,0.0,15.5,,,,,348.47,194.37,194.37,153.88,167.05,150.43,385.38,385.38,150.43,71.59,,414627364.7372974
SWHC012-05 Occupancy Sensor_Ex/runs/CZ05/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,CZ05,ESe,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:27",CA_SANTA-MARIA-PUBLIC-AP - USA Custom-723940 WMO#=723940,5059.32,63.17,62.24,0.0,56137.32,197273.03,0.0,258328.15,0.0,263437.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775176.43,83153.24,0.0,0.0,0.0,64094.3,0.0,0.0,0.0,0.0,0.0,0.0,231752.97,0.0,0.0,379000.51,2.5,9.17,,,,,348.47,194.37,194.37,153.88,167.05,150.43,385.38,385.38,150.43,71.59,,420890612.07400036
SWHC012-05 Occupancy Sensor_Ex/runs/CZ06/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,CZ06,EPr,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:28",CA_LOS-ANGELES-IAP - USA Custom-722950 WMO#=722950,2322.43,52.18,33.05,0.0,40290.78,63471.11,0.0,82070.96,0.0,80898.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266731.52,3325.21,0.0,0.0,0.0,42672.53,0.0,0.0,0.0,0.0,0.0,0.0,73420.77,0.0,0.0,119418.52,0.0,0.0,534.27,308.54,308.54,311.6,,,,,,,,,,,,104871962.49309692
SWHC012-05 Occupancy Sensor_Ex/runs/CZ06/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,CZ06,EPr,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.09.29 02:27",CA_LOS-ANGELES-IAP - USA Custom-722950 WMO#=722950,2322.43,60.3,32.57,0.0,35490.45,63471.11,0.0,82070.96,0.0,104545.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285577.54,2205.6,0.0,0.0,0.0,42672.53,0.0,0.0,0.0,0.0,0.0,0.0,73437.45,0.0,0.0,118315.58,0.0,6.0,534.27,308.54,308.54,311.6,,,,,,,,,,,,122565678.23497005
