Climate Zone,Cohort,Case,PeakHoursFound,Peak Demand (kW)
CZ13,DMo&0&rDXGF&Ex&dxAC_equip,LRM AOE +30% RCA LSC R22 R410a rDXGF Base,15,18.9876
CZ13,DMo&0&rDXGF&Ex&dxAC_equip,LRM AOE +40% RCA LSC R22 R410a rDXGF Base,15,34.6942
CZ13,DMo&0&rDXGF&Ex&dxAC_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base,15,10.2892
CZ13,DMo&0&rDXGF&Ex&dxAC_equip,LRM AOE LSC R22 R410a rDXGF Base,15,9.0977
CZ13,DMo&0&rDXGF&Ex&dxAC_equip,LRM AOE R22 R410a rDXGF Measure,15,8.4355
CZ13,DMo&0&rDXGF&Ex&dxAC_equip,LRM NR LSC R454b rDXGF Base,15,8.4162
CZ13,DMo&0&rDXGF&Ex&dxAC_equip,LRM NR R454b rDXGF Measure,15,7.8256
CZ13,DMo&0&rDXHP&Ex&dxHP_equip,LRM AOE +15% RCA LSC R22 R410a rDXHP Base,15,11.9783
CZ13,DMo&0&rDXHP&Ex&dxHP_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base,15,14.5736
CZ13,DMo&0&rDXHP&Ex&dxHP_equip,LRM AOE +30% RCA LSC R22 R410a rDXHP Base,15,19.0438
CZ13,DMo&0&rDXHP&Ex&dxHP_equip,LRM AOE +40% RCA LSC R22 R410a rDXHP Base,15,34.6943
CZ13,DMo&0&rDXHP&Ex&dxHP_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,15,10.2795
CZ13,DMo&0&rDXHP&Ex&dxHP_equip,LRM AOE LSC R22 R410a rDXHP Base,15,9.0859
CZ13,DMo&0&rDXHP&Ex&dxHP_equip,LRM AOE R22 R410a rDXHP Measure,15,8.4355
CZ13,DMo&0&rDXHP&Ex&dxHP_equip,LRM NR LSC R32 R454b rDXHP Base,15,8.4124
CZ13,DMo&0&rDXHP&Ex&dxHP_equip,LRM NR R32 R454b rDXHP Measure,15,7.8256
CZ14,DMo&0&rDXGF&Ex&dxAC_equip,LRM AOE +15% RCA LSC R22 R410a rDXGF Base,15,10.0931
CZ14,DMo&0&rDXGF&Ex&dxAC_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base,15,12.2231
CZ14,DMo&0&rDXGF&Ex&dxAC_equip,LRM AOE +30% RCA LSC R22 R410a rDXGF Base,15,15.8797
CZ14,DMo&0&rDXGF&Ex&dxAC_equip,LRM AOE +40% RCA LSC R22 R410a rDXGF Base,15,28.8465
CZ14,DMo&0&rDXGF&Ex&dxAC_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base,15,8.6987
CZ14,DMo&0&rDXGF&Ex&dxAC_equip,LRM AOE LSC R22 R410a rDXGF Base,15,7.715
CZ14,DMo&0&rDXGF&Ex&dxAC_equip,LRM AOE R22 R410a rDXGF Measure,15,7.1683
CZ14,DMo&0&rDXGF&Ex&dxAC_equip,LRM NR LSC R454b rDXGF Base,15,7.1524
CZ14,DMo&0&rDXGF&Ex&dxAC_equip,LRM NR R454b rDXGF Measure,15,6.6648
CZ14,DMo&0&rDXHP&Ex&dxHP_equip,LRM AOE +15% RCA LSC R22 R410a rDXHP Base,15,10.0931
CZ14,DMo&0&rDXHP&Ex&dxHP_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base,15,12.2357
CZ14,DMo&0&rDXHP&Ex&dxHP_equip,LRM AOE +30% RCA LSC R22 R410a rDXHP Base,15,15.9261
CZ14,DMo&0&rDXHP&Ex&dxHP_equip,LRM AOE +40% RCA LSC R22 R410a rDXHP Base,15,28.8465
CZ14,DMo&0&rDXHP&Ex&dxHP_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,15,8.6907
CZ14,DMo&0&rDXHP&Ex&dxHP_equip,LRM AOE LSC R22 R410a rDXHP Base,15,7.7052
CZ14,DMo&0&rDXHP&Ex&dxHP_equip,LRM AOE R22 R410a rDXHP Measure,15,7.1683
CZ14,DMo&0&rDXHP&Ex&dxHP_equip,LRM NR LSC R32 R454b rDXHP Base,15,7.1492
CZ14,DMo&0&rDXHP&Ex&dxHP_equip,LRM NR R32 R454b rDXHP Measure,15,6.6648
CZ15,DMo&0&rDXGF&Ex&dxAC_equip,LRM AOE +15% RCA LSC R22 R410a rDXGF Base,15,14.658
CZ15,DMo&0&rDXGF&Ex&dxAC_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base,15,17.9008
CZ15,DMo&0&rDXGF&Ex&dxAC_equip,LRM AOE +30% RCA LSC R22 R410a rDXGF Base,15,23.4677
CZ15,DMo&0&rDXGF&Ex&dxAC_equip,LRM AOE +40% RCA LSC R22 R410a rDXGF Base,15,43.2087
CZ15,DMo&0&rDXGF&Ex&dxAC_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base,15,12.5351
CZ15,DMo&0&rDXGF&Ex&dxAC_equip,LRM AOE LSC R22 R410a rDXGF Base,15,11.0375
CZ15,DMo&0&rDXGF&Ex&dxAC_equip,LRM AOE R22 R410a rDXGF Measure,15,10.2052
CZ15,DMo&0&rDXGF&Ex&dxAC_equip,LRM NR LSC R454b rDXGF Base,15,10.181
CZ15,DMo&0&rDXGF&Ex&dxAC_equip,LRM NR R454b rDXGF Measure,15,9.4387
CZ15,DMo&0&rDXHP&Ex&dxHP_equip,LRM AOE +15% RCA LSC R22 R410a rDXHP Base,15,14.658
CZ15,DMo&0&rDXHP&Ex&dxHP_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base,15,17.9199
CZ15,DMo&0&rDXHP&Ex&dxHP_equip,LRM AOE +30% RCA LSC R22 R410a rDXHP Base,15,23.5383
CZ15,DMo&0&rDXHP&Ex&dxHP_equip,LRM AOE +40% RCA LSC R22 R410a rDXHP Base,15,43.2087
CZ15,DMo&0&rDXHP&Ex&dxHP_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,15,12.5229
CZ15,DMo&0&rDXHP&Ex&dxHP_equip,LRM AOE LSC R22 R410a rDXHP Base,15,11.0227
CZ15,DMo&0&rDXHP&Ex&dxHP_equip,LRM AOE R22 R410a rDXHP Measure,15,10.2052
CZ15,DMo&0&rDXHP&Ex&dxHP_equip,LRM NR LSC R32 R454b rDXHP Base,15,10.1762
CZ15,DMo&0&rDXHP&Ex&dxHP_equip,LRM NR R32 R454b rDXHP Measure,15,9.4388
CZ16,DMo&0&rDXGF&Ex&dxAC_equip,LRM AOE +15% RCA LSC R22 R410a rDXGF Base,15,5.8956
CZ16,DMo&0&rDXGF&Ex&dxAC_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base,15,6.9913
CZ16,DMo&0&rDXGF&Ex&dxAC_equip,LRM AOE +30% RCA LSC R22 R410a rDXGF Base,15,8.8724
CZ16,DMo&0&rDXGF&Ex&dxAC_equip,LRM AOE +40% RCA LSC R22 R410a rDXGF Base,15,15.543
CZ16,DMo&0&rDXGF&Ex&dxAC_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base,15,5.1782
CZ16,DMo&0&rDXGF&Ex&dxAC_equip,LRM AOE LSC R22 R410a rDXGF Base,15,4.6722
CZ16,DMo&0&rDXGF&Ex&dxAC_equip,LRM AOE R22 R410a rDXGF Measure,15,4.391
CZ16,DMo&0&rDXGF&Ex&dxAC_equip,LRM NR LSC R454b rDXGF Base,15,4.3828
CZ16,DMo&0&rDXGF&Ex&dxAC_equip,LRM NR R454b rDXGF Measure,15,4.132
CZ16,DMo&0&rDXHP&Ex&dxHP_equip,LRM AOE +15% RCA LSC R22 R410a rDXHP Base,15,5.8956
CZ16,DMo&0&rDXHP&Ex&dxHP_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base,15,6.9978
CZ16,DMo&0&rDXHP&Ex&dxHP_equip,LRM AOE +30% RCA LSC R22 R410a rDXHP Base,15,8.8963
CZ16,DMo&0&rDXHP&Ex&dxHP_equip,LRM AOE +40% RCA LSC R22 R410a rDXHP Base,15,15.543
CZ16,DMo&0&rDXHP&Ex&dxHP_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,15,5.1741
CZ16,DMo&0&rDXHP&Ex&dxHP_equip,LRM AOE LSC R22 R410a rDXHP Base,15,4.6672
CZ16,DMo&0&rDXHP&Ex&dxHP_equip,LRM AOE R22 R410a rDXHP Measure,15,4.391
CZ16,DMo&0&rDXHP&Ex&dxHP_equip,LRM NR LSC R32 R454b rDXHP Base,15,4.3811
CZ16,DMo&0&rDXHP&Ex&dxHP_equip,LRM NR R32 R454b rDXHP Measure,15,4.132
