File Name,Net Site EUI (kWh/m2),Net Source EUI (kWh/m2),Total Energy/Net Site Energy (kWh),Total Energy/Net Source Energy (kWh)
CZ10/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,64.15,126.34,44412.16,87469.32
CZ10/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,69.06,141.90,47811.95,98236.44
CZ10/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,86.48,197.05,59868.06,136418.14
CZ10/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,51.79,107.15,35852.97,74178.37
CZ10/DMo&0&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,50.37,102.65,34871.07,71068.67
CZ10/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,54.21,114.82,37531.59,79494.55
CZ10/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,52.66,109.90,36455.20,76085.64
CZ10/DMo&0&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,51.14,105.09,35403.32,72754.32
CZ10/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,56.36,121.62,39016.73,84198.00
CZ10/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,59.53,131.68,41215.57,91161.73
CZ10/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,64.84,148.47,44887.16,102789.63
CZ10/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,82.74,205.17,57281.55,142042.69
CZ11/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,69.92,126.62,48403.44,87660.92
CZ11/DMo&0&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,68.93,123.50,47721.50,85501.23
CZ11/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,70.99,130.01,49143.96,90006.14
CZ11/DMo&0&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,69.88,126.52,48381.91,87592.74
CZ11/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,72.91,136.10,50476.39,94225.97
CZ11/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,75.64,144.74,52365.09,100207.46
CZ11/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,79.81,157.94,55250.27,109344.84
CZ11/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,86.96,180.60,60203.17,125030.68
CZ11/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,112.33,260.94,77766.83,180654.79
CZ11/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,59.96,132.63,41509.55,91818.39
CZ11/DMo&0&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,57.59,125.12,39869.88,86625.56
CZ11/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,63.64,144.30,44062.04,99902.11
CZ11/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,61.29,136.83,42428.79,94729.60
CZ11/DMo&0&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,58.76,128.82,40678.59,89186.72
CZ11/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,66.88,154.54,46299.30,106987.53
CZ11/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,71.62,169.57,49586.61,117398.43
CZ11/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,79.49,194.49,55032.99,134647.13
CZ11/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,105.80,277.79,73243.54,192319.92
CZ12/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,65.65,112.80,45447.60,78095.61
CZ12/DMo&0&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,65.03,110.84,45019.21,76738.89
CZ12/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,66.32,114.93,45912.79,79568.88
CZ12/DMo&0&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,65.63,112.74,45434.08,78052.78
CZ12/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,67.53,118.76,46749.83,82219.77
CZ12/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,69.24,124.19,47936.31,85977.35
CZ12/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,71.86,132.48,49748.78,91717.46
CZ12/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,76.35,146.71,52860.20,101571.31
CZ12/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,92.29,197.19,63893.70,136514.40
CZ12/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,55.82,119.42,38643.80,82676.91
CZ12/DMo&0&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,53.79,112.99,37238.21,78225.42
CZ12/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,58.41,127.64,40439.58,88364.13
CZ12/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,56.76,122.41,39296.51,84744.05
CZ12/DMo&0&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,54.61,115.59,37806.07,80023.84
CZ12/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,60.63,134.67,41977.44,93234.55
CZ12/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,63.83,144.81,44193.55,100252.99
CZ12/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,69.03,161.26,47790.53,111644.59
CZ12/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,85.96,214.87,59508.72,148756.10
CZ13/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,67.79,125.96,46929.91,87205.51
CZ13/DMo&0&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,66.73,122.62,46199.75,84893.09
CZ13/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,68.93,129.59,47722.80,89716.58
CZ13/DMo&0&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,67.75,125.86,46906.86,87132.51
CZ13/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,70.99,136.12,49149.46,94234.83
CZ13/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,73.91,145.37,51171.72,100639.33
CZ13/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,78.38,159.50,54260.94,110422.89
CZ13/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,86.04,183.76,59564.10,127218.00
CZ13/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,113.20,269.78,78369.84,186775.76
CZ13/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,59.43,131.28,41145.43,90884.95
CZ13/DMo&0&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,57.19,124.17,39592.72,85967.52
CZ13/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,63.23,143.30,43774.47,99211.14
CZ13/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,60.79,135.59,42088.99,93873.23
CZ13/DMo&0&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,58.39,127.99,40426.27,88607.38
CZ13/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,66.59,153.93,46098.37,106570.93
CZ13/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,71.55,169.66,49536.49,117459.45
CZ13/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,79.84,195.90,55273.07,135627.21
CZ13/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,107.78,284.41,74620.68,196901.09
CZ14/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,77.57,130.45,53706.14,90310.82
CZ14/DMo&0&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,76.78,127.94,53158.64,88576.90
CZ14/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,78.43,133.17,54300.67,92193.70
CZ14/DMo&0&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,77.55,130.37,53688.85,90256.08
CZ14/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,79.98,138.06,55370.42,95581.61
CZ14/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,82.17,145.00,56886.77,100383.90
CZ14/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,85.51,155.59,59203.16,107719.91
CZ14/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,91.26,173.78,63179.63,120313.38
CZ14/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,111.63,238.29,77280.73,164971.57
CZ14/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,62.45,140.97,43236.43,97594.69
CZ14/DMo&0&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,59.37,131.20,41100.85,90831.30
CZ14/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,66.02,152.26,45704.91,105412.36
CZ14/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,63.76,145.10,44138.49,100451.51
CZ14/DMo&0&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,60.49,134.77,41880.55,93300.60
CZ14/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,69.03,161.80,47789.68,112014.84
CZ14/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,73.32,175.38,50757.94,121415.29
CZ14/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,80.18,197.13,55512.78,136473.90
CZ14/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,102.18,266.77,70737.65,184691.04
CZ15/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,68.82,149.13,47645.40,103241.84
CZ15/DMo&0&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,66.86,142.93,46290.19,98949.88
CZ15/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,70.95,155.86,49117.04,107902.52
CZ15/DMo&0&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,68.76,148.93,47602.62,103106.34
CZ15/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,74.77,167.97,51765.00,116288.61
CZ15/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,80.19,185.14,55518.42,128175.69
CZ15/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,88.47,211.37,61252.17,146334.48
CZ15/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,102.69,256.40,71095.11,177507.07
CZ15/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,153.11,416.07,105999.52,288049.33
CZ15/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,65.32,150.72,45219.09,104344.50
CZ15/DMo&0&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,62.87,142.97,43524.18,98976.74
CZ15/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,71.49,170.26,49491.34,117874.74
CZ15/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,67.50,157.64,46732.70,109138.12
CZ15/DMo&0&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,64.83,149.18,44882.32,103277.96
CZ15/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,77.11,188.08,53386.51,130210.74
CZ15/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,85.64,215.09,59291.16,148910.74
CZ15/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,100.22,261.27,69384.89,180877.58
CZ15/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,150.83,421.53,104419.73,291832.92
CZ16/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,57.48,96.21,39797.34,66609.98
CZ16/DMo&0&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,57.17,95.21,39578.99,65918.47
CZ16/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,57.83,97.30,40034.45,67360.90
CZ16/DMo&0&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,57.47,96.18,39790.45,66588.15
CZ16/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,58.44,99.25,40461.08,68712.04
CZ16/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,59.32,102.02,41065.82,70627.26
CZ16/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,60.65,106.24,41989.63,73552.95
CZ16/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,62.94,113.50,43575.49,78575.39
CZ16/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,71.06,139.22,49199.20,96385.66
CZ16/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,50.85,102.80,35205.22,71168.58
CZ16/DMo&0&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,49.56,98.70,34310.13,68333.84
CZ16/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,52.31,107.40,36211.79,74356.39
CZ16/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,51.38,104.48,35573.62,72335.33
CZ16/DMo&0&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,50.02,100.16,34627.96,69340.42
CZ16/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,53.53,111.28,37058.42,77037.67
CZ16/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,55.26,116.77,38259.48,80841.43
CZ16/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,58.03,125.54,40175.76,86910.29
CZ16/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,66.85,153.45,46278.72,106238.36

File Name,Total (kWh),Heating (kWh),Cooling (kWh),Interior Lighting (kWh),Exterior Lighting (kWh),Interior Equipment (kWh),Exterior Equipment (kWh),Fans (kWh),Pumps (kWh),Heat Rejection (kWh),Humidification (kWh),Heat Recovery (kWh),Water Systems (kWh),Refrigeration (kWh),Generators (kWh),Heating Elec (kWh),Cooling Elec (kWh),Heating NG (kWh),Cooling NG (kWh),Interior Equipment Elec (kWh),Interior Equipment NG (kWh)
CZ01/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,33409.380000000005,4914.37,418.58,3129.96,0.0,12980.689999999999,0.0,216.48,0.0,0.0,0.0,0.0,11749.3,0.0,0.0,0.00,418.58,4914.37,0.00,5167.03,7813.66
CZ01/DMo&0&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,33368.46,4914.37,377.66,3129.96,0.0,12980.689999999999,0.0,216.48,0.0,0.0,0.0,0.0,11749.3,0.0,0.0,0.00,377.66,4914.37,0.00,5167.03,7813.66
CZ01/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,33453.82,4914.37,463.02,3129.96,0.0,12980.689999999999,0.0,216.48,0.0,0.0,0.0,0.0,11749.3,0.0,0.0,0.00,463.02,4914.37,0.00,5167.03,7813.66
CZ01/DMo&0&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,33408.090000000004,4914.37,417.29,3129.96,0.0,12980.689999999999,0.0,216.48,0.0,0.0,0.0,0.0,11749.3,0.0,0.0,0.00,417.29,4914.37,0.00,5167.03,7813.66
CZ01/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,33533.78,4914.37,542.97,3129.96,0.0,12980.689999999999,0.0,216.48,0.0,0.0,0.0,0.0,11749.3,0.0,0.0,0.00,542.97,4914.37,0.00,5167.03,7813.66
CZ01/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,33647.12,4914.37,656.31,3129.96,0.0,12980.689999999999,0.0,216.48,0.0,0.0,0.0,0.0,11749.3,0.0,0.0,0.00,656.31,4914.37,0.00,5167.03,7813.66
CZ01/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,33820.25,4914.37,829.45,3129.96,0.0,12980.689999999999,0.0,216.48,0.0,0.0,0.0,0.0,11749.3,0.0,0.0,0.00,829.45,4914.37,0.00,5167.03,7813.66
CZ01/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,34117.47,4914.37,1126.67,3129.96,0.0,12980.689999999999,0.0,216.48,0.0,0.0,0.0,0.0,11749.3,0.0,0.0,0.00,1126.67,4914.37,0.00,5167.03,7813.66
CZ01/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,35171.46,4914.37,2180.66,3129.96,0.0,12980.689999999999,0.0,216.48,0.0,0.0,0.0,0.0,11749.3,0.0,0.0,0.00,2180.66,4914.37,0.00,5167.03,7813.66
CZ01/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,30867.95,2264.46,418.98,3129.96,0.0,12980.689999999999,0.0,330.75,0.0,0.0,0.0,0.0,11743.11,0.0,0.0,2264.46,418.98,0.00,0.00,5167.03,7813.66
CZ01/DMo&0&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,30466.0,1903.47,378.01,3129.96,0.0,12980.689999999999,0.0,330.75,0.0,0.0,0.0,0.0,11743.11,0.0,0.0,1903.47,378.01,0.00,0.00,5167.03,7813.66
CZ01/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,31176.54,2449.19,542.84,3129.96,0.0,12980.689999999999,0.0,330.75,0.0,0.0,0.0,0.0,11743.11,0.0,0.0,2449.19,542.84,0.00,0.00,5167.03,7813.66
CZ01/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,30983.93,2336.75,462.66,3129.96,0.0,12980.689999999999,0.0,330.75,0.0,0.0,0.0,0.0,11743.11,0.0,0.0,2336.75,462.66,0.00,0.00,5167.03,7813.66
CZ01/DMo&0&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,30562.89,1960.95,417.43,3129.96,0.0,12980.689999999999,0.0,330.75,0.0,0.0,0.0,0.0,11743.11,0.0,0.0,1960.95,417.43,0.00,0.00,5167.03,7813.66
CZ01/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,31417.800000000003,2576.35,656.94,3129.96,0.0,12980.689999999999,0.0,330.75,0.0,0.0,0.0,0.0,11743.11,0.0,0.0,2576.35,656.94,0.00,0.00,5167.03,7813.66
CZ01/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,31737.11,2721.33,831.26,3129.96,0.0,12980.689999999999,0.0,330.75,0.0,0.0,0.0,0.0,11743.11,0.0,0.0,2721.33,831.26,0.00,0.00,5167.03,7813.66
CZ01/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,32205.77,2889.74,1131.52,3129.96,0.0,12980.689999999999,0.0,330.75,0.0,0.0,0.0,0.0,11743.11,0.0,0.0,2889.74,1131.52,0.00,0.00,5167.03,7813.66
CZ01/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,33523.270000000004,3156.02,2182.73,3129.96,0.0,12980.689999999999,0.0,330.75,0.0,0.0,0.0,0.0,11743.11,0.0,0.0,3156.02,2182.73,0.00,0.00,5167.03,7813.66
CZ02/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,38727.99,8691.27,1912.79,3129.96,0.0,12980.689999999999,0.0,598.48,0.0,0.0,0.0,0.0,11414.8,0.0,0.0,0.00,1912.79,8691.27,0.00,5167.03,7813.66
CZ02/DMo&0&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,38540.979999999996,8691.27,1725.79,3129.96,0.0,12980.689999999999,0.0,598.48,0.0,0.0,0.0,0.0,11414.8,0.0,0.0,0.00,1725.79,8691.27,0.00,5167.03,7813.66
CZ02/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,38931.06,8691.27,2115.86,3129.96,0.0,12980.689999999999,0.0,598.48,0.0,0.0,0.0,0.0,11414.8,0.0,0.0,0.00,2115.86,8691.27,0.00,5167.03,7813.66
CZ02/DMo&0&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,38722.08,8691.27,1906.89,3129.96,0.0,12980.689999999999,0.0,598.48,0.0,0.0,0.0,0.0,11414.8,0.0,0.0,0.00,1906.89,8691.27,0.00,5167.03,7813.66
CZ02/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,39296.45,8691.27,2481.25,3129.96,0.0,12980.689999999999,0.0,598.48,0.0,0.0,0.0,0.0,11414.8,0.0,0.0,0.00,2481.25,8691.27,0.00,5167.03,7813.66
CZ02/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,39814.38,8691.27,2999.18,3129.96,0.0,12980.689999999999,0.0,598.48,0.0,0.0,0.0,0.0,11414.8,0.0,0.0,0.00,2999.18,8691.27,0.00,5167.03,7813.66
CZ02/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,40605.57,8691.27,3790.38,3129.96,0.0,12980.689999999999,0.0,598.48,0.0,0.0,0.0,0.0,11414.8,0.0,0.0,0.00,3790.38,8691.27,0.00,5167.03,7813.66
