File Name,Net Site EUI (kWh/m2),Net Source EUI (kWh/m2),Total Energy/Net Site Energy (kWh),Total Energy/Net Source Energy (kWh)
CZ02/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,41963.79,8691.27,5148.6,3129.96,0.0,12980.689999999999,0.0,598.48,0.0,0.0,0.0,0.0,11414.8,0.0,0.0,0.00,5148.60,8691.27,0.00,5167.03,7813.66
CZ02/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,46780.22,8691.27,9965.03,3129.96,0.0,12980.689999999999,0.0,598.48,0.0,0.0,0.0,0.0,11414.8,0.0,0.0,0.00,9965.03,8691.27,0.00,5167.03,7813.66
CZ02/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,34159.56,3929.37,1912.81,3129.96,0.0,12980.689999999999,0.0,804.16,0.0,0.0,0.0,0.0,11402.57,0.0,0.0,3929.37,1912.81,0.00,0.00,5167.03,7813.66
CZ02/DMo&0&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,33306.229999999996,3263.05,1725.81,3129.96,0.0,12980.689999999999,0.0,804.16,0.0,0.0,0.0,0.0,11402.57,0.0,0.0,3263.05,1725.81,0.00,0.00,5167.03,7813.66
CZ02/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,35066.01,4270.34,2478.29,3129.96,0.0,12980.689999999999,0.0,804.16,0.0,0.0,0.0,0.0,11402.57,0.0,0.0,4270.34,2478.29,0.00,0.00,5167.03,7813.66
CZ02/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,34492.45,4062.8,2112.27,3129.96,0.0,12980.689999999999,0.0,804.16,0.0,0.0,0.0,0.0,11402.57,0.0,0.0,4062.80,2112.27,0.00,0.00,5167.03,7813.66
CZ02/DMo&0&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,33592.25,3369.13,1905.73,3129.96,0.0,12980.689999999999,0.0,804.16,0.0,0.0,0.0,0.0,11402.57,0.0,0.0,3369.13,1905.73,0.00,0.00,5167.03,7813.66
CZ02/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,35821.649999999994,4505.06,2999.22,3129.96,0.0,12980.689999999999,0.0,804.16,0.0,0.0,0.0,0.0,11402.57,0.0,0.0,4505.06,2999.22,0.00,0.00,5167.03,7813.66
CZ02/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,36885.119999999995,4772.66,3795.08,3129.96,0.0,12980.689999999999,0.0,804.16,0.0,0.0,0.0,0.0,11402.57,0.0,0.0,4772.66,3795.08,0.00,0.00,5167.03,7813.66
CZ02/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,38566.759999999995,5083.51,5165.87,3129.96,0.0,12980.689999999999,0.0,804.16,0.0,0.0,0.0,0.0,11402.57,0.0,0.0,5083.51,5165.87,0.00,0.00,5167.03,7813.66
CZ02/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,43857.54,5575.02,9965.14,3129.96,0.0,12980.689999999999,0.0,804.16,0.0,0.0,0.0,0.0,11402.57,0.0,0.0,5575.02,9965.14,0.00,0.00,5167.03,7813.66
CZ03/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,36059.55,5647.6,2208.63,3129.96,0.0,12980.689999999999,0.0,651.18,0.0,0.0,0.0,0.0,11441.5,0.0,0.0,0.00,2208.63,5647.60,0.00,5167.03,7813.66
CZ03/DMo&0&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,35843.62,5647.6,1992.7,3129.96,0.0,12980.689999999999,0.0,651.18,0.0,0.0,0.0,0.0,11441.5,0.0,0.0,0.00,1992.70,5647.60,0.00,5167.03,7813.66
CZ03/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,36294.03,5647.6,2443.11,3129.96,0.0,12980.689999999999,0.0,651.18,0.0,0.0,0.0,0.0,11441.5,0.0,0.0,0.00,2443.11,5647.60,0.00,5167.03,7813.66
CZ03/DMo&0&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,36052.729999999996,5647.6,2201.81,3129.96,0.0,12980.689999999999,0.0,651.18,0.0,0.0,0.0,0.0,11441.5,0.0,0.0,0.00,2201.81,5647.60,0.00,5167.03,7813.66
CZ03/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,36715.93,5647.6,2865.01,3129.96,0.0,12980.689999999999,0.0,651.18,0.0,0.0,0.0,0.0,11441.5,0.0,0.0,0.00,2865.01,5647.60,0.00,5167.03,7813.66
CZ03/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,37313.96,5647.6,3463.04,3129.96,0.0,12980.689999999999,0.0,651.18,0.0,0.0,0.0,0.0,11441.5,0.0,0.0,0.00,3463.04,5647.60,0.00,5167.03,7813.66
CZ03/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,38227.53,5647.6,4376.61,3129.96,0.0,12980.689999999999,0.0,651.18,0.0,0.0,0.0,0.0,11441.5,0.0,0.0,0.00,4376.61,5647.60,0.00,5167.03,7813.66
CZ03/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,39795.81,5647.6,5944.89,3129.96,0.0,12980.689999999999,0.0,651.18,0.0,0.0,0.0,0.0,11441.5,0.0,0.0,0.00,5944.89,5647.60,0.00,5167.03,7813.66
CZ03/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,45357.16,5647.6,11506.24,3129.96,0.0,12980.689999999999,0.0,651.18,0.0,0.0,0.0,0.0,11441.5,0.0,0.0,0.00,11506.24,5647.60,0.00,5167.03,7813.66
CZ03/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,32805.88,2283.32,2211.34,3129.96,0.0,12980.689999999999,0.0,764.74,0.0,0.0,0.0,0.0,11435.82,0.0,0.0,2283.32,2211.34,0.00,0.00,5167.03,7813.66
CZ03/DMo&0&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,32163.02,1856.66,1995.15,3129.96,0.0,12980.689999999999,0.0,764.74,0.0,0.0,0.0,0.0,11435.82,0.0,0.0,1856.66,1995.15,0.00,0.00,5167.03,7813.66
CZ03/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,33677.94,2501.66,2865.07,3129.96,0.0,12980.689999999999,0.0,764.74,0.0,0.0,0.0,0.0,11435.82,0.0,0.0,2501.66,2865.07,0.00,0.00,5167.03,7813.66
CZ03/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,33121.9,2368.77,2441.92,3129.96,0.0,12980.689999999999,0.0,764.74,0.0,0.0,0.0,0.0,11435.82,0.0,0.0,2368.77,2441.92,0.00,0.00,5167.03,7813.66
CZ03/DMo&0&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,32438.96,1924.59,2203.15,3129.96,0.0,12980.689999999999,0.0,764.74,0.0,0.0,0.0,0.0,11435.82,0.0,0.0,1924.59,2203.15,0.00,0.00,5167.03,7813.66
CZ03/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,34430.46,2651.95,3467.3,3129.96,0.0,12980.689999999999,0.0,764.74,0.0,0.0,0.0,0.0,11435.82,0.0,0.0,2651.95,3467.30,0.00,0.00,5167.03,7813.66
CZ03/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,35521.89,2823.31,4387.36,3129.96,0.0,12980.689999999999,0.0,764.74,0.0,0.0,0.0,0.0,11435.82,0.0,0.0,2823.31,4387.36,0.00,0.00,5167.03,7813.66
CZ03/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,37305.66,3022.35,5972.1,3129.96,0.0,12980.689999999999,0.0,764.74,0.0,0.0,0.0,0.0,11435.82,0.0,0.0,3022.35,5972.10,0.00,0.00,5167.03,7813.66
CZ03/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,43168.66,3337.08,11520.37,3129.96,0.0,12980.689999999999,0.0,764.74,0.0,0.0,0.0,0.0,11435.82,0.0,0.0,3337.08,11520.37,0.00,0.00,5167.03,7813.66
CZ04/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,41335.17,8870.29,4072.21,3129.96,0.0,12980.689999999999,0.0,999.9,0.0,0.0,0.0,0.0,11282.12,0.0,0.0,0.00,4072.21,8870.29,0.00,5167.03,7813.66
CZ04/DMo&0&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,40937.05,8870.29,3674.09,3129.96,0.0,12980.689999999999,0.0,999.9,0.0,0.0,0.0,0.0,11282.12,0.0,0.0,0.00,3674.09,8870.29,0.00,5167.03,7813.66
CZ04/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,41767.49,8870.29,4504.54,3129.96,0.0,12980.689999999999,0.0,999.9,0.0,0.0,0.0,0.0,11282.12,0.0,0.0,0.00,4504.54,8870.29,0.00,5167.03,7813.66
CZ04/DMo&0&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,41322.6,8870.29,4059.64,3129.96,0.0,12980.689999999999,0.0,999.9,0.0,0.0,0.0,0.0,11282.12,0.0,0.0,0.00,4059.64,8870.29,0.00,5167.03,7813.66
CZ04/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,42545.38,8870.29,5282.43,3129.96,0.0,12980.689999999999,0.0,999.9,0.0,0.0,0.0,0.0,11282.12,0.0,0.0,0.00,5282.43,8870.29,0.00,5167.03,7813.66
CZ04/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,43648.03,8870.29,6385.07,3129.96,0.0,12980.689999999999,0.0,999.9,0.0,0.0,0.0,0.0,11282.12,0.0,0.0,0.00,6385.07,8870.29,0.00,5167.03,7813.66
CZ04/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,45332.43,8870.29,8069.47,3129.96,0.0,12980.689999999999,0.0,999.9,0.0,0.0,0.0,0.0,11282.12,0.0,0.0,0.00,8069.47,8870.29,0.00,5167.03,7813.66
CZ04/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,48223.99,8870.29,10961.04,3129.96,0.0,12980.689999999999,0.0,999.9,0.0,0.0,0.0,0.0,11282.12,0.0,0.0,0.00,10961.04,8870.29,0.00,5167.03,7813.66
CZ04/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,58477.869999999995,8870.29,21214.91,3129.96,0.0,12980.689999999999,0.0,999.9,0.0,0.0,0.0,0.0,11282.12,0.0,0.0,0.00,21214.91,8870.29,0.00,5167.03,7813.66
CZ04/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,36633.34,3968.25,4074.72,3129.96,0.0,12980.689999999999,0.0,1209.97,0.0,0.0,0.0,0.0,11269.75,0.0,0.0,3968.25,4074.72,0.00,0.00,5167.03,7813.66
CZ04/DMo&0&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,35548.29,3281.57,3676.35,3129.96,0.0,12980.689999999999,0.0,1209.97,0.0,0.0,0.0,0.0,11269.75,0.0,0.0,3281.57,3676.35,0.00,0.00,5167.03,7813.66
CZ04/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,38189.33,4319.65,5279.32,3129.96,0.0,12980.689999999999,0.0,1209.97,0.0,0.0,0.0,0.0,11269.75,0.0,0.0,4319.65,5279.32,0.00,0.00,5167.03,7813.66
CZ04/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,37195.740000000005,4105.77,4499.6,3129.96,0.0,12980.689999999999,0.0,1209.97,0.0,0.0,0.0,0.0,11269.75,0.0,0.0,4105.77,4499.60,0.00,0.00,5167.03,7813.66
CZ04/DMo&0&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,36040.91,3390.9,4059.63,3129.96,0.0,12980.689999999999,0.0,1209.97,0.0,0.0,0.0,0.0,11269.75,0.0,0.0,3390.90,4059.63,0.00,0.00,5167.03,7813.66
CZ04/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,39540.91,4561.54,6389.0,3129.96,0.0,12980.689999999999,0.0,1209.97,0.0,0.0,0.0,0.0,11269.75,0.0,0.0,4561.54,6389.00,0.00,0.00,5167.03,7813.66
CZ04/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,41512.05,4837.32,8084.36,3129.96,0.0,12980.689999999999,0.0,1209.97,0.0,0.0,0.0,0.0,11269.75,0.0,0.0,4837.32,8084.36,0.00,0.00,5167.03,7813.66
CZ04/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,44752.5,5157.66,11004.46,3129.96,0.0,12980.689999999999,0.0,1209.97,0.0,0.0,0.0,0.0,11269.75,0.0,0.0,5157.66,11004.46,0.00,0.00,5167.03,7813.66
CZ04/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,55482.53,5664.2,21227.96,3129.96,0.0,12980.689999999999,0.0,1209.97,0.0,0.0,0.0,0.0,11269.75,0.0,0.0,5664.20,21227.96,0.00,0.00,5167.03,7813.66
CZ05/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,35902.130000000005,5966.66,1820.53,3129.96,0.0,12980.689999999999,0.0,557.96,0.0,0.0,0.0,0.0,11446.33,0.0,0.0,0.00,1820.53,5966.66,0.00,5167.03,7813.66
CZ05/DMo&0&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,35724.14,5966.66,1642.55,3129.96,0.0,12980.689999999999,0.0,557.96,0.0,0.0,0.0,0.0,11446.33,0.0,0.0,0.00,1642.55,5966.66,0.00,5167.03,7813.66
CZ05/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,36095.4,5966.66,2013.81,3129.96,0.0,12980.689999999999,0.0,557.96,0.0,0.0,0.0,0.0,11446.33,0.0,0.0,0.00,2013.81,5966.66,0.00,5167.03,7813.66
CZ05/DMo&0&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,35896.51,5966.66,1814.91,3129.96,0.0,12980.689999999999,0.0,557.96,0.0,0.0,0.0,0.0,11446.33,0.0,0.0,0.00,1814.91,5966.66,0.00,5167.03,7813.66
CZ05/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,36443.17,5966.66,2361.57,3129.96,0.0,12980.689999999999,0.0,557.96,0.0,0.0,0.0,0.0,11446.33,0.0,0.0,0.00,2361.57,5966.66,0.00,5167.03,7813.66
CZ05/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,36936.12,5966.66,2854.52,3129.96,0.0,12980.689999999999,0.0,557.96,0.0,0.0,0.0,0.0,11446.33,0.0,0.0,0.00,2854.52,5966.66,0.00,5167.03,7813.66
CZ05/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,37689.16,5966.66,3607.56,3129.96,0.0,12980.689999999999,0.0,557.96,0.0,0.0,0.0,0.0,11446.33,0.0,0.0,0.00,3607.56,5966.66,0.00,5167.03,7813.66
CZ05/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,38981.86,5966.66,4900.27,3129.96,0.0,12980.689999999999,0.0,557.96,0.0,0.0,0.0,0.0,11446.33,0.0,0.0,0.00,4900.27,5966.66,0.00,5167.03,7813.66
CZ05/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,43565.990000000005,5966.66,9484.39,3129.96,0.0,12980.689999999999,0.0,557.96,0.0,0.0,0.0,0.0,11446.33,0.0,0.0,0.00,9484.39,5966.66,0.00,5167.03,7813.66
CZ05/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,32541.03,2485.37,1821.81,3129.96,0.0,12980.689999999999,0.0,683.38,0.0,0.0,0.0,0.0,11439.82,0.0,0.0,2485.37,1821.81,0.00,0.00,5167.03,7813.66
CZ05/DMo&0&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,31908.309999999998,2030.76,1643.7,3129.96,0.0,12980.689999999999,0.0,683.38,0.0,0.0,0.0,0.0,11439.82,0.0,0.0,2030.76,1643.70,0.00,0.00,5167.03,7813.66
CZ05/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,33312.25,2718.01,2360.39,3129.96,0.0,12980.689999999999,0.0,683.38,0.0,0.0,0.0,0.0,11439.82,0.0,0.0,2718.01,2360.39,0.00,0.00,5167.03,7813.66
CZ05/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,32822.04,2576.41,2011.78,3129.96,0.0,12980.689999999999,0.0,683.38,0.0,0.0,0.0,0.0,11439.82,0.0,0.0,2576.41,2011.78,0.00,0.00,5167.03,7813.66
CZ05/DMo&0&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,32152.059999999998,2103.14,1815.07,3129.96,0.0,12980.689999999999,0.0,683.38,0.0,0.0,0.0,0.0,11439.82,0.0,0.0,2103.14,1815.07,0.00,0.00,5167.03,7813.66
CZ05/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,33968.53,2878.15,2856.53,3129.96,0.0,12980.689999999999,0.0,683.38,0.0,0.0,0.0,0.0,11439.82,0.0,0.0,2878.15,2856.53,0.00,0.00,5167.03,7813.66
CZ05/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,34909.11,3060.73,3614.53,3129.96,0.0,12980.689999999999,0.0,683.38,0.0,0.0,0.0,0.0,11439.82,0.0,0.0,3060.73,3614.53,0.00,0.00,5167.03,7813.66
CZ05/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,36426.770000000004,3272.81,4920.11,3129.96,0.0,12980.689999999999,0.0,683.38,0.0,0.0,0.0,0.0,11439.82,0.0,0.0,3272.81,4920.11,0.00,0.00,5167.03,7813.66
CZ05/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,41333.06,3608.16,9491.06,3129.96,0.0,12980.689999999999,0.0,683.38,0.0,0.0,0.0,0.0,11439.82,0.0,0.0,3608.16,9491.06,0.00,0.00,5167.03,7813.66
CZ06/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,34756.18,3408.17,3201.88,3129.96,0.0,12980.689999999999,0.0,818.92,0.0,0.0,0.0,0.0,11216.56,0.0,0.0,0.00,3201.88,3408.17,0.00,5167.03,7813.66
CZ06/DMo&0&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,34443.15,3408.17,2888.84,3129.96,0.0,12980.689999999999,0.0,818.92,0.0,0.0,0.0,0.0,11216.56,0.0,0.0,0.00,2888.84,3408.17,0.00,5167.03,7813.66
CZ06/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,35096.1,3408.17,3541.8,3129.96,0.0,12980.689999999999,0.0,818.92,0.0,0.0,0.0,0.0,11216.56,0.0,0.0,0.00,3541.80,3408.17,0.00,5167.03,7813.66
CZ06/DMo&0&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,34746.3,3408.17,3191.99,3129.96,0.0,12980.689999999999,0.0,818.92,0.0,0.0,0.0,0.0,11216.56,0.0,0.0,0.00,3191.99,3408.17,0.00,5167.03,7813.66
CZ06/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,35707.74,3408.17,4153.44,3129.96,0.0,12980.689999999999,0.0,818.92,0.0,0.0,0.0,0.0,11216.56,0.0,0.0,0.00,4153.44,3408.17,0.00,5167.03,7813.66
CZ06/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,36574.72,3408.17,5020.42,3129.96,0.0,12980.689999999999,0.0,818.92,0.0,0.0,0.0,0.0,11216.56,0.0,0.0,0.00,5020.42,3408.17,0.00,5167.03,7813.66
CZ06/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,37899.119999999995,3408.17,6344.82,3129.96,0.0,12980.689999999999,0.0,818.92,0.0,0.0,0.0,0.0,11216.56,0.0,0.0,0.00,6344.82,3408.17,0.00,5167.03,7813.66
CZ06/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,40172.69,3408.17,8618.38,3129.96,0.0,12980.689999999999,0.0,818.92,0.0,0.0,0.0,0.0,11216.56,0.0,0.0,0.00,8618.38,3408.17,0.00,5167.03,7813.66
CZ06/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,48235.05,3408.17,16680.74,3129.96,0.0,12980.689999999999,0.0,818.92,0.0,0.0,0.0,0.0,11216.56,0.0,0.0,0.00,16680.74,3408.17,0.00,5167.03,7813.66
CZ06/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,32693.78,1285.04,3203.24,3129.96,0.0,12980.689999999999,0.0,881.22,0.0,0.0,0.0,0.0,11213.63,0.0,0.0,1285.04,3203.24,0.00,0.00,5167.03,7813.66
CZ06/DMo&0&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,32119.9,1024.33,2890.07,3129.96,0.0,12980.689999999999,0.0,881.22,0.0,0.0,0.0,0.0,11213.63,0.0,0.0,1024.33,2890.07,0.00,0.00,5167.03,7813.66
CZ06/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,33774.16,1418.45,4150.21,3129.96,0.0,12980.689999999999,0.0,881.22,0.0,0.0,0.0,0.0,11213.63,0.0,0.0,1418.45,4150.21,0.00,0.00,5167.03,7813.66
CZ06/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,33080.0,1337.25,3537.25,3129.96,0.0,12980.689999999999,0.0,881.22,0.0,0.0,0.0,0.0,11213.63,0.0,0.0,1337.25,3537.25,0.00,0.00,5167.03,7813.66
CZ06/DMo&0&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,32462.72,1065.83,3191.38,3129.96,0.0,12980.689999999999,0.0,881.22,0.0,0.0,0.0,0.0,11213.63,0.0,0.0,1065.83,3191.38,0.00,0.00,5167.03,7813.66
CZ06/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,34738.34,1510.29,5022.55,3129.96,0.0,12980.689999999999,0.0,881.22,0.0,0.0,0.0,0.0,11213.63,0.0,0.0,1510.29,5022.55,0.00,0.00,5167.03,7813.66
CZ06/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,36175.82,1614.99,6355.32,3129.96,0.0,12980.689999999999,0.0,881.22,0.0,0.0,0.0,0.0,11213.63,0.0,0.0,1614.99,6355.32,0.00,0.00,5167.03,7813.66
CZ06/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,38593.01,1736.62,8650.89,3129.96,0.0,12980.689999999999,0.0,881.22,0.0,0.0,0.0,0.0,11213.63,0.0,0.0,1736.62,8650.89,0.00,0.00,5167.03,7813.66
CZ06/DMo&0&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,46822.28,1928.93,16687.84,3129.96,0.0,12980.689999999999,0.0,881.22,0.0,0.0,0.0,0.0,11213.63,0.0,0.0,1928.93,16687.84,0.00,0.00,5167.03,7813.66
CZ07/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,33712.63,2984.46,2727.1,3129.96,0.0,12980.689999999999,0.0,698.04,0.0,0.0,0.0,0.0,11192.39,0.0,0.0,0.00,2727.10,2984.46,0.00,5167.03,7813.66
CZ07/DMo&0&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,33446.01,2984.46,2460.48,3129.96,0.0,12980.689999999999,0.0,698.04,0.0,0.0,0.0,0.0,11192.39,0.0,0.0,0.00,2460.48,2984.46,0.00,5167.03,7813.66
CZ07/DMo&0&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,34002.15,2984.46,3016.62,3129.96,0.0,12980.689999999999,0.0,698.04,0.0,0.0,0.0,0.0,11192.39,0.0,0.0,0.00,3016.62,2984.46,0.00,5167.03,7813.66
