Time stamp,CZ15
0:00,0.159312585
1:00,0.171515706
2:00,0.153770201
3:00,0.167876423
4:00,0.175610869
5:00,0.177750336
6:00,0.191092122
7:00,0.166103002
8:00,0.194292295
9:00,0.110289454
10:00,0.126435534
11:00,0.117810536
12:00,0.093827134
13:00,0.091824813
14:00,0.100808895
15:00,0.097892864
16:00,0.108188956
17:00,0.097440404
18:00,0.083200602
19:00,0.115289003
20:00,0.095970663
21:00,0.198969184
22:00,0.140102332
23:00,0.123370958
0:00,0.149139679
1:00,0.161985641
2:00,0.168778692
3:00,0.171810579
4:00,0.174563035
5:00,0.177612605
6:00,0.186728393
7:00,0.179782025
8:00,0.132098794
9:00,0.124583924
10:00,0.146623494
11:00,0.110566796
12:00,0.099187154
13:00,0.110148959
14:00,0.109154589
15:00,0.093217249
16:00,0.101059099
17:00,0.100503484
18:00,0.108164579
19:00,0.113597079
20:00,0.135162939
21:00,0.128829255
22:00,0.130675688
23:00,0.167819625
0:00,0.149833799
1:00,0.164680562
2:00,0.176376013
3:00,0.180806241
4:00,0.183931407
5:00,0.189608091
6:00,0.209252171
7:00,0.191476476
8:00,0.114076328
9:00,0.141594573
10:00,0.121459219
11:00,0.141113588
12:00,0.110178186
13:00,0.078767791
14:00,0.082617627
15:00,0.074247041
16:00,0.084494874
17:00,0.091069663
18:00,0.101446745
19:00,0.099961258
20:00,0.112859945
21:00,0.120035515
22:00,0.136305157
23:00,0.148459617
0:00,0.159586093
1:00,0.1647809
2:00,0.16866183
3:00,0.172327532
4:00,0.175380837
5:00,0.178032706
6:00,0.177593022
7:00,0.167856651
8:00,0.150861545
9:00,0.136686378
10:00,0.128355857
11:00,0.122076816
12:00,0.116111259
13:00,0.111564765
14:00,0.106823287
15:00,0.10865334
16:00,0.093783798
17:00,0.097368245
18:00,0.106937123
19:00,0.124693369
20:00,0.104609091
21:00,0.142126629
22:00,0.131354119
23:00,0.114071971
0:00,0.128603649
1:00,0.157271205
2:00,0.209584537
3:00,0.142746559
4:00,0.145413193
5:00,0.171191211
6:00,0.31314099
7:00,0.147945483
8:00,0.104034806
9:00,0.119686468
10:00,0.12707574
11:00,0.121690197
12:00,0.115898052
13:00,0.111449055
14:00,0.10675096
15:00,0.102450016
16:00,0.101379349
17:00,0.103593807
18:00,0.107634638
19:00,0.113033577
20:00,0.124060563
21:00,0.153988789
22:00,0.133278789
23:00,0.122402607
0:00,0.141750883
1:00,0.152829993
2:00,0.165114227
3:00,0.16956829
4:00,0.172609713
5:00,0.175691446
6:00,0.175567728
