File Name,Net Site EUI (kWh/m2),Net Site Energy (kWh),Net Source EUI (kWh/m2),Net Source Energy (kWh)
CZ01/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,37.64,479478.94,116.21,1480299.68
CZ01/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,37.53,478019.92,115.82,1475409.72
CZ01/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,37.36,475937.94,115.27,1468432.61
CZ02/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,42.51,541481.86,132.65,1689778.13
CZ02/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,42.36,539628.59,132.16,1683573.34
CZ02/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,42.16,537060.55,131.48,1674823.27
CZ03/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,39.76,506481.10,124.27,1583038.30
CZ03/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,39.62,504648.48,123.79,1576908.06
CZ03/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,39.41,502033.16,123.10,1568159.65
CZ04/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,45.44,578854.35,142.93,1820721.90
CZ04/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,45.28,576861.48,142.41,1814053.43
CZ04/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,45.06,573975.10,141.65,1804476.86
CZ05/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,40.00,509505.72,125.35,1596791.87
CZ05/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,39.85,507636.45,124.86,1590543.42
CZ05/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,39.64,504968.41,124.16,1581624.81
CZ06/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,42.13,536683.64,132.97,1693876.27
CZ06/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,41.97,534692.36,132.45,1687225.05
CZ06/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,41.75,531848.30,131.70,1677725.66
CZ07/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,42.24,538127.96,133.38,1699093.52
CZ07/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,42.09,536136.46,132.86,1692441.92
CZ07/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,41.86,533293.92,132.11,1682947.81
CZ08/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,46.18,588302.90,146.56,1866970.14
CZ08/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,46.01,586144.59,145.99,1859760.78
CZ08/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,45.77,583063.41,145.19,1849468.88
CZ09/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,46.58,593398.75,147.81,1882877.52
CZ09/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,46.41,591200.21,147.23,1875532.24
CZ09/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,46.16,588067.81,146.41,1865052.60
CZ10/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,47.28,602336.73,150.21,1913510.37
CZ10/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,47.11,600146.27,149.64,1906189.14
CZ10/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,46.87,597008.30,148.82,1895726.03
CZ11/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,50.01,636996.55,156.99,1999787.59
CZ11/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,49.84,634851.48,156.42,1992602.37
CZ11/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,49.60,631788.59,155.62,1982343.15
CZ12/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,45.49,579523.59,142.51,1815380.44
CZ12/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,45.34,577582.12,142.00,1808881.01
CZ12/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,45.12,574810.04,141.27,1799601.23
CZ13/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,50.10,638204.47,158.17,2014798.92
CZ13/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,49.93,636069.66,157.60,2007654.48
CZ13/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,49.70,633074.31,156.81,1997523.68
CZ14/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,48.89,622825.40,154.92,1973422.95
CZ14/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,48.72,620569.30,154.33,1965921.54
CZ14/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,48.47,617380.92,153.49,1955257.14
CZ15/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,57.69,734905.03,185.32,2360760.09
CZ15/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,57.50,732459.62,184.68,2352592.31
CZ15/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,57.23,728966.52,183.77,2340925.17
CZ16/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,45.83,583780.24,140.57,1790633.39
CZ16/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,45.67,581792.72,140.03,1783742.74
CZ16/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,45.44,578792.75,139.24,1773666.03

File Name,Total (kWh),Heating (kWh),Cooling (kWh),Interior Lighting (kWh),Exterior Lighting (kWh),Interior Equipment (kWh),Exterior Equipment (kWh),Fans (kWh),Pumps (kWh),Heat Rejection (kWh),Humidification (kWh),Heat Recovery (kWh),Water Systems (kWh),Refrigeration (kWh),Generators (kWh),Heating Elec (kWh),Cooling Elec (kWh),Heating NG (kWh),Cooling NG (kWh),Interior Equipment Elec (kWh),Interior Equipment NG (kWh)
CZ01/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,479478.93,23399.98,16480.57,125660.91,0.0,205535.02000000002,0.0,89487.1,3.36,0.0,0.0,0.0,18912.0,0.0,0.0,15459.81,16480.57,7940.17,0.00,179548.13,25986.89
CZ01/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,478019.92000000004,23561.64,16455.52,125660.91,0.0,205535.02000000002,0.0,87891.46,3.36,0.0,0.0,0.0,18912.0,0.0,0.0,15614.13,16455.52,7947.51,0.00,179548.13,25986.89
CZ01/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,475937.93,23794.59,16420.09,125660.91,0.0,205535.02000000002,0.0,85611.97,3.36,0.0,0.0,0.0,18912.0,0.0,0.0,15836.92,16420.09,7957.67,0.00,179548.13,25986.89
CZ02/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,541481.86,18892.98,69391.39,125660.91,0.0,205535.02000000002,0.0,103934.65,3.36,0.0,0.0,0.0,18063.56,0.0,0.0,11146.10,69391.39,7746.88,0.00,179548.13,25986.89
CZ02/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,539628.59,19007.25,69233.06,125660.91,0.0,205535.02000000002,0.0,102125.43,3.36,0.0,0.0,0.0,18063.55,0.0,0.0,11253.87,69233.06,7753.38,0.00,179548.13,25986.89
CZ02/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,537060.55,19249.58,69006.35,125660.91,0.0,205535.02000000002,0.0,99541.78,3.36,0.0,0.0,0.0,18063.55,0.0,0.0,11420.84,69006.35,7828.74,0.00,179548.13,25986.89
CZ03/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,506481.11,8871.24,45776.52,125660.91,0.0,205535.02000000002,0.0,102712.83,3.36,0.0,0.0,0.0,17921.21,0.0,0.0,5414.07,45776.52,3457.17,0.00,179548.13,25986.89
CZ03/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,504648.48,8948.0,45658.03,125660.91,0.0,205535.02000000002,0.0,100921.95,3.36,0.0,0.0,0.0,17921.21,0.0,0.0,5486.78,45658.03,3461.22,0.00,179548.13,25986.89
CZ03/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,502033.16,9059.17,45489.95,125660.91,0.0,205535.02000000002,0.0,98363.53,3.36,0.0,0.0,0.0,17921.21,0.0,0.0,5592.18,45489.95,3466.99,0.00,179548.13,25986.89
CZ04/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,578854.35,14310.47,107208.19,125660.91,0.0,205535.02000000002,0.0,108568.88,3.36,0.0,0.0,0.0,17567.52,0.0,0.0,8736.39,107208.19,5574.08,0.00,179548.13,25986.89
CZ04/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,576861.47,14403.93,106991.43,125660.91,0.0,205535.02000000002,0.0,106699.31,3.36,0.0,0.0,0.0,17567.52,0.0,0.0,8824.49,106991.43,5579.44,0.00,179548.13,25986.89
CZ04/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,573975.1,14497.82,106682.55,125660.91,0.0,205535.02000000002,0.0,104027.94,3.36,0.0,0.0,0.0,17567.5,0.0,0.0,8946.25,106682.55,5551.57,0.00,179548.13,25986.89
CZ05/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,509505.72000000003,6562.35,50653.37,125660.91,0.0,205535.02000000002,0.0,103110.75,3.36,0.0,0.0,0.0,17979.96,0.0,0.0,4756.31,50653.37,1806.04,0.00,179548.13,25986.89
CZ05/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,507636.44,6632.95,50510.89,125660.91,0.0,205535.02000000002,0.0,101313.36,3.36,0.0,0.0,0.0,17979.96,0.0,0.0,4824.70,50510.89,1808.25,0.00,179548.13,25986.89
CZ05/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,504968.41000000003,6735.17,50308.35,125660.91,0.0,205535.02000000002,0.0,98745.63,3.36,0.0,0.0,0.0,17979.96,0.0,0.0,4923.70,50308.35,1811.47,0.00,179548.13,25986.89
CZ06/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,536683.65,817.3000000000001,83936.81,125660.91,0.0,205535.02000000002,0.0,103751.38,3.36,0.0,0.0,0.0,16978.86,0.0,0.0,762.08,83936.81,55.22,0.00,179548.13,25986.89
CZ06/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,534692.36,833.2,83689.37,125660.91,0.0,205535.02000000002,0.0,101991.63,3.36,0.0,0.0,0.0,16978.86,0.0,0.0,777.84,83689.37,55.36,0.00,179548.13,25986.89
CZ06/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,531848.3,861.19,83332.23,125660.91,0.0,205535.02000000002,0.0,99476.73,3.36,0.0,0.0,0.0,16978.86,0.0,0.0,805.72,83332.23,55.47,0.00,179548.13,25986.89
CZ07/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,538127.96,552.64,86126.17,125660.91,0.0,205535.02000000002,0.0,103387.36,3.36,0.0,0.0,0.0,16862.51,0.0,0.0,552.55,86126.17,0.09,0.00,179548.13,25986.89
CZ07/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,536136.47,568.4200000000001,85878.47,125660.91,0.0,205535.02000000002,0.0,101627.77,3.36,0.0,0.0,0.0,16862.51,0.0,0.0,568.33,85878.47,0.09,0.00,179548.13,25986.89
CZ07/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,533293.92,591.45,85526.6,125660.91,0.0,205535.02000000002,0.0,99114.07,3.36,0.0,0.0,0.0,16862.51,0.0,0.0,591.36,85526.60,0.09,0.00,179548.13,25986.89
CZ08/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,588302.9,1179.31,128210.03,125660.91,0.0,205535.02000000002,0.0,111089.16,3.36,0.0,0.0,0.0,16625.11,0.0,0.0,1069.31,128210.03,110.00,0.00,179548.13,25986.89
CZ08/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,586144.59,1202.31,127902.83,125660.91,0.0,205535.02000000002,0.0,109215.04,3.36,0.0,0.0,0.0,16625.11,0.0,0.0,1092.06,127902.83,110.25,0.00,179548.13,25986.89
CZ08/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,583063.4099999999,1235.62,127465.67,125660.91,0.0,205535.02000000002,0.0,106537.72,3.36,0.0,0.0,0.0,16625.11,0.0,0.0,1125.03,127465.67,110.59,0.00,179548.13,25986.89
CZ09/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,593398.75,2350.11,128618.28,125660.91,0.0,205535.02000000002,0.0,114528.37,3.36,0.0,0.0,0.0,16702.7,0.0,0.0,1832.42,128618.28,517.69,0.00,179548.13,25986.89
CZ09/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,591200.21,2383.2,128327.36,125660.91,0.0,205535.02000000002,0.0,112587.65,3.36,0.0,0.0,0.0,16702.71,0.0,0.0,1864.57,128327.36,518.63,0.00,179548.13,25986.89
CZ09/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,588067.8099999999,2435.85,127914.5,125660.91,0.0,205535.02000000002,0.0,109815.47,3.36,0.0,0.0,0.0,16702.71,0.0,0.0,1909.62,127914.50,526.23,0.00,179548.13,25986.89
