File Name,Net Site EUI (kWh/m2),Net Source EUI (kWh/m2),Total Energy/Net Site Energy (kWh),Total Energy/Net Source Energy (kWh)
CZ09/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,72.86,166.86,374306.50,857185.83
CZ10/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,51.96,100.70,266936.21,517302.77
CZ10/MFm&0&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,51.55,99.41,264840.16,510664.57
CZ10/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,52.40,102.10,269212.34,524511.26
CZ10/MFm&0&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,51.95,100.66,266870.04,517093.21
CZ10/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,53.20,104.63,273307.83,537481.68
CZ10/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,54.33,108.20,279113.09,555866.93
CZ10/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,56.06,113.67,287981.24,583952.38
CZ10/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,59.02,123.06,303204.91,632165.74
CZ10/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,69.53,156.34,357190.12,803136.89
CZ10/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,52.11,101.15,267676.07,519645.90
CZ10/MFm&0&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,51.38,98.85,263944.36,507827.56
CZ10/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,53.50,105.58,274851.22,542369.61
CZ10/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,52.60,102.73,270239.20,527763.34
CZ10/MFm&0&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,51.82,100.26,266221.47,515039.18
CZ10/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,54.75,109.53,281266.12,562685.59
CZ10/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,56.62,115.44,290843.38,593016.79
CZ10/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,59.75,125.38,306970.91,644092.66
CZ10/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,70.46,159.29,361969.66,818273.69
CZ11/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,55.85,112.34,286904.41,577120.55
CZ11/MFm&0&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,55.28,110.54,283985.67,567876.90
CZ11/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,56.47,114.30,290073.90,587158.33
CZ11/MFm&0&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,55.83,112.29,286812.27,576828.73
CZ11/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,57.58,117.81,295776.85,605219.56
CZ11/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,59.15,122.80,303860.64,630820.93
CZ11/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,61.55,130.41,316209.50,669929.76
CZ11/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,65.68,143.48,337408.37,737066.58
CZ11/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,80.31,189.82,412582.46,975142.93
CZ11/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,56.10,113.14,288191.65,581197.21
CZ11/MFm&0&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,54.98,109.58,282427.12,562940.96
CZ11/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,58.10,119.47,298473.73,613760.58
CZ11/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,56.82,115.41,291874.57,592861.02
CZ11/MFm&0&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,55.61,111.59,285688.44,573269.57
CZ11/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,59.88,125.10,307606.57,642684.29
CZ11/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,62.52,133.47,321171.03,685642.93
CZ11/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,66.94,147.48,343893.56,757605.16
CZ11/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,81.93,194.95,420898.08,1001478.50
CZ12/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,51.96,100.03,266948.63,513873.92
CZ12/MFm&0&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,51.72,99.24,265668.90,509821.00
CZ12/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,52.23,100.89,268338.31,518275.02
CZ12/MFm&0&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,51.96,100.01,266908.23,513745.97
CZ12/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,52.72,102.43,270838.79,526194.04
CZ12/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,53.41,104.61,274383.15,537419.05
CZ12/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,54.47,107.95,279797.56,554566.46
CZ12/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,56.27,113.68,289092.28,584002.86
CZ12/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,62.69,134.00,322052.64,688388.32
CZ12/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,52.21,100.81,268209.97,517868.59
CZ12/MFm&0&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,51.42,98.30,264141.69,504984.34
CZ12/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,53.24,104.07,273506.66,534643.19
CZ12/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,52.58,101.99,270133.32,523959.82
CZ12/MFm&0&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,51.74,99.33,265816.95,510289.87
CZ12/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,54.13,106.88,278053.75,549043.81
CZ12/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,55.40,110.92,284619.95,569838.99
CZ12/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,57.48,117.51,295301.52,603667.52
CZ12/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,64.28,139.02,330201.02,714194.23
CZ13/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,59.37,123.84,304980.39,636194.93
CZ13/MFm&0&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,58.64,121.52,301222.11,624292.46
CZ13/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,60.16,126.36,309061.54,649119.94
CZ13/MFm&0&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,59.34,123.77,304861.74,635819.17
CZ13/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,61.59,130.88,316404.87,672376.24
CZ13/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,63.62,137.30,326813.85,705341.48
CZ13/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,66.71,147.10,342714.68,755699.43
CZ13/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,72.03,163.93,370011.12,842147.25
CZ13/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,90.87,223.61,466808.01,1148703.01
CZ13/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,59.77,125.11,307037.93,642711.17
CZ13/MFm&0&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,58.15,119.99,298730.88,616402.74
CZ13/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,62.43,133.55,320730.11,686074.29
CZ13/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,60.73,128.14,311957.31,658290.83
CZ13/MFm&0&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,59.00,122.66,303071.09,630148.18
CZ13/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,64.78,140.99,332801.44,724304.18
CZ13/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,68.25,151.98,350622.74,780744.25
CZ13/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,74.03,170.27,380293.68,874712.12
CZ13/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,93.46,231.80,480099.91,1190798.46
CZ14/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,55.55,111.85,285348.95,574606.61
CZ14/MFm&0&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,55.11,110.48,283119.52,567546.00
CZ14/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,56.02,113.35,287769.91,582273.80
CZ14/MFm&0&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,55.53,111.81,285278.57,574383.71
CZ14/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,56.87,116.03,292126.01,596069.58
CZ14/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,58.07,119.84,298300.68,615624.75
CZ14/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,59.90,125.65,307733.15,645497.38
CZ14/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,63.06,135.63,323925.55,696778.73
CZ14/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,74.23,171.03,381346.03,878629.38
CZ14/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,55.93,113.07,287319.10,580846.08
CZ14/MFm&0&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,54.65,109.01,280734.10,559991.39
CZ14/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,57.68,118.60,296289.41,609255.04
CZ14/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,56.56,115.07,290569.16,591139.04
CZ14/MFm&0&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,55.20,110.76,283572.59,568980.87
CZ14/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,59.18,123.37,304033.95,633782.02
CZ14/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,61.37,130.30,315271.22,669370.44
CZ14/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,64.95,141.63,333645.29,727561.12
CZ14/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,76.71,178.88,394073.37,918936.84
CZ15/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,61.67,132.31,316817.91,679716.53
CZ15/MFm&0&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,60.38,128.22,310170.52,658664.23
CZ15/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,63.08,136.76,324036.39,702577.43
CZ15/MFm&0&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,61.63,132.18,316608.06,679051.92
CZ15/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,65.61,144.77,337024.78,743711.66
CZ15/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,69.19,156.12,355435.50,802018.42
CZ15/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,74.66,173.46,383559.86,891088.27
CZ15/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,84.06,203.22,431840.01,1043991.50
CZ15/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,117.39,308.77,603048.01,1586207.24
CZ15/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,61.78,132.66,317387.93,681521.77
CZ15/MFm&0&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,60.24,127.79,309480.36,656478.49
CZ15/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,65.82,145.45,338133.51,747223.03
CZ15/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,63.21,137.19,324730.19,704774.71
CZ15/MFm&0&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,61.53,131.86,316076.72,677369.16
CZ15/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,69.51,157.14,357094.28,807271.78
CZ15/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,75.12,174.90,385890.28,898468.70
CZ15/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,84.72,205.30,435204.87,1054648.03
CZ15/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,118.11,311.04,606730.35,1597869.22
CZ16/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,54.21,106.07,278507.97,544904.00
CZ16/MFm&0&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,54.05,105.56,277671.46,542254.77
CZ16/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,54.39,106.63,279416.35,547780.83
CZ16/MFm&0&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,54.21,106.05,278481.56,544820.37
CZ16/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,54.71,107.64,281050.81,552957.17
CZ16/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,55.16,109.07,283367.62,560294.52
CZ16/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,55.85,111.25,286906.80,571503.10
CZ16/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,57.03,114.99,292982.40,590744.51
CZ16/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,61.23,128.28,314527.28,658977.14
CZ16/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,54.63,107.38,280631.20,551628.26
CZ16/MFm&0&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,53.55,103.97,275100.70,534113.19
CZ16/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,55.59,110.42,285562.70,567246.32
CZ16/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,54.98,108.51,282463.39,557430.80
CZ16/MFm&0&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,53.85,104.93,276652.89,539028.94
CZ16/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,56.36,112.88,289546.36,579862.56
CZ16/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,57.42,116.23,294991.57,597107.55
CZ16/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,59.04,121.36,303313.12,623461.91
CZ16/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,63.90,136.73,328243.50,702416.41

File Name,Total (kWh),Heating (kWh),Cooling (kWh),Interior Lighting (kWh),Exterior Lighting (kWh),Interior Equipment (kWh),Exterior Equipment (kWh),Fans (kWh),Pumps (kWh),Heat Rejection (kWh),Humidification (kWh),Heat Recovery (kWh),Water Systems (kWh),Refrigeration (kWh),Generators (kWh),Heating Elec (kWh),Cooling Elec (kWh),Heating NG (kWh),Cooling NG (kWh),Interior Equipment Elec (kWh),Interior Equipment NG (kWh)
CZ01/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,252908.21000000002,11630.18,1216.73,14740.46,0.0,73945.06,0.0,1325.04,0.0,0.0,0.0,0.0,150050.73,0.0,0.0,11630.18,1216.73,0.00,0.00,59678.04,14267.02
CZ01/MFm&0&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,252789.26,11630.18,1097.78,14740.46,0.0,73945.06,0.0,1325.04,0.0,0.0,0.0,0.0,150050.73,0.0,0.0,11630.18,1097.78,0.00,0.00,59678.04,14267.02
CZ01/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,253037.39,11630.18,1345.9,14740.46,0.0,73945.06,0.0,1325.04,0.0,0.0,0.0,0.0,150050.73,0.0,0.0,11630.18,1345.90,0.00,0.00,59678.04,14267.02
CZ01/MFm&0&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,252904.46000000002,11630.18,1212.97,14740.46,0.0,73945.06,0.0,1325.04,0.0,0.0,0.0,0.0,150050.73,0.0,0.0,11630.18,1212.97,0.00,0.00,59678.04,14267.02
CZ01/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,253269.81,11630.18,1578.33,14740.46,0.0,73945.06,0.0,1325.04,0.0,0.0,0.0,0.0,150050.73,0.0,0.0,11630.18,1578.33,0.00,0.00,59678.04,14267.02
CZ01/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,253599.27000000002,11630.18,1907.78,14740.46,0.0,73945.06,0.0,1325.04,0.0,0.0,0.0,0.0,150050.73,0.0,0.0,11630.18,1907.78,0.00,0.00,59678.04,14267.02
CZ01/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,254102.55,11630.18,2411.07,14740.46,0.0,73945.06,0.0,1325.04,0.0,0.0,0.0,0.0,150050.73,0.0,0.0,11630.18,2411.07,0.00,0.00,59678.04,14267.02
CZ01/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,254966.52000000002,11630.18,3275.03,14740.46,0.0,73945.06,0.0,1325.04,0.0,0.0,0.0,0.0,150050.73,0.0,0.0,11630.18,3275.03,0.00,0.00,59678.04,14267.02
CZ01/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,258030.25,11630.18,6338.77,14740.46,0.0,73945.06,0.0,1325.04,0.0,0.0,0.0,0.0,150050.73,0.0,0.0,11630.18,6338.77,0.00,0.00,59678.04,14267.02
CZ01/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,253665.12,12387.08,1216.73,14740.46,0.0,73945.06,0.0,1325.04,0.0,0.0,0.0,0.0,150050.73,0.0,0.0,12387.08,1216.73,0.00,0.00,59678.04,14267.02
CZ01/MFm&0&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,251872.82,10713.73,1097.78,14740.46,0.0,73945.06,0.0,1325.04,0.0,0.0,0.0,0.0,150050.73,0.0,0.0,10713.73,1097.78,0.00,0.00,59678.04,14267.02
CZ01/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,254881.11000000002,13243.37,1576.43,14740.46,0.0,73945.06,0.0,1325.04,0.0,0.0,0.0,0.0,150050.73,0.0,0.0,13243.37,1576.43,0.00,0.00,59678.04,14267.02
CZ01/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,254127.09000000003,12722.18,1343.6,14740.46,0.0,73945.06,0.0,1325.04,0.0,0.0,0.0,0.0,150050.73,0.0,0.0,12722.18,1343.60,0.00,0.00,59678.04,14267.02
CZ01/MFm&0&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,252253.68,10980.15,1212.23,14740.46,0.0,73945.06,0.0,1325.04,0.0,0.0,0.0,0.0,150050.73,0.0,0.0,10980.15,1212.23,0.00,0.00,59678.04,14267.02
CZ01/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,255801.91,13832.82,1907.78,14740.46,0.0,73945.06,0.0,1325.04,0.0,0.0,0.0,0.0,150050.73,0.0,0.0,13832.82,1907.78,0.00,0.00,59678.04,14267.02
CZ01/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,256980.21000000002,14504.87,2414.03,14740.46,0.0,73945.06,0.0,1325.04,0.0,0.0,0.0,0.0,150050.73,0.0,0.0,14504.87,2414.03,0.00,0.00,59678.04,14267.02
CZ01/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,258632.79,15285.5,3285.98,14740.46,0.0,73945.06,0.0,1325.04,0.0,0.0,0.0,0.0,150050.73,0.0,0.0,15285.50,3285.98,0.00,0.00,59678.04,14267.02
CZ01/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,262919.92000000004,16519.84,6338.77,14740.46,0.0,73945.06,0.0,1325.04,0.0,0.0,0.0,0.0,150050.73,0.0,0.0,16519.84,6338.77,0.00,0.00,59678.04,14267.02
CZ02/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,263148.56,18449.64,6395.38,14740.46,0.0,73945.06,0.0,3183.17,0.0,0.0,0.0,0.0,146434.85,0.0,0.0,18449.64,6395.38,0.00,0.00,59678.04,14267.02
CZ02/MFm&0&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,262523.31,18449.64,5770.13,14740.46,0.0,73945.06,0.0,3183.17,0.0,0.0,0.0,0.0,146434.85,0.0,0.0,18449.64,5770.13,0.00,0.00,59678.04,14267.02
CZ02/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,263827.52,18449.64,7074.34,14740.46,0.0,73945.06,0.0,3183.17,0.0,0.0,0.0,0.0,146434.85,0.0,0.0,18449.64,7074.34,0.00,0.00,59678.04,14267.02
