File Name,Net Site EUI (kWh/m2),Net Source EUI (kWh/m2),Total Energy/Net Site Energy (kWh),Total Energy/Net Source Energy (kWh)
CZ02/MFm&0&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,263128.82,18449.64,6375.64,14740.46,0.0,73945.06,0.0,3183.17,0.0,0.0,0.0,0.0,146434.85,0.0,0.0,18449.64,6375.64,0.00,0.00,59678.04,14267.02
CZ02/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,265049.19,18449.64,8296.01,14740.46,0.0,73945.06,0.0,3183.17,0.0,0.0,0.0,0.0,146434.85,0.0,0.0,18449.64,8296.01,0.00,0.00,59678.04,14267.02
CZ02/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,266780.88,18449.64,10027.7,14740.46,0.0,73945.06,0.0,3183.17,0.0,0.0,0.0,0.0,146434.85,0.0,0.0,18449.64,10027.70,0.00,0.00,59678.04,14267.02
CZ02/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,269426.23,18449.64,12673.05,14740.46,0.0,73945.06,0.0,3183.17,0.0,0.0,0.0,0.0,146434.85,0.0,0.0,18449.64,12673.05,0.00,0.00,59678.04,14267.02
CZ02/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,273967.4,18449.64,17214.22,14740.46,0.0,73945.06,0.0,3183.17,0.0,0.0,0.0,0.0,146434.85,0.0,0.0,18449.64,17214.22,0.00,0.00,59678.04,14267.02
CZ02/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,290071.03,18449.64,33317.85,14740.46,0.0,73945.06,0.0,3183.17,0.0,0.0,0.0,0.0,146434.85,0.0,0.0,18449.64,33317.85,0.00,0.00,59678.04,14267.02
CZ02/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,264578.43,19879.51,6395.38,14740.46,0.0,73945.06,0.0,3183.17,0.0,0.0,0.0,0.0,146434.85,0.0,0.0,19879.51,6395.38,0.00,0.00,59678.04,14267.02
CZ02/MFm&0&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,260792.05,16718.38,5770.13,14740.46,0.0,73945.06,0.0,3183.17,0.0,0.0,0.0,0.0,146434.85,0.0,0.0,16718.38,5770.13,0.00,0.00,59678.04,14267.02
CZ02/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,268086.70999999996,21497.14,8286.03,14740.46,0.0,73945.06,0.0,3183.17,0.0,0.0,0.0,0.0,146434.85,0.0,0.0,21497.14,8286.03,0.00,0.00,59678.04,14267.02
CZ02/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,265878.33,20512.55,7062.25,14740.46,0.0,73945.06,0.0,3183.17,0.0,0.0,0.0,0.0,146434.85,0.0,0.0,20512.55,7062.25,0.00,0.00,59678.04,14267.02
CZ02/MFm&0&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,261896.91999999998,17221.67,6371.71,14740.46,0.0,73945.06,0.0,3183.17,0.0,0.0,0.0,0.0,146434.85,0.0,0.0,17221.67,6371.71,0.00,0.00,59678.04,14267.02
CZ02/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,270941.91,22610.67,10027.7,14740.46,0.0,73945.06,0.0,3183.17,0.0,0.0,0.0,0.0,146434.85,0.0,0.0,22610.67,10027.70,0.00,0.00,59678.04,14267.02
CZ02/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,274872.4,23880.25,12688.62,14740.46,0.0,73945.06,0.0,3183.17,0.0,0.0,0.0,0.0,146434.85,0.0,0.0,23880.25,12688.62,0.00,0.00,59678.04,14267.02
CZ02/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,280930.27,25354.93,17271.8,14740.46,0.0,73945.06,0.0,3183.17,0.0,0.0,0.0,0.0,146434.85,0.0,0.0,25354.93,17271.80,0.00,0.00,59678.04,14267.02
CZ02/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,299308.14,27686.74,33317.85,14740.46,0.0,73945.06,0.0,3183.17,0.0,0.0,0.0,0.0,146434.85,0.0,0.0,27686.74,33317.85,0.00,0.00,59678.04,14267.02
CZ03/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,264932.78,17131.37,8298.68,14740.46,0.0,73945.06,0.0,3814.86,0.0,0.0,0.0,0.0,147002.35,0.0,0.0,17131.37,8298.68,0.00,0.00,59678.04,14267.02
CZ03/MFm&0&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,264121.45999999996,17131.37,7487.35,14740.46,0.0,73945.06,0.0,3814.86,0.0,0.0,0.0,0.0,147002.35,0.0,0.0,17131.37,7487.35,0.00,0.00,59678.04,14267.02
CZ03/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,265813.81,17131.37,9179.7,14740.46,0.0,73945.06,0.0,3814.86,0.0,0.0,0.0,0.0,147002.35,0.0,0.0,17131.37,9179.70,0.00,0.00,59678.04,14267.02
CZ03/MFm&0&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,264907.17,17131.37,8273.06,14740.46,0.0,73945.06,0.0,3814.86,0.0,0.0,0.0,0.0,147002.35,0.0,0.0,17131.37,8273.06,0.00,0.00,59678.04,14267.02
CZ03/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,267399.06,17131.37,10764.95,14740.46,0.0,73945.06,0.0,3814.86,0.0,0.0,0.0,0.0,147002.35,0.0,0.0,17131.37,10764.95,0.00,0.00,59678.04,14267.02
CZ03/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,269646.11,17131.37,13012.0,14740.46,0.0,73945.06,0.0,3814.86,0.0,0.0,0.0,0.0,147002.35,0.0,0.0,17131.37,13012.00,0.00,0.00,59678.04,14267.02
CZ03/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,273078.72,17131.37,16444.61,14740.46,0.0,73945.06,0.0,3814.86,0.0,0.0,0.0,0.0,147002.35,0.0,0.0,17131.37,16444.61,0.00,0.00,59678.04,14267.02
CZ03/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,278971.38,17131.37,22337.27,14740.46,0.0,73945.06,0.0,3814.86,0.0,0.0,0.0,0.0,147002.35,0.0,0.0,17131.37,22337.27,0.00,0.00,59678.04,14267.02
CZ03/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,299867.53,17131.37,43233.42,14740.46,0.0,73945.06,0.0,3814.86,0.0,0.0,0.0,0.0,147002.35,0.0,0.0,17131.37,43233.42,0.00,0.00,59678.04,14267.02
CZ03/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,266492.13,18690.72,8298.68,14740.46,0.0,73945.06,0.0,3814.86,0.0,0.0,0.0,0.0,147002.35,0.0,0.0,18690.72,8298.68,0.00,0.00,59678.04,14267.02
CZ03/MFm&0&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,262233.44,15243.35,7487.35,14740.46,0.0,73945.06,0.0,3814.86,0.0,0.0,0.0,0.0,147002.35,0.0,0.0,15243.35,7487.35,0.00,0.00,59678.04,14267.02
CZ03/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,270709.54,20454.81,10751.99,14740.46,0.0,73945.06,0.0,3814.86,0.0,0.0,0.0,0.0,147002.35,0.0,0.0,20454.81,10751.99,0.00,0.00,59678.04,14267.02
CZ03/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,268047.81,19381.07,9164.01,14740.46,0.0,73945.06,0.0,3814.86,0.0,0.0,0.0,0.0,147002.35,0.0,0.0,19381.07,9164.01,0.00,0.00,59678.04,14267.02
CZ03/MFm&0&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,263562.91,15792.22,8267.96,14740.46,0.0,73945.06,0.0,3814.86,0.0,0.0,0.0,0.0,147002.35,0.0,0.0,15792.22,8267.96,0.00,0.00,59678.04,14267.02
CZ03/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,274183.9,21669.17,13012.0,14740.46,0.0,73945.06,0.0,3814.86,0.0,0.0,0.0,0.0,147002.35,0.0,0.0,21669.17,13012.00,0.00,0.00,59678.04,14267.02
CZ03/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,279021.25,23053.7,16464.82,14740.46,0.0,73945.06,0.0,3814.86,0.0,0.0,0.0,0.0,147002.35,0.0,0.0,23053.70,16464.82,0.00,0.00,59678.04,14267.02
CZ03/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,286576.62,24661.91,22411.97,14740.46,0.0,73945.06,0.0,3814.86,0.0,0.0,0.0,0.0,147002.35,0.0,0.0,24661.91,22411.97,0.00,0.00,59678.04,14267.02
CZ03/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,309941.02,27204.86,43233.42,14740.46,0.0,73945.06,0.0,3814.86,0.0,0.0,0.0,0.0,147002.35,0.0,0.0,27204.86,43233.42,0.00,0.00,59678.04,14267.02
CZ04/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,283577.33999999997,28453.42,15750.63,14740.46,0.0,73945.06,0.0,6017.97,0.0,0.0,0.0,0.0,144669.78,0.0,0.0,28453.42,15750.63,0.00,0.00,59678.04,14267.02
CZ04/MFm&0&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,282037.47,28453.42,14210.77,14740.46,0.0,73945.06,0.0,6017.97,0.0,0.0,0.0,0.0,144669.78,0.0,0.0,28453.42,14210.77,0.00,0.00,59678.04,14267.02
CZ04/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,285249.5,28453.42,17422.79,14740.46,0.0,73945.06,0.0,6017.97,0.0,0.0,0.0,0.0,144669.78,0.0,0.0,28453.42,17422.79,0.00,0.00,59678.04,14267.02
CZ04/MFm&0&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,283528.73,28453.42,15702.02,14740.46,0.0,73945.06,0.0,6017.97,0.0,0.0,0.0,0.0,144669.78,0.0,0.0,28453.42,15702.02,0.00,0.00,59678.04,14267.02
CZ04/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,288258.25,28453.42,20431.55,14740.46,0.0,73945.06,0.0,6017.97,0.0,0.0,0.0,0.0,144669.78,0.0,0.0,28453.42,20431.55,0.00,0.00,59678.04,14267.02
CZ04/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,292523.08999999997,28453.42,24696.38,14740.46,0.0,73945.06,0.0,6017.97,0.0,0.0,0.0,0.0,144669.78,0.0,0.0,28453.42,24696.38,0.00,0.00,59678.04,14267.02
CZ04/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,299038.08999999997,28453.42,31211.38,14740.46,0.0,73945.06,0.0,6017.97,0.0,0.0,0.0,0.0,144669.78,0.0,0.0,28453.42,31211.38,0.00,0.00,59678.04,14267.02
CZ04/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,310222.16000000003,28453.42,42395.46,14740.46,0.0,73945.06,0.0,6017.97,0.0,0.0,0.0,0.0,144669.78,0.0,0.0,28453.42,42395.46,0.00,0.00,59678.04,14267.02
CZ04/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,349882.43,28453.42,82055.73,14740.46,0.0,73945.06,0.0,6017.97,0.0,0.0,0.0,0.0,144669.78,0.0,0.0,28453.42,82055.73,0.00,0.00,59678.04,14267.02
CZ04/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,286005.33999999997,30881.41,15750.63,14740.46,0.0,73945.06,0.0,6017.97,0.0,0.0,0.0,0.0,144669.78,0.0,0.0,30881.41,15750.63,0.00,0.00,59678.04,14267.02
CZ04/MFm&0&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,279097.70999999996,25513.65,14210.77,14740.46,0.0,73945.06,0.0,6017.97,0.0,0.0,0.0,0.0,144669.78,0.0,0.0,25513.65,14210.77,0.00,0.00,59678.04,14267.02
CZ04/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,293408.45999999996,33628.22,20406.96,14740.46,0.0,73945.06,0.0,6017.97,0.0,0.0,0.0,0.0,144669.78,0.0,0.0,33628.22,20406.96,0.00,0.00,59678.04,14267.02
CZ04/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,288722.63,31956.33,17393.01,14740.46,0.0,73945.06,0.0,6017.97,0.0,0.0,0.0,0.0,144669.78,0.0,0.0,31956.33,17393.01,0.00,0.00,59678.04,14267.02
CZ04/MFm&0&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,281433.89,26368.27,15692.34,14740.46,0.0,73945.06,0.0,6017.97,0.0,0.0,0.0,0.0,144669.78,0.0,0.0,26368.27,15692.34,0.00,0.00,59678.04,14267.02
CZ04/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,299588.72,35519.05,24696.38,14740.46,0.0,73945.06,0.0,6017.97,0.0,0.0,0.0,0.0,144669.78,0.0,0.0,35519.05,24696.38,0.00,0.00,59678.04,14267.02
CZ04/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,308297.87,37674.86,31249.72,14740.46,0.0,73945.06,0.0,6017.97,0.0,0.0,0.0,0.0,144669.78,0.0,0.0,37674.86,31249.72,0.00,0.00,59678.04,14267.02
CZ04/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,322089.48,40178.94,42537.25,14740.46,0.0,73945.06,0.0,6017.97,0.0,0.0,0.0,0.0,144669.78,0.0,0.0,40178.94,42537.25,0.00,0.00,59678.04,14267.02
CZ04/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,365567.49,44138.47,82055.73,14740.46,0.0,73945.06,0.0,6017.97,0.0,0.0,0.0,0.0,144669.78,0.0,0.0,44138.47,82055.73,0.00,0.00,59678.04,14267.02
CZ05/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,265366.42000000004,18772.44,7435.77,14740.46,0.0,73945.06,0.0,3751.19,0.0,0.0,0.0,0.0,146721.48,0.0,0.0,18772.44,7435.77,0.00,0.00,59678.04,14267.02
CZ05/MFm&0&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,264639.45,18772.44,6708.81,14740.46,0.0,73945.06,0.0,3751.19,0.0,0.0,0.0,0.0,146721.48,0.0,0.0,18772.44,6708.81,0.00,0.00,59678.04,14267.02
CZ05/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,266155.83,18772.44,8225.18,14740.46,0.0,73945.06,0.0,3751.19,0.0,0.0,0.0,0.0,146721.48,0.0,0.0,18772.44,8225.18,0.00,0.00,59678.04,14267.02
CZ05/MFm&0&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,265343.47000000003,18772.44,7412.82,14740.46,0.0,73945.06,0.0,3751.19,0.0,0.0,0.0,0.0,146721.48,0.0,0.0,18772.44,7412.82,0.00,0.00,59678.04,14267.02
CZ05/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,267576.24,18772.44,9645.59,14740.46,0.0,73945.06,0.0,3751.19,0.0,0.0,0.0,0.0,146721.48,0.0,0.0,18772.44,9645.59,0.00,0.00,59678.04,14267.02
CZ05/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,269589.64,18772.44,11658.99,14740.46,0.0,73945.06,0.0,3751.19,0.0,0.0,0.0,0.0,146721.48,0.0,0.0,18772.44,11658.99,0.00,0.00,59678.04,14267.02
CZ05/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,272665.33,18772.44,14734.68,14740.46,0.0,73945.06,0.0,3751.19,0.0,0.0,0.0,0.0,146721.48,0.0,0.0,18772.44,14734.68,0.00,0.00,59678.04,14267.02
CZ05/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,277945.25,18772.44,20014.61,14740.46,0.0,73945.06,0.0,3751.19,0.0,0.0,0.0,0.0,146721.48,0.0,0.0,18772.44,20014.61,0.00,0.00,59678.04,14267.02
CZ05/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,296668.58999999997,18772.44,38737.95,14740.46,0.0,73945.06,0.0,3751.19,0.0,0.0,0.0,0.0,146721.48,0.0,0.0,18772.44,38737.95,0.00,0.00,59678.04,14267.02
CZ05/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,267038.22000000003,20444.25,7435.77,14740.46,0.0,73945.06,0.0,3751.19,0.0,0.0,0.0,0.0,146721.48,0.0,0.0,20444.25,7435.77,0.00,0.00,59678.04,14267.02
CZ05/MFm&0&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,262615.27,16748.26,6708.81,14740.46,0.0,73945.06,0.0,3751.19,0.0,0.0,0.0,0.0,146721.48,0.0,0.0,16748.26,6708.81,0.00,0.00,59678.04,14267.02
CZ05/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,271127.76,22335.57,9633.99,14740.46,0.0,73945.06,0.0,3751.19,0.0,0.0,0.0,0.0,146721.48,0.0,0.0,22335.57,9633.99,0.00,0.00,59678.04,14267.02
CZ05/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,268553.71,21184.39,8211.12,14740.46,0.0,73945.06,0.0,3751.19,0.0,0.0,0.0,0.0,146721.48,0.0,0.0,21184.39,8211.12,0.00,0.00,59678.04,14267.02
CZ05/MFm&0&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,263903.15,17336.71,7408.24,14740.46,0.0,73945.06,0.0,3751.19,0.0,0.0,0.0,0.0,146721.48,0.0,0.0,17336.71,7408.24,0.00,0.00,59678.04,14267.02
CZ05/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,274454.71,23637.51,11658.99,14740.46,0.0,73945.06,0.0,3751.19,0.0,0.0,0.0,0.0,146721.48,0.0,0.0,23637.51,11658.99,0.00,0.00,59678.04,14267.02
CZ05/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,279032.88,25121.9,14752.78,14740.46,0.0,73945.06,0.0,3751.19,0.0,0.0,0.0,0.0,146721.48,0.0,0.0,25121.90,14752.78,0.00,0.00,59678.04,14267.02
CZ05/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,286085.84,26846.1,20081.54,14740.46,0.0,73945.06,0.0,3751.19,0.0,0.0,0.0,0.0,146721.48,0.0,0.0,26846.10,20081.54,0.00,0.00,59678.04,14267.02
CZ05/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,307468.6,29572.45,38737.95,14740.46,0.0,73945.06,0.0,3751.19,0.0,0.0,0.0,0.0,146721.48,0.0,0.0,29572.45,38737.95,0.00,0.00,59678.04,14267.02
CZ06/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,255717.06,9220.05,9739.79,14740.46,0.0,73945.06,0.0,3283.2,0.0,0.0,0.0,0.0,144788.5,0.0,0.0,9220.05,9739.79,0.00,0.00,59678.04,14267.02
CZ06/MFm&0&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,254764.84,9220.05,8787.57,14740.46,0.0,73945.06,0.0,3283.2,0.0,0.0,0.0,0.0,144788.5,0.0,0.0,9220.05,8787.57,0.00,0.00,59678.04,14267.02
CZ06/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,256751.07,9220.05,10773.81,14740.46,0.0,73945.06,0.0,3283.2,0.0,0.0,0.0,0.0,144788.5,0.0,0.0,9220.05,10773.81,0.00,0.00,59678.04,14267.02
CZ06/MFm&0&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,255686.99,9220.05,9709.73,14740.46,0.0,73945.06,0.0,3283.2,0.0,0.0,0.0,0.0,144788.5,0.0,0.0,9220.05,9709.73,0.00,0.00,59678.04,14267.02
CZ06/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,258611.61,9220.05,12634.34,14740.46,0.0,73945.06,0.0,3283.2,0.0,0.0,0.0,0.0,144788.5,0.0,0.0,9220.05,12634.34,0.00,0.00,59678.04,14267.02
CZ06/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,261248.88,9220.05,15271.61,14740.46,0.0,73945.06,0.0,3283.2,0.0,0.0,0.0,0.0,144788.5,0.0,0.0,9220.05,15271.61,0.00,0.00,59678.04,14267.02
CZ06/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,265277.57999999996,9220.05,19300.32,14740.46,0.0,73945.06,0.0,3283.2,0.0,0.0,0.0,0.0,144788.5,0.0,0.0,9220.05,19300.32,0.00,0.00,59678.04,14267.02
CZ06/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,272193.52999999997,9220.05,26216.26,14740.46,0.0,73945.06,0.0,3283.2,0.0,0.0,0.0,0.0,144788.5,0.0,0.0,9220.05,26216.26,0.00,0.00,59678.04,14267.02
CZ06/MFm&0&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,296718.42,9220.05,50741.16,14740.46,0.0,73945.06,0.0,3283.2,0.0,0.0,0.0,0.0,144788.5,0.0,0.0,9220.05,50741.16,0.00,0.00,59678.04,14267.02
CZ06/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,256640.69999999998,10143.69,9739.79,14740.46,0.0,73945.06,0.0,3283.2,0.0,0.0,0.0,0.0,144788.5,0.0,0.0,10143.69,9739.79,0.00,0.00,59678.04,14267.02
CZ06/MFm&0&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,253646.51,8101.72,8787.57,14740.46,0.0,73945.06,0.0,3283.2,0.0,0.0,0.0,0.0,144788.5,0.0,0.0,8101.72,8787.57,0.00,0.00,59678.04,14267.02
CZ06/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,260564.97999999998,11188.62,12619.14,14740.46,0.0,73945.06,0.0,3283.2,0.0,0.0,0.0,0.0,144788.5,0.0,0.0,11188.62,12619.14,0.00,0.00,59678.04,14267.02
CZ06/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,258065.21999999997,10552.61,10755.39,14740.46,0.0,73945.06,0.0,3283.2,0.0,0.0,0.0,0.0,144788.5,0.0,0.0,10552.61,10755.39,0.00,0.00,59678.04,14267.02
CZ06/MFm&0&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,254887.77999999997,8426.82,9703.74,14740.46,0.0,73945.06,0.0,3283.2,0.0,0.0,0.0,0.0,144788.5,0.0,0.0,8426.82,9703.74,0.00,0.00,59678.04,14267.02
CZ06/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,263936.75,11907.92,15271.61,14740.46,0.0,73945.06,0.0,3283.2,0.0,0.0,0.0,0.0,144788.5,0.0,0.0,11907.92,15271.61,0.00,0.00,59678.04,14267.02
CZ06/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,268809.27,12728.02,19324.03,14740.46,0.0,73945.06,0.0,3283.2,0.0,0.0,0.0,0.0,144788.5,0.0,0.0,12728.02,19324.03,0.00,0.00,59678.04,14267.02
CZ06/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,276741.77999999997,13680.62,26303.94,14740.46,0.0,73945.06,0.0,3283.2,0.0,0.0,0.0,0.0,144788.5,0.0,0.0,13680.62,26303.94,0.00,0.00,59678.04,14267.02
CZ06/MFm&0&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,302685.26,15186.88,50741.16,14740.46,0.0,73945.06,0.0,3283.2,0.0,0.0,0.0,0.0,144788.5,0.0,0.0,15186.88,50741.16,0.00,0.00,59678.04,14267.02
