Climate Zone,Cohort,Case,PeakHoursFound,Peak Demand (kW)
CZ13,MFm&0&rDXGF&Ex&dxAC_equip,LRM NR LSC R454b rDXGF Base,15,53.8357
CZ13,MFm&0&rDXGF&Ex&dxAC_equip,LRM NR R454b rDXGF Measure,15,50.3861
CZ13,MFm&0&rDXHP&Ex&dxHP_equip,LRM AOE +15% RCA LSC R22 R410a rDXHP Base,15,74.6416
CZ13,MFm&0&rDXHP&Ex&dxHP_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base,15,89.8009
CZ13,MFm&0&rDXHP&Ex&dxHP_equip,LRM AOE +30% RCA LSC R22 R410a rDXHP Base,15,115.9113
CZ13,MFm&0&rDXHP&Ex&dxHP_equip,LRM AOE +40% RCA LSC R22 R410a rDXHP Base,15,207.326
CZ13,MFm&0&rDXHP&Ex&dxHP_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,15,64.7192
CZ13,MFm&0&rDXHP&Ex&dxHP_equip,LRM AOE LSC R22 R410a rDXHP Base,15,57.7473
CZ13,MFm&0&rDXHP&Ex&dxHP_equip,LRM AOE R22 R410a rDXHP Measure,15,53.9482
CZ13,MFm&0&rDXHP&Ex&dxHP_equip,LRM NR LSC R32 R454b rDXHP Base,15,53.8133
CZ13,MFm&0&rDXHP&Ex&dxHP_equip,LRM NR R32 R454b rDXHP Measure,15,50.3861
CZ14,MFm&0&rDXGF&Ex&dxAC_equip,LRM AOE +15% RCA LSC R22 R410a rDXGF Base,15,52.0352
CZ14,MFm&0&rDXGF&Ex&dxAC_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base,15,61.7214
CZ14,MFm&0&rDXGF&Ex&dxAC_equip,LRM AOE +30% RCA LSC R22 R410a rDXGF Base,15,78.3495
CZ14,MFm&0&rDXGF&Ex&dxAC_equip,LRM AOE +40% RCA LSC R22 R410a rDXGF Base,15,137.3148
CZ14,MFm&0&rDXGF&Ex&dxAC_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base,15,45.6944
CZ14,MFm&0&rDXGF&Ex&dxAC_equip,LRM AOE LSC R22 R410a rDXGF Base,15,41.2211
CZ14,MFm&0&rDXGF&Ex&dxAC_equip,LRM AOE R22 R410a rDXGF Measure,15,38.735
CZ14,MFm&0&rDXGF&Ex&dxAC_equip,LRM NR LSC R454b rDXGF Base,15,38.6627
CZ14,MFm&0&rDXGF&Ex&dxAC_equip,LRM NR R454b rDXGF Measure,15,36.4456
CZ14,MFm&0&rDXHP&Ex&dxHP_equip,LRM AOE +15% RCA LSC R22 R410a rDXHP Base,15,52.0352
CZ14,MFm&0&rDXHP&Ex&dxHP_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base,15,61.7784
CZ14,MFm&0&rDXHP&Ex&dxHP_equip,LRM AOE +30% RCA LSC R22 R410a rDXHP Base,15,78.5603
CZ14,MFm&0&rDXHP&Ex&dxHP_equip,LRM AOE +40% RCA LSC R22 R410a rDXHP Base,15,137.3148
CZ14,MFm&0&rDXHP&Ex&dxHP_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,15,45.6578
CZ14,MFm&0&rDXHP&Ex&dxHP_equip,LRM AOE LSC R22 R410a rDXHP Base,15,41.1768
CZ14,MFm&0&rDXHP&Ex&dxHP_equip,LRM AOE R22 R410a rDXHP Measure,15,38.735
CZ14,MFm&0&rDXHP&Ex&dxHP_equip,LRM NR LSC R32 R454b rDXHP Base,15,38.6483
CZ14,MFm&0&rDXHP&Ex&dxHP_equip,LRM NR R32 R454b rDXHP Measure,15,36.4456
CZ15,MFm&0&rDXGF&Ex&dxAC_equip,LRM AOE +15% RCA LSC R22 R410a rDXGF Base,15,84.4527
CZ15,MFm&0&rDXGF&Ex&dxAC_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base,15,101.9959
CZ15,MFm&0&rDXGF&Ex&dxAC_equip,LRM AOE +30% RCA LSC R22 R410a rDXGF Base,15,132.1118
CZ15,MFm&0&rDXGF&Ex&dxAC_equip,LRM AOE +40% RCA LSC R22 R410a rDXGF Base,15,238.9069
CZ15,MFm&0&rDXGF&Ex&dxAC_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base,15,72.9686
CZ15,MFm&0&rDXGF&Ex&dxAC_equip,LRM AOE LSC R22 R410a rDXGF Base,15,64.8668
CZ15,MFm&0&rDXGF&Ex&dxAC_equip,LRM AOE R22 R410a rDXGF Measure,15,60.3641
CZ15,MFm&0&rDXGF&Ex&dxAC_equip,LRM NR LSC R454b rDXGF Base,15,60.2332
CZ15,MFm&0&rDXGF&Ex&dxAC_equip,LRM NR R454b rDXGF Measure,15,56.2176
CZ15,MFm&0&rDXHP&Ex&dxHP_equip,LRM AOE +15% RCA LSC R22 R410a rDXHP Base,15,84.4527
CZ15,MFm&0&rDXHP&Ex&dxHP_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base,15,102.0992
CZ15,MFm&0&rDXHP&Ex&dxHP_equip,LRM AOE +30% RCA LSC R22 R410a rDXHP Base,15,132.4936
CZ15,MFm&0&rDXHP&Ex&dxHP_equip,LRM AOE +40% RCA LSC R22 R410a rDXHP Base,15,238.9069
CZ15,MFm&0&rDXHP&Ex&dxHP_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,15,72.9024
CZ15,MFm&0&rDXHP&Ex&dxHP_equip,LRM AOE LSC R22 R410a rDXHP Base,15,64.7866
CZ15,MFm&0&rDXHP&Ex&dxHP_equip,LRM AOE R22 R410a rDXHP Measure,15,60.3641
CZ15,MFm&0&rDXHP&Ex&dxHP_equip,LRM NR LSC R32 R454b rDXHP Base,15,60.2071
CZ15,MFm&0&rDXHP&Ex&dxHP_equip,LRM NR R32 R454b rDXHP Measure,15,56.2176
CZ16,MFm&0&rDXGF&Ex&dxAC_equip,LRM AOE +15% RCA LSC R22 R410a rDXGF Base,15,31.0153
CZ16,MFm&0&rDXGF&Ex&dxAC_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base,15,35.5554
CZ16,MFm&0&rDXGF&Ex&dxAC_equip,LRM AOE +30% RCA LSC R22 R410a rDXGF Base,15,43.3491
CZ16,MFm&0&rDXGF&Ex&dxAC_equip,LRM AOE +40% RCA LSC R22 R410a rDXGF Base,15,70.9866
CZ16,MFm&0&rDXGF&Ex&dxAC_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base,15,28.0433
CZ16,MFm&0&rDXGF&Ex&dxAC_equip,LRM AOE LSC R22 R410a rDXGF Base,15,25.9467
CZ16,MFm&0&rDXGF&Ex&dxAC_equip,LRM AOE R22 R410a rDXGF Measure,15,24.7814
CZ16,MFm&0&rDXGF&Ex&dxAC_equip,LRM NR LSC R454b rDXGF Base,15,24.7475
CZ16,MFm&0&rDXGF&Ex&dxAC_equip,LRM NR R454b rDXGF Measure,15,23.7083
CZ16,MFm&0&rDXHP&Ex&dxHP_equip,LRM AOE +15% RCA LSC R22 R410a rDXHP Base,15,31.0153
CZ16,MFm&0&rDXHP&Ex&dxHP_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base,15,35.5821
CZ16,MFm&0&rDXHP&Ex&dxHP_equip,LRM AOE +30% RCA LSC R22 R410a rDXHP Base,15,43.4479
CZ16,MFm&0&rDXHP&Ex&dxHP_equip,LRM AOE +40% RCA LSC R22 R410a rDXHP Base,15,70.9866
CZ16,MFm&0&rDXHP&Ex&dxHP_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,15,28.0262
CZ16,MFm&0&rDXHP&Ex&dxHP_equip,LRM AOE LSC R22 R410a rDXHP Base,15,25.9259
CZ16,MFm&0&rDXHP&Ex&dxHP_equip,LRM AOE R22 R410a rDXHP Measure,15,24.7814
CZ16,MFm&0&rDXHP&Ex&dxHP_equip,LRM NR LSC R32 R454b rDXHP Base,15,24.7408
CZ16,MFm&0&rDXHP&Ex&dxHP_equip,LRM NR R32 R454b rDXHP Measure,15,23.7083
