Filename,Measure,BldgType,BldgLoc,BldgHVAC,Run Type,Cooling Capacity,Heating Capacity,Conditioned Area,Electricity Heating,Natural Gas Heating,Electricity Cooling,Electricity Fans,Unmet Hours Heating,Unmet Hours Cooling
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ01\Asm\M1-cDXGF-Base\instance0601200850\eplustbl.csv,M1,Asm,CZ01,cDXGF,Base,328817.37,684222.43,3159.02,0.0,603234.86,1870.49,305531.06,4.5,0.0
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ02\Asm\M1-cDXGF-Base\instance0601211705\eplustbl.csv,M1,Asm,CZ02,cDXGF,Base,474977.91000000003,730086.17,3159.02,0.0,456843.28,71269.81,330467.27,2.17,0.0
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ03\Asm\M1-cDXGF-Base\instance0601224134\eplustbl.csv,M1,Asm,CZ03,cDXGF,Base,399069.62,651241.7000000001,3159.02,0.0,281644.09,29171.05,316503.41,0.67,0.0
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ04\Asm\M1-cDXGF-Base\instance0602000211\eplustbl.csv,M1,Asm,CZ04,cDXGF,Base,534659.39,753041.17,3159.02,0.0,394378.02,130295.89,349484.08,0.0,1.0
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ05\Asm\M1-cDXGF-Base\instance0602014252\eplustbl.csv,M1,Asm,CZ05,cDXGF,Base,403942.15,680161.6799999999,3159.02,0.0,300573.25,36867.0,322424.88,0.33,0.0
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ06\Asm\M1-cDXGF-Base\instance0602031608\eplustbl.csv,M1,Asm,CZ06,cDXGF,Base,410725.44,589398.65,3159.02,0.0,75909.02,74418.79,329967.01,0.0,6.17
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ07\Asm\M1-cDXGF-Base\instance0602044607\eplustbl.csv,M1,Asm,CZ07,cDXGF,Base,425590.33999999997,591696.95,3159.02,0.0,67448.36,82175.51,330469.01,0.0,4.0
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ08\Asm\M1-cDXGF-Base\instance0602061742\eplustbl.csv,M1,Asm,CZ08,cDXGF,Base,509578.79000000004,641038.01,3159.02,0.0,104532.57,138855.21,340938.18,0.0,7.67
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ09\Asm\M1-cDXGF-Base\instance0602075530\eplustbl.csv,M1,Asm,CZ09,cDXGF,Base,535859.49,651632.43,3159.02,0.0,131389.33,145626.05,351910.93,0.0,9.17
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ10\Asm\M1-cDXGF-Base\instance0602093920\eplustbl.csv,M1,Asm,CZ10,cDXGF,Base,535406.1,662729.13,3159.02,0.0,147795.66,170277.31,344799.9,0.0,11.83
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ11\Asm\M1-cDXGF-Base\instance0602112406\eplustbl.csv,M1,Asm,CZ11,cDXGF,Base,548154.05,736476.93,3159.02,0.0,355512.11,192293.71,352860.71,0.0,9.5
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ12\Asm\M1-cDXGF-Base\instance0602130345\eplustbl.csv,M1,Asm,CZ12,cDXGF,Base,520528.08,724562.9500000001,3159.02,0.0,368531.23,126149.75,339733.32,0.5,0.17
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ13\Asm\M1-cDXGF-Base\instance0602143522\eplustbl.csv,M1,Asm,CZ13,cDXGF,Base,545509.44,716749.34,3159.02,0.0,300621.8,204323.58,352328.24,0.0,8.67
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ14\Asm\M1-cDXGF-Base\instance0602161506\eplustbl.csv,M1,Asm,CZ14,cDXGF,Base,571503.5,743528.6000000001,3159.02,0.0,346649.31,195515.7,372206.3,0.0,8.0
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ15\Asm\M1-cDXGF-Base\instance0602132155\eplustbl.csv,M1,Asm,CZ15,cDXGF,Base,566212.58,646406.05,3159.02,0.0,71589.34,375288.92,360195.69,0.0,170.5
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ16\Asm\M1-cDXGF-Base\instance0602035938\eplustbl.csv,M1,Asm,CZ16,cDXGF,Base,432928.49,729769.55,3159.02,0.0,532343.74,56814.47,402269.19,0.0,0.33
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ01\Asm\M1-cDXGF-Measure\instance0601200850\eplustbl.csv,M1,Asm,CZ01,cDXGF,Measure,328817.37,684222.43,3159.02,0.0,365660.72,3140.36,203687.37,0.0,0.0
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ02\Asm\M1-cDXGF-Measure\instance0601211706\eplustbl.csv,M1,Asm,CZ02,cDXGF,Measure,474977.91000000003,730086.17,3159.02,0.0,259057.25,82851.53,220311.52,0.0,0.0
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ03\Asm\M1-cDXGF-Measure\instance0601224135\eplustbl.csv,M1,Asm,CZ03,cDXGF,Measure,399069.62,651241.7000000001,3159.02,0.0,162951.99,36879.63,211002.27,0.0,0.0
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ04\Asm\M1-cDXGF-Measure\instance0602000212\eplustbl.csv,M1,Asm,CZ04,cDXGF,Measure,534659.39,753041.17,3159.02,0.0,208503.27,144450.21,233025.15,0.0,3.67
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ05\Asm\M1-cDXGF-Measure\instance0602014252\eplustbl.csv,M1,Asm,CZ05,cDXGF,Measure,403942.15,680161.6799999999,3159.02,0.0,158504.09,46442.66,214949.92,0.0,2.17
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ06\Asm\M1-cDXGF-Measure\instance0602031609\eplustbl.csv,M1,Asm,CZ06,cDXGF,Measure,410725.44,589398.65,3159.02,0.0,40373.28,86995.69,219978.0,0.0,7.17
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ07\Asm\M1-cDXGF-Measure\instance0602044608\eplustbl.csv,M1,Asm,CZ07,cDXGF,Measure,425590.33999999997,591696.95,3159.02,0.0,35352.02,93826.79,220317.88,0.0,4.67
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ08\Asm\M1-cDXGF-Measure\instance0602061742\eplustbl.csv,M1,Asm,CZ08,cDXGF,Measure,509578.79000000004,641038.01,3159.02,0.0,52112.57,153612.13,227331.8,0.0,9.83
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ09\Asm\M1-cDXGF-Measure\instance0602075530\eplustbl.csv,M1,Asm,CZ09,cDXGF,Measure,535859.49,651632.43,3159.02,0.0,69701.98,159039.64,234675.36,0.0,13.67
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ10\Asm\M1-cDXGF-Measure\instance0602093920\eplustbl.csv,M1,Asm,CZ10,cDXGF,Measure,535406.1,662729.13,3159.02,0.0,76558.18,184726.15,229934.07,0.0,13.5
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ11\Asm\M1-cDXGF-Measure\instance0602112407\eplustbl.csv,M1,Asm,CZ11,cDXGF,Measure,548154.05,736476.93,3159.02,0.0,212801.8,202876.4,235898.04,0.0,10.67
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ12\Asm\M1-cDXGF-Measure\instance0602130345\eplustbl.csv,M1,Asm,CZ12,cDXGF,Measure,520528.08,724562.9500000001,3159.02,0.0,216686.2,138957.32,226548.73,0.0,0.17
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ13\Asm\M1-cDXGF-Measure\instance0602143523\eplustbl.csv,M1,Asm,CZ13,cDXGF,Measure,545509.44,716749.34,3159.02,0.0,182868.94,213912.53,235794.48,0.0,9.83
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ14\Asm\M1-cDXGF-Measure\instance0602161507\eplustbl.csv,M1,Asm,CZ14,cDXGF,Measure,571503.5,743528.6000000001,3159.02,0.0,179798.3,205649.97,248710.49,0.0,7.5
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ15\Asm\M1-cDXGF-Measure\instance0602132136\eplustbl.csv,M1,Asm,CZ15,cDXGF,Measure,566212.58,646406.05,3159.02,0.0,36768.95,375923.15,247604.72,0.0,175.33
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ16\Asm\M1-cDXGF-Measure\instance0602035922\eplustbl.csv,M1,Asm,CZ16,cDXGF,Measure,432928.49,729769.55,3159.02,0.0,341800.23,61655.62,268237.72,0.0,0.33
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ01\Asm\M1-cDXHP-Base\instance0601200850\eplustbl.csv,M1,Asm,CZ01,cDXHP,Base,482621.57999999996,482621.57999999996,3159.02,149870.05,0.0,1761.1,305531.06,30.17,0.0
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ02\Asm\M1-cDXHP-Base\instance0601211707\eplustbl.csv,M1,Asm,CZ02,cDXHP,Base,518597.29,518597.29,3159.02,117316.2,0.0,71544.79,330467.27,34.0,0.0
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ03\Asm\M1-cDXHP-Base\instance0601224136\eplustbl.csv,M1,Asm,CZ03,cDXHP,Base,495913.74,495913.74,3159.02,67259.64,0.0,29338.06,316503.41,4.0,0.0
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ04\Asm\M1-cDXHP-Base\instance0602000214\eplustbl.csv,M1,Asm,CZ04,cDXHP,Base,545600.01,545600.01,3159.02,105497.28,0.0,130403.36,349484.08,29.17,0.33
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ05\Asm\M1-cDXHP-Base\instance0602014255\eplustbl.csv,M1,Asm,CZ05,cDXHP,Base,505272.78,505272.78,3159.02,73179.75,0.0,37148.32,322424.88,6.5,0.0
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ06\Asm\M1-cDXHP-Base\instance0602031610\eplustbl.csv,M1,Asm,CZ06,cDXHP,Base,512482.89,512482.89,3159.02,17498.05,0.0,71151.79,329967.01,0.0,1.33
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ07\Asm\M1-cDXHP-Base\instance0602044610\eplustbl.csv,M1,Asm,CZ07,cDXHP,Base,513393.15,513393.15,3159.02,15502.97,0.0,79488.09,330469.01,0.0,1.83
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ08\Asm\M1-cDXHP-Base\instance0602061756\eplustbl.csv,M1,Asm,CZ08,cDXHP,Base,529749.85,529749.85,3159.02,24659.36,0.0,138639.9,340938.18,0.17,5.33
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ09\Asm\M1-cDXHP-Base\instance0602075530\eplustbl.csv,M1,Asm,CZ09,cDXHP,Base,544733.73,544733.73,3159.02,31430.0,0.0,145668.24,351910.93,0.17,4.5
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ10\Asm\M1-cDXHP-Base\instance0602093923\eplustbl.csv,M1,Asm,CZ10,cDXHP,Base,536062.74,536062.74,3159.02,35691.0,0.0,170258.79,344799.9,0.5,11.83
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ11\Asm\M1-cDXHP-Base\instance0602112408\eplustbl.csv,M1,Asm,CZ11,cDXHP,Base,550341.98,550341.98,3159.02,92056.71,0.0,192233.59,352860.71,15.5,9.5
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ12\Asm\M1-cDXHP-Base\instance0602130349\eplustbl.csv,M1,Asm,CZ12,cDXHP,Base,531722.06,531722.06,3159.02,93092.17,0.0,126242.55,339733.32,16.67,0.0
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ13\Asm\M1-cDXHP-Base\instance0602143524\eplustbl.csv,M1,Asm,CZ13,cDXHP,Base,548840.52,548840.52,3159.02,76150.86,0.0,204353.06,352328.24,6.5,7.33
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ14\Asm\M1-cDXHP-Base\instance0602161507\eplustbl.csv,M1,Asm,CZ14,cDXHP,Base,575681.9,575681.9,3159.02,97388.14,0.0,195432.45,372206.3,14.83,1.83
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ15\Asm\M1-cDXHP-Base\instance0602132116\eplustbl.csv,M1,Asm,CZ15,cDXHP,Base,566212.58,566212.58,3159.02,17135.73,0.0,375282.41,360195.69,0.17,170.5
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ16\Asm\M1-cDXHP-Base\instance0602035906\eplustbl.csv,M1,Asm,CZ16,cDXHP,Base,615369.62,615369.62,3159.02,178661.55,0.0,57490.48,402269.19,13.33,0.0
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ01\Asm\M1-cDXHP-Measure\instance0601200906\eplustbl.csv,M1,Asm,CZ01,cDXHP,Measure,482621.57999999996,482621.57999999996,3159.02,89277.34,0.0,3001.23,203687.37,12.0,0.0
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ02\Asm\M1-cDXHP-Measure\instance0601211716\eplustbl.csv,M1,Asm,CZ02,cDXHP,Measure,518597.29,518597.29,3159.02,65112.22,0.0,83199.37,220311.52,12.17,0.0
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ03\Asm\M1-cDXHP-Measure\instance0601224144\eplustbl.csv,M1,Asm,CZ03,cDXHP,Measure,495913.74,495913.74,3159.02,38821.83,0.0,36996.91,211002.27,0.17,0.0
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ04\Asm\M1-cDXHP-Measure\instance0602000226\eplustbl.csv,M1,Asm,CZ04,cDXHP,Measure,545600.01,545600.01,3159.02,53501.58,0.0,144595.44,233022.39,11.33,2.0
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ05\Asm\M1-cDXHP-Measure\instance0602014304\eplustbl.csv,M1,Asm,CZ05,cDXHP,Measure,505272.78,505272.78,3159.02,38159.73,0.0,46759.27,214949.92,0.0,0.0
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ06\Asm\M1-cDXHP-Measure\instance0602031621\eplustbl.csv,M1,Asm,CZ06,cDXHP,Measure,512482.89,512482.89,3159.02,9400.03,0.0,83453.19,219978.0,0.0,1.0
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ07\Asm\M1-cDXHP-Measure\instance0602044619\eplustbl.csv,M1,Asm,CZ07,cDXHP,Measure,513393.15,513393.15,3159.02,8213.64,0.0,90813.98,220312.67,0.0,1.33
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ08\Asm\M1-cDXHP-Measure\instance0602061756\eplustbl.csv,M1,Asm,CZ08,cDXHP,Measure,529749.85,529749.85,3159.02,12274.1,0.0,153396.5,227331.32,0.0,6.67
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ09\Asm\M1-cDXHP-Measure\instance0602075541\eplustbl.csv,M1,Asm,CZ09,cDXHP,Measure,544733.73,544733.73,3159.02,16655.99,0.0,159079.27,234674.99,0.0,8.33
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ10\Asm\M1-cDXHP-Measure\instance0602093933\eplustbl.csv,M1,Asm,CZ10,cDXHP,Measure,536062.74,536062.74,3159.02,18358.82,0.0,184708.03,229934.07,0.0,13.5
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ11\Asm\M1-cDXHP-Measure\instance0602112419\eplustbl.csv,M1,Asm,CZ11,cDXHP,Measure,550341.98,550341.98,3159.02,53995.32,0.0,202817.62,235898.04,5.17,10.67
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ12\Asm\M1-cDXHP-Measure\instance0602130357\eplustbl.csv,M1,Asm,CZ12,cDXHP,Measure,531722.06,531722.06,3159.02,53948.82,0.0,139065.04,226548.73,7.5,0.17
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ13\Asm\M1-cDXHP-Measure\instance0602143537\eplustbl.csv,M1,Asm,CZ13,cDXHP,Measure,548840.52,548840.52,3159.02,45765.31,0.0,213943.67,235794.48,0.67,8.83
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ14\Asm\M1-cDXHP-Measure\instance0602161521\eplustbl.csv,M1,Asm,CZ14,cDXHP,Measure,575681.9,575681.9,3159.02,48406.8,0.0,205569.76,248710.49,2.33,4.0
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ15\Asm\M1-cDXHP-Measure\instance0602132056\eplustbl.csv,M1,Asm,CZ15,cDXHP,Measure,566212.58,566212.58,3159.02,8797.98,0.0,375916.65,247604.72,0.0,175.33
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ16\Asm\M1-cDXHP-Measure\instance0602035850\eplustbl.csv,M1,Asm,CZ16,cDXHP,Measure,615369.62,615369.62,3159.02,114940.24,0.0,62502.81,268238.02,5.17,0.0
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ01\Asm\M1-cPTAC-Base\instance0601200850\eplustbl.csv,M1,Asm,CZ01,cPTAC,Base,328817.37,0.0,3159.02,0.0,0.0,1650.35,305531.06,3867.0,0.0
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ02\Asm\M1-cPTAC-Base\instance0601211703\eplustbl.csv,M1,Asm,CZ02,cPTAC,Base,474977.91000000003,0.0,3159.02,0.0,0.0,68967.03,330467.27,2762.0,0.0
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ03\Asm\M1-cPTAC-Base\instance0601224132\eplustbl.csv,M1,Asm,CZ03,cPTAC,Base,399069.62,0.0,3159.02,0.0,0.0,28566.72,316503.41,1816.33,0.0
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ04\Asm\M1-cPTAC-Base\instance0602000210\eplustbl.csv,M1,Asm,CZ04,cPTAC,Base,534659.39,0.0,3159.02,0.0,0.0,127778.61,349484.08,2377.33,1.0
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ05\Asm\M1-cPTAC-Base\instance0602014250\eplustbl.csv,M1,Asm,CZ05,cPTAC,Base,403942.15,0.0,3159.02,0.0,0.0,35146.33,322424.88,1858.83,0.0
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ06\Asm\M1-cPTAC-Base\instance0602031607\eplustbl.csv,M1,Asm,CZ06,cPTAC,Base,410725.44,0.0,3159.02,0.0,0.0,74132.58,329967.01,470.0,6.17
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ07\Asm\M1-cPTAC-Base\instance0602044605\eplustbl.csv,M1,Asm,CZ07,cPTAC,Base,425590.33999999997,0.0,3159.02,0.0,0.0,81854.2,330469.01,408.0,4.0
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ08\Asm\M1-cPTAC-Base\instance0602061741\eplustbl.csv,M1,Asm,CZ08,cPTAC,Base,509578.79000000004,0.0,3159.02,0.0,0.0,138064.53,340938.18,638.17,7.67
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ09\Asm\M1-cPTAC-Base\instance0602075526\eplustbl.csv,M1,Asm,CZ09,cPTAC,Base,535859.49,0.0,3159.02,0.0,0.0,144741.78,351910.93,853.83,9.17
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ10\Asm\M1-cPTAC-Base\instance0602093917\eplustbl.csv,M1,Asm,CZ10,cPTAC,Base,535406.1,0.0,3159.02,0.0,0.0,169179.57,344799.9,945.67,11.83
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ11\Asm\M1-cPTAC-Base\instance0602112403\eplustbl.csv,M1,Asm,CZ11,cPTAC,Base,548154.05,0.0,3159.02,0.0,0.0,191138.78,352860.71,2154.0,9.5
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ12\Asm\M1-cPTAC-Base\instance0602130342\eplustbl.csv,M1,Asm,CZ12,cPTAC,Base,520528.08,0.0,3159.02,0.0,0.0,125091.39,339733.32,2263.0,0.17
C:\dev\DEER-Prototypes-EnergyPlus\commercial measures\SWHC062-02 Occupancy Fan Controller\SWHC062-02 Occupancy Fan Controller_Ex\runs\CZ13\Asm\M1-cPTAC-Base\instance0602143519\eplustbl.csv,M1,Asm,CZ13,cPTAC,Base,545509.44,0.0,3159.02,0.0,0.0,203649.18,352328.24,1863.17,8.67
