Building Type,Measure,System Type,Run Type,Climate Zone,Average Temperature,Average Electric Energy
ECC,M2,cDXHP,Measure,CZ01,12.469444444444443,904173433.6081673
ECC,M2,cPTAC,Base,CZ01,12.469444444444443,1176447952.518796
ECC,M2,cPTAC,Measure,CZ01,12.469444444444443,906503698.7486289
ECC,M2,cPVVG,Base,CZ01,12.469444444444443,930336437.2054502
ECC,M2,cPVVG,Measure,CZ01,12.469444444444443,834103825.2184998
ECC,M3,cDXGF,Base,CZ01,12.469444444444443,811696718.3516903
ECC,M3,cDXGF,Measure,CZ01,12.469444444444443,811665724.3955524
ECC,M3,cDXHP,Base,CZ01,12.469444444444443,799954236.5116309
ECC,M3,cDXHP,Measure,CZ01,12.469444444444443,799925059.6999116
ECC,M3,cPTAC,Base,CZ01,12.469444444444443,811672161.2407775
ECC,M3,cPTAC,Measure,CZ01,12.469444444444443,811643523.8981503
ECC,M3,cPVVG,Base,CZ01,12.469444444444443,806587892.3916185
ECC,M3,cPVVG,Measure,CZ01,12.469444444444443,806559094.0769695
ECC,M4,cDXGF,Base,CZ01,12.469444444444443,1052878530.1486132
ECC,M4,cDXGF,Measure,CZ01,12.469444444444443,834194994.2828771
ECC,M4,cDXHP,Base,CZ01,12.469444444444443,1057516386.6987221
ECC,M4,cDXHP,Measure,CZ01,12.469444444444443,834204360.7623945
ECC,M4,cPTAC,Base,CZ01,12.469444444444443,1050691066.1480496
ECC,M4,cPTAC,Measure,CZ01,12.469444444444443,833140815.3091824
ECC,M4,cPVVG,Base,CZ01,12.469444444444443,813107898.3038388
