Building Type,Measure,System Type,Run Type,Climate Zone
Asm,M1,cDXGF,Base,CZ01
OFFICE EL1 EAST PERIM SPC (G.E2) SZ-CAV OA CONTROLLER,        1.23,    0.177918
OFFICE EL1 NORTH PERIM SPC (G.N3) SZ-CAV OA CONTROLLER,        5.32,        1.15
OFFICE EL1 SOUTH PERIM SPC (G.S1) SZ-CAV OA CONTROLLER,        7.64,        1.15
OFFICE EL1 WEST PERIM SPC (G.W4) SZ-CAV OA CONTROLLER,        1.61,    0.177918
Building Type,Measure,System Type,Run Type,Climate Zone
MBT,M3,cDXHP,Base,CZ02
System,Maximum Outdoor Air Flow Rate,Minimum Outdoor Air Flow Rate
CONFERENCE EL1 CORE SPC (G.C7) SZ-CAV OA CONTROLLER,        1.86,    0.943574
CORRIDOR EL1 CORE SPC (G.C6) SZ-CAV OA CONTROLLER,        4.43,        2.83
DINING EL1 CORE SPC (G.C9) SZ-CAV OA CONTROLLER,        2.54,        1.42
OFFICE EL1 CORE SPC (G.C11) SZ-CAV OA CONTROLLER,        4.44,        1.12
OFFICE EL1 EAST PERIM SPC (G.E2) SZ-CAV OA CONTROLLER,        1.23,    0.177918
OFFICE EL1 NORTH PERIM SPC (G.N3) SZ-CAV OA CONTROLLER,        5.32,        1.15
OFFICE EL1 SOUTH PERIM SPC (G.S1) SZ-CAV OA CONTROLLER,        7.64,        1.15
OFFICE EL1 WEST PERIM SPC (G.W4) SZ-CAV OA CONTROLLER,        1.61,    0.177918
Building Type,Measure,System Type,Run Type,Climate Zone
MBT,M3,cDXHP,Measure,CZ02
System,Maximum Outdoor Air Flow Rate,Minimum Outdoor Air Flow Rate
CONFERENCE EL1 CORE SPC (G.C7) SZ-CAV OA CONTROLLER,        1.86,    0.943574
CORRIDOR EL1 CORE SPC (G.C6) SZ-CAV OA CONTROLLER,        4.43,        2.83
DINING EL1 CORE SPC (G.C9) SZ-CAV OA CONTROLLER,        2.54,        1.42
OFFICE EL1 CORE SPC (G.C11) SZ-CAV OA CONTROLLER,        4.44,        1.12
OFFICE EL1 EAST PERIM SPC (G.E2) SZ-CAV OA CONTROLLER,        1.23,    0.177918
OFFICE EL1 NORTH PERIM SPC (G.N3) SZ-CAV OA CONTROLLER,        5.32,        1.15
OFFICE EL1 SOUTH PERIM SPC (G.S1) SZ-CAV OA CONTROLLER,        7.64,        1.15
OFFICE EL1 WEST PERIM SPC (G.W4) SZ-CAV OA CONTROLLER,        1.61,    0.177918
Building Type,Measure,System Type,Run Type,Climate Zone
MBT,M3,cPTAC,Base,CZ02
System,Maximum Outdoor Air Flow Rate,Minimum Outdoor Air Flow Rate
CONFERENCE EL1 CORE SPC (G.C7) SZ-CAV OA CONTROLLER,        1.86,    0.943574
CORRIDOR EL1 CORE SPC (G.C6) SZ-CAV OA CONTROLLER,        4.43,        2.83
DINING EL1 CORE SPC (G.C9) SZ-CAV OA CONTROLLER,        2.54,        1.42
OFFICE EL1 CORE SPC (G.C11) SZ-CAV OA CONTROLLER,        4.44,        1.12
OFFICE EL1 EAST PERIM SPC (G.E2) SZ-CAV OA CONTROLLER,        1.23,    0.177918
OFFICE EL1 NORTH PERIM SPC (G.N3) SZ-CAV OA CONTROLLER,        5.32,        1.15
OFFICE EL1 SOUTH PERIM SPC (G.S1) SZ-CAV OA CONTROLLER,        7.64,        1.15
OFFICE EL1 WEST PERIM SPC (G.W4) SZ-CAV OA CONTROLLER,        1.61,    0.177918
Building Type,Measure,System Type,Run Type,Climate Zone
MBT,M3,cPTAC,Measure,CZ02
System,Maximum Outdoor Air Flow Rate,Minimum Outdoor Air Flow Rate
CONFERENCE EL1 CORE SPC (G.C7) SZ-CAV OA CONTROLLER,        1.86,    0.943574
CORRIDOR EL1 CORE SPC (G.C6) SZ-CAV OA CONTROLLER,        4.43,        2.83
DINING EL1 CORE SPC (G.C9) SZ-CAV OA CONTROLLER,        2.54,        1.42
OFFICE EL1 CORE SPC (G.C11) SZ-CAV OA CONTROLLER,        4.44,        1.12
OFFICE EL1 EAST PERIM SPC (G.E2) SZ-CAV OA CONTROLLER,        1.23,    0.177918
OFFICE EL1 NORTH PERIM SPC (G.N3) SZ-CAV OA CONTROLLER,        5.32,        1.15
OFFICE EL1 SOUTH PERIM SPC (G.S1) SZ-CAV OA CONTROLLER,        7.64,        1.15
OFFICE EL1 WEST PERIM SPC (G.W4) SZ-CAV OA CONTROLLER,        1.61,    0.177918
Building Type,Measure,System Type,Run Type,Climate Zone
MBT,M3,cPVVG,Base,CZ02
System,Maximum Outdoor Air Flow Rate,Minimum Outdoor Air Flow Rate
CONFERENCE EL1 CORE SPC (G.C7) SZ-VAV OA CONTROLLER,        1.86,    0.943574
CORRIDOR EL1 CORE SPC (G.C6) SZ-VAV OA CONTROLLER,        4.43,        2.83
DINING EL1 CORE SPC (G.C9) SZ-VAV OA CONTROLLER,        2.54,        1.42
OFFICE EL1 CORE SPC (G.C11) SZ-VAV OA CONTROLLER,        4.44,        1.12
OFFICE EL1 EAST PERIM SPC (G.E2) SZ-VAV OA CONTROLLER,        1.23,    0.177918
OFFICE EL1 NORTH PERIM SPC (G.N3) SZ-VAV OA CONTROLLER,        5.32,        1.15
OFFICE EL1 SOUTH PERIM SPC (G.S1) SZ-VAV OA CONTROLLER,        7.64,        1.15
OFFICE EL1 WEST PERIM SPC (G.W4) SZ-VAV OA CONTROLLER,        1.61,    0.177918
Building Type,Measure,System Type,Run Type,Climate Zone
MBT,M3,cPVVG,Measure,CZ02
System,Maximum Outdoor Air Flow Rate,Minimum Outdoor Air Flow Rate
CONFERENCE EL1 CORE SPC (G.C7) SZ-VAV OA CONTROLLER,        1.86,    0.943574
CORRIDOR EL1 CORE SPC (G.C6) SZ-VAV OA CONTROLLER,        4.43,        2.83
DINING EL1 CORE SPC (G.C9) SZ-VAV OA CONTROLLER,        2.54,        1.42
OFFICE EL1 CORE SPC (G.C11) SZ-VAV OA CONTROLLER,        4.44,        1.12
OFFICE EL1 EAST PERIM SPC (G.E2) SZ-VAV OA CONTROLLER,        1.23,    0.177918
OFFICE EL1 NORTH PERIM SPC (G.N3) SZ-VAV OA CONTROLLER,        5.32,        1.15
OFFICE EL1 SOUTH PERIM SPC (G.S1) SZ-VAV OA CONTROLLER,        7.64,        1.15
OFFICE EL1 WEST PERIM SPC (G.W4) SZ-VAV OA CONTROLLER,        1.61,    0.177918
Building Type,Measure,System Type,Run Type,Climate Zone
MBT,M4,cDXGF,Base,CZ02
System,Maximum Outdoor Air Flow Rate,Minimum Outdoor Air Flow Rate
CONFERENCE EL1 CORE SPC (G.C7) SZ-CAV OA CONTROLLER,        1.86,    0.943574
CORRIDOR EL1 CORE SPC (G.C6) SZ-CAV OA CONTROLLER,        4.43,        2.83
DINING EL1 CORE SPC (G.C9) SZ-CAV OA CONTROLLER,        2.54,        1.42
OFFICE EL1 CORE SPC (G.C11) SZ-CAV OA CONTROLLER,        4.44,        1.12
OFFICE EL1 EAST PERIM SPC (G.E2) SZ-CAV OA CONTROLLER,        1.23,    0.177918
OFFICE EL1 NORTH PERIM SPC (G.N3) SZ-CAV OA CONTROLLER,        5.32,        1.15
OFFICE EL1 SOUTH PERIM SPC (G.S1) SZ-CAV OA CONTROLLER,        7.64,        1.15
OFFICE EL1 WEST PERIM SPC (G.W4) SZ-CAV OA CONTROLLER,        1.61,    0.177918
Building Type,Measure,System Type,Run Type,Climate Zone
MBT,M4,cDXGF,Measure,CZ02
System,Maximum Outdoor Air Flow Rate,Minimum Outdoor Air Flow Rate
CONFERENCE EL1 CORE SPC (G.C7) SZ-CAV OA CONTROLLER,        1.86,    0.943574
CORRIDOR EL1 CORE SPC (G.C6) SZ-CAV OA CONTROLLER,        4.43,        2.83
DINING EL1 CORE SPC (G.C9) SZ-CAV OA CONTROLLER,        2.54,        1.42
OFFICE EL1 CORE SPC (G.C11) SZ-CAV OA CONTROLLER,        4.44,        1.12
OFFICE EL1 EAST PERIM SPC (G.E2) SZ-CAV OA CONTROLLER,        1.23,    0.177918
OFFICE EL1 NORTH PERIM SPC (G.N3) SZ-CAV OA CONTROLLER,        5.32,        1.15
OFFICE EL1 SOUTH PERIM SPC (G.S1) SZ-CAV OA CONTROLLER,        7.64,        1.15
OFFICE EL1 WEST PERIM SPC (G.W4) SZ-CAV OA CONTROLLER,        1.61,    0.177918
Building Type,Measure,System Type,Run Type,Climate Zone
MBT,M4,cDXHP,Base,CZ02
System,Maximum Outdoor Air Flow Rate,Minimum Outdoor Air Flow Rate
CONFERENCE EL1 CORE SPC (G.C7) SZ-CAV OA CONTROLLER,        1.86,    0.943574
CORRIDOR EL1 CORE SPC (G.C6) SZ-CAV OA CONTROLLER,        4.43,        2.83
DINING EL1 CORE SPC (G.C9) SZ-CAV OA CONTROLLER,        2.54,        1.42
OFFICE EL1 CORE SPC (G.C11) SZ-CAV OA CONTROLLER,        4.44,        1.12
OFFICE EL1 EAST PERIM SPC (G.E2) SZ-CAV OA CONTROLLER,        1.23,    0.177918
OFFICE EL1 NORTH PERIM SPC (G.N3) SZ-CAV OA CONTROLLER,        5.32,        1.15
OFFICE EL1 SOUTH PERIM SPC (G.S1) SZ-CAV OA CONTROLLER,        7.64,        1.15
OFFICE EL1 WEST PERIM SPC (G.W4) SZ-CAV OA CONTROLLER,        1.61,    0.177918
Building Type,Measure,System Type,Run Type,Climate Zone
MBT,M4,cDXHP,Measure,CZ02
System,Maximum Outdoor Air Flow Rate,Minimum Outdoor Air Flow Rate
CONFERENCE EL1 CORE SPC (G.C7) SZ-CAV OA CONTROLLER,        1.86,    0.943574
CORRIDOR EL1 CORE SPC (G.C6) SZ-CAV OA CONTROLLER,        4.43,        2.83
DINING EL1 CORE SPC (G.C9) SZ-CAV OA CONTROLLER,        2.54,        1.42
OFFICE EL1 CORE SPC (G.C11) SZ-CAV OA CONTROLLER,        4.44,        1.12
OFFICE EL1 EAST PERIM SPC (G.E2) SZ-CAV OA CONTROLLER,        1.23,    0.177918
OFFICE EL1 NORTH PERIM SPC (G.N3) SZ-CAV OA CONTROLLER,        5.32,        1.15
OFFICE EL1 SOUTH PERIM SPC (G.S1) SZ-CAV OA CONTROLLER,        7.64,        1.15
OFFICE EL1 WEST PERIM SPC (G.W4) SZ-CAV OA CONTROLLER,        1.61,    0.177918
Building Type,Measure,System Type,Run Type,Climate Zone
MBT,M4,cPTAC,Base,CZ02
System,Maximum Outdoor Air Flow Rate,Minimum Outdoor Air Flow Rate
CONFERENCE EL1 CORE SPC (G.C7) SZ-CAV OA CONTROLLER,        1.86,    0.943574
CORRIDOR EL1 CORE SPC (G.C6) SZ-CAV OA CONTROLLER,        4.43,        2.83
DINING EL1 CORE SPC (G.C9) SZ-CAV OA CONTROLLER,        2.54,        1.42
OFFICE EL1 CORE SPC (G.C11) SZ-CAV OA CONTROLLER,        4.44,        1.12
OFFICE EL1 EAST PERIM SPC (G.E2) SZ-CAV OA CONTROLLER,        1.23,    0.177918
OFFICE EL1 NORTH PERIM SPC (G.N3) SZ-CAV OA CONTROLLER,        5.32,        1.15
OFFICE EL1 SOUTH PERIM SPC (G.S1) SZ-CAV OA CONTROLLER,        7.64,        1.15
OFFICE EL1 WEST PERIM SPC (G.W4) SZ-CAV OA CONTROLLER,        1.61,    0.177918
Building Type,Measure,System Type,Run Type,Climate Zone
MBT,M4,cPTAC,Measure,CZ02
System,Maximum Outdoor Air Flow Rate,Minimum Outdoor Air Flow Rate
CONFERENCE EL1 CORE SPC (G.C7) SZ-CAV OA CONTROLLER,        1.86,    0.943574
CORRIDOR EL1 CORE SPC (G.C6) SZ-CAV OA CONTROLLER,        4.43,        2.83
DINING EL1 CORE SPC (G.C9) SZ-CAV OA CONTROLLER,        2.54,        1.42
OFFICE EL1 CORE SPC (G.C11) SZ-CAV OA CONTROLLER,        4.44,        1.12
OFFICE EL1 EAST PERIM SPC (G.E2) SZ-CAV OA CONTROLLER,        1.23,    0.177918
OFFICE EL1 NORTH PERIM SPC (G.N3) SZ-CAV OA CONTROLLER,        5.32,        1.15
OFFICE EL1 SOUTH PERIM SPC (G.S1) SZ-CAV OA CONTROLLER,        7.64,        1.15
OFFICE EL1 WEST PERIM SPC (G.W4) SZ-CAV OA CONTROLLER,        1.61,    0.177918
Building Type,Measure,System Type,Run Type,Climate Zone
MBT,M4,cPVVG,Base,CZ02
System,Maximum Outdoor Air Flow Rate,Minimum Outdoor Air Flow Rate
CONFERENCE EL1 CORE SPC (G.C7) SZ-VAV OA CONTROLLER,        1.86,    0.943574
CORRIDOR EL1 CORE SPC (G.C6) SZ-VAV OA CONTROLLER,        4.43,        2.83
DINING EL1 CORE SPC (G.C9) SZ-VAV OA CONTROLLER,        2.54,        1.42
OFFICE EL1 CORE SPC (G.C11) SZ-VAV OA CONTROLLER,        4.44,        1.12
OFFICE EL1 EAST PERIM SPC (G.E2) SZ-VAV OA CONTROLLER,        1.23,    0.177918
OFFICE EL1 NORTH PERIM SPC (G.N3) SZ-VAV OA CONTROLLER,        5.32,        1.15
OFFICE EL1 SOUTH PERIM SPC (G.S1) SZ-VAV OA CONTROLLER,        7.64,        1.15
OFFICE EL1 WEST PERIM SPC (G.W4) SZ-VAV OA CONTROLLER,        1.61,    0.177918
Building Type,Measure,System Type,Run Type,Climate Zone
MBT,M4,cPVVG,Measure,CZ02
System,Maximum Outdoor Air Flow Rate,Minimum Outdoor Air Flow Rate
CONFERENCE EL1 CORE SPC (G.C7) SZ-VAV OA CONTROLLER,        1.86,    0.943574
CORRIDOR EL1 CORE SPC (G.C6) SZ-VAV OA CONTROLLER,        4.43,        2.83
DINING EL1 CORE SPC (G.C9) SZ-VAV OA CONTROLLER,        2.54,        1.42
OFFICE EL1 CORE SPC (G.C11) SZ-VAV OA CONTROLLER,        4.44,        1.12
OFFICE EL1 EAST PERIM SPC (G.E2) SZ-VAV OA CONTROLLER,        1.23,    0.177918
OFFICE EL1 NORTH PERIM SPC (G.N3) SZ-VAV OA CONTROLLER,        5.32,        1.15
OFFICE EL1 SOUTH PERIM SPC (G.S1) SZ-VAV OA CONTROLLER,        7.64,        1.15
OFFICE EL1 WEST PERIM SPC (G.W4) SZ-VAV OA CONTROLLER,        1.61,    0.177918
Building Type,Measure,System Type,Run Type,Climate Zone
MBT,M5,cDXGF,Base,CZ02
System,Maximum Outdoor Air Flow Rate,Minimum Outdoor Air Flow Rate
CONFERENCE EL1 CORE SPC (G.C7) SZ-CAV OA CONTROLLER,        1.86,    0.943574
CORRIDOR EL1 CORE SPC (G.C6) SZ-CAV OA CONTROLLER,        4.43,        2.83
DINING EL1 CORE SPC (G.C9) SZ-CAV OA CONTROLLER,        2.54,        1.42
OFFICE EL1 CORE SPC (G.C11) SZ-CAV OA CONTROLLER,        4.44,        1.12
OFFICE EL1 EAST PERIM SPC (G.E2) SZ-CAV OA CONTROLLER,        1.23,    0.177918
OFFICE EL1 NORTH PERIM SPC (G.N3) SZ-CAV OA CONTROLLER,        5.32,        1.15
OFFICE EL1 SOUTH PERIM SPC (G.S1) SZ-CAV OA CONTROLLER,        7.64,        1.15
OFFICE EL1 WEST PERIM SPC (G.W4) SZ-CAV OA CONTROLLER,        1.61,    0.177918
Building Type,Measure,System Type,Run Type,Climate Zone
MBT,M5,cDXGF,Measure,CZ02
System,Maximum Outdoor Air Flow Rate,Minimum Outdoor Air Flow Rate
CONFERENCE EL1 CORE SPC (G.C7) SZ-CAV OA CONTROLLER,        1.86,    0.943574
CORRIDOR EL1 CORE SPC (G.C6) SZ-CAV OA CONTROLLER,        4.43,        2.83
DINING EL1 CORE SPC (G.C9) SZ-CAV OA CONTROLLER,        2.54,        1.42
OFFICE EL1 CORE SPC (G.C11) SZ-CAV OA CONTROLLER,        4.44,        1.12
OFFICE EL1 EAST PERIM SPC (G.E2) SZ-CAV OA CONTROLLER,        1.23,    0.177918
OFFICE EL1 NORTH PERIM SPC (G.N3) SZ-CAV OA CONTROLLER,        5.32,        1.15
OFFICE EL1 SOUTH PERIM SPC (G.S1) SZ-CAV OA CONTROLLER,        7.64,        1.15
OFFICE EL1 WEST PERIM SPC (G.W4) SZ-CAV OA CONTROLLER,        1.61,    0.177918
Building Type,Measure,System Type,Run Type,Climate Zone
MBT,M5,cDXHP,Base,CZ02
System,Maximum Outdoor Air Flow Rate,Minimum Outdoor Air Flow Rate
CONFERENCE EL1 CORE SPC (G.C7) SZ-CAV OA CONTROLLER,        1.86,    0.943574
CORRIDOR EL1 CORE SPC (G.C6) SZ-CAV OA CONTROLLER,        4.43,        2.83
DINING EL1 CORE SPC (G.C9) SZ-CAV OA CONTROLLER,        2.54,        1.42
OFFICE EL1 CORE SPC (G.C11) SZ-CAV OA CONTROLLER,        4.44,        1.12
OFFICE EL1 EAST PERIM SPC (G.E2) SZ-CAV OA CONTROLLER,        1.23,    0.177918
OFFICE EL1 NORTH PERIM SPC (G.N3) SZ-CAV OA CONTROLLER,        5.32,        1.15
OFFICE EL1 SOUTH PERIM SPC (G.S1) SZ-CAV OA CONTROLLER,        7.64,        1.15
OFFICE EL1 WEST PERIM SPC (G.W4) SZ-CAV OA CONTROLLER,        1.61,    0.177918
Building Type,Measure,System Type,Run Type,Climate Zone
MBT,M5,cDXHP,Measure,CZ02
System,Maximum Outdoor Air Flow Rate,Minimum Outdoor Air Flow Rate
CONFERENCE EL1 CORE SPC (G.C7) SZ-CAV OA CONTROLLER,        1.86,    0.943574
CORRIDOR EL1 CORE SPC (G.C6) SZ-CAV OA CONTROLLER,        4.43,        2.83
DINING EL1 CORE SPC (G.C9) SZ-CAV OA CONTROLLER,        2.54,        1.42
OFFICE EL1 CORE SPC (G.C11) SZ-CAV OA CONTROLLER,        4.44,        1.12
OFFICE EL1 EAST PERIM SPC (G.E2) SZ-CAV OA CONTROLLER,        1.23,    0.177918
OFFICE EL1 NORTH PERIM SPC (G.N3) SZ-CAV OA CONTROLLER,        5.32,        1.15
OFFICE EL1 SOUTH PERIM SPC (G.S1) SZ-CAV OA CONTROLLER,        7.64,        1.15
OFFICE EL1 WEST PERIM SPC (G.W4) SZ-CAV OA CONTROLLER,        1.61,    0.177918
Building Type,Measure,System Type,Run Type,Climate Zone
MBT,M5,cPTAC,Base,CZ02
System,Maximum Outdoor Air Flow Rate,Minimum Outdoor Air Flow Rate
CONFERENCE EL1 CORE SPC (G.C7) SZ-CAV OA CONTROLLER,        1.86,    0.943574
CORRIDOR EL1 CORE SPC (G.C6) SZ-CAV OA CONTROLLER,        4.43,        2.83
DINING EL1 CORE SPC (G.C9) SZ-CAV OA CONTROLLER,        2.54,        1.42
OFFICE EL1 CORE SPC (G.C11) SZ-CAV OA CONTROLLER,        4.44,        1.12
OFFICE EL1 EAST PERIM SPC (G.E2) SZ-CAV OA CONTROLLER,        1.23,    0.177918
OFFICE EL1 NORTH PERIM SPC (G.N3) SZ-CAV OA CONTROLLER,        5.32,        1.15
OFFICE EL1 SOUTH PERIM SPC (G.S1) SZ-CAV OA CONTROLLER,        7.64,        1.15
OFFICE EL1 WEST PERIM SPC (G.W4) SZ-CAV OA CONTROLLER,        1.61,    0.177918
Building Type,Measure,System Type,Run Type,Climate Zone
MBT,M5,cPTAC,Measure,CZ02
System,Maximum Outdoor Air Flow Rate,Minimum Outdoor Air Flow Rate
CONFERENCE EL1 CORE SPC (G.C7) SZ-CAV OA CONTROLLER,        1.86,    0.943574
CORRIDOR EL1 CORE SPC (G.C6) SZ-CAV OA CONTROLLER,        4.43,        2.83
DINING EL1 CORE SPC (G.C9) SZ-CAV OA CONTROLLER,        2.54,        1.42
OFFICE EL1 CORE SPC (G.C11) SZ-CAV OA CONTROLLER,        4.44,        1.12
OFFICE EL1 EAST PERIM SPC (G.E2) SZ-CAV OA CONTROLLER,        1.23,    0.177918
OFFICE EL1 NORTH PERIM SPC (G.N3) SZ-CAV OA CONTROLLER,        5.32,        1.15
OFFICE EL1 SOUTH PERIM SPC (G.S1) SZ-CAV OA CONTROLLER,        7.64,        1.15
OFFICE EL1 WEST PERIM SPC (G.W4) SZ-CAV OA CONTROLLER,        1.61,    0.177918
Building Type,Measure,System Type,Run Type,Climate Zone
MBT,M5,cPVVG,Base,CZ02
System,Maximum Outdoor Air Flow Rate,Minimum Outdoor Air Flow Rate
CONFERENCE EL1 CORE SPC (G.C7) SZ-VAV OA CONTROLLER,        1.86,    0.943574
CORRIDOR EL1 CORE SPC (G.C6) SZ-VAV OA CONTROLLER,        4.43,        2.83
DINING EL1 CORE SPC (G.C9) SZ-VAV OA CONTROLLER,        2.54,        1.42
OFFICE EL1 CORE SPC (G.C11) SZ-VAV OA CONTROLLER,        4.44,        1.12
OFFICE EL1 EAST PERIM SPC (G.E2) SZ-VAV OA CONTROLLER,        1.23,    0.177918
OFFICE EL1 NORTH PERIM SPC (G.N3) SZ-VAV OA CONTROLLER,        5.32,        1.15
OFFICE EL1 SOUTH PERIM SPC (G.S1) SZ-VAV OA CONTROLLER,        7.64,        1.15
OFFICE EL1 WEST PERIM SPC (G.W4) SZ-VAV OA CONTROLLER,        1.61,    0.177918
Building Type,Measure,System Type,Run Type,Climate Zone
MBT,M5,cPVVG,Measure,CZ02
System,Maximum Outdoor Air Flow Rate,Minimum Outdoor Air Flow Rate
CONFERENCE EL1 CORE SPC (G.C7) SZ-VAV OA CONTROLLER,        1.86,    0.943574
CORRIDOR EL1 CORE SPC (G.C6) SZ-VAV OA CONTROLLER,        4.43,        2.83
DINING EL1 CORE SPC (G.C9) SZ-VAV OA CONTROLLER,        2.54,        1.42
OFFICE EL1 CORE SPC (G.C11) SZ-VAV OA CONTROLLER,        4.44,        1.12
OFFICE EL1 EAST PERIM SPC (G.E2) SZ-VAV OA CONTROLLER,        1.23,    0.177918
OFFICE EL1 NORTH PERIM SPC (G.N3) SZ-VAV OA CONTROLLER,        5.32,        1.15
OFFICE EL1 SOUTH PERIM SPC (G.S1) SZ-VAV OA CONTROLLER,        7.64,        1.15
OFFICE EL1 WEST PERIM SPC (G.W4) SZ-VAV OA CONTROLLER,        1.61,    0.177918
Building Type,Measure,System Type,Run Type,Climate Zone
MLI,M1,cDXGF,Base,CZ02
System,Maximum Outdoor Air Flow Rate,Minimum Outdoor Air Flow Rate
STOCKROOM EL1 NE PERIM SPC (G.NE2) SZ-CAV OA CONTROLLER,        3.77,    0.709194
STOCKROOM EL1 SW PERIM SPC (G.SW3) SZ-CAV OA CONTROLLER,        3.76,    0.706932
WORK EL1 SOUTH PERIM SPC (G.S1) SZ-CAV OA CONTROLLER,       27.03,        5.66
Building Type,Measure,System Type,Run Type,Climate Zone
MLI,M1,cDXGF,Measure,CZ02
System,Maximum Outdoor Air Flow Rate,Minimum Outdoor Air Flow Rate
STOCKROOM EL1 NE PERIM SPC (G.NE2) SZ-CAV OA CONTROLLER,        3.77,    0.709194
STOCKROOM EL1 SW PERIM SPC (G.SW3) SZ-CAV OA CONTROLLER,        3.76,    0.706932
WORK EL1 SOUTH PERIM SPC (G.S1) SZ-CAV OA CONTROLLER,       27.03,        5.66
Building Type,Measure,System Type,Run Type,Climate Zone
MLI,M1,cDXHP,Base,CZ02
System,Maximum Outdoor Air Flow Rate,Minimum Outdoor Air Flow Rate
STOCKROOM EL1 NE PERIM SPC (G.NE2) SZ-CAV OA CONTROLLER,        3.77,    0.709194
STOCKROOM EL1 SW PERIM SPC (G.SW3) SZ-CAV OA CONTROLLER,        3.76,    0.706932
WORK EL1 SOUTH PERIM SPC (G.S1) SZ-CAV OA CONTROLLER,       27.03,        5.66
Building Type,Measure,System Type,Run Type,Climate Zone
MLI,M1,cDXHP,Measure,CZ02
System,Maximum Outdoor Air Flow Rate,Minimum Outdoor Air Flow Rate
STOCKROOM EL1 NE PERIM SPC (G.NE2) SZ-CAV OA CONTROLLER,        3.77,    0.709194
STOCKROOM EL1 SW PERIM SPC (G.SW3) SZ-CAV OA CONTROLLER,        3.76,    0.706932
WORK EL1 SOUTH PERIM SPC (G.S1) SZ-CAV OA CONTROLLER,       27.03,        5.66
Building Type,Measure,System Type,Run Type,Climate Zone
MLI,M1,cPTAC,Base,CZ02
System,Maximum Outdoor Air Flow Rate,Minimum Outdoor Air Flow Rate
STOCKROOM EL1 NE PERIM SPC (G.NE2) SZ-CAV OA CONTROLLER,        3.77,    0.709194
STOCKROOM EL1 SW PERIM SPC (G.SW3) SZ-CAV OA CONTROLLER,        3.76,    0.706932
WORK EL1 SOUTH PERIM SPC (G.S1) SZ-CAV OA CONTROLLER,       27.03,        5.66
Building Type,Measure,System Type,Run Type,Climate Zone
MLI,M1,cPTAC,Measure,CZ02
System,Maximum Outdoor Air Flow Rate,Minimum Outdoor Air Flow Rate
STOCKROOM EL1 NE PERIM SPC (G.NE2) SZ-CAV OA CONTROLLER,        3.77,    0.709194
STOCKROOM EL1 SW PERIM SPC (G.SW3) SZ-CAV OA CONTROLLER,        3.76,    0.706932
WORK EL1 SOUTH PERIM SPC (G.S1) SZ-CAV OA CONTROLLER,       27.03,        5.66
Building Type,Measure,System Type,Run Type,Climate Zone
MLI,M1,cPVVG,Base,CZ02
System,Maximum Outdoor Air Flow Rate,Minimum Outdoor Air Flow Rate
STOCKROOM EL1 NE PERIM SPC (G.NE2) SZ-VAV OA CONTROLLER,        3.77,    0.709194
STOCKROOM EL1 SW PERIM SPC (G.SW3) SZ-VAV OA CONTROLLER,        3.76,    0.706932
WORK EL1 SOUTH PERIM SPC (G.S1) SZ-VAV OA CONTROLLER,       27.03,        5.66
Building Type,Measure,System Type,Run Type,Climate Zone
MLI,M1,cPVVG,Measure,CZ02
System,Maximum Outdoor Air Flow Rate,Minimum Outdoor Air Flow Rate
STOCKROOM EL1 NE PERIM SPC (G.NE2) SZ-VAV OA CONTROLLER,        3.77,    0.709194
STOCKROOM EL1 SW PERIM SPC (G.SW3) SZ-VAV OA CONTROLLER,        3.76,    0.706932
WORK EL1 SOUTH PERIM SPC (G.S1) SZ-VAV OA CONTROLLER,       27.03,        5.66
Building Type,Measure,System Type,Run Type,Climate Zone
MLI,M2,cDXGF,Base,CZ02
System,Maximum Outdoor Air Flow Rate,Minimum Outdoor Air Flow Rate
STOCKROOM EL1 NE PERIM SPC (G.NE2) SZ-CAV OA CONTROLLER,        3.77,    0.709194
STOCKROOM EL1 SW PERIM SPC (G.SW3) SZ-CAV OA CONTROLLER,        3.76,    0.706932
WORK EL1 SOUTH PERIM SPC (G.S1) SZ-CAV OA CONTROLLER,       27.03,        5.66
Building Type,Measure,System Type,Run Type,Climate Zone
MLI,M2,cDXGF,Measure,CZ02
System,Maximum Outdoor Air Flow Rate,Minimum Outdoor Air Flow Rate
STOCKROOM EL1 NE PERIM SPC (G.NE2) SZ-CAV OA CONTROLLER,        3.77,    0.709194
STOCKROOM EL1 SW PERIM SPC (G.SW3) SZ-CAV OA CONTROLLER,        3.76,    0.706932
WORK EL1 SOUTH PERIM SPC (G.S1) SZ-CAV OA CONTROLLER,       27.03,        5.66
Building Type,Measure,System Type,Run Type,Climate Zone
MLI,M2,cDXHP,Base,CZ02
System,Maximum Outdoor Air Flow Rate,Minimum Outdoor Air Flow Rate
STOCKROOM EL1 NE PERIM SPC (G.NE2) SZ-CAV OA CONTROLLER,        3.77,    0.709194
STOCKROOM EL1 SW PERIM SPC (G.SW3) SZ-CAV OA CONTROLLER,        3.76,    0.706932
WORK EL1 SOUTH PERIM SPC (G.S1) SZ-CAV OA CONTROLLER,       27.03,        5.66
Building Type,Measure,System Type,Run Type,Climate Zone
MLI,M2,cDXHP,Measure,CZ02
System,Maximum Outdoor Air Flow Rate,Minimum Outdoor Air Flow Rate
STOCKROOM EL1 NE PERIM SPC (G.NE2) SZ-CAV OA CONTROLLER,        3.77,    0.709194
STOCKROOM EL1 SW PERIM SPC (G.SW3) SZ-CAV OA CONTROLLER,        3.76,    0.706932
