MeasureID,BldgType,BldgVint,BldgLoc,BldgHVAC,tstat,PreTechID,PreSizingID,StdTechID,StdSizingID,MsrTechID,MsrSizingID,SizingSrc,EU_HrRepVar,NormUnit
RE-HV-DHP-17S-replRmAC-ER,DMo,Ex,CZ04,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-17S,None,,,Area-ft2-BA
RE-HV-DHP-17S-replRmAC-ER,DMo,Ex,CZ05,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-17S,None,,,Area-ft2-BA
RE-HV-DHP-17S-replRmAC-ER,DMo,Ex,CZ06,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-17S,None,,,Area-ft2-BA
RE-HV-DHP-17S-replRmAC-ER,DMo,Ex,CZ07,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-17S,None,,,Area-ft2-BA
RE-HV-DHP-17S-replRmAC-ER,DMo,Ex,CZ08,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-17S,None,,,Area-ft2-BA
RE-HV-DHP-17S-replRmAC-ER,DMo,Ex,CZ09,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-17S,None,,,Area-ft2-BA
RE-HV-DHP-17S-replRmAC-ER,DMo,Ex,CZ10,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-17S,None,,,Area-ft2-BA
RE-HV-DHP-17S-replRmAC-ER,DMo,Ex,CZ11,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-17S,None,,,Area-ft2-BA
RE-HV-DHP-17S-replRmAC-ER,DMo,Ex,CZ12,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-17S,None,,,Area-ft2-BA
RE-HV-DHP-17S-replRmAC-ER,DMo,Ex,CZ13,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-17S,None,,,Area-ft2-BA
RE-HV-DHP-17S-replRmAC-ER,DMo,Ex,CZ14,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-17S,None,,,Area-ft2-BA
RE-HV-DHP-17S-replRmAC-ER,DMo,Ex,CZ15,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-17S,None,,,Area-ft2-BA
RE-HV-DHP-17S-replRmAC-ER,DMo,Ex,CZ16,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-17S,None,,,Area-ft2-BA
RE-HV-DHP-18S-replRmAC-ER,DMo,Ex,CZ01,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-18S,None,,,Area-ft2-BA
RE-HV-DHP-18S-replRmAC-ER,DMo,Ex,CZ02,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-18S,None,,,Area-ft2-BA
RE-HV-DHP-18S-replRmAC-ER,DMo,Ex,CZ03,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-18S,None,,,Area-ft2-BA
RE-HV-DHP-18S-replRmAC-ER,DMo,Ex,CZ04,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-18S,None,,,Area-ft2-BA
RE-HV-DHP-18S-replRmAC-ER,DMo,Ex,CZ05,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-18S,None,,,Area-ft2-BA
RE-HV-DHP-18S-replRmAC-ER,DMo,Ex,CZ06,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-18S,None,,,Area-ft2-BA
RE-HV-DHP-18S-replRmAC-ER,DMo,Ex,CZ07,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-18S,None,,,Area-ft2-BA
RE-HV-DHP-18S-replRmAC-ER,DMo,Ex,CZ08,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-18S,None,,,Area-ft2-BA
RE-HV-DHP-18S-replRmAC-ER,DMo,Ex,CZ09,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-18S,None,,,Area-ft2-BA
RE-HV-DHP-18S-replRmAC-ER,DMo,Ex,CZ10,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-18S,None,,,Area-ft2-BA
RE-HV-DHP-18S-replRmAC-ER,DMo,Ex,CZ11,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-18S,None,,,Area-ft2-BA
RE-HV-DHP-18S-replRmAC-ER,DMo,Ex,CZ12,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-18S,None,,,Area-ft2-BA
RE-HV-DHP-18S-replRmAC-ER,DMo,Ex,CZ13,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-18S,None,,,Area-ft2-BA
RE-HV-DHP-18S-replRmAC-ER,DMo,Ex,CZ14,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-18S,None,,,Area-ft2-BA
RE-HV-DHP-18S-replRmAC-ER,DMo,Ex,CZ15,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-18S,None,,,Area-ft2-BA
RE-HV-DHP-18S-replRmAC-ER,DMo,Ex,CZ16,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-18S,None,,,Area-ft2-BA
RE-HV-DHP-19S-replRmAC-ER,DMo,Ex,CZ01,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-19S,None,,,Area-ft2-BA
RE-HV-DHP-19S-replRmAC-ER,DMo,Ex,CZ02,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-19S,None,,,Area-ft2-BA
RE-HV-DHP-19S-replRmAC-ER,DMo,Ex,CZ03,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-19S,None,,,Area-ft2-BA
RE-HV-DHP-19S-replRmAC-ER,DMo,Ex,CZ04,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-19S,None,,,Area-ft2-BA
RE-HV-DHP-19S-replRmAC-ER,DMo,Ex,CZ05,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-19S,None,,,Area-ft2-BA
RE-HV-DHP-19S-replRmAC-ER,DMo,Ex,CZ06,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-19S,None,,,Area-ft2-BA
RE-HV-DHP-19S-replRmAC-ER,DMo,Ex,CZ07,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-19S,None,,,Area-ft2-BA
RE-HV-DHP-19S-replRmAC-ER,DMo,Ex,CZ08,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-19S,None,,,Area-ft2-BA
RE-HV-DHP-19S-replRmAC-ER,DMo,Ex,CZ09,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-19S,None,,,Area-ft2-BA
RE-HV-DHP-19S-replRmAC-ER,DMo,Ex,CZ10,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-19S,None,,,Area-ft2-BA
RE-HV-DHP-19S-replRmAC-ER,DMo,Ex,CZ11,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-19S,None,,,Area-ft2-BA
RE-HV-DHP-19S-replRmAC-ER,DMo,Ex,CZ12,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-19S,None,,,Area-ft2-BA
RE-HV-DHP-19S-replRmAC-ER,DMo,Ex,CZ13,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-19S,None,,,Area-ft2-BA
RE-HV-DHP-19S-replRmAC-ER,DMo,Ex,CZ14,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-19S,None,,,Area-ft2-BA
RE-HV-DHP-19S-replRmAC-ER,DMo,Ex,CZ15,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-19S,None,,,Area-ft2-BA
RE-HV-DHP-19S-replRmAC-ER,DMo,Ex,CZ16,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-19S,None,,,Area-ft2-BA
RE-HV-DHP-20S-replRmAC-ER,DMo,Ex,CZ01,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-20S,None,,,Area-ft2-BA
RE-HV-DHP-20S-replRmAC-ER,DMo,Ex,CZ02,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-20S,None,,,Area-ft2-BA
RE-HV-DHP-20S-replRmAC-ER,DMo,Ex,CZ03,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-20S,None,,,Area-ft2-BA
RE-HV-DHP-20S-replRmAC-ER,DMo,Ex,CZ04,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-20S,None,,,Area-ft2-BA
RE-HV-DHP-20S-replRmAC-ER,DMo,Ex,CZ05,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-20S,None,,,Area-ft2-BA
RE-HV-DHP-20S-replRmAC-ER,DMo,Ex,CZ06,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-20S,None,,,Area-ft2-BA
RE-HV-DHP-20S-replRmAC-ER,DMo,Ex,CZ07,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-20S,None,,,Area-ft2-BA
RE-HV-DHP-20S-replRmAC-ER,DMo,Ex,CZ08,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-20S,None,,,Area-ft2-BA
RE-HV-DHP-20S-replRmAC-ER,DMo,Ex,CZ09,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-20S,None,,,Area-ft2-BA
RE-HV-DHP-20S-replRmAC-ER,DMo,Ex,CZ10,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-20S,None,,,Area-ft2-BA
RE-HV-DHP-20S-replRmAC-ER,DMo,Ex,CZ11,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-20S,None,,,Area-ft2-BA
RE-HV-DHP-20S-replRmAC-ER,DMo,Ex,CZ12,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-20S,None,,,Area-ft2-BA
RE-HV-DHP-20S-replRmAC-ER,DMo,Ex,CZ13,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-20S,None,,,Area-ft2-BA
RE-HV-DHP-20S-replRmAC-ER,DMo,Ex,CZ14,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-20S,None,,,Area-ft2-BA
RE-HV-DHP-20S-replRmAC-ER,DMo,Ex,CZ15,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-20S,None,,,Area-ft2-BA
RE-HV-DHP-20S-replRmAC-ER,DMo,Ex,CZ16,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-20S,None,,,Area-ft2-BA
RE-HV-DHP-21S-replRmAC-ER,DMo,Ex,CZ01,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-21S,None,,,Area-ft2-BA
RE-HV-DHP-21S-replRmAC-ER,DMo,Ex,CZ02,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-21S,None,,,Area-ft2-BA
RE-HV-DHP-21S-replRmAC-ER,DMo,Ex,CZ03,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-21S,None,,,Area-ft2-BA
RE-HV-DHP-21S-replRmAC-ER,DMo,Ex,CZ04,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-21S,None,,,Area-ft2-BA
RE-HV-DHP-21S-replRmAC-ER,DMo,Ex,CZ05,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-21S,None,,,Area-ft2-BA
RE-HV-DHP-21S-replRmAC-ER,DMo,Ex,CZ06,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-21S,None,,,Area-ft2-BA
RE-HV-DHP-21S-replRmAC-ER,DMo,Ex,CZ07,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-21S,None,,,Area-ft2-BA
RE-HV-DHP-21S-replRmAC-ER,DMo,Ex,CZ08,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-21S,None,,,Area-ft2-BA
RE-HV-DHP-21S-replRmAC-ER,DMo,Ex,CZ09,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-21S,None,,,Area-ft2-BA
RE-HV-DHP-21S-replRmAC-ER,DMo,Ex,CZ10,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-21S,None,,,Area-ft2-BA
RE-HV-DHP-21S-replRmAC-ER,DMo,Ex,CZ11,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-21S,None,,,Area-ft2-BA
RE-HV-DHP-21S-replRmAC-ER,DMo,Ex,CZ12,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-21S,None,,,Area-ft2-BA
RE-HV-DHP-21S-replRmAC-ER,DMo,Ex,CZ13,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-21S,None,,,Area-ft2-BA
RE-HV-DHP-21S-replRmAC-ER,DMo,Ex,CZ14,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-21S,None,,,Area-ft2-BA
RE-HV-DHP-21S-replRmAC-ER,DMo,Ex,CZ15,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-21S,None,,,Area-ft2-BA
RE-HV-DHP-21S-replRmAC-ER,DMo,Ex,CZ16,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-21S,None,,,Area-ft2-BA
RE-HV-DHP-22S-replRmAC-ER,DMo,Ex,CZ01,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-22S,None,,,Area-ft2-BA
RE-HV-DHP-22S-replRmAC-ER,DMo,Ex,CZ02,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-22S,None,,,Area-ft2-BA
RE-HV-DHP-22S-replRmAC-ER,DMo,Ex,CZ03,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-22S,None,,,Area-ft2-BA
RE-HV-DHP-22S-replRmAC-ER,DMo,Ex,CZ04,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-22S,None,,,Area-ft2-BA
RE-HV-DHP-22S-replRmAC-ER,DMo,Ex,CZ05,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-22S,None,,,Area-ft2-BA
RE-HV-DHP-22S-replRmAC-ER,DMo,Ex,CZ06,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-22S,None,,,Area-ft2-BA
RE-HV-DHP-22S-replRmAC-ER,DMo,Ex,CZ07,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-22S,None,,,Area-ft2-BA
RE-HV-DHP-22S-replRmAC-ER,DMo,Ex,CZ08,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-22S,None,,,Area-ft2-BA
RE-HV-DHP-22S-replRmAC-ER,DMo,Ex,CZ09,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-22S,None,,,Area-ft2-BA
RE-HV-DHP-22S-replRmAC-ER,DMo,Ex,CZ10,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-22S,None,,,Area-ft2-BA
RE-HV-DHP-22S-replRmAC-ER,DMo,Ex,CZ11,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-22S,None,,,Area-ft2-BA
RE-HV-DHP-22S-replRmAC-ER,DMo,Ex,CZ12,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-22S,None,,,Area-ft2-BA
RE-HV-DHP-22S-replRmAC-ER,DMo,Ex,CZ13,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-22S,None,,,Area-ft2-BA
RE-HV-DHP-22S-replRmAC-ER,DMo,Ex,CZ14,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-22S,None,,,Area-ft2-BA
RE-HV-DHP-22S-replRmAC-ER,DMo,Ex,CZ15,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-22S,None,,,Area-ft2-BA
RE-HV-DHP-22S-replRmAC-ER,DMo,Ex,CZ16,rDXHP,0,Pre-RE-HV-RoomAC-9.0E-ERheat,None,Std-RE-HV-RoomAC-9.8E-ERheat,None,Msr-RE-HV-DHP-22S,None,,,Area-ft2-BA
