File Name,BldgLoc,BldgType,Story,BldgHVAC,BldgVint,TechGroup,TechType,TechID,Cooling Capacity (W),Heating Capacity (W),Value/Program Version and Build (),Value/Weather File (),Area/Conditioned Total (m2),Electricity Intensity/HVAC (kWh/m2),Natural Gas Intensity/HVAC (kWh/m2),Electricity/Heating (kWh),Electricity/Cooling (kWh),Electricity/Interior Lighting (kWh),Electricity/Exterior Lighting (kWh),Electricity/Interior Equipment (kWh),Electricity/Exterior Equipment (kWh),Electricity/Fans (kWh),Electricity/Pumps (kWh),Electricity/Heat Rejection (kWh),Electricity/Humidification (kWh),Electricity/Heat Recovery (kWh),Electricity/Water Systems (kWh),Electricity/Refrigeration (kWh),Electricity/Generators (kWh),Natural Gas/Heating (kWh),Natural Gas/Cooling (kWh),Natural Gas/Interior Lighting (kWh),Natural Gas/Exterior Lighting (kWh),Natural Gas/Interior Equipment (kWh),Natural Gas/Exterior Equipment (kWh),Natural Gas/Fans (kWh),Natural Gas/Pumps (kWh),Natural Gas/Heat Rejection (kWh),Natural Gas/Humidification (kWh),Natural Gas/Heat Recovery (kWh),Natural Gas/Water Systems (kWh),Natural Gas/Refrigeration (kWh),Natural Gas/Generators (kWh),Electricity:Facility [J](Hourly),Environment:Site Outdoor Air Drybulb Temperature [C](Hourly)
CZ08/MBT&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-8.46-Std/instance-out.sql,CZ08,MBT,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-8.46-Std,1150673.54,1846197.13,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:56",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,18578.26,111.73,52.76,109328.2,504801.99,711184.77,0.0,1396471.03,0.0,1460533.06,1142.24,0.0,0.0,0.0,0.0,0.0,0.0,819302.64,0.0,0.0,0.0,775546.19,0.0,0.0,0.0,0.0,0.0,0.0,160884.71,0.0,0.0,1871056460.734536,27.188333333333336
CZ08/MBT&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-9.5-Std/instance-out.sql,CZ08,MBT,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-9.5-Std,1150673.54,1846197.13,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:56",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,18578.26,110.19,52.76,109328.2,476087.97,711184.77,0.0,1396471.03,0.0,1460533.06,1142.24,0.0,0.0,0.0,0.0,0.0,0.0,819302.64,0.0,0.0,0.0,775546.19,0.0,0.0,0.0,0.0,0.0,0.0,160884.71,0.0,0.0,1845215730.38634,27.188333333333336
CZ08/MBT&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-9.13-Msr/instance-out.sql,CZ08,MBT,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-9.13-Msr,1150673.54,1846197.13,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:56",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,18578.26,110.68,52.76,109328.2,485202.35,711184.77,0.0,1396471.03,0.0,1460533.06,1142.24,0.0,0.0,0.0,0.0,0.0,0.0,819302.64,0.0,0.0,0.0,775546.19,0.0,0.0,0.0,0.0,0.0,0.0,160884.71,0.0,0.0,1853418078.3420253,27.188333333333336
CZ08/MBT&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-9.31-Std/instance-out.sql,CZ08,MBT,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-9.31-Std,1150673.54,1846197.13,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:56",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,18578.26,110.47,52.76,109328.2,481320.3,711184.77,0.0,1396471.03,0.0,1460533.06,1142.24,0.0,0.0,0.0,0.0,0.0,0.0,819302.64,0.0,0.0,0.0,775546.19,0.0,0.0,0.0,0.0,0.0,0.0,160884.71,0.0,0.0,1849924485.6942332,27.188333333333336
CZ08/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-10.70-Std/instance-out.sql,CZ08,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-10.70-Std,1225701.69,0.0,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:56",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,9291.61,82.85,4.9,358173.94,246729.66,283897.7,0.0,240539.88,0.0,164938.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45532.6,0.0,0.0,809253839.4984086,27.188333333333336
CZ08/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-10.27-Msr/instance-out.sql,CZ08,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-10.27-Msr,1225701.69,0.0,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:57",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,9291.61,84.0,4.9,358173.94,257364.56,283897.7,0.0,240539.88,0.0,164938.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45532.6,0.0,0.0,820146996.4796653,27.188333333333336
CZ08/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-11.29-Msr/instance-out.sql,CZ08,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-11.29-Msr,1225701.69,0.0,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:57",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,9291.61,81.53,4.9,358173.94,234457.78,283897.7,0.0,240539.88,0.0,164938.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45532.6,0.0,0.0,796683934.7933354,27.188333333333336
CZ08/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-11.40-Msr/instance-out.sql,CZ08,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-11.40-Msr,1225701.69,0.0,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:57",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,9291.61,81.21,4.9,358173.94,231428.61,283897.7,0.0,240539.88,0.0,164938.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45532.6,0.0,0.0,793581204.3377788,27.188333333333336
CZ08/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-11.9-Std/instance-out.sql,CZ08,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-11.9-Std,1225701.69,0.0,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:56",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,9291.61,80.22,4.9,358173.94,222240.38,283897.7,0.0,240539.88,0.0,164938.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45532.6,0.0,0.0,784169845.2586911,27.188333333333336
CZ08/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-12.84-Msr/instance-out.sql,CZ08,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-12.84-Msr,1225701.69,0.0,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:57",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,9291.61,78.46,4.9,358173.94,205891.67,283897.7,0.0,240539.88,0.0,164938.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45532.6,0.0,0.0,767424116.6903832,27.188333333333336
CZ08/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-14.28-Msr/instance-out.sql,CZ08,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-14.28-Msr,1225701.69,0.0,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:57",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,9291.61,76.26,4.9,358173.94,185430.4,283897.7,0.0,240539.88,0.0,164938.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45532.6,0.0,0.0,746465953.295886,27.188333333333336
CZ08/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-7.71-Std/instance-out.sql,CZ08,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-7.71-Std,1225701.69,0.0,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:56",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,9291.61,93.09,4.9,358173.94,341842.96,283897.7,0.0,240539.88,0.0,164938.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45532.6,0.0,0.0,906676913.691082,27.188333333333336
CZ08/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-8.56-Std/instance-out.sql,CZ08,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-8.56-Std,1225701.69,0.0,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:56",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,9291.61,89.54,4.9,358173.94,308837.44,283897.7,0.0,240539.88,0.0,164938.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45532.6,0.0,0.0,872869876.2689471,27.188333333333336
CZ08/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-9.25-Msr/instance-out.sql,CZ08,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-9.25-Msr,1225701.69,0.0,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:57",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,9291.61,87.0,4.9,358173.94,285232.04,283897.7,0.0,240539.88,0.0,164938.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45532.6,0.0,0.0,848691230.7604866,27.188333333333336
CZ08/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-9.41-Std/instance-out.sql,CZ08,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-9.41-Std,1225701.69,0.0,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:56",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,9291.61,86.52,4.9,358173.94,280761.32,283897.7,0.0,240539.88,0.0,164938.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45532.6,0.0,0.0,844111941.8384296,27.188333333333336
CZ08/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-9.5-Std/instance-out.sql,CZ08,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-9.5-Std,1225701.69,0.0,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:56",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,9291.61,86.23,4.9,358173.94,278145.54,283897.7,0.0,240539.88,0.0,164938.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45532.6,0.0,0.0,841432631.1772013,27.188333333333336
CZ08/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-10.15-Msr/instance-out.sql,CZ08,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-10.15-Msr,1225701.69,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:57",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,9291.61,84.32,4.9,358172.39,260357.04,283897.7,0.0,240539.88,0.0,164938.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45532.6,0.0,0.0,823212280.188338,27.188333333333336
CZ08/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-10.70-Std/instance-out.sql,CZ08,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-10.70-Std,1225701.69,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:57",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,9291.61,82.85,4.9,358172.39,246729.54,283897.7,0.0,240539.88,0.0,164938.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45532.6,0.0,0.0,809253839.4984024,27.188333333333336
CZ08/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-11.17-Msr/instance-out.sql,CZ08,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-11.17-Msr,1225701.69,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:57",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,9291.61,81.8,4.9,358172.31,236938.68,283897.7,0.0,240539.88,0.0,164938.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45532.6,0.0,0.0,799225218.7854995,27.188333333333336
CZ08/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-11.40-Msr/instance-out.sql,CZ08,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-11.40-Msr,1225701.69,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:57",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,9291.61,81.21,4.9,358172.18,231428.48,283897.7,0.0,240539.88,0.0,164938.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45532.6,0.0,0.0,793581204.3377726,27.188333333333336
CZ08/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-11.9-Std/instance-out.sql,CZ08,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-11.9-Std,1225701.69,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:56",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,9291.61,80.22,4.9,358172.26,222240.26,283897.7,0.0,240539.88,0.0,164938.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45532.6,0.0,0.0,784169845.2586849,27.188333333333336
CZ08/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-12.84-Msr/instance-out.sql,CZ08,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-12.84-Msr,1225701.69,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:57",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,9291.61,78.46,4.9,358172.05,205891.55,283897.7,0.0,240539.88,0.0,164938.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45532.6,0.0,0.0,767424116.690377,27.188333333333336
CZ08/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-14.28-Msr/instance-out.sql,CZ08,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-14.28-Msr,1225701.69,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:57",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,9291.61,76.26,4.9,358171.95,185430.28,283897.7,0.0,240539.88,0.0,164938.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45532.6,0.0,0.0,746465953.2958798,27.188333333333336
CZ08/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-7.61-Std/instance-out.sql,CZ08,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-7.61-Std,1225701.69,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:56",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,9291.61,93.66,4.9,358172.89,347142.72,283897.7,0.0,240539.88,0.0,164938.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45532.6,0.0,0.0,912105507.7400343,27.188333333333336
CZ08/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-8.46-Std/instance-out.sql,CZ08,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-8.46-Std,1225701.69,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:56",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,9291.61,89.89,4.9,358172.79,312065.59,283897.7,0.0,240539.88,0.0,164938.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45532.6,0.0,0.0,876176537.7191398,27.188333333333336
CZ08/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-9.13-Msr/instance-out.sql,CZ08,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-9.13-Msr,1225701.69,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:57",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,9291.61,87.39,4.9,358172.47,288912.33,283897.7,0.0,240539.88,0.0,164938.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45532.6,0.0,0.0,852461019.5763155,27.188333333333336
CZ08/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-9.31-Std/instance-out.sql,CZ08,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-9.31-Std,1225701.69,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:56",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,9291.61,86.9,4.9,358172.69,284326.42,283897.7,0.0,240539.88,0.0,164938.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45532.6,0.0,0.0,847763743.0359495,27.188333333333336
CZ08/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-9.5-Std/instance-out.sql,CZ08,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-9.5-Std,1225701.69,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:57",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,9291.61,86.23,4.9,358172.53,278145.41,283897.7,0.0,240539.88,0.0,164938.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45532.6,0.0,0.0,841432631.1771951,27.188333333333336
CZ08/Mtl&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-10.27-Msr/instance-out.sql,CZ08,Mtl,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-10.27-Msr,289566.6,78131.96,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:57",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,2785.81,52.31,0.62,47488.13,64104.5,51355.88,0.0,22209.36,0.0,34137.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.21,0.0,0.0,0.0,252.11,0.0,0.0,0.0,0.0,0.0,0.0,1617.26,0.0,0.0,129621508.71652122,27.188333333333336
CZ08/Mtl&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-10.70-Std/instance-out.sql,CZ08,Mtl,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-10.70-Std,289566.6,78131.96,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:57",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,2785.81,51.48,0.62,47488.13,61795.1,51355.88,0.0,22209.36,0.0,34137.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.21,0.0,0.0,0.0,252.11,0.0,0.0,0.0,0.0,0.0,0.0,1617.26,0.0,0.0,127447124.53158867,27.188333333333336
CZ08/Mtl&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-11.29-Msr/instance-out.sql,CZ08,Mtl,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-11.29-Msr,289566.6,78131.96,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:57",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,2785.81,50.53,0.62,47488.13,59130.23,51355.88,0.0,22209.36,0.0,34137.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.21,0.0,0.0,0.0,252.11,0.0,0.0,0.0,0.0,0.0,0.0,1617.26,0.0,0.0,124938044.561122,27.188333333333336
CZ08/Mtl&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-11.40-Msr/instance-out.sql,CZ08,Mtl,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-11.40-Msr,289566.6,78131.96,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:57",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,2785.81,50.29,0.62,47488.13,58472.43,51355.88,0.0,22209.36,0.0,34137.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.21,0.0,0.0,0.0,252.11,0.0,0.0,0.0,0.0,0.0,0.0,1617.26,0.0,0.0,124318708.21590278,27.188333333333336
CZ08/Mtl&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-11.9-Std/instance-out.sql,CZ08,Mtl,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-11.9-Std,289566.6,78131.96,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:57",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,2785.81,49.57,0.62,47488.13,56477.18,51355.88,0.0,22209.36,0.0,34137.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.21,0.0,0.0,0.0,252.11,0.0,0.0,0.0,0.0,0.0,0.0,1617.26,0.0,0.0,122440105.86256288,27.188333333333336
CZ08/Mtl&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-12.84-Msr/instance-out.sql,CZ08,Mtl,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-12.84-Msr,289566.6,78131.96,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:57",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,2785.81,48.3,0.62,47488.13,52927.02,51355.88,0.0,22209.36,0.0,34137.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.21,0.0,0.0,0.0,252.11,0.0,0.0,0.0,0.0,0.0,0.0,1617.26,0.0,0.0,119097489.26144771,27.188333333333336
CZ08/Mtl&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-14.28-Msr/instance-out.sql,CZ08,Mtl,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-14.28-Msr,289566.6,78131.96,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:57",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,2785.81,46.7,0.62,47488.13,48483.8,51355.88,0.0,22209.36,0.0,34137.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.21,0.0,0.0,0.0,252.11,0.0,0.0,0.0,0.0,0.0,0.0,1617.26,0.0,0.0,114914028.1116048,27.188333333333336
