File Name,BldgLoc,BldgType,Story,BldgHVAC,BldgVint,TechGroup,TechType,TechID,Cooling Capacity (W),Heating Capacity (W),Value/Program Version and Build (),Value/Weather File (),Area/Conditioned Total (m2),Electricity Intensity/HVAC (kWh/m2),Natural Gas Intensity/HVAC (kWh/m2),Electricity/Heating (kWh),Electricity/Cooling (kWh),Electricity/Interior Lighting (kWh),Electricity/Exterior Lighting (kWh),Electricity/Interior Equipment (kWh),Electricity/Exterior Equipment (kWh),Electricity/Fans (kWh),Electricity/Pumps (kWh),Electricity/Heat Rejection (kWh),Electricity/Humidification (kWh),Electricity/Heat Recovery (kWh),Electricity/Water Systems (kWh),Electricity/Refrigeration (kWh),Electricity/Generators (kWh),Natural Gas/Heating (kWh),Natural Gas/Cooling (kWh),Natural Gas/Interior Lighting (kWh),Natural Gas/Exterior Lighting (kWh),Natural Gas/Interior Equipment (kWh),Natural Gas/Exterior Equipment (kWh),Natural Gas/Fans (kWh),Natural Gas/Pumps (kWh),Natural Gas/Heat Rejection (kWh),Natural Gas/Humidification (kWh),Natural Gas/Heat Recovery (kWh),Natural Gas/Water Systems (kWh),Natural Gas/Refrigeration (kWh),Natural Gas/Generators (kWh),Electricity:Facility [J](Hourly),Environment:Site Outdoor Air Drybulb Temperature [C](Hourly)
CZ01/MBT&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-14.28-Msr/instance-out.sql,CZ01,MBT,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-14.28-Msr,830867.76,2107267.51,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:19",CA_EUREKA - USA Custom-725940 WMO#=725940,18578.26,82.5,207.44,239374.11,36490.45,711184.77,0.0,1396471.03,0.0,1255843.55,1012.48,0.0,0.0,0.0,0.0,0.0,0.0,3660262.31,0.0,0.0,0.0,775546.19,0.0,0.0,0.0,0.0,0.0,0.0,193532.28,0.0,0.0,1621895939.021771,20.015
CZ01/MBT&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-11.9-Std/instance-out.sql,CZ01,MBT,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-11.9-Std,830867.76,2107267.51,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:19",CA_EUREKA - USA Custom-725940 WMO#=725940,18578.26,82.54,207.44,239374.11,37269.86,711184.77,0.0,1396471.03,0.0,1255843.55,1012.48,0.0,0.0,0.0,0.0,0.0,0.0,3660262.31,0.0,0.0,0.0,775546.19,0.0,0.0,0.0,0.0,0.0,0.0,193532.28,0.0,0.0,1634429239.334024,20.015
CZ01/MBT&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-7.71-Std/instance-out.sql,CZ01,MBT,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-7.71-Std,830867.76,2107267.51,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:19",CA_EUREKA - USA Custom-725940 WMO#=725940,18578.26,82.68,207.44,239374.11,39802.33,711184.77,0.0,1396471.03,0.0,1255843.55,1012.48,0.0,0.0,0.0,0.0,0.0,0.0,3660262.31,0.0,0.0,0.0,775546.19,0.0,0.0,0.0,0.0,0.0,0.0,193532.28,0.0,0.0,1675152299.9812262,20.015
CZ01/MBT&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-11.40-Msr/instance-out.sql,CZ01,MBT,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-11.40-Msr,830867.76,2107267.51,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:19",CA_EUREKA - USA Custom-725940 WMO#=725940,18578.26,82.55,207.44,239374.11,37464.42,711184.77,0.0,1396471.03,0.0,1255843.55,1012.48,0.0,0.0,0.0,0.0,0.0,0.0,3660262.31,0.0,0.0,0.0,775546.19,0.0,0.0,0.0,0.0,0.0,0.0,193532.28,0.0,0.0,1637557706.543749,20.015
CZ01/MBT&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-11.29-Msr/instance-out.sql,CZ01,MBT,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-11.29-Msr,830867.76,2107267.51,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:19",CA_EUREKA - USA Custom-725940 WMO#=725940,18578.26,82.56,207.44,239374.11,37528.56,711184.77,0.0,1396471.03,0.0,1255843.55,1012.48,0.0,0.0,0.0,0.0,0.0,0.0,3660262.31,0.0,0.0,0.0,775546.19,0.0,0.0,0.0,0.0,0.0,0.0,193532.28,0.0,0.0,1638589097.484128,20.015
CZ01/MBT&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-12.84-Msr/instance-out.sql,CZ01,MBT,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-12.84-Msr,830867.76,2107267.51,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:19",CA_EUREKA - USA Custom-725940 WMO#=725940,18578.26,82.52,207.44,239374.11,36923.7,711184.77,0.0,1396471.03,0.0,1255843.55,1012.48,0.0,0.0,0.0,0.0,0.0,0.0,3660262.31,0.0,0.0,0.0,775546.19,0.0,0.0,0.0,0.0,0.0,0.0,193532.28,0.0,0.0,1628862725.264306,20.015
CZ01/MBT&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-10.27-Msr/instance-out.sql,CZ01,MBT,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-10.27-Msr,830867.76,2107267.51,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:19",CA_EUREKA - USA Custom-725940 WMO#=725940,18578.26,82.58,207.44,239374.11,38013.58,711184.77,0.0,1396471.03,0.0,1255843.55,1012.48,0.0,0.0,0.0,0.0,0.0,0.0,3660262.31,0.0,0.0,0.0,775546.19,0.0,0.0,0.0,0.0,0.0,0.0,193532.28,0.0,0.0,1646388546.9056833,20.015
CZ01/MBT&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-10.70-Std/instance-out.sql,CZ01,MBT,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-10.70-Std,830867.76,2107267.51,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:19",CA_EUREKA - USA Custom-725940 WMO#=725940,18578.26,82.57,207.44,239374.11,37788.4,711184.77,0.0,1396471.03,0.0,1255843.55,1012.48,0.0,0.0,0.0,0.0,0.0,0.0,3660262.31,0.0,0.0,0.0,775546.19,0.0,0.0,0.0,0.0,0.0,0.0,193532.28,0.0,0.0,1642767509.376473,20.015
CZ01/MBT&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-10.15-Msr/instance-out.sql,CZ01,MBT,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-10.15-Msr,830867.76,2030613.21,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:19",CA_EUREKA - USA Custom-725940 WMO#=725940,18578.26,82.6,207.4,239653.97,38061.78,711184.77,0.0,1396471.03,0.0,1255843.55,1012.48,0.0,0.0,0.0,0.0,0.0,0.0,3659618.22,0.0,0.0,0.0,775546.19,0.0,0.0,0.0,0.0,0.0,0.0,193532.28,0.0,0.0,1647407490.0243778,20.015
CZ01/MBT&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-11.17-Msr/instance-out.sql,CZ01,MBT,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-11.17-Msr,830867.76,2030613.21,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:19",CA_EUREKA - USA Custom-725940 WMO#=725940,18578.26,82.57,207.4,239643.74,37565.92,711184.77,0.0,1396471.03,0.0,1255843.55,1012.48,0.0,0.0,0.0,0.0,0.0,0.0,3659618.22,0.0,0.0,0.0,775546.19,0.0,0.0,0.0,0.0,0.0,0.0,193532.28,0.0,0.0,1639433855.7781625,20.015
CZ01/MBT&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-9.5-Std/instance-out.sql,CZ01,MBT,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-9.5-Std,830867.76,2107267.51,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:19",CA_EUREKA - USA Custom-725940 WMO#=725940,18578.26,82.61,207.44,239374.11,38453.6,711184.77,0.0,1396471.03,0.0,1255843.55,1012.48,0.0,0.0,0.0,0.0,0.0,0.0,3660262.31,0.0,0.0,0.0,775546.19,0.0,0.0,0.0,0.0,0.0,0.0,193532.28,0.0,0.0,1653464189.183258,20.015
CZ01/MBT&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-9.25-Msr/instance-out.sql,CZ01,MBT,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-9.25-Msr,830867.76,2107267.51,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:19",CA_EUREKA - USA Custom-725940 WMO#=725940,18578.26,82.61,207.44,239374.11,38603.65,711184.77,0.0,1396471.03,0.0,1255843.55,1012.48,0.0,0.0,0.0,0.0,0.0,0.0,3660262.31,0.0,0.0,0.0,775546.19,0.0,0.0,0.0,0.0,0.0,0.0,193532.28,0.0,0.0,1655877049.0682125,20.015
CZ01/MBT&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-9.41-Std/instance-out.sql,CZ01,MBT,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-9.41-Std,830867.76,2107267.51,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:19",CA_EUREKA - USA Custom-725940 WMO#=725940,18578.26,82.61,207.44,239374.11,38508.99,711184.77,0.0,1396471.03,0.0,1255843.55,1012.48,0.0,0.0,0.0,0.0,0.0,0.0,3660262.31,0.0,0.0,0.0,775546.19,0.0,0.0,0.0,0.0,0.0,0.0,193532.28,0.0,0.0,1654354829.469946,20.015
CZ01/MBT&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-8.56-Std/instance-out.sql,CZ01,MBT,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-8.56-Std,830867.76,2107267.51,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:19",CA_EUREKA - USA Custom-725940 WMO#=725940,18578.26,82.64,207.44,239374.11,39103.47,711184.77,0.0,1396471.03,0.0,1255843.55,1012.48,0.0,0.0,0.0,0.0,0.0,0.0,3660262.31,0.0,0.0,0.0,775546.19,0.0,0.0,0.0,0.0,0.0,0.0,193532.28,0.0,0.0,1663914368.5470605,20.015
CZ01/MBT&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-10.70-Std/instance-out.sql,CZ01,MBT,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-10.70-Std,830867.76,2030613.21,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:19",CA_EUREKA - USA Custom-725940 WMO#=725940,18578.26,82.58,207.4,239653.97,37773.23,711184.77,0.0,1396471.03,0.0,1255843.55,1012.48,0.0,0.0,0.0,0.0,0.0,0.0,3659618.22,0.0,0.0,0.0,775546.19,0.0,0.0,0.0,0.0,0.0,0.0,193532.28,0.0,0.0,1642767509.376483,20.015
CZ01/MBT&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-11.40-Msr/instance-out.sql,CZ01,MBT,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-11.40-Msr,830867.76,2030613.21,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:19",CA_EUREKA - USA Custom-725940 WMO#=725940,18578.26,82.57,207.4,239626.85,37449.24,711184.77,0.0,1396471.03,0.0,1255843.55,1012.48,0.0,0.0,0.0,0.0,0.0,0.0,3659618.22,0.0,0.0,0.0,775546.19,0.0,0.0,0.0,0.0,0.0,0.0,193532.28,0.0,0.0,1637557706.5437589,20.015
CZ01/MBT&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-7.61-Std/instance-out.sql,CZ01,MBT,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-7.61-Std,830867.76,2030613.21,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:19",CA_EUREKA - USA Custom-725940 WMO#=725940,18578.26,82.7,207.4,239717.35,39899.38,711184.77,0.0,1396471.03,0.0,1255843.55,1012.48,0.0,0.0,0.0,0.0,0.0,0.0,3659618.22,0.0,0.0,0.0,775546.19,0.0,0.0,0.0,0.0,0.0,0.0,193532.28,0.0,0.0,1676956840.4662354,20.015
CZ01/MBT&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-9.13-Msr/instance-out.sql,CZ01,MBT,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-9.13-Msr,830867.76,2030613.21,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:19",CA_EUREKA - USA Custom-725940 WMO#=725940,18578.26,82.63,207.4,239664.2,38666.41,711184.77,0.0,1396471.03,0.0,1255843.55,1012.48,0.0,0.0,0.0,0.0,0.0,0.0,3659618.22,0.0,0.0,0.0,775546.19,0.0,0.0,0.0,0.0,0.0,0.0,193532.28,0.0,0.0,1657130179.524602,20.015
CZ01/MBT&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-14.28-Msr/instance-out.sql,CZ01,MBT,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-14.28-Msr,830867.76,2030613.21,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:19",CA_EUREKA - USA Custom-725940 WMO#=725940,18578.26,82.51,207.4,239597.66,36475.28,711184.77,0.0,1396471.03,0.0,1255843.55,1012.48,0.0,0.0,0.0,0.0,0.0,0.0,3659618.22,0.0,0.0,0.0,775546.19,0.0,0.0,0.0,0.0,0.0,0.0,193532.28,0.0,0.0,1621895939.0217805,20.015
CZ01/MBT&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-8.46-Std/instance-out.sql,CZ01,MBT,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-8.46-Std,830867.76,2030613.21,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:19",CA_EUREKA - USA Custom-725940 WMO#=725940,18578.26,82.66,207.4,239705.09,39156.66,711184.77,0.0,1396471.03,0.0,1255843.55,1012.48,0.0,0.0,0.0,0.0,0.0,0.0,3659618.22,0.0,0.0,0.0,775546.19,0.0,0.0,0.0,0.0,0.0,0.0,193532.28,0.0,0.0,1665013548.9984462,20.015
CZ01/MBT&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-11.9-Std/instance-out.sql,CZ01,MBT,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-11.9-Std,830867.76,2030613.21,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:19",CA_EUREKA - USA Custom-725940 WMO#=725940,18578.26,82.56,207.4,239637.84,37254.69,711184.77,0.0,1396471.03,0.0,1255843.55,1012.48,0.0,0.0,0.0,0.0,0.0,0.0,3659618.22,0.0,0.0,0.0,775546.19,0.0,0.0,0.0,0.0,0.0,0.0,193532.28,0.0,0.0,1634429239.3340335,20.015
CZ01/MBT&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-12.84-Msr/instance-out.sql,CZ01,MBT,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-12.84-Msr,830867.76,2030613.21,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:19",CA_EUREKA - USA Custom-725940 WMO#=725940,18578.26,82.54,207.4,239610.98,36908.52,711184.77,0.0,1396471.03,0.0,1255843.55,1012.48,0.0,0.0,0.0,0.0,0.0,0.0,3659618.22,0.0,0.0,0.0,775546.19,0.0,0.0,0.0,0.0,0.0,0.0,193532.28,0.0,0.0,1628862725.2643156,20.015
CZ01/MBT&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-9.31-Std/instance-out.sql,CZ01,MBT,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-9.31-Std,830867.76,2030613.21,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:19",CA_EUREKA - USA Custom-725940 WMO#=725940,18578.26,82.63,207.4,239692.65,38569.31,711184.77,0.0,1396471.03,0.0,1255843.55,1012.48,0.0,0.0,0.0,0.0,0.0,0.0,3659618.22,0.0,0.0,0.0,775546.19,0.0,0.0,0.0,0.0,0.0,0.0,193532.28,0.0,0.0,1655568739.1940336,20.015
CZ01/MBT&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-9.5-Std/instance-out.sql,CZ01,MBT,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-9.5-Std,830867.76,2030613.21,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:19",CA_EUREKA - USA Custom-725940 WMO#=725940,18578.26,82.62,207.4,239672.43,38438.43,711184.77,0.0,1396471.03,0.0,1255843.55,1012.48,0.0,0.0,0.0,0.0,0.0,0.0,3659618.22,0.0,0.0,0.0,775546.19,0.0,0.0,0.0,0.0,0.0,0.0,193532.28,0.0,0.0,1653464189.183268,20.015
CZ01/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-10.27-Msr/instance-out.sql,CZ01,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-10.27-Msr,967567.49,0.0,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:20",CA_EUREKA - USA Custom-725940 WMO#=725940,9291.61,50.97,5.89,386780.06,12874.21,283897.7,0.0,240539.88,0.0,73963.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54696.51,0.0,0.0,732754901.3987299,20.015
CZ01/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-10.70-Std/instance-out.sql,CZ01,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-10.70-Std,967567.49,0.0,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:20",CA_EUREKA - USA Custom-725940 WMO#=725940,9291.61,50.92,5.89,386780.06,12342.79,283897.7,0.0,240539.88,0.0,73963.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54696.51,0.0,0.0,725818996.7875415,20.015
CZ01/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-11.29-Msr/instance-out.sql,CZ01,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-11.29-Msr,967567.49,0.0,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:20",CA_EUREKA - USA Custom-725940 WMO#=725940,9291.61,50.85,5.89,386780.06,11729.56,283897.7,0.0,240539.88,0.0,73963.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54696.51,0.0,0.0,717815471.2571437,20.015
CZ01/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-11.40-Msr/instance-out.sql,CZ01,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-11.40-Msr,967567.49,0.0,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:20",CA_EUREKA - USA Custom-725940 WMO#=725940,9291.61,50.83,5.89,386780.06,11578.19,283897.7,0.0,240539.88,0.0,73963.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54696.51,0.0,0.0,715839896.8198159,20.015
CZ01/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-12.84-Msr/instance-out.sql,CZ01,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-12.84-Msr,967567.49,0.0,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:20",CA_EUREKA - USA Custom-725940 WMO#=725940,9291.61,50.7,5.89,386780.06,10302.11,283897.7,0.0,240539.88,0.0,73963.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54696.51,0.0,0.0,699185123.0805776,20.015
CZ01/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-11.9-Std/instance-out.sql,CZ01,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-11.9-Std,967567.49,0.0,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:19",CA_EUREKA - USA Custom-725940 WMO#=725940,9291.61,50.78,5.89,386780.06,11119.06,283897.7,0.0,240539.88,0.0,73963.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54696.51,0.0,0.0,709847484.4322488,20.015
CZ01/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-14.28-Msr/instance-out.sql,CZ01,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-14.28-Msr,967567.49,0.0,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:20",CA_EUREKA - USA Custom-725940 WMO#=725940,9291.61,50.59,5.89,386780.06,9279.66,283897.7,0.0,240539.88,0.0,73963.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54696.51,0.0,0.0,685840614.9292624,20.015
CZ01/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-7.71-Std/instance-out.sql,CZ01,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-7.71-Std,967567.49,0.0,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:19",CA_EUREKA - USA Custom-725940 WMO#=725940,9291.61,51.43,5.89,386780.06,17095.6,283897.7,0.0,240539.88,0.0,73963.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54696.51,0.0,0.0,787850339.0964608,20.015
CZ01/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-9.25-Msr/instance-out.sql,CZ01,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-9.25-Msr,967567.49,0.0,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:20",CA_EUREKA - USA Custom-725940 WMO#=725940,9291.61,51.12,5.89,386780.06,14266.75,283897.7,0.0,240539.88,0.0,73963.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54696.51,0.0,0.0,750929622.1442263,20.015
CZ01/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-8.56-Std/instance-out.sql,CZ01,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-8.56-Std,967567.49,0.0,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:19",CA_EUREKA - USA Custom-725940 WMO#=725940,9291.61,51.25,5.89,386780.06,15446.31,283897.7,0.0,240539.88,0.0,73963.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54696.51,0.0,0.0,766324679.7168822,20.015
CZ01/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-9.5-Std/instance-out.sql,CZ01,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-9.5-Std,967567.49,0.0,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:20",CA_EUREKA - USA Custom-725940 WMO#=725940,9291.61,51.08,5.89,386780.06,13912.64,283897.7,0.0,240539.88,0.0,73963.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54696.51,0.0,0.0,746307917.4899094,20.015
CZ01/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-9.41-Std/instance-out.sql,CZ01,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-9.41-Std,967567.49,0.0,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:19",CA_EUREKA - USA Custom-725940 WMO#=725940,9291.61,51.1,5.89,386780.06,14043.35,283897.7,0.0,240539.88,0.0,73963.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54696.51,0.0,0.0,748013891.5433446,20.015
CZ01/MLI&0&cDXHP&Ex&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-10.70-Std/instance-out.sql,CZ01,MLI,0,cDXHP,Ex,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-10.70-Std,1093497.2,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.15 23:20",CA_EUREKA - USA Custom-725940 WMO#=725940,9291.61,50.91,5.89,386788.02,12322.1,283897.7,0.0,240539.88,0.0,73963.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54696.51,0.0,0.0,723926175.6169686,20.015
