File Name,Net Site EUI (kWh/m2),Net Site Energy (kWh),Net Source EUI (kWh/m2),Net Source Energy (kWh)
CZ03/MLI&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,962727.57,28442.94,27586.02,283149.19,0.0,239893.0,0.0,334324.96,3.37,0.0,0.0,0.0,49328.08,0.0,0.0,28442.94,27586.02,0.00,0.00,239893.00,0.00
CZ03/Mtl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,154547.55000000002,4230.17,10933.85,51285.47,0.0,22443.33,0.0,57880.58,3.36,0.0,0.0,0.0,7770.79,0.0,0.0,3945.33,10933.85,284.84,0.00,22191.36,251.97
CZ03/Mtl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,153410.95,4288.85,10864.56,51285.47,0.0,22443.33,0.0,56754.58,3.36,0.0,0.0,0.0,7770.79,0.0,0.0,4003.76,10864.56,285.09,0.00,22191.36,251.97
CZ03/Mtl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,151789.19,4374.18,10766.01,51285.47,0.0,22443.33,0.0,55146.05,3.36,0.0,0.0,0.0,7770.79,0.0,0.0,4088.70,10766.01,285.48,0.00,22191.36,251.97
CZ03/Nrs&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,920405.41,43305.21,55065.64,200868.06,0.0,347425.87,0.0,153324.01,28.07,0.0,0.0,0.0,120388.57,0.0,0.0,3986.19,55065.64,39319.02,0.00,281574.59,65851.28
CZ03/Nrs&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,918194.28,43368.79,54926.74,200868.06,0.0,347425.87,0.0,151195.33,28.06,0.0,0.0,0.0,120381.43,0.0,0.0,4047.39,54926.74,39321.40,0.00,281574.59,65851.28
CZ03/Nrs&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,915107.1499999999,43487.939999999995,54750.15,200868.06,0.0,347425.87,0.0,148150.0,28.08,0.0,0.0,0.0,120397.06,0.0,0.0,4136.31,54750.15,39351.63,0.00,281574.59,65851.28
CZ03/OfL&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,2483246.7800000003,33662.25,150874.67,462712.61,0.0,829334.66,0.0,882401.49,2386.73,0.0,0.0,0.0,121874.37,0.0,0.0,10472.11,150874.67,23190.14,0.00,829334.66,0.00
CZ03/OfL&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,2466006.98,33907.0,150030.39,462712.61,0.0,829334.66,0.0,865764.86,2386.73,0.0,0.0,0.0,121870.72,0.0,0.0,10682.16,150030.39,23224.84,0.00,829334.66,0.00
CZ03/OfL&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,2441333.12,34189.159999999996,148836.0,462712.61,0.0,829334.66,0.0,842000.44,2386.77,0.0,0.0,0.0,121873.48,0.0,0.0,11000.74,148836.00,23188.42,0.00,829334.66,0.00
CZ03/OfS&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,139714.49,1556.93,6559.23,23737.13,0.0,29387.4,0.0,56019.43,1.13,0.0,0.0,0.0,22453.23,0.0,0.0,1556.93,6559.23,0.00,0.00,29387.40,0.00
CZ03/OfS&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,138595.80000000002,1588.42,6503.19,23737.13,0.0,29387.4,0.0,54925.29,1.13,0.0,0.0,0.0,22453.23,0.0,0.0,1588.42,6503.19,0.00,0.00,29387.40,0.00
CZ03/OfS&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,136993.73,1632.04,6423.22,23737.13,0.0,29387.4,0.0,53359.57,1.13,0.0,0.0,0.0,22453.23,0.0,0.0,1632.04,6423.22,0.00,0.00,29387.40,0.00
CZ03/RFF&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,104283.31,889.31,6025.52,13247.63,0.0,37903.17,0.0,20160.06,3.37,0.0,0.0,0.0,26054.25,0.0,0.0,874.27,6025.52,15.04,0.00,18423.46,19479.71
CZ03/RFF&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,103990.47,905.1400000000001,6010.26,13247.63,0.0,37903.17,0.0,19866.65,3.37,0.0,0.0,0.0,26054.25,0.0,0.0,890.07,6010.26,15.07,0.00,18423.46,19479.71
CZ03/RFF&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,103572.98000000001,928.41,5988.65,13247.63,0.0,37903.17,0.0,19447.49,3.37,0.0,0.0,0.0,26054.25,0.0,0.0,913.30,5988.65,15.11,0.00,18423.46,19479.71
CZ03/RSD&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,234226.2,15226.640000000001,14898.67,36047.32,0.0,76546.73,0.0,24689.23,10.31,0.0,0.0,0.0,66807.3,0.0,0.0,374.70,14898.67,14851.94,0.00,37475.60,39071.13
CZ03/RSD&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,234080.76,15234.710000000001,14889.66,36047.32,0.0,76546.73,0.0,24544.73,10.31,0.0,0.0,0.0,66807.3,0.0,0.0,381.70,14889.66,14853.01,0.00,37475.60,39071.13
CZ03/RSD&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,233878.07,15250.230000000001,14878.34,36047.32,0.0,76546.73,0.0,24337.85,10.31,0.0,0.0,0.0,66807.3,0.0,0.0,391.87,14878.34,14858.36,0.00,37475.60,39071.13
CZ03/Rt3&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,2007350.57,15876.240000000002,67723.82,774348.97,0.0,436362.0,0.0,537473.99,3.38,0.0,0.0,0.0,175562.18,0.0,0.0,13050.86,67723.82,2825.38,0.00,436362.00,0.00
CZ03/Rt3&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,1996767.25,16135.85,67125.41,774348.97,0.0,436362.0,0.0,527229.47,3.38,0.0,0.0,0.0,175562.18,0.0,0.0,13305.92,67125.41,2829.93,0.00,436362.00,0.00
CZ03/Rt3&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,1981642.86,16515.84,66277.29,774348.97,0.0,436362.0,0.0,512573.21,3.38,0.0,0.0,0.0,175562.17,0.0,0.0,13678.94,66277.29,2836.90,0.00,436362.00,0.00
CZ03/RtL&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,2012841.02,10119.89,83605.48,767420.15,0.0,509200.67,0.0,513283.56,3.39,0.0,0.0,0.0,129207.89,0.0,0.0,10119.89,83605.48,0.00,0.00,468847.72,40352.95
CZ03/RtL&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,2002613.6,10374.1,82974.74,767420.15,0.0,509200.67,0.0,503432.67,3.39,0.0,0.0,0.0,129207.89,0.0,0.0,10374.10,82974.74,0.00,0.00,468847.72,40352.95
CZ03/RtL&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,1988010.34,10737.46,82080.81,767420.15,0.0,509200.67,0.0,489359.98,3.39,0.0,0.0,0.0,129207.89,0.0,0.0,10737.46,82080.81,0.00,0.00,468847.72,40352.95
CZ03/RtS&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,126137.34,2339.35,4634.6,44599.63,0.0,24440.79,0.0,34269.04,3.36,0.0,0.0,0.0,15850.57,0.0,0.0,2339.35,4634.60,0.00,0.00,24440.79,0.00
CZ03/RtS&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,125460.47,2373.53,4595.49,44599.63,0.0,24440.79,0.0,33597.1,3.36,0.0,0.0,0.0,15850.57,0.0,0.0,2373.53,4595.49,0.00,0.00,24440.79,0.00
CZ03/RtS&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,124494.19,2422.75,4539.91,44599.63,0.0,24440.79,0.0,32637.18,3.36,0.0,0.0,0.0,15850.57,0.0,0.0,2422.75,4539.91,0.00,0.00,24440.79,0.00
CZ03/SCn&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,3027707.5399999996,178723.85,65471.73,850055.03,0.0,449066.39,0.0,1397981.42,3.36,0.0,0.0,0.0,86405.76,0.0,0.0,178723.85,65471.73,0.00,0.00,449066.39,0.00
CZ03/SCn&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,3001646.5799999996,181313.87,64593.35,850055.03,0.0,449066.39,0.0,1370208.83,3.36,0.0,0.0,0.0,86405.76,0.0,0.0,181313.87,64593.35,0.00,0.00,449066.39,0.00
CZ03/SCn&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,2966079.65,185731.21,63348.54,850055.03,0.0,449066.39,0.0,1331469.36,3.36,0.0,0.0,0.0,86405.76,0.0,0.0,185731.21,63348.54,0.00,0.00,449066.39,0.00
CZ04/Asm&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,753035.08,53503.71,144654.51,153727.01,0.0,145823.51,0.0,232989.38,3.36,0.0,0.0,0.0,22333.6,0.0,0.0,53503.71,144654.51,0.00,0.00,145823.51,0.00
CZ04/Asm&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,748330.07,53883.64,144137.99,153727.01,0.0,145823.51,0.0,228420.97,3.36,0.0,0.0,0.0,22333.6,0.0,0.0,53883.64,144137.99,0.00,0.00,145823.51,0.00
CZ04/Asm&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,741611.77,54428.39,143401.25,153727.01,0.0,145823.51,0.0,221894.65,3.36,0.0,0.0,0.0,22333.6,0.0,0.0,54428.39,143401.25,0.00,0.00,145823.51,0.00
CZ04/ECC&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,2795140.27,27726.58,340031.03,358430.2,0.0,1013813.91,0.0,614613.71,918.89,0.0,0.0,0.0,439605.94,0.0,0.0,26855.86,340031.03,870.72,0.00,945189.93,68623.98
CZ04/ECC&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,2783914.49,28124.7,338747.62,358430.2,0.0,1013813.91,0.0,604273.92,918.86,0.0,0.0,0.0,439605.26,0.0,0.0,27251.62,338747.62,873.08,0.00,945189.93,68623.98
CZ04/ECC&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,2767752.1399999997,28681.61,336929.96,358430.2,0.0,1013813.91,0.0,589371.58,918.91,0.0,0.0,0.0,439605.97,0.0,0.0,27810.07,336929.96,871.54,0.00,945189.93,68623.98
CZ04/EPr&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,429343.76,8192.46,56659.71,64700.97,0.0,125897.03,0.0,89833.67,3.37,0.0,0.0,0.0,84056.57,0.0,0.0,8192.46,56659.71,0.00,0.00,83226.75,42670.28
CZ04/EPr&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,427737.82999999996,8284.02,56470.28,64700.97,0.0,125897.03,0.0,88325.58,3.37,0.0,0.0,0.0,84056.57,0.0,0.0,8284.02,56470.28,0.00,0.00,83226.75,42670.28
CZ04/EPr&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,425449.97,8415.04,56199.99,64700.97,0.0,125897.03,0.0,86177.0,3.37,0.0,0.0,0.0,84056.57,0.0,0.0,8415.04,56199.99,0.00,0.00,83226.75,42670.28
CZ04/ERC&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,20725.78,578.6,1992.29,2224.35,0.0,2196.82,0.0,4502.34,3.36,0.0,0.0,0.0,9228.02,0.0,0.0,578.60,1992.29,0.00,0.00,2196.82,0.00
CZ04/ERC&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,20638.16,585.86,1982.91,2224.35,0.0,2196.82,0.0,4416.83,3.36,0.0,0.0,0.0,9228.02,0.0,0.0,585.86,1982.91,0.00,0.00,2196.82,0.00
CZ04/ERC&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,20511.31,596.54,1969.52,2224.35,0.0,2196.82,0.0,4292.7,3.36,0.0,0.0,0.0,9228.02,0.0,0.0,596.54,1969.52,0.00,0.00,2196.82,0.00
CZ04/ESe&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,1319195.0,145992.86000000002,159201.73,197959.32,0.0,323176.74,0.0,262863.81,3.39,0.0,0.0,0.0,229997.14,0.0,0.0,5873.76,159201.73,140119.10,0.00,259085.82,64090.92
CZ04/ESe&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,1317288.3900000001,146078.38,158978.11,197959.32,0.0,323176.74,0.0,261095.3,3.39,0.0,0.0,0.0,229997.15,0.0,0.0,5949.48,158978.11,140128.90,0.00,259085.82,64090.92
CZ04/ESe&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,1314558.28,146193.63,158658.63,197959.32,0.0,323176.74,0.0,258569.43,3.39,0.0,0.0,0.0,229997.14,0.0,0.0,6056.69,158658.63,140136.94,0.00,259085.82,64090.92
CZ04/EUn&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,8893548.53,96971.03,1062611.85,1277404.75,0.0,3682881.23,0.0,2030153.07,3.37,0.0,0.0,0.0,743523.23,0.0,0.0,74902.48,1062611.85,22068.55,0.00,3555459.15,127422.08
CZ04/EUn&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,8857954.55,98501.19,1058869.65,1277404.75,0.0,3682881.23,0.0,1996771.13,3.37,0.0,0.0,0.0,743523.24,0.0,0.0,76406.88,1058869.65,22094.31,0.00,3555459.15,127422.08
CZ04/EUn&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,8806339.94,100292.56,1053594.73,1277404.75,0.0,3682881.23,0.0,1948640.11,3.37,0.0,0.0,0.0,743523.18,0.0,0.0,78175.01,1053594.73,22117.55,0.00,3555459.15,127422.08
CZ04/Hsp&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,4125925.06,337397.68,861938.88,856282.21,0.0,1182847.3,0.0,586256.87,41946.87,0.0,0.0,0.0,259255.25,0.0,0.0,10240.22,861938.88,327157.46,0.00,1139112.10,43735.20
CZ04/Hsp&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,4119768.25,337841.31,861291.7,856282.21,0.0,1182847.3,0.0,580308.76,41941.63,0.0,0.0,0.0,259255.35,0.0,0.0,10420.06,861291.70,327421.25,0.00,1139112.10,43735.20
CZ04/Hsp&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,4110660.42,338114.06,860430.07,856282.21,0.0,1182847.3,0.0,571789.75,41945.48,0.0,0.0,0.0,259251.54,0.0,0.0,10642.66,860430.07,327471.40,0.00,1139112.10,43735.20
CZ04/MBT&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,7102124.34,2590832.47,455305.14,709539.71,0.0,2167645.51,0.0,1006230.11,592.71,0.0,0.0,0.0,171978.69,0.0,0.0,30366.74,455305.14,2560465.73,0.00,1394057.91,773587.60
CZ04/MBT&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,7094863.0600000005,2591157.6599999997,454632.82,709539.71,0.0,2167645.51,0.0,999315.95,592.72,0.0,0.0,0.0,171978.68,0.0,0.0,30655.15,454632.82,2560502.51,0.00,1394057.91,773587.60
CZ04/MBT&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,7084940.1,2591852.3499999996,453667.81,709539.71,0.0,2167645.51,0.0,989663.3,592.73,0.0,0.0,0.0,171978.68,0.0,0.0,31222.30,453667.81,2560630.05,0.00,1394057.91,773587.60
CZ04/MLI&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,1139195.68,41402.25,140274.23,283149.19,0.0,239893.0,0.0,386477.47,3.37,0.0,0.0,0.0,47996.17,0.0,0.0,41402.25,140274.23,0.00,0.00,239893.00,0.00
CZ04/MLI&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,1131476.5799999998,41997.71,139537.64,283149.19,0.0,239893.0,0.0,378899.48,3.37,0.0,0.0,0.0,47996.18,0.0,0.0,41997.71,139537.64,0.00,0.00,239893.00,0.00
CZ04/MLI&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,1120459.7,42856.89,138487.29,283149.19,0.0,239893.0,0.0,368073.78,3.37,0.0,0.0,0.0,47996.18,0.0,0.0,42856.89,138487.29,0.00,0.00,239893.00,0.00
CZ04/Mtl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,182540.6,7453.95,34805.13,51285.47,0.0,22443.33,0.0,58816.77,3.36,0.0,0.0,0.0,7732.58,0.0,0.0,6935.03,34805.13,518.92,0.00,22191.36,251.97
CZ04/Mtl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,181372.04,7542.71,34680.58,51285.47,0.0,22443.33,0.0,57684.0,3.36,0.0,0.0,0.0,7732.58,0.0,0.0,7015.46,34680.58,527.25,0.00,22191.36,251.97
CZ04/Mtl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,179670.12,7648.84,34503.14,51285.47,0.0,22443.33,0.0,56053.39,3.36,0.0,0.0,0.0,7732.58,0.0,0.0,7128.32,34503.14,520.52,0.00,22191.36,251.97
CZ04/Nrs&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,1027215.8700000001,64714.090000000004,127751.55,200868.06,0.0,347425.87,0.0,170431.7,30.3,0.0,0.0,0.0,115994.3,0.0,0.0,7427.61,127751.55,57286.48,0.00,281574.59,65851.28
CZ04/Nrs&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,1025021.79,64917.84,127537.01,200868.06,0.0,347425.87,0.0,168295.48,30.28,0.0,0.0,0.0,115947.25,0.0,0.0,7513.48,127537.01,57404.36,0.00,281574.59,65851.28
CZ04/Nrs&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,1021468.2899999999,64936.59,127142.87,200868.06,0.0,347425.87,0.0,165085.37,30.26,0.0,0.0,0.0,115979.28,0.0,0.0,7633.81,127142.87,57302.78,0.00,281574.59,65851.28
CZ04/OfL&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,2843690.23,49758.37,449297.99,462712.61,0.0,829334.66,0.0,931333.78,2916.17,0.0,0.0,0.0,118336.65,0.0,0.0,16926.07,449297.99,32832.30,0.00,829334.66,0.00
CZ04/OfL&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,2824939.5300000003,50138.41,447545.96,462712.61,0.0,829334.66,0.0,913955.74,2916.23,0.0,0.0,0.0,118335.93,0.0,0.0,17311.95,447545.96,32826.46,0.00,829334.66,0.00
CZ04/OfL&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,2798329.56,50763.75,445043.29,462712.61,0.0,829334.66,0.0,889221.64,2916.4,0.0,0.0,0.0,118337.19,0.0,0.0,17869.56,445043.29,32894.19,0.00,829334.66,0.00
CZ04/OfS&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,163707.24,2525.17,24790.9,23737.13,0.0,29387.4,0.0,61366.42,1.13,0.0,0.0,0.0,21899.09,0.0,0.0,2525.17,24790.90,0.00,0.00,29387.40,0.00
CZ04/OfS&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,162431.36,2570.98,24670.83,23737.13,0.0,29387.4,0.0,60164.79,1.13,0.0,0.0,0.0,21899.09,0.0,0.0,2570.98,24670.83,0.00,0.00,29387.40,0.00
CZ04/OfS&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,160612.13999999998,2638.1,24499.56,23737.13,0.0,29387.4,0.0,58449.72,1.13,0.0,0.0,0.0,21899.09,0.0,0.0,2638.10,24499.56,0.00,0.00,29387.40,0.00
CZ04/RFF&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,113868.91,1629.6499999999999,13043.72,13247.63,0.0,37903.17,0.0,22600.91,3.37,0.0,0.0,0.0,25440.46,0.0,0.0,1556.87,13043.72,72.78,0.00,18423.46,19479.71
CZ04/RFF&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,113550.26999999999,1651.05,13014.52,13247.63,0.0,37903.17,0.0,22290.05,3.37,0.0,0.0,0.0,25440.46,0.0,0.0,1578.10,13014.52,72.95,0.00,18423.46,19479.71
CZ04/RFF&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,113095.39,1681.85,12972.9,13247.63,0.0,37903.17,0.0,21846.0,3.37,0.0,0.0,0.0,25440.47,0.0,0.0,1608.75,12972.90,73.10,0.00,18423.46,19479.71
CZ04/RSD&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,272801.54000000004,33711.350000000006,29662.66,36047.32,0.0,76546.73,0.0,31857.35,19.8,0.0,0.0,0.0,64956.35,0.0,0.0,755.12,29662.66,32956.23,0.00,37475.60,39071.13
CZ04/RSD&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,272646.41,33723.82,29647.27,36047.32,0.0,76546.73,0.0,31705.13,19.8,0.0,0.0,0.0,64956.35,0.0,0.0,764.71,29647.27,32959.11,0.00,37475.60,39071.13
CZ04/RSD&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,272423.58999999997,33740.32,29625.33,36047.32,0.0,76546.73,0.0,31487.74,19.8,0.0,0.0,0.0,64956.35,0.0,0.0,778.44,29625.33,32961.88,0.00,37475.60,39071.13
CZ04/Rt3&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,2290782.7199999997,28394.61,281550.42,774348.97,0.0,436362.0,0.0,599691.56,3.38,0.0,0.0,0.0,170431.78,0.0,0.0,24505.65,281550.42,3888.96,0.00,436362.00,0.00
CZ04/Rt3&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,2278491.6,28819.29,280255.19,774348.97,0.0,436362.0,0.0,588270.99,3.38,0.0,0.0,0.0,170431.78,0.0,0.0,24925.15,280255.19,3894.14,0.00,436362.00,0.00
CZ04/Rt3&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,2260941.4,29436.87,278407.3,774348.97,0.0,436362.0,0.0,571951.1,3.38,0.0,0.0,0.0,170431.78,0.0,0.0,25535.59,278407.30,3901.28,0.00,436362.00,0.00
CZ04/RtL&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,2275633.83,21662.39,289722.74,767420.15,0.0,509200.67,0.0,562151.53,3.39,0.0,0.0,0.0,125472.96,0.0,0.0,21661.64,289722.74,0.75,0.00,468847.72,40352.95
CZ04/RtL&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,2264000.62,22059.25,288462.77,767420.15,0.0,509200.67,0.0,551381.43,3.39,0.0,0.0,0.0,125472.96,0.0,0.0,22058.48,288462.77,0.77,0.00,468847.72,40352.95
CZ04/RtL&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,2247403.61,22637.25,286672.56,767420.15,0.0,509200.67,0.0,535996.64,3.39,0.0,0.0,0.0,125472.96,0.0,0.0,22636.45,286672.56,0.80,0.00,468847.72,40352.95
CZ04/RtS&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,147581.51,3696.65,19967.85,44599.63,0.0,24440.79,0.0,39319.41,3.36,0.0,0.0,0.0,15553.81,0.0,0.0,3696.65,19967.85,0.00,0.00,24440.79,0.00
